molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|SRW07|AATSC1s|MATS7i|SaaaC|MATS8i|AATSC8d|AATSC1pe|MATS1c|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|PBF|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|DPSA3|GRAVp|TASA|WNSA4|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
26_a20|0|0|0|0.0|1|6.842683282|0|1.4165417530000002|1.877209467|4.727387819|-0.104520106|0.1516835819999999|2.01129617|-0.054222344|-0.033102079|0.003149352|-0.446730587|0.7071284179999999|0.7541508029999999|-0.055150498|0.8096894440000001|0.690530489|-0.0862808009999999|-0.082729415|0.423153994|-55.81998701|299.8332395|0.20662747|139.417676|-0.0327795789999999|-37.66339899|80.47551422|-1.737317706|-39.28020352|66.82118688|2825.254798|535.3119506|-14.92323356|6221.067002000001|28.17896678|0.014879363|-384.4457279|712.1606951|1.0|1.0|1.0|1.0|1.0|3.42|3.07|27.0|-9.18|4.5|4.62|86.69|0.0|125.0|0.0|1.0|5.0|32.0|4.0|-6.28|419.48|0.0|1.0|3.66|7.27e-06|0.00305|9.51e-06|0.0|6.64e-10|-0.05097|4.8421|-1352.277633|715.27|318.77|0.2081|256.05|543.96|0.68167|-1352.036122|-0.16129|0.03774288|4.8742|131.0|6.8827
14q_a23|0|1|1|0.0|2|7.423568444|0|1.19796338|3.292130907|5.351858133|-0.130330047|0.064903564|0.720966302|-0.058543701|-0.056324491|0.002496501|-0.573130981|0.77007911|0.808928963|-0.089657283|0.871119857|0.7333675390000001|-0.08960718|-0.096370719|0.227948491|-66.16349731|350.836102|0.226805402|155.7136729|-0.039682061|-45.42467289|97.13675614|-2.023785094|-42.23665548|76.3369885|3097.399651|530.8381985000001|-18.70427707|6982.066379000001|35.04742005|0.01932289|-380.8178266000001|693.3423458|0.0|1.0|1.0|0.0|2.0|3.52|2.66|26.0|-6.96|2.57|3.12|148.11|1.0|128.38|1.0|1.0|6.0|33.0|5.0|-7.33|454.51|1.0|0.0|2.62|6.11e-06|0.00278|4.03e-05|0.0|1.11e-07|-0.08159|3.6431|-1798.6108739999995|714.22|340.33|0.4943|340.33|554.59|0.5949|-1798.3704079999998|-0.14854|0.03458552|12.0503|16.0|7.8069
17_a47|1|1|1|0.0|0|6.605297921|0|1.4168589319999998|0.0|4.59511985|-0.019259259|-0.105849578|1.699575434|0.075303828|-0.006331624|0.004477366|-0.3004189439999999|0.8007970640000001|0.75807704|-0.010871607|0.814790949|0.7666613659999999|-0.07185129|-0.082994667|0.522140199|-50.62550618|68.64478326|0.147717593|90.10552332|-0.02987808|-30.88080199|0.0|-1.493904005|-26.73455447|51.70735256|2672.497352|519.8795281|-11.11708872|5854.9736840000005|24.43867122|0.0159160889999999|-299.80980739999995|630.8611986000001|1.0|0.0|1.0|1.0|2.0|3.44|2.39|27.0|-10.1|5.12|5.44|79.38|0.0|119.83|0.0|0.0|4.0|30.0|4.0|-5.83|392.46|0.0|1.0|3.85|3.98e-06|0.00156|6.11e-06|0.0|7.96e-11|-0.04873|4.2784|-1254.943823|656.78|289.79|0.4308|289.79|477.67|0.6844100000000001|-1254.737546|-0.17606|0.04130125|5.6949|5.0|8.3
11e_a5|1|0|0|0.0|0|7.139660336|1|1.338814635|0.0|5.209486153|0.038643235|-0.07965|0.0|-0.16669151|-0.010236262|0.008721244|-0.234433859|0.77509232|0.775794895|-0.02059071|0.8215345|0.747366251|-0.062865536|-0.0790189759999999|0.372098505|-52.34653881|62.84782002|0.123241209|81.64179149|-0.0282210629999999|-34.67724171|0.0|-1.580379517|-27.58835281|49.63167715|2721.416353|580.8135016|-12.38472918|5675.693973|25.90670947|0.016933845|-293.6467698|735.3048881|1.0|1.0|1.0|1.0|1.0|3.22|3.43|23.0|-8.95|5.03|4.29|66.93|0.0|125.71|0.0|1.0|7.0|31.0|5.0|-6.28|411.5|0.0|0.0|3.63|2.23e-05|0.00919|1.9e-05|0.0|1.13e-09|-0.03808|4.4179|-1316.512503|717.76|302.14|0.5347|280.64|571.06|0.6505|-1316.239803|-0.16751|0.03460011|2.8694|0.04|7.3979
20a_a10|0|0|0|0.0|1|7.535296702|1|1.343837243|2.113798134|5.4161004020000005|0.049376168|-0.035536682|1.896409603|-0.010695558|0.011011878|0.008297595|-0.281099208|0.661219642|0.755429696|0.019448804|0.817646497|0.63495222|-0.066386563|-0.072821454|0.591835899|-47.37850712|66.52185003|0.086318664|56.1599532|-0.028008251|-30.82502228|47.01787447|-1.456429076|-28.10115947|52.05222074|2998.608651|594.4519837|-11.8557778|6729.996773999999|24.84485067|0.016540298|-303.7731758|719.5272609|0.0|1.0|1.0|1.0|0.0|3.48|3.63|27.0|-9.44|5.06|5.77|76.62|0.0|126.35|0.0|1.0|4.0|33.0|5.0|-5.82|429.47|0.0|1.0|4.27|2.07e-06|0.000888|2.56e-06|0.0|3.61e-10|-0.06611|4.7841|-1389.1321289999998|696.63|323.62|0.2738|259.16|524.02|0.6864600000000001|-1388.897416|-0.1613099999999999|0.03217287|3.2116|1.2|5.9208
12a_a40|0|0|0|0.0|1|7.515889085|0|0.604990853|1.784989449|5.4161004020000005|-0.012791297|0.17758258|0.8332127109999999|0.100414476|-0.226763788|0.007890601|-0.4764003679999999|0.58630452|0.718281767|-0.375724138|0.7867243829999999|0.525051106|-0.064340227|-0.074840643|0.000279043|-38.17175304|107.5277007|0.059120235|30.15370934|-0.033799|-19.46913691|49.24750281|-1.047769006|-16.73754566|38.81741016|2185.594734|479.8867095|-8.792513441|4873.458436|20.24838026|0.010759845|-358.4254366|323.26151960000004|0.0|1.0|0.0|0.0|0.0|3.2|3.39|20.0|-7.21|5.33|5.43|58.43|0.0|91.76|0.0|1.0|2.0|22.0|2.0|-4.56|346.23|0.0|1.0|4.78|3.86e-07|0.000134|1.13e-06|1.0|6.15e-08|-0.08015|3.0966|-2097.8163050000003|530.55|400.39|0.3701|400.39|429.21|0.6998800000000001|-2097.7296100000003|-0.12895|0.0104658999999999|3.8054|1778.0|5.7501
2_a3|0|0|0|0.0|0|6.823286122000001|0|0.605017347|0.0|4.727387819|-0.09743592|-0.103423993|2.058239271|0.09933632|0.036301827|-0.0045709459999999|-0.568019422|0.899733837|0.769486995|0.065162907|0.8401405609999999|0.841871246|-0.104577702|-0.09392632|0.4551292289999999|-44.07280196|228.178656|0.249793422|117.2099151|-0.033150466|-20.68016573|74.89956423|-1.127115845|-23.02532673|54.67257594|2056.399995|352.0174726|-7.298882022000001|4446.904467|21.36736636|0.019143348|-213.9529255|330.4083896|1.0|1.0|1.0|1.0|1.0|2.97|2.22|21.0|-6.89|4.34|4.01|92.93|0.0|90.49|0.0|1.0|2.0|22.0|3.0|-5.93|304.37|0.0|1.0|3.06|1.7800000000000002e-05|0.0054|5.33e-05|0.0|1.3e-07|-0.06423|5.4397|-1272.114086|503.34|371.73|0.1824|227.92|340.69|0.69543|-1272.001389|-0.14605|0.02925101|5.4999|3981.0|5.4
13a_a6|1|0|0|0.0|0|7.412764017000001|1|1.430639975|0.0|5.351858133|-0.0265090529999999|0.031837397|0.0|0.0015242189999999|-0.0525259259999999|-0.00194781|-0.488098052|0.850080948|0.7722228729999999|-0.091892803|0.8299950709999999|0.8013954109999999|-0.094081761|-0.113446379|0.22670695|-74.18628740000001|154.9639272|0.22549456|147.4582473|-0.040840697|-48.51283287|554.4922449|-2.042034827|-40.23198232|82.36189896|2820.31296|506.474367|-17.46461983|6019.922535|35.14492428|0.02016134|-339.9303794|627.4287311|1.0|1.0|1.0|1.0|2.0|3.53|3.2|23.0|-9.01|4.98|4.32|95.85|0.0|116.79|0.0|1.0|5.0|31.0|5.0|-6.1|409.44|0.0|1.0|3.52|3.11e-06|0.0012699999999999|1.02e-05|0.0|9.77e-10|-0.05018|5.9934|-1350.057702|695.29|339.59|0.5352|206.87|571.9|0.70072|-1349.834826|-0.14969|0.02818646|9.2157|46.0|7.3372
15b_a10|0|0|0|0.0|1|7.535296702|1|1.3438370730000002|2.145379897|5.4161004020000005|0.024214591|-0.111812184|2.0455289690000003|-0.082365722|-0.058911857|0.011928706|-0.195505087|0.744213612|0.791078367|-0.104250125|0.83320417|0.7199249390000001|-0.046334564|-0.07358373|0.697099355|-50.44100799|43.96642219|0.078081026|53.52386591|-0.024105015|-34.57687319|118.6253241|-1.398090862|-21.77253505|42.7113409|2716.468606|631.9674549|-11.32690674|6105.426726|24.65365821|0.017637846|-233.3911134|766.4127559|1.0|1.0|1.0|1.0|0.0|3.61|3.89|21.0|-8.18|4.34|4.44|56.07|0.0|123.73|0.0|1.0|7.0|31.0|5.0|-6.34|413.51|0.0|0.0|3.66|4.46e-05|0.0185|2.28e-05|0.0|6.609999999999999e-09|-0.04734|5.7620000000000005|-1317.736865|721.17|329.52|0.3575|215.17|587.53|0.68906|-1317.429772|-0.15579|0.02977516|6.1384|85.0|7.0706
1b_a5|1|0|0|0.0|0|6.605297921|0|1.4258024619999998|0.0|4.59511985|-0.061874543|-0.095857885|0.0|0.001241264|-0.028797464|0.003708988|-0.231956531|0.567806811|0.759794937|-0.054153474|0.827319059|0.558485747|-0.07823203|-0.077221824|0.341795323|-38.87394276|168.30518769999998|0.191171377|96.23685048|-0.031306145|-19.56938257|0.769931305|-1.158327367|-19.82538668|44.82086533|2171.716467|407.1693177|-7.933533473|4577.125071|21.51550842|0.019229427|-234.0649914|357.34245360000006|1.0|0.0|1.0|1.0|1.0|2.75|1.81|23.0|-8.3|4.88|4.76|54.46|0.0|90.44|0.0|1.0|3.0|24.0|4.0|-5.99|316.33|0.0|1.0|3.38|0.000106|0.0336|4.970000000000001e-05|0.0|4.99e-09|-0.04135|4789.0|-1050.506509|536.59|266.74|0.3101|258.89|388.58|0.43728|-1050.413506|-0.1892|0.03246637|4.3687|59.0|7.2291
47a_a18|0|0|0|0.0|0|7.03438793|1|0.403918489|0.0|4.844187086|-0.18843247|0.043161338|0.0|-0.025401815|0.052572636|-0.000633273|-0.369841706|0.842412605|0.766261502|0.089156939|0.7991211029999999|0.792293789|-0.082855697|-0.099310031|0.371382587|-81.42570819|100.7293848|0.2212091389999999|181.3725215|-0.036234741|-66.76209701|110.0917322|-2.681370849|-55.70051708|79.51543089|3612.105567|638.5417107999999|-24.3591435|8405.670404|37.435301|0.014835962|-481.4854016|1225.939287|1.0|1.0|1.0|1.0|3.0|4.97|0.0|18.0|-8.27|0.48|3.35|123.06|1.0|158.24|1.0|1.0|12.0|39.0|5.0|-6.49|547.67|0.0|0.0|2.02|1.8100000000000002e-07|9.9e-05|2.62e-06|1.0|5.4e-09|-0.05191|3.1947|-2098.773074|874.47|388.09|0.6094|388.09|813.01|0.69508|2098.280307|-131.0|0.0339441|3.0133|1.0|9.0
12j_a36|1|0|0|0.0|0|7.412764017000001|2|0.6293514410000001|0.0|5.351858133|-0.0446165029999999|0.091496219|0.0|0.039869055|-0.051080247|0.003710345|-0.436310965|0.906423012|0.820041835|-0.089459459|0.87043328|0.855081905|-0.069970795|-0.105480639|0.362692602|-69.66341599|26.39145693|0.147413708|97.35760604|-0.037113558|-46.00836307|2.098786266|-2.004132137|-30.5197407|58.20533756|2881.20453|563.0803357000001|-16.18812775|6352.018345|31.59421634|0.016546717|-364.314663|725.9470896|0.0|1.0|1.0|1.0|2.0|4.86|0.0|17.0|-7.05|3.33|2.61|94.5|0.0|135.47|0.0|1.0|6.0|31.0|4.0|-6.64|427.52|0.0|0.0|2.33|1.4300000000000002e-05|0.0061|3.09e-05|0.0|8.95e-08|-0.05098|5.2072|-1670.420129|694.28|327.94|0.4981|238.1|536.01|0.69967|-1670.184251|-0.15495|0.02793415|8.5953|0.01|8.0
47f_a18|0|0|0|0.0|0|7.03438793|1|1.251175676|0.0|4.844187086|-0.034211867|-0.048472184|0.0|0.033759227|-0.008224928|0.00531392|-0.4138670829999999|0.765824398|0.750610215|-0.014370598|0.780474694|0.745431271|-0.063824969|-0.084851044|0.375218907|-72.03501774|111.1889928|0.161843119|137.3980967|-0.0289997239999999|-61.15474298|58.84834254|-2.290978185|-46.00060733|65.93954138|3367.7324700000004|711.5604361000001|-20.90098811|7870.103594|33.88554232|0.016581683|-384.6642262|1347.416568|1.0|0.0|1.0|1.0|2.0|4.87|0.0|18.0|-9.22|3.22|3.6|88.97|2.0|164.47|1.0|1.0|13.0|40.0|4.0|-6.4|541.68|0.0|0.0|2.83|7.76e-07|0.000421|3.01e-06|1.0|6.04e-10|-0.04439|3.0964|-1743.346389|908.66|400.42|0.5741|400.42|874.24|0.6984600000000001|-1741.724929|-0.12802|0.02902413|4.4861|9.0|8.0458
12e_a30|0|0|0|0.0|0|7.412764017000001|2|0.604984231|0.0|5.351858133|-0.029595542|-0.010682095|0.0|0.005418617|-0.055954785|0.0053380919999999|-0.417089226|0.838579475|0.8246767140000001|-0.097868612|0.876441789|0.7933543279999999|-0.07914783|-0.098059338|0.407218612|-65.04681137|106.2790684|0.183296295|121.5880081|-0.035153347|-43.14823836|0.0|-1.863127413|-34.82676424|68.59117243|2920.484542|541.7533217|-15.46823639|6421.289402|32.97692061|0.022696477|-274.7836441|704.0353382000001|0.0|1.0|1.0|1.0|1.0|4.72|0.0|17.0|-6.74|3.89|2.63|90.88|0.0|133.77|0.0|1.0|6.0|31.0|5.0|-6.19|428.51|0.0|0.0|2.57|3.59e-06|0.00154|1.19e-05|0.0|1.84e-07|-0.05044|5.0412|-1690.2687170000002|709.98|356.82|0.2055|245.94|562.76|0.68605|-1690.030824|-0.1476|0.03344515|6.1598|11.0|7.9431
3c_a12|0|0|0|0.0|0|6.555356892000001|1|0.610140703|0.0|4.59511985|-0.058516436|-0.14679559|0.0|-0.008931246|-0.056537396|-0.001825446|-0.545592465|0.923855679|0.826033688|-0.10295082|0.888353608|0.859899236|-0.071719601|-0.099327724|0.242114395|-50.25579322|73.9854678|0.156144506|79.00277721|-0.033980537|-25.42738988|0.0|-1.291260406|-18.35985151|42.97583906|2186.344105|426.9566009|-8.698843907999999|4629.005722|24.36878988|0.02155815|-207.9738085|380.2468615|1.0|1.0|0.0|1.0|1.0|3.94|2.78|17.0|-6.78|4.01|2.25|78.41|0.0|98.16|0.0|1.0|3.0|23.0|4.0|-6.18|319.38|0.0|1.0|2.76|6.06e-05|0.0194|9.940000000000002e-05|0.0|1.67e-07|-0.07463|3.9848|-1327.471862|544.65|345.72|0.4687|311.14|399.38|0.68067|-1327.351991|-0.14572|0.02665687|2.3061|0.02|7699.0
12au_a36|1|0|0|0.0|0|7.412764017000001|2|0.2992539489999999|0.0|5.351858133|-0.351827031|0.075815782|0.0|-0.023640632|-0.03802163|-0.001160331|-0.515924985|0.8183043390000001|0.825565083|-0.058671909|0.877827228|0.750657639|-0.090166553|-0.110305773|0.284342092|-79.35600767|102.3999102|0.301003019|216.5471227|-0.038036474|-57.09017539|26.04051569|-2.206115469|-46.66686194|80.38496714|3484.987058|502.8713191000001|-19.68626738|7239.100414|38.21494522|0.023021031|-310.873098|805.2286932|0.0|0.0|1.0|0.0|3.0|5.0|0.0|17.0|-6.87|1.28|2.15|123.75|0.0|142.02|0.0|1.0|7.0|34.0|6.0|-8.03|474.54|0.0|0.0|1.18|0.0001409999999999|0.0668|0.0001889999999999|0.0|1.36e-07|-0.0570899999999999|5.1307|-1876.156196|752.27|334.15|809.0|241.65|618.65|0.70395|-1875.89525|-0.15162|0.05174058|8.0814|47.0|7.3279
7_a3|0|0|0|0.0|0|6.823286122000001|0|0.60501656|0.0|4.727387819|-0.106234254|-0.047419994|1.989724777|0.054347129|0.030246987|-0.006696449|-0.592753801|0.881253042|0.790667152|0.0507482109999999|0.8632654590000001|0.773152968|-0.1034274319999999|-0.096448591|0.5999725029999999|-47.72824381|230.9407974|0.217705402|107.7330046|-0.036877402|-23.61864737|76.07607751|-1.253831681|-25.32764885|55.98630667|2196.07224|387.1238241|-9.030659289|5055.700186|22.83370969|0.0149999089999999|-296.13678660000005|353.7528308|1.0|1.0|1.0|1.0|1.0|3.02|2.61|21.0|-7.48|4.96|4.66|92.93|0.0|95.5|0.0|1.0|2.0|23.0|3.0|-5.68|338.81|0.0|1.0|3.63|3.67e-06|0.00124|1.34e-05|0.0|3.28e-08|-0.0640299999999999|5.8849|-1731.703107|522.73|360.06|0.1926|210.68|362.61|0.69224|-1731.602893|-0.14816|0.03103579|3.9813|1023.0|5.9901
1a_a5|0|0|0|0.0|0|6.605297921|1|1.189701889|0.0|4.59511985|0.009305578|-0.075791863|0.0|-0.132197351|-0.004213083|0.00549829|-0.179831877|0.8309401009999999|0.7427901179999999|-0.008431181|0.794139321|0.808272639|-0.071887159|-0.075618812|0.3602068089999999|-38.07869556|83.60943679|0.166361767|83.77332129999999|-0.027665419|-19.17495143|0.0|-1.134282187|-18.22870183|40.24669785|1940.139869|419.7878208000001|-7.015226132|4005.068642|19.19815378|0.016493595|-227.2618539|403.543273|1.0|0.0|1.0|1.0|1.0|3.54|0.0|18.0|-7.15|3.08|1.42|37.81|0.0|93.49|0.0|1.0|3.0|23.0|4.0|-6.58|298.34|0.0|0.0|1.75|0.00253|755.0|0.000365|0.0|7.13e-08|-0.1040099999999999|4.6707|-951.110826|531.02|437.61|0.2109|265.45|386.8|0.54123|-951.178584|-0.12226|0.028664612|6.7017|107.0|6.9706
11_a3|0|0|0|0.0|0|6.823286122000001|0|0.605020608|0.0|4.727387819|-0.127546771|-0.101436441|1.710245969|0.044912659|-0.023103765|-0.005959152|-0.577616902|0.8947911009999999|0.724492061|-0.04179402|0.793311683|0.834020779|-0.0955396769999999|-0.099420732|0.175996916|-47.02715152|253.1353625|0.222196952|105.101718|-0.0391657429999999|-22.2443844|80.34769756|-1.292469516|-21.37603754|51.99171876|2097.896727|367.9098016|-8.76293931|4487.967272999999|24.61956593|0.021256639|-238.8563772|311.6695405|1.0|1.0|1.0|1.0|1.0|3.19|2.07|21.0|-6.51|3.79|3.41|105.82|0.0|88.28|0.0|1.0|2.0|22.0|4.0|-6.59|305.36|0.0|1.0|2.46|8.37e-05|0.0256|0.000197|0.0|3.06e-07|-69.0|3.2232|-1288.165162|508.58|384.66|0.4441|384.66|346.18|0.6966600000000001|-1288.058926|-0.13118|0.02994326|4.4522|0.04|7.3979
13b_a30|0|0|0|0.0|0|7.412764017000001|2|0.604984129|0.0|5.351858133|-0.118776867|-0.035340334|0.0|0.042845487|-0.0463169629999999|-0.002215642|-0.564815317|0.841060094|0.836520136|-0.0771674659999999|0.892104517|0.802578397|-0.109962789|-0.113554975|0.3529073379999999|-76.67161447|385.2420923|0.305898198|206.54056530000005|-0.042850934|-51.76819834|105.341977|-2.271099499|-50.13056864|86.77473353|3002.926824|468.6532296|-19.53516918|6627.406474|36.15271139|0.017174033|-405.5090587|713.7769663|0.0|0.0|1.0|0.0|2.0|4.76|0.0|17.0|-6.19|3.04|1.72|124.74|0.0|135.37|0.0|1.0|6.0|32.0|5.0|-7.05|441.51|0.0|0.0|1.91|9.68e-06|0.00427|5e-05|0.0|6.520000000000001e-07|-0.05434|5.0501|-1744.446479|721.48|353.68|0.2783|245.51|544.04|0.6862699999999999|-1744.2179010000002|-0.14879|0.0455651|5.3762|26.0|7.5901
47d_a18|0|0|0|0.0|0|7.03438793|1|1.251175994|0.0|4.844187086|-0.041876322|0.069914568|0.0|-0.07722825|0.016324953|0.005144085|-0.417659275|0.7640994990000001|0.7430748709999999|0.027971797|0.773981237|0.741366815|-0.06394156|-0.087315963|0.445704576|-71.20388424|64.92967228|0.163000873|132.9229494|-0.028722356|-58.06490563|58.93717545|-2.182899066|-42.52098397|64.59518279|3304.705347|682.5509007|-19.1002979|7780.945962999999|33.54943497|0.018506261|-323.1621908|1255.618298|1.0|0.0|1.0|1.0|2.0|4.73|0.0|18.0|-8.83|2.81|3.21|88.97|2.0|159.67|1.0|1.0|12.0|39.0|4.0|-6.57|527.66|0.0|0.0|2.56|1.83e-06|0.000968|5.23e-06|1.0|1.4800000000000003e-09|-0.04561|3.1079|-1704.0327519999998|875.6|398.94|0.5820000000000001|398.94|817.06|0.69905|-1703.545539|-0.12844|0.02826074|4.2225|8.0|8.0969
11c_a31|1|0|0|0.0|0|7.765993078999999|1|0.6101368770000001|0.0|5.733341277|-0.141329185|-0.031640011|0.0|-0.137912959|-0.085216451|-0.008375297|-0.572548808|0.825336018|0.839810365|-0.139933586|0.8906705429999999|0.787929678|-0.138002689|-0.14043574|0.3608415239999999|-82.24513417|264.7428792|0.435856737|255.2562173|-0.042457317|-48.16624372|70.98337779|-1.825664624|-47.33176279|100.8824395|2470.585429|330.3862551|-14.56188764|5329.481371|36.77740577|0.029155542|-206.2506659|449.7512005|0.0|1.0|1.0|1.0|2.0|3.51|2.66|16.0|-5.84|5.04|3.64|125.57|0.0|97.32|0.0|2.0|6.0|26.0|6.0|-6.56|371.41|0.0|1.0|3.04|7.68e-06|0.00285|0.000105|0.0|1.45e-06|-0.03532|3.8551|-1559.353434|622.22|321.61|0.2627|321.61|512.9|0.7005899999999999|-1559.194237|-0.15994|0.04465349|7.5091|0.13|6.8861
22_a47|0|1|1|0.0|1|6.86171134|0|1.408617385|1.202720059|4.727387819|-0.150248628|-0.029311184|1.016903613|-0.075111395|0.002716049|-0.004332497|-0.538310301|0.612295986|0.831122912|0.004104478|0.890264057|0.591185263|-0.080744803|-0.089280419|0.573087958|-52.67991531|12.19999546|0.301350868|177.81209280000002|-0.031744149|-31.08378631|54.21581266|-1.42848671|-28.11203407|60.71546178|2692.510471|412.2379505|-11.05201291|6107.923371|30.72175314|0.031534452|-129.440987|482.9384172|1.0|1.0|1.0|1.0|2.0|3.31|3.16|21.0|-7.69|3.07|4.85|84.73|0.0|104.64|0.0|1.0|5.0|29.0|6.0|-6.58|394.38|0.0|1.0|3.41|3.6e-05|0.0142|4.16e-05|0.0|2.06e-08|-0.0612399999999999|4.7954|-1375.021925|605.12|308.65|0.3367|258.55|466.95|0.68312|-1374.857521|-0.16704|0.02840507|5.7009|1.0|9.0
11_a47|0|0|0|0.0|0|0.0|0|1.381898438|0.0|0.0|-0.156077888|-0.0586047379999999|1.311097861|0.081235787|0.046339015|-0.00580273|-0.451384505|0.702719047|0.715054643|0.07716247|0.770028429|0.686454722|-0.08164597|-0.096486559|0.572646116|-59.10798423|119.4035378|0.203136607|124.4421556|-0.035945973|-36.20974614|1.882633323|-1.833244617|-30.64032829|55.20085753|2842.168734|488.1611434|-13.48990542|6736.717611|26.96593732|0.0128657439999999|-387.9111844|670.2339441|1.0|0.0|1.0|1.0|2.0|3.28|3.15|28.0|-10.55|5.58|6.68|70.93|0.0|124.7|0.0|0.0|4.0|32.0|5.0|-5.28|422.45|1.0|1.0|4.69|5.110000000000001e-07|0.000216|9.32e-07|0.0|2.81e-11|-0.05094|3.7253|-1396.145101|654.49|332.82|0.2321|332.82|549.52|0.6915399999999999|-1395.922861|-0.1546|0.03959805|4.6111|0.04|7.4
8a_a8|1|0|0|0.0|1|7.535296702|1|1.400027874|1.4114120369999998|5.4161004020000005|-0.1950388569999999|0.027531877|0.0|0.010118884|-0.0298924089999999|-0.005306541|-0.5028388229999999|0.76592324|0.762577159|-0.048064085|0.8220300859999999|0.7318727540000001|-0.131795179|-0.118763303|0.22299265|-71.12928513|170.9592896|0.449170525|269.0155755|-0.049054408|-42.60049244|84.91322996|-2.256502762|-47.27503672|99.52191337|2802.374154|329.9007832|-17.59585557|6193.891189|38.44444383|0.025786572|-316.4749864|529.053307|0.0|1.0|1.0|0.0|2.0|3.37|2.64|23.0|-6.76|3.13|2.72|112.23|0.0|109.21|0.0|1.0|4.0|30.0|5.0|-7.04|400.39|0.0|0.0|2.56|3.99e-05|16.0|7.28e-05|0.0|1.74e-07|-0.06922|4.6017|-1367.744724|620.68|399.45|0.2035|269.43|476.69|0.7036899999999999|-1367.539526|-0.13015|0.03213899|6.8427|11.34|4.9454
13m_a6|1|0|0|0.0|0|6.842683282|0|1.429020166|0.0|4.727387819|-0.135152403|0.021526267|1.617900191|0.054340057|-0.018628955|-0.00687003|-0.568024162|0.870730542|0.7767360059999999|-0.031564227|0.832753533|0.82642394|-0.0989137669999999|-0.107644789|0.429009107|-75.05944278|91.22689385|0.2843875389999999|198.3000783|-0.0378750189999999|-52.33806464|95.67846949|-2.045251|-48.09294654|81.92876874|2951.567781|498.9881336|-18.41524497|6412.592679|35.8683143|0.020928405|-329.5370141|724.3873672999999|1.0|1.0|1.0|1.0|3.0|3.59|2.18|27.0|-9.67|4.19|3.76|122.47|0.0|127.2|0.0|1.0|6.0|33.0|5.0|-7.23|435.48|0.0|1.0|2.67|2.27e-05|0.00987|5.24e-05|0.0|2.1499999999999998e-10|-0.07137|3.9127|-1423.712909|726.28|371.67|275.0|316.88|546.69|0.64753|-1423.448957|-0.13817|0.04955777|6.5243|0.01|8.0
13i_a6|1|0|0|0.0|0|7.412764017000001|1|1.430639411|0.0|5.351858133|-0.154502515|0.035242754|0.0|0.034304189|-0.032549318|-0.007703306|-0.560601136|0.8744720490000001|0.7771558909999999|-0.054229558|0.8287956870000001|0.830577798|-0.120457274|-0.129526268|0.221116773|-86.83156133|181.1128483|0.375953882|252.0312146|-0.046433945|-58.20996912|116.5456632|-2.460999087|-54.13430283|101.6533459|2906.257489|418.3467934|-20.86772478|6306.951561999999|39.72483975|0.019989461|-380.2354072|673.8038326000001|1.0|1.0|1.0|1.0|3.0|3.59|2.7|23.0|-8.5|4.16|3.54|115.15|0.0|120.17|0.0|1.0|6.0|32.0|5.0|-6.81|427.46|0.0|1.0|2.91|9.32e-06|0.00398|3.28e-05|0.0|3.18e-09|-0.0481399999999999|3.6668|-1426.518007|703.43|348.14|0.2903|338.12|553.67|0.70517|-1426.269916|-0.1464|0.03191957|10.1375|21.0|7.6778
