molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|GATS1pe|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|DPSA5|DPSA3|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|Mor01p|PPSA5|CYP2D6 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
18c_a25|0.0|0|0.0|1|6.842683282|0|1.193723817|-0.087958541|-0.002704524|-0.008080236|2|0.007241543|2.069766482|-0.162271435|0.007804726|-0.038865826|10.31285373|0.006360768|1|0.007488918|-0.038006869|-0.282103688|2|0.748718056|0.084188427|0.7357918440000001|-0.048636087|-0.0719340379999999|0.385593349|-31.96445203|6.300016824|26.54367263|-0.026975264|4.140476673999999|0.0|0.7479204509999999|-1.510614788|56.83666555|38.26446885|2917.369488|623.0528232|-992.8013635|2095.730631|-11.65153036|0.2520795489999999|14.65844196|0.940731034|-652.4856999|23.70385212|831.3429628|9.560410146|1.0|3.89|0.11|27.0|-10.17|6.11|87.72|3.08|1.0|138.65|0.0|7.0|33.0|449.57|1.0|1.0|4.77|-5.6|0.000398|0.00113|4.49|0.0|0.0|6.79e-11|3.0499999999999995e-08|-0.0622|4.75|3.3396|-1714.597797|-1714.5777670000002|698.86|1243.76|371.26|226.01|547.87|0.31993|0.70516|-1714.280779|-0.13312|-0.19532|0.02003004|7.9283|7.0555
3a_a49|0.0|0|0.0|1|7.535296702|1|1.343850114|-0.05210989|-0.006374689|-0.072328354|2|-0.044367345|1.819785|-0.337858497|-0.000349523|-0.060613765|10.92976559|0.00497674|1|0.000521532|0.002357097|-0.421478185|2|0.8145214209999999|0.012813604|0.7476073409999999|-0.094437035|-0.088484274|0.526915193|-55.30832478|9.491036042|107.4001347|-0.030698626|5.558553447|59.40691577|0.689774813|-1.504232653|64.2037853|64.79936082|2599.121578|426.893216|-880.9741697000001|1793.526571|-10.52968207|0.310225187|12.49907878|0.903506738|-515.9544212000001|26.06512204|578.2841135|12.38177532|1.0|2.11|0.18|21.0|-7.19|2.81|98.72|1.04|0.0|112.14|0.0|5.0|29.0|384.43|0.0|1.0|2.02|-3.3|0.3379999999999999|193.0|1.38|0.0|0.0|6.52e-08|2.51e-05|-0.05732|3.16|3874.0|-1254.012043|-1253.973708|635.89|1082.21|320.04|240.06|449.68|0.53794|0.66614|-1253.756918|-0.15978|-0.2171|0.03833529|4.2593|7.1938
12d_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984421|0.041181359|-0.006335328|-0.033312179|2|-0.092984185|0.0|-0.354778373|0.005613018|0.036688757|10.31162861|-0.075816941|1|0.005965451|-0.053644471|-0.4562256979999999|1|0.8017873000000001|-0.0430927579999999|0.7991060659999999|-0.073829724|-0.094239701|0.366319099|-47.69710881|10.05700314|85.1932288|-0.036246039|6.497247279|0.0|0.8143892140000001|-1.884794029|69.55534551|57.75411196|2784.836855|544.6198897999999|-1217.656264|2323.480646|-15.12802292|0.185610786|13.92427286|0.84254817|-786.6571918999999|28.75340957|686.039456|8.672532296|0.0|0.0|0.17|17.0|-7.01|2.93|81.65|3.04|0.0|132.24|0.0|5.0|30.0|412.51|0.0|1.0|2.91|-5.15|0.0009119999999999|0.00291|4.23|0.0|0.0|9.75e-08|4.02e-05|-0.05119|4.14|3.4821|-1615.095823|-1615.063947|695.57|1176.22|356.06|356.06|545.94|0.68608|0.68608|-1614.831682|-0.1479099999999999|-0.1991|0.03187624|4.8843|7.9508
12aq_a36|0.0|0|0.0|0|7.412764017000001|2|1.297043497|0.0332421529999999|-0.0116333169999999|-0.135770278|2|0.076517478|0.0|-0.674732412|-0.006653538|-0.1031859869999999|10.95447882|-0.028591187|1|-0.004569485|-0.052743904|-0.5356623070000001|1|0.839953955|-0.0606936879999999|0.849217847|-0.1093001919999999|-0.122078233|0.162384515|-73.0277723|14.29132551|86.6958382|-0.042953452|9.548598682|112.415579|0.7619767479999999|-2.319486422|95.39676382|87.31909781|2932.54604|455.31741460000006|-1549.740434|2906.024504|-19.17486584|0.238023252|14.98931431|0.743623723|-1035.442755|37.66374367|689.2886595|13.83147784|0.0|0.0|0.13|17.0|-6.14|0.98|112.29|1.28|0.0|131.85|0.0|6.0|32.0|424.46|0.0|0.0|1.15|-3.45|129.0|152.0|1.55|0.0|0.0|7.19e-07|0.000305|-0.06059|3.88|3.3759|-1401.669694|-1401.637414|703.04|1190.22|367.26|317.51|534.96|0.6933199999999999|0.7058300000000001|-1401.391057|-0.13908|-0.19967|0.03228003|8671.0|7.2596
6b_a31|0.0|0|0.0|0|7.773594467000001|1|0.610136262|0.052690797|-0.016070861|-0.178758575|0|0.11647286|0.0|-0.787472195|-0.011483229|-0.032090772|10.31169819|-0.053655833|2|-0.008439437|-0.002840672|-0.57983695|0|0.78240875|-0.068433069|0.795570315|-0.12081047|-0.1284626569999999|0.146652651|-73.70779766|20.12924648|159.79549319999998|-0.045675611|12.28107483|101.4993391|0.7459204140000001|-2.055402513|93.1058799|93.83704414|2776.92804|383.0600707|-1254.023695|2063.736075|-17.0020813|0.254079586|14.46878435|0.925676135|-765.0936586|37.35947255|536.6368656000001|14.72939894|1.0|2.73|0.1|22.0|-7.33|4.0|131.36|1.36|0.0|109.69|0.0|4.0|29.0|404.44|0.0|1.0|3.3|-4.66|0.000947|0.00883|3.2|0.0|0.0|4.67e-08|1.89e-05|-0.05835|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|376.29|492.36|0.7013199999999999|0.7013199999999999|-1652.44739|-0.13345|-0.1918|0.03623358|8.8379|7.2676
22_a4|0.0|0|0.0|1|7.535296702|1|1.399866564|-0.043165663|-0.006436201|-0.115883451|1|0.004808337|0.0|-0.257448045|0.004765062|-0.2078428719999999|10.94586213|-0.023072107|1|0.004237768|0.021636871|-0.3877007|1|0.7797803109999999|0.086940934|0.755510052|-0.09491995|-0.089955967|0.242642229|-45.61565825|5.1432274630000006|162.9809584|-0.036468635|2.47167963|0.0|0.8444670409999999|-1.349339509|48.65880447|50.75888571|1950.173729|413.8681986|-648.451775|1477.437886|-8.422332951|0.155532959|9.742413394|0.772804341|-311.62631919999995|20.75359108|338.71903330000004|5.428686137000001|1.0|2.2|0.11|17.0|-5.24|3.54|50.94|2.09|0.0|87.12|0.0|2.0|22.0|289.33|0.0|1.0|2.81|-3.98|0.0497|0.0301|3.03|0.0|0.0|5.77e-06|0.0016699999999999|-0.03046|3.38|4.0537|-934.2706743999998|-934.240411|519.39|860.77|305.85|277.43|400.29|628.0|0.65771|-934.12356|-0.16754|-198.0|0.030263407|5.4110000000000005|7.3279
4b_a46|0.0|0|0.206072846|1|7.825245291|1|1.1346370890000002|-0.155670183|-0.00113356|-0.022119857|2|-0.082722572|0.0|-0.058945144|0.012332859|-0.135121207|10.96200942|-0.111103941|1|0.011806162|-0.079238184|-0.16915334|2|0.7306307590000001|-0.263387881|0.69830739|-0.0524080009999999|-0.070236212|0.27128814|-28.58477842|4.127907383|7.986637869|-0.0229342729999999|2.251475261|56.7922535|0.8104680259999999|-1.123779397|42.65239101|32.7126858|2105.172229|510.1086157|-612.9404746|1750.333702|-6.822749952000001|0.189531974|10.09436488|0.751274223|-334.31474760000003|15.43427855|538.4165208|4.343611349|0.0|3.03|0.38|17.0|-7.2|4.77|43.6|2.58|0.0|101.7|0.0|2.0|25.0|332.44|0.0|1.0|3.76|-4.63|0.0149|0.00782|3.74|0.0|0.0|6.38e-08|2.12e-05|-0.02729|3.98|4.5515|-1033.556797|-1033.535029|588.79|1020.9|272.4|272.4|508.79|0.68682|0.68682|-1033.3243619999998|-0.19082|-0.21811|0.02176759|3.7571|6.2612
16c_a32|0.0|1|0.0|0|7.765993078999999|0|0.6094207629999999|0.191088217|-0.01639019|-0.087497559|0|-0.03152033|2.077479142|-0.770338913|-0.0064007569999999|-0.031087095|10.31100271|-0.036931818|3|-0.00369116|-0.1260956869999999|-0.697601261|0|0.8607827790000001|0.0482801729999999|0.764217655|-0.088841599|-0.119988297|0.367322508|-53.00702241|15.38819548|102.2022233|-0.038178095|9.181311842|37.0285246|0.6846367059999999|-1.679836163|86.97970500000001|68.39521789|2649.168528|461.2334662|-1002.268243|3143.196853|-13.59090376|0.3153632939999999|11.77670717|0.8653137670000001|-597.9997655000001|33.27140293|513.9156315|15.38911619|0.0|3.08|0.22|19.0|-6.99|4.21|149.27|0.88|0.0|107.14|1.0|7.0|27.0|399.49|1.0|1.0|3.41|-4.41|0.000366|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|4.12|3.6264|-1916.6792|-1916.651132|639.66|1069.28|341.89|341.89|508.43|0.70198|0.70198|-1916.478107|-0.14997|-0.20047|0.02806787|5.3459|8.3468
11a_a50|0.0|1|0.0|2|7.927685046000001|1|1.397733996|-0.156121881|-0.002914262|-0.014702942|1|-0.04339705|2.114272566|-0.134056065|0.011959339|-0.108592708|10.94500606|-0.129547471|2|0.012037198|-0.162848233|-0.267331063|1|0.792574879|-0.158172459|0.667956827|-0.048213112|-0.071180382|0.2931724189999999|-25.48858279|9.774322692|7.53108119|-0.025421565|5.167341939|67.28055926|0.6543614329999999|-1.067705728|48.67321197|35.26290548|2286.226222|484.8529701000001|-564.4586084|1550.320581|-7.104987834|0.345638567|11.123941699999998|0.864799282|-298.409489|20.53832944|439.9973344|11.04263807|0.0|2.8|0.15|20.0|-5.87|3.73|48.53|2.25|0.0|99.65|0.0|2.0|25.0|327.38|0.0|1.0|2.95|-4.16|0.0862|0.0228|2.9|0.0|0.0|1.35e-06|0.000441|-0.03284|3.05|4.0636|-1045.978598|-1045.954278|574.01|963.2|305.11|305.11|437.9|0.65485|0.65485|-1045.794689|-0.16769|-0.2005299999999999|0.02431947|7.5619|7.2291
14y_a23|0.0|1|0.0|2|7.423568444|0|1.197960595|0.0600764409999999|-0.005875443|-0.022719307|2|0.041892637|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|-0.031435038|2|0.007229683|-0.069023218|-0.4598871539999999|2|0.802520527|0.137426346|0.64069202|-0.057809342|-0.080613242|0.2271539169999999|-39.9727336|13.00274534|39.66769923|-0.034303507|8.990852582999999|82.29531392|0.78322549|-1.612264842|67.16839951|52.97547894|3096.562257|639.7735629|-1114.8134599999998|2336.815247|-16.40099384|0.21677451|16.00209862|0.948293868|-770.8467102999999|30.28429949|665.6233736|11.42772654|0.0|3.49|0.05|26.0|-8.57|5.32|105.02|3.99|1.0|130.3|0.0|5.0|32.0|480.37|0.0|0.0|4.45|-6.13|8.18e-05|0.000354|4.83|0.0|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|4.73|3.6413|-2549.104894|-2549.091817|713.1|1217.48|340.49|340.49|585.2|0.61338|0.61338|-2548.8917260000003|-0.14942|-0.2331599999999999|0.01307741|6.5205|8.4225
12ad_a36|0.0|0|0.0|0|7.412764017000001|2|1.297042846|-0.040810025|-0.01083262|-0.073048351|2|0.046496301|0.0|-0.649957196|-0.001148437|-0.0072527669999999|10.95445455|0.010723827|1|0.000906224|-0.136151085|-0.478461478|1|0.832674224|0.1563642469999999|0.7767870459999999|-0.082404548|-0.107772644|0.423689705|-58.34300549|21.78471426|94.12528108|-0.0365657189999999|15.4237324|81.68309557|0.656407461|-2.047680239|96.81391944|80.12771975|3041.082692|538.2749789|-1449.77215|2474.175727|-18.32944602|0.343592539|16.772513699999998|0.912420081|-1026.448977|39.44011905|735.3783268|20.51012207|0.0|0.0|0.17|17.0|-6.62|1.67|95.5|1.89|0.0|135.03|0.0|7.0|33.0|439.47|0.0|0.0|1.76|-4.08|0.0289|0.0367|2.53|0.0|0.0|2.42e-07|0.000106|-0.05406|4.5|3.8512|-1460.8311199999998|-1460.794632|737.53|1236.64|321.93|216.26|588.2|0.27316|0.67215|-1460.5468529999998|-0.15638|-0.21044|0.03648828|6.8996|7.7696
14n_a23|0.0|1|0.0|2|7.423568444|0|1.197963531|0.009802461|-0.0068536419999999|-0.027380305|2|0.079559363|0.747533142|-0.376950283|0.010561248|-0.049694913|10.3132176|-0.059870135|2|0.010508236|-0.110069159|-0.404569286|2|0.802854174|0.219354173|0.71381683|-0.058928845|-0.082430028|0.209387766|-39.82324087|18.26553926|97.93357279|-0.032325501|12.34358104|97.39429807|0.6868205409999999|-1.648600566|72.09248208|58.08878013|3014.591033|603.6615822000001|-1114.099858|2195.877777|-14.76259199|0.313179459|16.33144958|0.885393105|-752.8921912999999|31.80611809|683.7405759|16.3874892|0.0|3.66|0.09|26.0|-7.51|4.03|114.25|2.72|1.0|126.78|0.0|6.0|32.0|441.51|0.0|0.0|3.48|-5.02|0.0010199999999999|0.0042299999999999|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|-0.06951|3.23|3.4217|-1744.450916|-1744.42791|710.48|1209.95|362.35|362.35|575.71|0.6955|0.6955|-1744.1828670000002|-0.1382|-0.2077099999999999|0.02300614|7.2975|9.2441
21_a12|0.0|0|0.0|0|6.605297921|1|0.609915045|0.04375233|-0.008833375|-0.058516436|3|-0.213225401|0.0|-0.362168355|-0.003879878|-0.01367083|10.31140747|-0.0546514309999999|1|-0.001825446|-0.116098308|-0.522951134|2|0.835359152|-0.061915124|0.859899236|-0.068775342|-0.100098765|0.192026642|-34.60932333|6.154473157000001|75.46830038|-0.036878492|3.097071518|0.0|0.770818357|-1.401382713|59.10840872|40.76379649|2185.835701|426.8727514|-705.2078018999999|1080.052791|-9.338859985|0.229181643|11.18947411|0.8993077970000001|-354.8766794|24.07584081|380.2468615|8.736422872|1.0|2.81|0.12|17.0|-6.78|2.25|78.41|1.82|0.0|98.16|0.0|3.0|23.0|319.38|0.0|1.0|2.68|-3.76|48.0|0.0551|2.53|0.0|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|2.56|3.9971|-1327.479547|-1327.451966|539.67|893.17|310.18|264.64|397.31|0.59386|0.57644|-1327.347724|-0.16784|-0.22253|0.02758166|3.2551|7.6576
4_a4|0.0|0|0.0|1|7.535296702|1|1.343865392|-0.183963421|-0.001234337|0.0159331539999999|2|-0.0214610589999999|2.183056868|-0.058013858|0.011760626|-0.110597574|10.92992837|-0.037623601|1|0.0112367389999999|-0.048056862|-0.157959343|2|0.77276149|-0.168712277|0.636572383|-0.049768752|-0.06873731|0.456474074|-25.64211031|4.4155367960000005|13.70182982|-0.0255766729999999|2.274995377|42.42341622|0.793717973|-1.099796957|40.86951119|30.05764711|2221.6122010000004|480.8472306|-566.6429946000001|1883.42405|-6.78950447|0.2062820269999999|8.855289118|0.66251148|-291.9486922|16.60255217|462.1867149|5.454324025|1.0|3.09|0.19|21.0|-7.57|4.41|43.6|2.66|0.0|100.08|0.0|2.0|25.0|326.39|0.0|1.0|3.64|-4.57|0.0248|0.00877|3.52|0.0|0.0|2.71e-08|8.85e-06|-0.04865|3.24|4.0261|-1029.960398|-1029.93716|566.84|960.45|307.95|230.37|394.06|0.55032|0.6010800000000001|-1029.763465|-0.1696599999999999|-0.21831|0.02323788|3.1195|7.1079
3l_a32|0.0|1|0.0|0|7.773594467000001|0|0.609420748|-0.003342759|-0.0054004|0.0043645509999999|0|-0.039331295|2.259257465|-0.270019992|0.0016954029999999|-0.09393062|10.31100268|-0.107818594|3|0.002942329|-0.04980249|-0.524711546|0|0.751853889|-0.136589369|0.776480242|-0.069304303|-0.088417589|0.270668623|-40.30321333|7.120934925|61.72183119|-0.028831823|4.141107366|0.0|0.788236719|-1.326263838|58.10243176|47.42414825|2453.759435|514.9875423000001|-771.2752615|2415.340446|-9.750593329|0.211763281|11.74082324|0.8302637909999999|-448.5272931|21.27134288|565.7000781|6.6840809960000005|0.0|3.54|0.35|19.0|-7.5|6.17|110.94|2.64|0.0|110.16|0.0|3.0|26.0|380.53|1.0|1.0|5.04|-6.01|9.59e-06|0.0003689999999999|5.51|0.0|0.0|3.16e-08|1.2e-05|-0.0529799999999999|4.21|3.5319|-1789.475625|-1789.4501510000002|629.26|1062.47|351.04|351.04|468.81|0.70282|0.70282|-1789.242839|-0.14664|-0.19962|0.02547484|5.7721|7.9208
14aa_a23|0.0|1|0.0|2|7.423568444|0|1.19796312|0.066582026|-0.005050361|-0.026892547|2|0.031136154|0.758549568|-0.287870566|0.013012022|-0.029037128|10.313217300000002|-0.044957534|2|0.012103325|-0.074579388|-0.4506138879999999|2|0.75434493|0.055269665|0.693959193|-0.052155763|-0.076107469|0.204831806|-35.51947393|12.26959478|40.49537336|-0.03159178|8.355923226|83.27171526|0.796659447|-1.6743643259999998|61.21989213|47.78906871|2941.302235|629.3423691|-1140.287028|2263.821505|-14.65218978|0.203340553|15.78173785|0.972590939|-776.5660584|27.00633206|733.3886349999999|9.388663605|0.0|3.68|0.12|26.0|-8.16|4.63|105.02|3.45|1.0|130.22|0.0|5.0|32.0|439.54|0.0|0.0|4.1|-5.55|0.000259|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|-0.0708299999999999|4.1|3.5934|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|345.03|588.45|0.6805899999999999|0.6805899999999999|-1708.276011|-0.1449|-0.21573|0.02033777|8.3532|8451.0
12k_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984231|-0.001755273|-0.007818038|-0.029595542|2|-0.13882907|0.0|-0.44562817|0.0043261129999999|0.067265077|10.31162844|-0.038714845|1|0.0053380919999999|-0.089279071|-0.4186541|1|0.830875659|0.001281277|0.7933543279999999|-0.079026221|-0.098188266|0.340031035|-52.35426525|16.01752015|106.8195439|-0.035199567|10.61148425|0.0|0.7081361979999999|-1.865577056|80.03127603|68.37178540000001|2920.279667|539.9866061|-1235.930491|2277.687222|-15.44895229|0.291863802|15.93977881|0.893775698|-818.7944715|32.93073182|704.0353382000001|14.9823028|0.0|0.0|0.17|17.0|-6.74|2.63|90.88|2.51|0.0|133.77|0.0|6.0|31.0|428.51|0.0|0.0|2.57|-4.93|0.00154|0.0050799999999999|3.84|0.0|0.0|1.84e-07|7.87e-05|-0.05055|3.58|3.4715|-1690.302721|-1690.269144|710.82|1200.31|357.15|238.62|564.62|0.39318|0.6864899999999999|-1690.031103|-0.14743|-0.19798|0.03357755|5.0736|7.6144
15c_a22|0.0|0|0.0|1|6.842683282|0|1.42291727|-0.134137693|-0.005236206|-0.018518519|2|-0.026986769|1.568396937|-0.298463715|0.003784292|-0.023927419|10.9464374|0.006275578|1|0.004362505|-0.0917078119999999|-0.364626967|2|0.773044788|-0.096749121|0.639264982|-0.067475429|-0.080088202|0.615901609|-48.58045253|17.68362419|36.22825261|-0.0302219629999999|12.731723|78.22334636|0.661775114|-1.60176404|75.52188549|66.26407672|3079.491787|623.9175171|-1153.226049|2092.620825|-15.66586856|0.338224886|16.03890406|0.859281634|-830.2910335|32.87972244|731.8178649|17.86058304|1.0|2.85|0.08|27.0|-9.28|4.18|109.38|1.08|0.0|128.77|0.0|6.0|34.0|445.48|0.0|0.0|2.98|-4.62|0.00618|0.0107|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|-0.07399|4.79|3674.0|-1460.602657|-1460.571156|715.42|1241.07|337.46|216.15|575.8|0.30831|0.69113|-1460.324493|-0.15408|-0.22807|0.03150096|9.0393|6.1325
12d_a40|0.0|0|0.0|1|7.515889085|0|0.60499064|0.1028826769999999|-0.008004393|-0.107711573|0|0.209157499|0.794852923|-0.288158151|-0.000134504|0.087954209|10.31197256|-0.166080871|2|-0.002126898|0.127299624|-0.552689736|0|0.7769829840000001|-0.0065648919999999|0.6948809659999999|-0.095675903|-0.091630294|0.0913543|-50.68561427|6.204226377|207.39648|-0.038873458|3.286773518|60.80168183|0.844283549|-1.282824111|55.13932669|56.88984065|2270.596857|445.2300015|-679.5935638999999|643.5166227999999|-10.90981687|0.155716451|14.88744155|0.8899787840000001|-360.0239567|24.39197636|350.9435025|6.596929268999999|0.0|2.94|0.0|20.0|-6.84|5.02|84.45|3.76|1.0|96.16|0.0|2.0|23.0|361.25|0.0|1.0|4.21|-5.58|0.0002009999999999|0.000942|4.75|0.0|0.0|1.44e-07|5.2e-05|-0.07765|4.14|2.7962|-2153.197255|-2153.180821|552.57|910.58|443.4|282.05|435.41|0.55983|0.70435|-2153.071733|-0.11604|-0.19369|0.0164339|1.9961|7.7212
20_a4|0.0|0|0.0|1|7.535296702|1|1.399905568|-0.203359312|-0.003103385|-0.00123671|1|-0.061689675|0.0|-0.124135414|0.012265062|-0.1473674569999999|10.9459449|-0.059498265|1|0.012025268|-0.064248765|-0.211751813|1|0.7797803109999999|0.246357638|0.665774148|-0.060595472|-0.072188305|0.210083785|-29.16642156|11.03865532|63.27373076|-0.0273144939999999|5.313236547|68.49419443|0.6435852470000001|-1.010636274|46.45917085|40.20507689|1982.961908|441.9318823|-486.4496111|1379.418733|-6.32818424|0.356414753|9.58599918|0.729218575|-234.1428169|20.4281979|338.71903330000004|11.71277006|1.0|3.06|0.11|17.0|-5.55|3.54|39.94|2.09|0.0|86.62|0.0|3.0|22.0|289.33|0.0|1.0|2.97|-3.87|0.1|0.0388|2.96|0.0|0.0|2.79e-06|0.000806|-0.03048|2.73|4.0419|-934.2489802|-934.2266312|517.72|861.05|306.74|239.45|402.27|0.5152|0.66028|-934.103809|-0.16699|-0.19747|0.022349042|5.5779|6.1898
19_a15|-3.694652026|0|0.0|0|0.0|0|0.300209223|0.156105985|-0.009832375|-0.558905888|1|0.037722611|0.0|-0.4621216379999999|-0.012350591|-0.04003124|10.31928434|-0.032407407|0|-0.00534669|-0.0283109839999999|-0.571686169|1|0.722297906|0.042424078|0.7358168620000001|-0.0946599869999999|-0.112106433|0.355677322|-54.70558911|3.04716388|61.63983265|-0.042351319|1.761006946|15.76831619|0.922135562|-1.905809364|68.10965742|57.75275299|2625.952212|399.3803987|-1101.399091|1857.369806|-14.14482104|0.077864438|10.26331993|0.681885245|-636.516947|26.54223128|490.1808545|3.321475588|1.0|2.17|0.11|18.0|-7.14|4.96|102.69|1.64|0.0|101.22|0.0|5.0|26.0|369.44|0.0|1.0|2.88|-4.39|0.00279|0.0152|3.29|0.0|0.0|7.28e-08|2.69e-05|-0.0372399999999999|7.53|4.1742|-1523.404372|-1523.361214|601.23|1030.77|297.03|297.03|519.04|0.68945|0.68945|-1523.196562|-0.17018|-0.20742|0.04315771|9326.0|7.1427
12h_a40|0.0|0|0.0|1|7.515889085|0|0.60499064|0.104392974|-0.008044548|-0.107711573|0|0.208938531|0.803557099|-0.289603712|-0.000134504|0.189869851|10.31197256|-0.21893421|2|-0.002126898|0.127299624|-0.556229094|0|0.7769829840000001|0.116873629|0.6948809659999999|-0.0954337969999999|-0.091448888|0.006997021|-50.45378559|6.193088525|208.6717565|-0.038796498|3.274152035|59.68939644|0.844008584|-1.280284432|54.9311782|56.64687411|2270.834041|443.8158546|-676.8587047999999|603.6697997|-10.84365353|0.155991416|15.84593062|0.983394285|-357.8405665|24.30173133|350.9435025|6.584127851|0.0|3.0|0.0|20.0|-6.84|5.02|84.45|3.76|1.0|96.16|0.0|2.0|23.0|361.25|0.0|1.0|4.22|-5.58|0.0002009999999999|0.000942|4.75|0.0|0.0|1.44e-07|5.2e-05|-0.07512|4.14|2.6436|-2153.207198|-2153.186757|548.82|910.77|469.0|298.7|435.95|0.6503899999999999|0.7041|-2153.072091|-0.1092|-0.18432|0.02044063|3.5425|6.0846
8a_a8|0.0|0|0.0|1|7.535296702|1|1.400027874|-0.021925912|-0.014658222|-0.1950388569999999|1|0.027531877|0.0|-0.732911106|-0.0075336219999999|0.010118884|10.94671414|-0.0298924089999999|1|-0.005306541|0.055198015|-0.5028388229999999|1|0.762577159|0.089031731|0.7318727540000001|-0.131795179|-0.118763303|0.22299265|-78.93428863|20.58762475|170.9592896|-0.049054408|12.33026525|84.91322996|0.76420633|-2.256502762|86.57328508|99.52191337|2802.374154|329.9007832|-1351.456417|1746.6927010000002|-17.59585557|0.23579367|14.52342059|0.927876056|-809.4093564|38.44444383|529.053307|15.44399996|0.0|2.64|0.05|23.0|-6.76|2.72|112.23|1.9|0.0|109.21|0.0|4.0|30.0|400.39|0.0|0.0|2.56|-4.14|16.0|0.0292|2.4|0.0|0.0|1.74e-07|6.96e-05|-0.06922|6.1|3.1039|-1367.776863|-1367.744724|620.68|1061.5|399.45|269.43|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|-0.13015|-0.19937|0.03213899|6.8427|4.9454
13b_a6|0.0|0|0.0|0|7.412764017000001|1|1.430640379|-0.0411179|-0.011206134|-0.0265090529999999|1|0.060593678|0.0|-0.6051312529999999|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|-0.00194781|-0.10896749|-0.490758329|1|0.7788169070000001|-0.029988734|0.8013954109999999|-0.093125205|-0.112915801|0.202093555|-61.06841733|21.00828557|154.7847961|-0.0406496879999999|13.77653618|554.4007331|0.757233678|-2.032484418|87.39962829999999|82.07670290000002|2821.72831|508.6895893|-1332.835801|2587.000662|-17.48058934|0.2427663219999999|15.37022155|0.69141956|-874.0294667999999|35.20276076|627.4287311|13.35319491|1.0|2.85|0.12|23.0|-9.01|4.32|95.85|1.29|0.0|116.79|0.0|5.0|31.0|409.44|0.0|1.0|3.45|-4.99|0.0012699999999999|0.00417|3.8|0.0|0.0|9.77e-10|4e-07|-0.0525799999999999|4.04|3.6322|-1350.0903970000002|-1350.061187|694.33|1167.21|341.35|255.67|574.07|0.58026|0.7006600000000001|-1349.837661|-0.14898|-0.20156|0.02920955|13.5746|6.7595
