molecula|n9FaHRing|n9FaRing|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|nFaHRing|RASA|PBF|FPSA3|PNSA5|RNCS|FNSA4|WPSA3|RPCS|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
12s_a30|0|0|7.412764017000001|2|0.604984545|0.0|-0.007621736|5.351858133|-0.095120438|0.04625323|-0.0601024909999999|-0.403952011|-0.002544958|-0.035768573|10.31162892|-0.04950715|1|1|-0.001131023|-0.1597740919999999|-0.0546637159999999|-0.145315868|-0.446807335|1|0.83236194|0|0.706713791|0.404041243|0.019324097|-67.11451776|89.91581294|-0.040189672|8.102485674|0.0|-1.969293912|-38.04400919|78.38074776|71.26547471|0.467381416|457.6180044|-1275.175837|2368.4646620000003|-16.8513047|0.209518167|0.877516163|6639.7334200000005|135.66918710000002|32.92168852|0.017398791|-376.1910929|616.2856203|1.0|1.0|0.0|0.0|0.14|-7.16|4.67|3.74|81.65|3.58|0.0|127.19|1.0|-5.49|31.0|6.0|434.46|0.0|0.0|0.0|-5.17|3.24e-06|0.00141|6.71e-06|0.00291|0.0|3e-05|4.32|3.5348|-1774.236634|350.75|0.2148|0.43338|0.68458|-1774.01033|0.1576|-0.14985|-0.20495|0.03401064|3.9579|8129.0
7f_a8|0|0|7.05012252|0|1.394802504|1.2793830309999998|-0.005338193|4.844187086|-0.073219554|0.044814815|0.034392285|-0.234880498|0.00112124|-0.087673259|10.94343485|0.0260356679999999|1|1|0.00084936|0.09329746|0.052081992|0.141285105|-0.381574707|0|0.7051689170000001|0|0.770229267|0.3155671539999999|0.0138113419999999|-50.01741803|53.09327646|-0.040738044|4.471132824|55.49953831|-1.670259798|-29.74763659|55.85651025|60.14140162|0.4513917389999999|438.23883319999993|-950.3309426|1854.738581|-13.18808857|0.119077775|0.822794279|5662.145174|67.75191165|26.31197491|0.010262531|-433.4681077|446.5544107|1.0|0.0|0.0|3.23|0.0|-8.46|5.52|5.49|61.58|4.27|0.0|101.89|1.0|-5.68|28.0|4.0|373.35|0.0|0.0|1.0|-5.5|2.09e-06|0.00078|3.16e-06|0.00118|0.0|1.31e-06|6.81|3.4810000000000003|-1285.196168|356.17|0.3536|0.7024199999999999|0.6987399999999999|-1285.017838|0.1502|-0.14506|-0.21998|0.02809022|11.6137|4.4479
18c_a22|0|0|6.842683282|0|1.194229067|1.804590026|-0.003749104|4.727387819|0.013131848|0.038137255|-0.044828537|-0.213698903|0.005449965|0.009519672|10.31286086|0.006275578|1|1|0.005597023|-0.081550274|-0.078828791|-0.143402172|-0.305378181|2|0.7669483559999999|1|0.931073539|0.5003904610000001|0.019843706|-52.84635017|30.63947336|-0.028825841|9.49723261|15.22791009|-1.52776956|-27.73804808|67.73280290000001|53.82294919|0.4777430589999999|644.1264387|-1056.927003|2574.178324|-13.79609783|0.317309976|0.914766316|7101.057047|219.5183688|29.21094233|0.0215181079999999|-252.7737494|779.8043336000001|1.0|1.0|1.0|3.3|0.08|-9.46|5.36|4.98|124.4|1.47|1.0|136.36|1.0|-5.8|34.0|5.0|461.54|0.0|0.0|1.0|-5.1|1.6e-06|0.000739|7.98e-06|0.0036799999999999|0.0|1.58e-07|3.5|3.7222|-1783.562578|333.1|0.2996|0.4609|0.60449|-1783.277296|0.0817|-0.15158|-0.22365|0.02279458|1.0733|7585.0
11d_a5|0|0|6.605297921|0|1.388848584|0.0|-0.003373937|4.59511985|0.001099755|0.0228184279999999|-0.125546291|-0.185566552|0.008307337|-0.138265707|10.94877952|0.01948342|1|1|0.008809179|-0.202307745|-0.12451554|-0.200646773|-0.22897714|2|0.783891527|0|0.87090286|0.359644732|0.012828514|-53.84338206|61.45330587|-0.029333375|5.179111638|0.0|-1.525335513|-25.44574968|65.35645739|48.19862797|0.49396568|553.3617954|-969.1808771|900.3825317|-11.84243331|0.287694578|0.976150552|5283.02167|182.7978704|26.16587381|0.018119737|-269.7929124|631.9206508|1.0|1.0|1.0|3.37|0.17|-8.64|4.41|4.14|66.93|1.42|0.0|114.29|1.0|-4.14|29.0|5.0|385.46|0.0|1.0|1.0|-4.29|7.2e-05|0.0278|5.14e-05|0.0198|0.0|8.909999999999999e-07|2.59|4107.0|-1239.127458|301.89|507.0|0.66686|0.6533399999999999|-1238.855022|0.2068|-0.16762|-0.20529|0.03371838|3.7008|7.8239
17a_a22|0|0|6.842683282|0|1.2689202|1.866510299|-0.005149751|4.727387819|-0.092107225|0.043274232|-0.054347074|-0.314134834|0.00220634|-0.094996254|10.94643739|-0.005724389|1|1|0.0027615779999999|-0.089641194|-0.076790454|-0.126659773|-0.3626566539999999|2|0.7562495659999999|1|0.8594770140000001|0.345497724|0.0140462319999999|-60.0620365|286.3611391|-0.030843667|6.55749888|0.0|-1.758088991|-33.68866751|73.26110471|58.9027164|0.485943988|587.2505892999999|-1201.24073|1934.881271|-14.39939974|0.289041025|0.945313306|6343.687177000001|197.4916253|29.64221498|0.01931764|-288.28178110000005|784.2697099|1.0|1.0|1.0|-3.24|0.15|-9.13|3.93|4.93|68.52|2.01|1.0|128.29|1.0|-4.75|33.0|5.0|435.5|0.0|1.0|0.0|-4.96|1.7899999999999998e-05|0.0078099999999999|1.09e-05|0.00473|0.0|3.23e-07|5.13|1.3971|-1408.300966|887.46|185.0|0.46268|0.71303|-1407.8711|0.0085|-0.06214|-0.21338|0.02170866|2268.0|7.0862
3d_a32|1|1|7.765993078999999|0|0.609420786|0.0|-0.006420365|5.733341277|-0.034290847|0.041161616|-0.0620110029999999|-0.269655316|0.000655875|-0.113314811|10.31100276|-0.0602430179999999|3|3|0.002004382|-0.1131110759999999|-0.076494363|-0.1395294259999999|-0.539652902|0|0.8444218509999999|1|0.892845502|0.2214902789999999|0.014419776|-50.45435743|62.43434632|-0.02867299|4.22710649|0.0|-1.118246623|-20.13777259|59.15151032|45.000975700000005|0.427813496|483.4133562|-605.4522892000001|1855.167124|-8.405385739|0.2794597139999999|0.747681906|4752.534658|151.30787800000002|21.54552351|0.0160633|-238.8142619|421.3548777|1.0|1.0|1.0|3.11|0.24|-7.29|6.97|5.07|110.94|1.94|0.0|97.86|1.0|-6.55|23.0|3.0|340.47|0.0|0.0|1.0|-5.13|2.81e-07|9.58e-05|7.36e-06|0.00251|0.0|1.75e-05|3.42|3.5105|-1672.758552|353.18|0.5031|0.7035100000000001|0.7035100000000001|-1672.585902|0.5031|-0.14189|-0.19671|0.02457348|5.1728|8.0915
14c_a23|1|1|7.423568444|0|1.197962449|3.349976042|-0.005822256|5.351858133|-0.024758731|0.043538647|0.04174584|-0.296935034|0.010682694|-0.047853455|10.31321813|-0.047410593|2|2|0.009263715|0.077009731|-0.071484865|-0.13187015|-0.4589840189999999|2|0.793551289|1|0.922935039|0.2273163289999999|0.018842596|-53.17009158|38.43627129|-0.034046252|8.321492112|81.41541733|-1.600173862|-25.07982076|64.05912299|50.26125234|0.459622824|613.3401089|-1063.401832|2379.221378|-15.0359121|0.2165924689999999|0.8505592829999999|6755.962581999999|143.9373772|28.88097191|0.016385474|-376.6791777|633.3278634|0.0|0.0|1.0|3.6|0.05|-7.99|4.0|4.67|105.02|3.51|1.0|125.29|1.0|-6.13|31.0|4.0|445.93|0.0|0.0|0.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|0.0|4.55e-06|4.1|3.7031|-2089.523959|334.81|356.0|0.56781|0.56781|-2089.293299|356.0|-0.15143|-0.23096|0.02236136|10.369000000000002|8.6253
34_a20|0|0|6.842683282|0|1.416932073|1.877209467|-0.0057643419999999|4.727387819|-0.104520106|0.0396875|0.199191385|-0.328567476|0.003085806|-0.046356705|10.93244905|-0.054458882|1|1|0.003149352|0.327535029|0.0346782989999999|0.057022334|-0.4478820739999999|2|0.74801464|1|0.7966571459999999|0.408491116|0.0130295999999999|-57.49912174|297.5548445|-0.032248904|5.898367836|80.66541842|-1.709191893|-38.56497154|67.53437417|66.0848174|0.462785432|536.0086996|-1149.982435|2319.742032|-14.59875162|0.223585914|0.8614536140000001|6211.26199|150.43359099999998|27.94614651|0.01491516|-371.9551262|712.1606951|1.0|1.0|1.0|2.92|0.08|-9.18|4.5|4.62|86.69|2.47|0.0|125.0|1.0|-5.14|32.0|4.0|419.48|0.0|0.0|1.0|-5.02|7.27e-06|0.00305|9.51e-06|0.00399|0.0|2.780000000000001e-07|4.97|3.8699|-1352.31921|320.38|0.4388|0.38519|0.68845|-1352.041015|0.0766|-0.16103|-0.21284|0.03558836|5.4994|7.2147
26_a47|1|1|6.86171134|0|1.304328272|1.06819297|-0.012090143|4.727387819|-0.200192886|0.045681818|-0.110530752|-0.544056455|-0.0098410169999999|-0.046771537|10.94972213|0.0081426509999999|1|1|-0.008325552|-0.24731748|-0.035472095|-0.079370393|-0.5899218279999999|2|0.845040087|1|0.7104381999999999|0.549740398|0.020884606|-59.08415114|9.608109253|-0.038735145|7.0517889060000005|60.07342336|-1.626876095|-33.13315474|73.39007585|69.15552111|0.474969855|412.8219782|-945.3464183|1341.904566|-13.07911017|0.282360823|0.90465254|5994.406615|164.0744453|31.36429668|0.024619511|-252.9318822|457.1122177|0.0|0.0|1.0|2.66|0.05|-7.22|2.84|4.68|98.72|2.59|0.0|104.8|1.0|-4.86|28.0|5.0|396.81|0.0|0.0|1.0|-4.56|1.3699999999999998e-05|0.00545|2.77e-05|11.0|0.0|2.37e-05|4.37|3992.0|-1696.096597|310.58|0.3197|0.50921|0.68707|-1695.9387359999998|77.0|-0.16642|-0.22921|0.02111593|4.8242|7.9
9r_a24|0|0|6.605297921|0|1.353642494|0.0|-0.004640179|4.59511985|0.013567512|0.024179894|-0.17821765|-0.264490176|0.007861194|0.064425793|10.96129392|-0.043274854|1|1|0.008722018|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|0.7958149290000001|0|0.8417158379999999|0.32720212|0.015557618|-54.99020696|71.31566881|-0.025821921|6.992734796000001|89.36724924|-1.394383716|-27.82142546|70.79264457|51.92828155|0.473403843|564.3096436000001|-934.8335183|958.7578093|-11.60626518|0.384785172|0.898988412|5501.824326|257.9706516|28.13932796|0.02357068|-154.486433|670.2247423|1.0|1.0|1.0|3.04|0.22|-8.66|4.23|3.93|79.82|1.02|0.0|116.9|1.0|-4.02|30.0|6.0|400.48|0.0|0.0|0.0|-4.06|9.58e-05|0.0383|8.77e-05|0.0351|0.0|8.84e-07|1.82|4.2877|-1294.486221|289.16|0.3398|0.3398|0.6204|-1294.201456|0.0029|-0.1676099999999999|-0.21074|0.03426339|3.0322|7.9586
5_a27|0|0|6.823286122000001|0|1.4026035369999998|3.2927747860000003|-0.0063562359999999|4.727387819|-0.068518519|0.048947368|-0.149034787|-0.286030638|0.00991794|-0.125237927|10.93772408|-0.013448351|1|1|0.010329671|-0.250776983|-0.2030237389999999|-0.341622797|-0.4982037479999999|2|0.760083119|1|0.8531787759999999|0.333977277|0.01695771|-44.83538435|10.48961936|-0.030385206|4.709432444|56.35994804|-1.276178645|-15.54640123|53.51978325|38.43699603|0.439066197|449.6149323|-672.5307653|1254.531539|-8.438466859|0.258518528|0.7827415529999999|4943.51602|136.2361487|21.59546513|0.016479312|-254.5156507|424.8821143|0.0|0.0|1.0|3.11|0.16|-6.22|2.94|2.8|65.6|2.66|0.0|97.55|1.0|-3.61|25.0|4.0|331.37|0.0|1.0|1.0|-4.01|0.000248|0.0821|9.78e-05|0.0324|0.0|0.0002|4.9|4.0989|-1083.143246|302.48|0.2448|0.64548|0.64548|-1082.967639|0.2448|-0.16952|-0.21506|0.01903872|3.5632|8.5229
47u_a18|0|0|7.03438793|1|1.251177393|0.0|-0.010219187|4.844187086|-0.0872206669999999|0.035393939|0.008108241|-0.633589579|-0.000829573|0.031337464|10.94702032|-0.033209663|0|0|0.00082284|0.0121925089999999|-0.126628013|-0.1904128389999999|-0.539738821|0|0.7517870059999999|0|0.741066474|0.33777918|0.02068926|-64.32800179|86.37253771|-0.0344062|10.0557163|77.59162925|-2.029965788|-43.92035521|79.06741651|77.42251040000001|0.483819806|516.6437614|-1415.216039|1415.590236|-16.72263667|0.278162537|0.937307962|6837.350959|193.9244919|33.23007431|0.021142007|-309.31352410000005|818.9389171|0.0|1.0|0.0|0.0|0.19|-8.2|3.15|3.02|99.56|2.95|1.0|133.53|1.0|-5.69|34.0|4.0|455.51|0.0|0.0|0.0|-4.98|2.05e-06|0.000932|1.04e-05|0.00472|0.0|2.89e-06|9.34|3.1186|-1510.182477|397.57|0.5849|0.69143|0.69143|-1509.771642|0.5849|-0.12717|-0.19109|0.02892505|5.8058|5.7055
9c_a31|0|0|7.765993078999999|1|0.610135804|0.0|-0.013082561|5.733341277|-0.055520387|0.03482906|-0.0384827639999999|-0.6933757159999999|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|2|-0.000813398|-0.062065125|-0.138799714|-0.223856622|-0.546598398|0|0.842823186|0|0.6746901059999999|0.287455956|0.030296721|-81.63444414|153.5739377|-0.035867334|12.30439782|552.8237349999999|-1.7933667130000002|-41.96335759|97.22026028|85.15486955|0.4558841429999999|429.9685721|-1142.882218|2242.189942|-14.56678943|0.329283294|0.837843885|5658.985169|209.8466636|34.07943198|0.024456662|-217.5897278|583.9691392000001|1.0|1.0|1.0|3.09|0.35|-7.24|5.64|3.7|117.37|1.08|0.0|108.16|1.0|-5.23|28.0|5.0|398.48|0.0|0.0|1.0|-4.16|5.85e-06|0.00233|6.94e-05|0.0277|0.0|2.31e-05|4.94|3849.0|-1618.157698|322.12|0.2554|0.7007399999999999|0.7007399999999999|-1617.892493|0.2554|-0.15975|-0.19224|0.04177078|2.2323|6.3768
13f_a6|0|0|6.842683282|0|1.429020649|0.0|-0.006930367|4.727387819|-0.008507023|45.0|0.04505613|-0.381170169|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|1|-0.001446486|0.079490516|-0.126749697|-0.223618825|-0.466314952|2|0.77199166|1|0.863222493|0.176745407|0.018554018|-62.41821579999999|62.42897239999999|-0.032802223|8.368715213|0.0|-1.672913351|-33.08535238|75.61173794|61.72438096|0.401838426|579.7398537|-1123.527884|3253.287533|-14.79531062|0.279288145|0.6717890999999999|6128.208571|187.5697972|30.56694343|0.0196449239999999|-296.4599736|676.2770877|1.0|1.0|1.0|2.21|0.08|-10.18|5.01|4.53|103.17|0.92|0.0|123.82|0.0|-5.11|32.0|5.0|417.47|0.0|0.0|1.0|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|0.0|2.75e-08|3.36|3139.0|-1347.301285|394.98|901.0|0.49643|0.70541|-1347.018087|0.0048|-0.12805|-0.2059099999999999|0.03437105|13.9612|7.3768
12aa_a36|0|0|7.412764017000001|2|1.297043479|0.0|-0.011588438|5.351858133|-0.135770278|0.042560386|0.03597264|-0.672129428|-0.006653538|0.010538281|10.95446449|-0.013898809|1|1|-0.004569485|0.0620143779999999|-0.052743904|-0.090926893|-0.53315493|1|0.833911317|0|0.688945241|0.4679233379999999|0.023617545|-80.19356964|132.3194611|-0.04126187|11.04423694|109.0001157|-2.228140982|-49.88002793|96.18613736|89.09222754|0.44829258|471.12395210000005|-1523.677823|2418.848273|-19.29522587|0.2686642589999999|0.812554922|6438.603019|183.7216658|38.58180913|0.023386634|-316.3903377|689.2886595|0.0|1.0|0.0|0.0|0.13|-6.14|1.92|0.98|112.29|1.28|0.0|131.85|1.0|-3.52|32.0|5.0|424.46|0.0|0.0|0.0|-3.45|0.000304|129.0|0.000359|152.0|0.0|0.000305|3.88|3.8899|-1401.662677|318.73|0.4446|0.6931|0.6931|-1401.389257|0.4446|-0.15718|-0.20829|0.04550032|4.7433|8.0458
6f_a40|0|0|8.421342866|1|0.604893424|1.750582483|-0.01691341|6.401917197|-0.156988665|0.038309179|-0.122783873|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|-0.190617284|2|2|-0.008368734|-0.233222505|0.048543494|0.092206207|-0.628934821|0|0.836826225|1|0.655786513|0.363785804|0.015998475|-83.88605319|207.7174501|-0.052228625|6.6032981820000005|40.01876255|-2.350288117|-55.39203581|92.77827871|96.49789556|0.410805404|421.31181889999993|-1509.948957|3072.581297|-21.5571287|0.137191276|0.69723213|7328.308886|88.13890599|38.88975659|0.013841059|-466.1748926|593.503189|1.0|0.0|1.0|2.53|0.21|-3.67|3.66|2.66|199.45|1.1|3.0|124.54|3.0|-6.95|30.0|5.0|457.55|1.0|0.0|0.0|-4.64|1.13e-07|5.18e-05|2.3e-05|0.0105|1.0|0.0967|6.96|2.57|-2426.972609|482.43|0.2362|0.66642|0.69911|-2426.725129|0.0158|-0.1131799999999999|-203.0|0.04845403|8.7269|7.3768
8g_a8|0|0|7.535296702|1|1.39137364|1.298078704|-0.014340328|5.4161004020000005|-0.222784884|0.0438779959999999|0.000966222|-0.731356723|-0.009140059|-0.025002199|10.94318883|-0.03728368|1|1|-0.007047583|0.001970629|0.0794962979999999|0.162134281|-0.508072694|0|0.734188081|0|0.533935495|0.298992226|0.031118325|-79.46906035|171.26571059999998|-0.052430233|11.68315869|67.54104396|-2.464220973|-51.33906829|90.27531534|102.8541256|0.479218966|327.1604688|-1509.912147|2148.49832|-19.68456628|0.166939179|0.920192814|6581.432140999999|102.2893227|38.56355928|0.017636126|-408.1554248|551.1746801|0.0|1.0|0.0|2.96|0.04|-7.4|4.11|3.89|99.34|3.01|0.0|111.38|1.0|-5.3|31.0|5.0|417.39|0.0|0.0|0.0|-4.94|5.01e-06|0.00209|1.16e-05|0.00483|0.0|1.67e-05|7.17|3.7495|-1450.9549470000002|330.67|0.3904|0.69221|0.69221|-1450.728709|0.3904|-0.15542|-0.21391|0.04147516|7.5762|5.3768
12e_a31|0|0|7.765993078999999|1|0.610134116|0.0|-0.011519192|5.733341277|-0.044316064|0.037098765|0.0113193469999999|-0.70267073|-0.002475146|-0.107630327|10.3116965|-0.015755876|2|2|-0.000231353|0.01824365|-0.08867626|-0.142921555|-0.543945776|0|0.7761616020000001|0|0.721526766|0.2642991189999999|0.02665413|-79.96257188|166.1479229|-0.036652129|14.09603901|595.9853231000001|-2.089171358|-49.6906263|95.1187282|87.71292755|0.474858042|524.7092721|-1519.288866|1899.851187|-19.38348182|0.274879568|0.904247004|6557.418968999999|199.8981394|36.75829484|0.020841203|-327.4245209|798.7285626|1.0|1.0|1.0|3.72|0.24|-9.31|6.69|5.4|117.37|2.21|0.0|129.38|1.0|-6.66|33.0|5.0|460.55|0.0|0.0|1.0|-5.42|2.16e-07|9.96e-05|3.83e-06|0.00176|0.0|2.27e-07|6.33|3.8391|-1809.899887|322.95|0.3831|0.55114|0.7006600000000001|-1809.581226|0.2627|-0.15934|-0.19379|0.04614662|3.4818|6.7696
8b_a50|1|1|7.860570786|1|1.398299046|2.021915391|-0.0045301379999999|5.777652323|-0.009597908|0.035718954|-0.096039086|-0.1812055289999999|0.006841944|-0.009441452|10.945024|-0.0180233089999999|2|2|0.007057361|-0.170496134|-0.065440141|-0.116174481|-0.332085641|1|0.809463375|1|0.845349082|0.267094693|0.021513107|-37.39727879|131.417573|-0.030360051|4.93661461|0.0|-1.092961836|-16.66636363|49.02840043|45.09730487|0.428882006|404.9478761|-523.561903|1401.458274|-6.966723542|0.328290204|0.75095166|4446.001554|157.2609748|21.65129387|0.024280552|-164.5084115|339.5806858|1.0|1.0|1.0|1.69|0.06|-5.94|3.14|3.41|59.39|1.79|0.0|89.78|2.0|-3.44|23.0|3.0|299.33|0.0|1.0|1.0|-3.81|0.000359|108.0|0.000154|46.0|0.0|0.000347|2.11|4.1804|-967.3527447|296.58|0.1717|0.5533|0.59283|-967.212701|121.0|-0.1724099999999999|-0.20144|0.036701907|5.8205|7.1675
14e_a25|0|0|6.842683282|0|1.4200152069999998|1.5926486519999998|-0.008591251|4.727387819|-0.138693649|0.0389622639999999|0.0065927719999999|-0.524066339|-0.00131452|0.002856489|10.93106299|0.011176663|1|1|-0.0005394919999999|0.010976703|0.015497482|0.025802692|-0.50909623|2|0.776960216|1|0.7240504329999999|0.448918026|0.015024526|-73.51338088|372.1805977|-0.038772226|8.046143033|97.78313402|-2.2100168680000003|-54.14823405|84.60373462|84.98800478|0.491527882|529.8614286999999|-1617.294379|2620.6698690000003|-20.76384175|0.1935531039999999|0.966676175|6952.485076999999|141.642515|35.18345194|0.015154859|-448.516796|811.3237836|1.0|1.0|1.0|2.72|0.07|-9.14|3.65|4.02|115.79|1.69|0.0|134.35|1.0|-5.14|35.0|5.0|462.5|0.0|0.0|0.0|-4.73|7.29e-06|0.00337|1.86e-05|0.0085799999999999|0.0|3.38e-07|6.51|3.9613|-1521.012915|312.99|0.2409|0.31019|0.69958|-1520.701142|0.0007|-0.15787|-0.2116699999999999|0.04875868|7.2625|7.1249
14ac_a23|1|1|7.423568444|0|1.1979507740000002|2.7104403130000003|-0.011656739|5.351858133|-0.4422550999999999|0.048351548|0.016532702|-0.66443411|-0.0066006519999999|0.0518788009999999|10.3132169|0.043387326|2|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|-0.562985112|2|0.7797862459999999|1|0.931143634|0.300389872|0.016832361|-73.32014595|57.45545019|-0.043970249|9.597200637|0.327656318|-2.330423202|-50.3831402|87.75911516|79.43449928|0.489147172|703.0989434999999|-1759.6835030000002|3417.45156|-25.07023818|0.192217908|0.95751094|9203.543798|145.1421706|41.10214358|0.019122137|-464.8074813999999|718.3324686000001|1.0|1.0|1.0|3.34|0.12|-9.03|5.52|8.36|105.02|4.6|1.0|130.29|1.0|-7.31|38.0|10.0|547.48|1.0|0.0|0.0|-6.65|4.92e-08|2.69e-05|2.24e-07|0.000123|0.0|5.06e-07|4.93|3.6325|-2304.001319|341.32|0.3209|0.6408|0.69962|-2303.749331|0.2391|-0.15055|-0.23868|0.02262555|8.6341|8.3851
3f_a32|1|1|7.773594467000001|0|0.6094207770000001|0.0|-0.00611496|5.733341277|-0.0434359079999999|0.042380952|-0.062954205|-0.275173181|0.001276735|-0.113189563|10.31100273|-0.110286539|3|3|0.002565215|-0.112493266|-0.074808287|-0.133675401|-0.5487283829999999|0|0.820782305|1|0.874026684|0.3217719189999999|0.011897886|-54.8993954|47.97543149|-0.030139709|3.78194259|0.0|-1.265867765|-23.34192893|61.47296003|48.1093075|0.435176082|492.7734095|-713.6921402|2130.756016|-9.580412233|0.21080172|0.770463268|4993.667711|118.8493262|21.53155987|0.011659458|-326.0981041|475.3634141|1.0|1.0|1.0|3.31|0.28|-7.31|7.18|5.63|110.94|2.18|0.0|102.66|1.0|-6.89|24.0|3.0|354.49|0.0|0.0|1.0|-5.4|1.28e-07|4.53e-05|3.96e-06|0.0014|0.0|1.73e-05|3.92|3.5569|-1712.0610190000002|348.58|293.0|0.70255|0.70255|-1711.863611|293.0|-0.1474599999999999|-0.2006099999999999|0.02606687|5.7161|8.0458
12al_a36|0|0|7.412764017000001|2|1.297043737|0.0|-0.008463062|5.351858133|-0.04314418|0.042739018|0.1030147719999999|-0.4908576189999999|0.00127667|-0.074215038|10.96020817|-0.031635802|1|1|0.003077071|0.172830414|-0.1430106119999999|-0.239932418|-0.404703593|1|0.8344566859999999|0|0.801179217|0.2689491989999999|0.026927826|-69.69632923|114.2305891|-0.035305316|11.65999569|0.0|-1.906487074|-33.70669917|86.77628559|68.94274882|0.456856406|527.2034213000001|-1254.533926|2244.88081|-15.28752554|0.328915355|0.841133748|6049.668466|216.4375922|34.61874732|0.025956027|-225.1591357|679.7230552999999|1.0|1.0|0.0|0.0|0.17|-6.69|2.77|1.89|78.43|1.72|0.0|130.24|1.0|-3.95|31.0|5.0|411.46|0.0|0.0|0.0|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|1.0|8.340000000000001e-05|2.92|3.5511|-1347.479819|349.14|0.4466|0.6945399999999999|0.70417|-1347.196501|0.0095|-0.14558|-0.1955599999999999|0.03469224|8.1781|7.3188
7f_a10|0|0|7.535296702|1|1.240141822|1.924772416|-0.011104817|5.4161004020000005|-0.2347037789999999|0.037386831|-0.104120245|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|-0.0971900919999999|1|1|0.0030999659999999|-0.309622111|-0.058093287|-0.172751862|-0.5846516820000001|2|0.796084921|1|0.931773786|0.7359022890000001|0.00797443|-53.02456669|15.96885516|-0.03645808|2.474090768|0.3440879|-1.713529756|-19.93012491|60.16185231|40.22275023|0.402568457|519.0013298|-954.4422004|2375.702381|-11.31122804|0.178213448|0.6738319429999999|7070.755931000001|99.26552746|24.71113795|0.012813716|-358.4725202|527.8079877|1.0|1.0|1.0|2.97|0.23|-8.13|5.07|6.57|52.83|2.64|0.0|106.77|1.0|-5.54|30.0|7.0|410.39|1.0|0.0|0.0|-5.6|2.9e-06|0.00119|2.52e-06|0.00103|0.0|3.03e-06|4.93|3.6256|-1442.216293|341.96|348.0|0.34467|0.6833600000000001|-1442.001311|0.0191|-0.15627|-0.2175699999999999|0.01616879|3.2524|6.8508
9d_a40|0|0|7.515889085|0|0.604992329|1.839557351|-0.003961493|5.4161004020000005|-0.022152094|0.045555556|0.153818743|-0.146575228|0.011823978|0.15723868|10.3119722|-0.137738587|2|2|0.010101686|0.259969752|0.0116099239999999|0.019621984|-0.4887998529999999|0|0.7572844040000001|1|0.941627612|0.002088915|0.010749826|-36.92750973|108.1468558|-0.031613312|2.854868966|50.47044708|-1.074852592|-16.01918037|41.42218692|36.6245851|0.467275972|485.2567189|-553.912646|336.6614768|-8.395657932|0.133579429|0.87714454|4401.742338|68.83858806|18.80327978|0.0087217999999999|-377.6610668|346.9019309|1.0|0.0|0.0|3.63|0.06|-7.0|5.2|5.09|58.43|4.07|0.0|91.71|1.0|-6.13|22.0|2.0|325.82|0.0|1.0|1.0|-5.65|7.37e-07|0.0002399999999999|2.23e-06|0.000727|0.0|3.3e-05|4.7|3.3464|-1677.551678|370.51|0.4888|0.4557199999999999|0.69986|-1677.429981|0.4025|-0.13875|-0.20781|0.01113991|7.9502|6.9706
