molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|RPCS|FNSA1|FNSA2|DPSA5|PNSA4|GRAVp|PNSA2|WNSA4|FPSA1|GeomDiameter|WNSA2|DPSA4|FPSA5|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50
20_a31|1|1|1|3.3852303|0|7.765993078999999|0|0|0.609420757|0.0469387759999999|-0.009722467|5.733341277|-0.057200812|0|0.03995614|-0.013040402|-0.476400874|-0.003484915|10.31100269|3|-0.023477148|-0.0852122769999999|-0.594513619|0|0.788133615|-0.131662689|0.912372776|0.7507116140000001|1|0.7954270659999999|-0.085849869|-0.110195543|-53.79798102|-69.0542431|12.1160662|64.42171513|0.2045729339999999|128.1960117|75.10345696|0.710707042|-1.542737604|81.35171021|-21.01650877|2576.1287230000003|-966.7594033|-13.1700345|0.289292958|15.48343758|-605.8215871|29.5712685|0.019624081|1360.278351|12.29746712|1.0|1.0|1.0|1.0|1.0|2.0|3.46|2.74|0.26|19.0|-7.65|140.04|1.1|1.0|110.47|7.0|-5.91|-6.39|397.52|3.6|1.24e-06|0.0146|3.29|0.0|2.23e-08|8.86e-06|3.5381|4.78|3.5381|-1880.734655|666.67|1113.19|350.43|0.7036600000000001|0.7036600000000001|0.2011|-0.1483|0.0336943|-1880.599777|8.0|8.0862
9o_a24|1|0|0|2.9340792330000003|0|6.605297921|1|1|1.294229152|-0.064667223|-0.007052095|4.59511985|-0.044044637|3|0.028472222|-0.087807028|-0.387865233|0.0012214139999999|10.94506726|1|-0.145366976|0.00177843|-0.38043264|2|0.738419215|-0.000453155|0.846075714|0.7086274779999999|0|0.770273808|-0.088586421|-0.08834189|-51.29122728|-51.14964436|10.7072496|32.50178358|0.229726192|133.0106596|44.8382925|0.668046377|-1.678495905|66.24061038|-19.05574986|2892.333138|-971.8432428|-11.03321234|0.331953623|11.83284872|-562.6938294|28.52459128|0.026064002|1454.754155|15.09096602|1.0|0.0|1.0|1.0|1.0|2.0|3.96|2.84|0.04|23.0|-7.91|92.79|1.23|1.0|120.73|6.0|-4.49|-6.83|421.45|3.01|3.2500000000000004e-05|0.0167|2.88|0.0|1.24e-08|5.23e-06|5.8802|4.41|4.2643|-1388.094657|611.03|1126.94|210.85|0.41688|0.65292|0.0288|-0.17826|0.0533144|-1387.945865|446.0|6.3507
13a_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604984129|0.113424769|-0.011002918|5.351858133|-0.118776867|2|0.042560386|-0.036541822|-0.627166322|-0.003436924|10.31162842|1|-0.065043716|0.003429114|-0.5640209589999999|1|0.841060094|-0.058608635|0.885516463|0.802578397|0|0.6963945559999999|-0.109682335|-0.113507021|-74.02777574|-76.60916637|12.53013554|381.9643801|0.303605444|204.9120824|102.6479456|0.799862466|-2.27014041|88.22659517|-28.90911938|3002.811441|-1532.183327|-19.5115996|0.2001375339999999|15.1104742|-1034.114779|36.14261279|0.017212819|1915.558478|11.6174288|1.0|0.0|0.0|1.0|0.0|2.0|4.76|0.0|0.13|17.0|-6.19|124.74|2.06|1.0|135.37|6.0|-5.01|-7.05|441.51|1.91|9.68e-06|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|5.0535|4.54|3.5288|-1744.4457100000002|721.66|1211.54|245.34|0.26119|0.6845600000000001|0.1603|-0.14953|0.04590378|-1744.281248|14.0|7.8665
9g_a24|1|0|0|2.931798469|1|7.273092596000001|0|0|1.427608366|-0.318471716|-0.00106361|5.283203728999999|0.001126633|2|0.0279797979999999|-0.162313932|-0.0425444|0.0144065739999999|10.96318169|2|-0.292600863|-0.0273623029999999|-0.079421802|2|0.683676657|-0.045107345|0.859302479|0.657503038|0|0.8671367529999999|-0.064835725|-0.065668047|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|0.0|0.4819264479999999|-0.788016565|49.25777584|-10.53790724|2123.257348|-389.9025677|-5.214049137|0.518073552|10.69818114|-192.9198181|21.8662148|0.033884884|809.0499476|16.76589519|0.0|1.0|0.0|1.0|1.0|1.0|2.8|1.78|0.06|22.0|-6.43|72.28|0.64|0.0|87.53|3.0|-2.49|-7.17|302.33|1.93|0.00323|247.0|1.37|0.0|3.720000000000001e-07|0.000113|5.2521|0.75|4.2802|-984.5565078|524.03|879.99|236.07|0.4227399999999999|0.64993|0.1023|-0.17806|0.032630457|-984.497752|68.0|7.1675
7a_a8|1|0|0|3.1730222510000003|1|7.535296702|1|1|1.4000287219999998|-0.11821781|-0.010269971|5.4161004020000005|-0.0407248439999999|1|0.041123188|-0.017706371|-0.482688615|0.000736369|10.94671402|1|-0.02923588|-0.019499132|-0.412963751|1|0.7168594159999999|-0.032562221|0.831914523|0.681200974|0|0.718410375|-0.102174163|-0.101880506|-60.00793116|-59.83546383|20.79408196|145.3710976|0.281589625|165.38046830000002|71.85980901|0.733884399|-1.833849114|75.4573633|-25.04740346|2715.360649|-1077.038349|-14.71059634|0.266115601|14.73814865|-632.5556427|34.12990316|0.0265990589999999|1467.585836|15.62189947|0.0|0.0|1.0|1.0|1.0|1.0|3.34|3.06|0.05|23.0|-7.27|92.93|2.01|1.0|105.83|3.0|-4.86|-6.33|382.37|3.15|1.36e-05|0.00874|3.24|0.0|5.3600000000000004e-08|2.05e-05|4.5808|5.2|3.0704|-1291.287017|605.72|1031.61|270.66|0.61257|0.70367|0.1575|-0.12889|0.0269461|-1291.156661|24.73|4.6068
19l_a38|1|0|0|3.280796643|0|7.412764017000001|2|2|1.297043246|-0.086107169|-0.007360265|5.351858133|-0.10490608|2|0.04391253|0.103904811|-0.426895387|-0.001197042|10.94917392|1|0.217841852|-0.091460175|-0.4224000739999999|1|0.723755855|-0.053823023|0.89459881|0.700181525|0|0.799611189|-0.079681862|-0.100870929|-51.6277901|-65.35669452|14.19254029|133.9992534|0.200388811|129.8367176|19.55998015|0.7374102309999999|-2.017418574|79.04689476|-24.20618316|2921.048554|-1307.13389|-15.68376675|0.262589769|11.52660233|-846.9234048000001|32.82593886|0.021129331|1772.6006989999998|13.69020024|1.0|0.0|1.0|1.0|1.0|3.0|4.94|2.7|0.12|17.0|-7.28|81.23|2.75|2.0|135.78|6.0|-4.94|-6.39|427.48|3.22|1.15e-05|0.00807|3.55|0.0|5.27e-08|2.25e-05|3.6709|4.08|3354.0|-1409.557954|660.04|1164.34|337.75|0.69413|0.7044|0.0233|-0.13977|0.02856649|-1409.37001|14.0|7.8633
11a_a50|0|1|1|0.0|2|7.927685046000001|1|1|1.397733996|-0.156121881|-0.002914262|5.82008293|-0.014702942|1|0.038040936|-0.04339705|-0.134056065|0.011959339|10.94500606|2|-0.0739260509999999|-0.162848233|-0.267331063|1|0.701976536|-0.200986578|0.8535780190000001|0.667956827|1|0.917127112|-0.048213112|-0.071180382|-25.48858279|-37.63057389|9.774322692|7.53108119|0.0828728879999999|43.81199235|67.28055926|0.6543614329999999|-1.067705728|48.67321197|-13.43949068|2286.226222|-564.4586084|-7.104987834|0.345638567|11.123941699999998|-298.409489|20.53832944|0.020887781|862.6098364|11.04263807|0.0|0.0|1.0|1.0|1.0|0.0|3.44|2.8|0.15|20.0|-5.87|48.53|2.25|0.0|99.65|2.0|-3.58|-6.24|327.38|2.95|0.000263|0.0228|2.9|0.0|1.35e-06|0.000441|4.0636|3.05|4.0636|-1045.954278|574.01|963.2|305.11|0.65485|0.65485|0.1761|-0.16769|0.02431947|-1045.84627|59.0|7.2291
4b_a46|0|0|0|0.0|1|7.825245291|1|1|1.1346370890000002|-0.155670183|-0.00113356|5.587248657999999|-0.022119857|2|0.047736111|-0.082722572|-0.058945144|0.012332859|10.96200942|1|-0.128843936|-0.079238184|-0.16915334|2|0.6901151990000001|-0.153841155|0.768651645|0.69830739|0|0.935245062|-0.0524080009999999|-0.070236212|-28.58477842|-38.30877966|4.127907383|7.986637869|0.064754938|35.31914031|56.7922535|0.8104680259999999|-1.123779397|42.65239101|-12.50898928|2105.172229|-612.9404746|-6.822749952000001|0.189531974|10.09436488|-334.31474760000003|15.43427855|0.007963679|756.2796491|4.343611349|1.0|0.0|0.0|1.0|1.0|0.0|3.9|3.03|0.38|17.0|-7.2|43.6|2.58|1.0|101.7|2.0|-4.35|-5.67|332.44|3.76|4.49e-05|0.00782|3.74|0.0|6.38e-08|2.12e-05|4.5515|3.98|4.5515|-1033.535029|588.79|1020.9|272.4|0.68682|0.68682|0.1784|-0.19082|0.02176759|-1033.378455|548.0|6.2612
12q_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.60498366|0.144208934|-0.015322396|5.351858133|-0.27228842|2|0.0438779959999999|-0.016509571|-0.873376576|-0.00695299|10.31162828|1|-0.0483777279999999|-0.077457998|-0.636798458|1|0.613786308|-0.032887649|0.867367115|0.593245722|0|0.845745827|-0.087348134|-0.115589613|-59.52322773|-78.7683329|10.07866809|82.72757145|0.154254173|105.1162273|0.732186841|0.820640722|-2.427381881|90.06607753|-31.21009417|3305.289025|-1654.134991|-21.2680622|0.179359278|13.96052394|-1127.2072970000002|38.03137394|0.016579022|2015.662819|11.29774462|1.0|0.0|1.0|1.0|0.0|1.0|4.73|0.0|0.17|17.0|-7.18|90.88|2.82|2.0|133.96|7.0|-6.7|-5.66|482.48|3.42|1.99e-07|0.000579|5.05|0.0|6.61e-08|3.19e-05|5.0573|5.52|3.4834|-1987.999444|713.16|1214.92|245.16|0.34138|0.68516|0.1515|-0.14792|0.03408298|-1987.847256|36.0|7.4449
6b_a31|1|0|0|3.404988662|0|7.773594467000001|1|1|0.610136262|0.052690797|-0.016070861|5.733341277|-0.178758575|0|0.037803618|0.11647286|-0.787472195|-0.011483229|10.31169819|2|0.1978523089999999|-0.002840672|-0.57983695|0|0.838789705|-0.084489161|0.841537966|0.795570315|0|0.627853074|-0.12081047|-0.1284626569999999|-73.70779766|-78.37648097|20.12924648|159.79549319999998|0.372146926|227.0509355|101.4993391|0.7459204140000001|-2.055402513|93.1058799|-27.86719323|2776.92804|-1254.023695|-17.0020813|0.254079586|14.46878435|-765.0936586|37.35947255|0.024142162|1681.1762649999998|14.72939894|1.0|1.0|1.0|1.0|1.0|2.0|3.55|2.73|0.1|22.0|-7.33|131.36|1.36|1.0|109.69|4.0|-5.63|-6.5|404.44|3.3|2.34e-06|0.00883|3.2|0.0|4.67e-08|1.89e-05|3.2949|4.61|3.2949|-1652.635711|637.06|1077.19|376.29|0.7013199999999999|0.7013199999999999|0.4967|-0.13345|0.03623358|-1652.505041|54.0|7.2676
14e_a23|0|1|1|0.0|2|7.423568444|0|0|1.197957573|0.059967018|-0.008865361|5.351858133|-0.272389934|2|0.044241453|0.023369734|-0.4787294729999999|0.001027627|10.3132176|2|0.072830644|-0.07256543|-0.5232404310000001|2|0.560094237|-0.014216155|0.8510270329999999|0.5415996160000001|1|0.925392058|-0.073376247|-0.089453046|-51.07141556|-62.2612068|12.5437807|48.244071000000005|0.074607942|51.92870134|0.5612316039999999|0.796525872|-1.96796702|74.75779594|-27.39493099|3255.313968|-1369.74655|-19.06744972|0.203474128|15.89643482|-953.3724859|34.39302091|0.017954325|1719.6510460000002|12.49658915|0.0|0.0|1.0|1.0|1.0|1.0|3.54|3.62|0.09|26.0|-8.23|105.02|3.82|2.0|125.29|6.0|-6.38|-6.06|479.48|4.5|4.1200000000000004e-07|0.000773|4.46|0.0|5.94e-09|2.85e-06|3.7033|4.2|3.7033|-1966.943431|706.39|1209.58|334.8|0.63922|0.63922|0.3178|-153.0|0.02250947|-1966.785007|3.0|8.5214
3c_a49|0|0|0|0.0|1|7.535296702|1|1|1.343850149|0.034009672|-0.004876919|5.4161004020000005|-0.016347266|2|0.036335697|-0.04696024|-0.248722888|0.006218639|10.92976555|1|-0.0780996759999999|-0.0612829229999999|-0.384874446|2|0.666785606|0.0211518929999999|0.8605470759999999|0.64702083|1|0.7963363840000001|-0.071786669|-0.074135885|-41.0524769|-42.3959176|8.477406111|89.34479838|0.203663616|116.4686425|77.29181095|0.637222556|-1.186174159|54.85343388|-14.4326528|2521.794855|-678.3346816000001|-8.253567879|0.362777444|12.60874968|-387.9176903|22.64931248|0.021783913|1064.517686|12.45751629|0.0|1.0|1.0|1.0|1.0|1.0|3.18|2.67|0.18|21.0|-7.54|72.7|1.84|1.0|109.43|4.0|-3.45|-6.93|369.42|2.86|0.0003509999999999|0.0505|2.29|0.0|2.89e-08|1.07e-05|5.1584|3.99|3842.0|-1198.634822|613.33|1046.53|240.36|0.32539|0.6692100000000001|0.0729|-0.15853|0.03394942|-1198.484646|87.0|7.0605
5g_a40|0|0|0|0.0|1|8.149890544|0|1|0.604913142|0.0094595959999999|-0.016033575|6.167516491000001|-0.190406197|0|0.044946237|-0.0602779129999999|-0.5611751220000001|-0.012794054|10.31198315|2|-0.104356485|0.07917206|-0.4748772539999999|0|0.795454476|-0.1312278909999999|0.882781953|0.7733200179999999|1|0.67772744|-0.153687065|-0.14338431|-72.93994279|-68.05025116|11.83520323|216.425542|0.32227256|152.9506864|0.0|0.745349319|-1.577227413|80.22859145|-23.39227384|2054.810452|-748.5527627|-11.10198254|0.254650681|12.10939827|-355.2634413|31.38430965|0.025660198|1004.297909|12.1783403|0.0|0.0|0.0|1.0|0.0|2.0|3.13|1.96|0.21|14.0|-2.89|115.96|0.74|0.0|78.2|3.0|-4.24|-6.6|301.32|2.01|5.78e-05|128.0|2.17|0.0|0.0013|391.0|3.48|4.02|3.48|-1328.015099|489.04|800.98|356.27|0.6563|0.6563|261.0|-0.14505|0.04070345|-1327.982732|123.0|6.9101
18_a4|0|0|0|0.0|1|7.535296702|1|1|1.3998285519999998|-0.181683336|-0.004533883|5.4161004020000005|-0.164169913|1|0.042924837|0.049240675|-0.181355303|0.000379379|10.94611841|1|0.108754635|0.006968314|-0.319213511|1|0.624748358|-0.105846349|0.8547339420000001|0.615655659|0|0.7755960390000001|-0.094231531|-0.085817825|-46.48874223|-42.33787448|8.729352711|203.5264327|0.224403961|110.7087804|0.0|0.769438308|-1.287267373|50.98777224|-17.16400317|2069.649003|-635.0681172000001|-8.467791078|0.2305616919999999|10.31843368|-313.3082699|22.30718562|0.0175331289999999|825.3658678999999|8.649897756|0.0|1.0|0.0|1.0|0.0|1.0|3.32|2.56|0.11|17.0|-5.53|50.94|2.2|0.0|86.22|3.0|-2.95|-6.58|307.32|2.78|0.00113|0.0959|2.24|0.0|2.96e-06|0.0009109999999999|4.5152|3.02|4.2045|-1033.454769|523.81|870.74|274.59|0.52475|0.57777|0.1|-0.17345|0.02525528|-1033.398285|2.62|5.5817
18a_a30|0|0|0|0.0|0|7.412764017000001|2|2|0.604987543|0.045071414|-0.006673169|5.351858133|-0.02919335|2|0.040166667|-0.041327798|-0.353677943|0.005050384|10.31163887|1|-0.073280844|-0.053309522|-0.452377064|1|0.8421237309999999|-0.171895425|0.842671963|0.7961424690000001|0|0.85918121|-0.072474599|-0.095397479|-45.11907802|-59.38972262|10.62073502|79.18861306|0.14081879|87.66676984|0.0|0.7904991659999999|-1.812552105|69.35818061|-23.02866795|2721.874248|-1128.40473|-14.33650253|0.209500834|12.72666325|-702.4886239|29.1318055|0.016012295|1427.458469|9.968457988|1.0|0.0|1.0|1.0|0.0|1.0|4.75|0.0|0.14|17.0|-6.64|81.65|2.82|2.0|127.28|5.0|-5.28|-5.98|398.48|2.63|5.23e-06|0.0056|3.87|0.0|2.3100000000000002e-07|9.21e-05|3.4712|3.82|3.4712|-1575.755101|665.12|1120.46|357.18|0.69033|0.69033|0.3781|-0.1418|0.03180853|-1575.604922|25.0|7.6108
3d_a32|1|1|1|3.503398526|0|7.765993078999999|0|0|0.609420786|0.0181036519999999|-0.006420365|5.733341277|-0.034290847|0|0.041161616|-0.0620110029999999|-0.269655316|0.000655875|10.31100276|3|-0.1131110759999999|-0.076494363|-0.539652902|0|0.8315372|-0.100251236|0.90169022|0.77923808|1|0.892845502|-0.06869526|-0.093187219|-37.19367587|-50.45435743|7.807299836|62.43434632|0.107154498|58.01666174|0.0|0.720540286|-1.118246623|59.15151032|-15.52441767|2213.978384|-605.4522892000001|-8.405385739|0.2794597139999999|10.75032687|-327.8100438|21.54552351|0.0160633|840.275417|8.697152881000001|1.0|1.0|1.0|1.0|1.0|1.0|3.34|3.11|0.24|19.0|-7.29|110.94|1.94|1.0|97.86|4.0|-6.55|-5.18|340.47|4.32|2.81e-07|0.00251|4.5|0.0|5.13e-08|1.75e-05|3.5105|3.42|3.5105|-1672.733979|569.29|959.11|353.18|0.7035100000000001|0.7035100000000001|0.5031|-0.14189|0.02457348|-1672.638515|8.0|8.0915
12o_a36|1|0|0|3.444418304|0|7.412764017000001|2|2|1.297042837|0.01340619|-0.0100574069999999|5.351858133|-0.079716275|2|0.040770975|0.03842353|-0.613501857|-0.00233752|10.96036596|1|0.065221584|-0.126068378|-0.5110239679999999|1|0.859938421|-0.01854899|0.848816593|0.817582774|0|0.7592112809999999|-0.082048664|-0.10624773|-59.0895896|-76.51720886|16.85373064|55.47133795|0.2407887189999999|173.4105814|112.1259723|0.666462845|-2.018706878|95.66406176|-25.50573629|3009.981519|-1453.826968|-18.36865355|0.333537155|13.80895167|-1047.013252|38.27030489|0.026586303|2181.407379|19.1468529|0.0|0.0|0.0|1.0|0.0|3.0|4.97|0.0|0.17|17.0|-6.93|98.3|1.49|1.0|138.06|7.0|-3.54|-7.66|438.48|1.47|0.000292|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|5.1927|4.5|3.8726|-1440.926241|728.07|1240.51|238.77|0.36719|0.67273|0.2888|-0.15695|0.04371335|-1440.734965|0.04|7.3979
21_a10|0|0|0|0.0|1|7.535296702|1|1|1.343837211|0.036507898|-0.009308076|5.4161004020000005|-0.085463279|2|0.035818182|-0.032405474|-0.549176498|0.001533145|10.92966143|1|-0.051564917|-0.0236638829999999|-0.4636733179999999|2|0.7135035209999999|-0.005970601|0.81962595|0.68876002|1|0.7747854129999999|-0.091053776|-0.084654798|-64.32920271|-59.80834512|13.34776629|240.7558768|0.225214587|159.11338909999998|74.3822498|0.704106635|-1.777750751|75.80259699|-23.25880088|3104.255496|-1255.975247|-16.4322688|0.295893365|13.78215169|-887.342515|33.03306591|0.022638817|1783.785559|15.99425187|1.0|1.0|1.0|1.0|0.0|1.0|3.5|3.17|0.11|27.0|-8.71|90.13|2.81|2.0|128.59|5.0|-5.77|-6.07|448.47|4.04|1.69e-06|0.0014|4.17|0.0|1.94e-09|8.68e-07|5.9596|5.57|3.8599|-1485.461532|716.1|1225.01|208.04|0.4226399999999999|0.68165|0.1489|-0.16178|0.03802869|-1485.278495|4.8|5.3188
8d_a32|1|1|1|3.474433107|0|7.765993078999999|0|0|0.609420756|0.143684876|-0.010604502|5.733341277|-0.089662873|0|0.0388738739999999|0.062782795|-0.519620595|-0.006974711|10.31100269|3|0.113030335|0.001558357|-0.629535754|0|0.825020753|-0.11492754|0.875986707|0.789198712|1|0.7107041559999999|-0.109612139|-0.109968322|-68.88621406|-69.11005922|10.01177286|321.2496412|0.2892958439999999|181.8092016|89.20994250000001|0.708567136|-1.539556512|81.54594837|-21.03349629|2556.198518|-967.5408291|-13.21859008|0.2914328639999999|15.29958432|-608.0551435|29.684549600000004|0.019788058|1365.489282|12.43588915|1.0|0.0|1.0|1.0|1.0|2.0|3.5|2.84|0.26|19.0|-7.26|154.03|1.1|1.0|110.38|7.0|-6.08|-6.47|397.52|3.57|8.41e-07|0.0173|3.17|0.0|5.51e-08|2.19e-05|3.5588|4.26|3.5588|-1880.733071|671.71|111.16|348.39|0.7026100000000001|0.7026100000000001|0.3018|-0.14765|0.04065536|-1880.602038|8.0|8.0809
3e_a32|1|1|1|3.501917045|0|7.773594467000001|0|0|0.609420788|0.015619823|-0.006553709|5.733341277|-0.058503168|0|0.044949495|-0.057366352|-0.275255791|0.000655875|10.31100276|3|-0.1046390059999999|-0.076494363|-0.551661318|0|0.8315372|-0.12378337|0.85921771|0.77923808|1|0.8681696109999999|-0.073411249|-0.100056595|-39.56206964|-53.92151824|6.69516884|47.09895162|0.131830389|71.04473954|0.0|0.7752553659999999|-1.200679139|60.86894767|-16.59123638|2212.661182|-647.0582188|-8.941186293|0.224744634|10.68709999|-348.70626539999995|21.40099522|0.012891628|834.6388134|6.94742943|1.0|1.0|1.0|1.0|1.0|1.0|3.33|3.04|0.24|19.0|-6.92|110.94|1.94|1.0|97.86|3.0|-6.52|-5.2|340.47|4.3|3.02e-07|0.00225|4.47|0.0|1.2099999999999998e-07|4.13e-05|3.5589|3.52|3.5589|-1672.722302|578.77|956.67|348.38|0.7025399999999999|0.7025399999999999|0.2914|-0.14754|0.02588637|-1672.62984|8.0|8.0862
4p_a46|0|0|0|0.0|1|7.825245291|1|1|1.134636977|-0.060700883|-0.004413243|5.587248657999999|-0.038295755|0|0.046533816|-0.164311513|-0.233901882|0.005152176|10.93681929|1|-0.251219946|0.066453878|-0.369670745|0|0.7471162309999999|-0.1623103719999999|0.7911509609999999|0.751334374|0|0.905966489|-0.0997229069999999|-0.083274013|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|53.32991189|0.0|0.87420565|-1.498932241|51.05047787|-17.00200781|2257.769185|-850.1003902999998|-9.642472876|0.12579435|10.10955243|-482.1236438|19.44852199|0.006740305|972.4260993|3.822678404|1.0|0.0|1.0|1.0|0.0|1.0|3.89|3.2|0.3|17.0|-7.05|61.84|3.2|2.0|107.89|2.0|-5.8|-5.09|357.45|4.25|1.59e-06|0.00144|4.77|0.0|8.95e-08|3.2e-05|5.4796|4.89|3.9958|-1129.618646|598.19|1058.54|226.26|0.43709|0.70138|0.0763|-0.16819|0.03979459|-1129.4459470000002|341.0|6.4672
14ae_a23|0|1|1|0.0|2|7.423568444|0|0|1.1979624290000002|-0.033049777|-0.007539122|5.351858133|-0.029948314|2|0.042903564|0.026913008|-0.4448081789999999|0.008996289|10.31321689|2|0.047563299|-0.143336826|-0.363230717|2|0.7763406840000001|0.0469453379999999|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.065169397|-0.087074783|-46.69131269|-62.38566188|24.84237243|111.4422142|0.127637949|91.4475768|110.5716332|0.53040766|-1.480271319|87.09501229|-19.28284095|3212.850883|-1060.556252|-13.81539807|0.46959234|15.59484379|-759.846894|36.35475577|0.034488074|1999.511567|24.70935041|0.0|0.0|1.0|1.0|1.0|1.0|3.74|3.76|0.12|26.0|-7.6|123.48|2.42|2.0|133.27|7.0|-5.8|-6.68|471.53|3.44|1.6e-06|0.0038799999999999|3.52|0.0|2.49e-08|1.17e-05|3.6036|2.99|3.6036|-1858.952529|751.57|1285.52|344.06|0.58144|0.58144|0.3205|-0.14537|0.01449323|-1858.7404850000005|2.0|8.6038
9b_a36|1|0|0|3.513187594|0|7.412764017000001|2|2|0.62670079|-0.053019801|-0.0058276019999999|5.351858133|-0.023369916|2|0.040166667|0.082806042|-0.308862918|0.005050384|10.33767255|1|0.146828453|-0.053309522|-0.4060950789999999|1|0.8421237309999999|-0.1177413269999999|0.842671963|0.7961424690000001|0|0.8453794609999999|-0.074181597|-0.098301686|-46.58565720000001|-61.73294817|10.68084402|67.12293326|0.154620539|97.10089515|0.0|0.78242217|-1.769430355|71.70079424|-22.67740953|2715.020034|-1111.193067|-14.24129533|0.21757783|13.80758516|-697.8234711|28.98359786|0.015872498|1420.196295|9.967846072|1.0|0.0|1.0|1.0|0.0|1.0|4.73|0.0|0.14|17.0|-6.64|82.47|2.82|1.0|126.17|5.0|-4.6|-6.46|398.48|2.48|2.49e-05|0.0148|3.2|0.0|2.3100000000000002e-07|9.21e-05|3.8535|3.82|3.8535|-1575.751975|666.01|1127.85|321.74|0.69763|0.69763|0.5392|-0.15833|0.02803905|-1575.616432|21.0|7.6778
11e_a5|1|0|0|2.971327032|0|7.139660336|1|1|1.338814635|-0.2114441819999999|-0.003208975|5.209486153|0.038643235|2|0.020943152|-0.07965|-0.192538515|0.008268901|10.9487795|1|-0.127225457|-0.0924814769999999|-0.234433859|2|0.77509232|-0.02059071|0.8215345|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|-41.64560703|-52.34653881|7.986070113999999|62.84782002|0.123241209|81.64179149|0.0|0.72163516|-1.580379517|63.5644542|-18.69519243|2721.416353|-1046.930776|-12.38472918|0.27836484|18.17739133|-693.5448342|25.90670947|0.016933845|1450.77573|11.21791539|0.0|1.0|1.0|1.0|1.0|1.0|3.22|3.43|0.24|23.0|-8.95|66.93|1.83|2.0|125.71|7.0|-4.65|-6.28|411.5|3.63|2.23e-05|0.00782|3.56|0.0|1.13e-09|4.64e-07|4.4179|2.91|4.1036|-1316.512503|717.76|1220.1|280.64|0.66478|0.6505|0.2125|-0.16751|0.03460011|-1316.301553|0.04|7.3979
19b_a38|1|0|0|3.26554965|0|7.412764017000001|2|2|1.297044256|-0.122009545|-0.008652352|5.351858133|-0.115864198|2|0.044392765|0.013765516|-0.467227005|-0.006877664|10.96052467|1|0.035216067|-0.098027247|-0.443325632|1|0.653741315|-0.114123934|0.8851623040000001|0.632625562|0|0.7293105670000001|-0.086013549|-0.11557289|-53.38447032|-71.73053105|13.92699891|120.3048789|0.270689433|168.00390359999997|0.0|0.7596369590000001|-2.0803120280000003|84.49751102|-25.82299118|2897.652112|-1291.149559|-16.02708787|0.240363041|13.74014387|-801.3543933999999|33.99385836|0.020570275|1699.692918|12.76697997|1.0|0.0|1.0|1.0|0.0|3.0|4.82|2.37|0.14|17.0|-7.12|81.23|2.78|1.0|125.65|5.0|-4.25|-6.81|419.43|2.94|5.68e-05|0.0196|2.88|0.0|7.599999999999999e-08|3.19e-05|5363.0|3.66|3.7509|-1431.38073|646.81|1111.29|231.18|0.38952|0.69411|0.1945|-0.15414|0.03336932|-1431.2418630000002|12.0|7.9172
