molecula|NaaNH|n9FaHRing|SaaNH|SRW09|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|TPSA_x|FNSA4|WPSA3|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomRadius|GRAV|WNSA2|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
14w_a23|0|1|0.0|7.423568444|1.197963556|3.132012648|0.013971812|-0.006481882|-0.109136569|0.046678487|0.6813799420000001|0.003379755|-0.042151195|10.31321817|-0.031435038|2|0.003906274|0.126238077|-0.073958723|-0.206574435|-0.427696371|2|0.5788469970000001|0.802520527|-0.049318182|0.8668730109999999|0.558482531|1|0.7880718659999999|-0.088508061|0.228641034|0.022440155|-58.53311596|14.84036772|140.15462380000002|-0.035779855|9.814393755|-30.92760432|72.23920014|61.60607046|0.4972095239999999|3071.908367|521.1762769999999|-1112.129203|2283.383402|-15.648625699999998|0.256548212|7.833745658|6998.078982999999|-735.4854078|0.020725002|-322.004381|597.2903597999999|13.70608418|0.0|1.0|3.42|26.0|-7.93|5.14|105.02|3.78|2.0|1.0|0.0|5.0|32.0|-6.35|-5.27|0.0009369999999999|0.00242|3.78|0.0|-0.0798|-1828.385903|-1828.363862|676.92|338.46|0.6219399999999999|0.6219399999999999|-1828.161957|0.3855|7.0157|-0.22824|-1828.222578|2.0|8.6737
4c_a46|0|0|0.0|7.825245291|1.134637091|2.137504882|-0.068543882|-0.005085922|-0.048990529|0.0440307329999999|0.0|0.010177371|-0.051150771|10.94298307|-0.068256579|1|0.010040825|-0.165951544|-0.056422062|-0.083788154|-0.421467037|1|0.649753668|0.726862617|-0.0976963169999999|0.761921603|0.65145414|0|0.890777395|-0.087503927|0.305199509|0.013924723|-55.2981278|8.799732282999999|69.02325225|-0.029688832|5.56099297|-25.41708422|60.67664538|49.01980408|0.450883931|2455.604167|562.9269925|-1050.664428|2487.942529|-11.85656505|0.159246215|7.172412106|5571.088357|-663.9676426|0.008510983|-430.6788754|696.2528933|5.378517586|1.0|1.0|4.09|17.0|-7.62|5.24|57.01|3.4|2.0|0.0|0.0|5.0|29.0|-5.39|-5.28|0.00109|0.00207|4.63|0.0|-0.04381|-1245.4159619999998|-1245.392965|683.75|302.21|0.42391|0.6986600000000001|-1245.114575|0.2083|4.1039|-0.21466|-1245.176359|2008.0|5.6972
1b_a5|1|0|2.881451247|6.605297921|1.4258024619999998|0.0|-0.250420203|-0.00279809|-0.061874543|0.0248765429999999|0.0|0.003886035|0.001241264|10.94890233|-0.028797464|1|0.003708988|-0.220946861|0.019611905|0.045204303|-0.231956531|2|0.567806811|0.759794937|-0.054153474|0.827319059|0.558485747|0|0.808828623|-0.077221824|0.341795323|0.010803163|-38.87394276|5.438378717999999|96.23685048|-0.031306145|2.737713392|-19.82538668|48.55415504|44.82086533|0.474445758|2171.716467|407.1693177|-583.1091414|919.9167129|-7.933533473|0.267518749|6.11909445|4577.125071|-293.5407385|0.019229427|-234.0649914|357.34245360000006|9.680212283|1.0|0.0|2.75|23.0|-8.3|4.76|54.46|2.29|0.0|0.0|0.0|3.0|24.0|-5.99|-4.3|0.0336|0.0157|3.16|0.0|-0.04135|-1050.538976|-1050.506509|536.59|266.74|0.5153800000000001|0.43728|-1050.413506|87.0|2891.0|-0.23055|-1050.462425|59.0|7.2291
2_a27|0|0|0.0|6.605297921|1.402655014|3.250529415|0.09890645|-0.0065894809999999|-0.0609613559999999|0.0427777779999999|1.267636369|0.009338889|0.11675125|10.93783218|0.017751479|1|0.00988756|-0.337316432|-0.21066171|-0.361571905|-0.475677812|2|0.639024713|0.796022385|0.027777778|0.8585302370000001|0.60904903|1|0.8468699609999999|-0.081513931|0.408120957|0.019809599|-41.03489597|9.972342226|77.08713259|-0.029261411|5.020172886|-14.81116546|52.43208086|39.39404027|0.4424192289999999|2210.487938|426.3224749|-574.4885436000001|1270.627585|-7.415462877|0.331537817|5.312170441|4774.521748|-289.2030522|0.022639983|-169.6109632|373.9912084|11.39718489|0.0|1.0|2.9|21.0|-5.84|2.49|65.6|2.42|0.0|0.0|0.0|2.0|24.0|-6.69|-3.7|204.0|0.0638|2.18|0.0|-0.04933|-1043.821085|-1043.7984|538.57|297.87|0.55857|0.55857|-1043.665151|0.3217|4.7049|-0.21702|-1043.715364|13.0|7.8861
8f_a12|0|1|0.0|6.580639137|0.609895166|0.0|0.110310585|-0.008295703|-0.062406088|0.038347953|2.177023629|-0.002596875|0.028505422|10.31134658|-0.024023866|1|-0.00094279|-0.023769395|-0.070713228|-0.125424286|-0.560548116|1|0.902669729|0.7475224290000001|-0.042014638|0.80546986|0.8409290840000001|1|0.869823177|-0.098932601|0.285353468|0.013287637|-56.220383|7.550959323|73.97552223|-0.03822396|4.290980116|-23.45595611|63.05721575|48.82707007|0.460344828|2541.921472|494.2940092|-955.746511|1448.568734|-12.34367323|0.161876566|7.016225129|5481.952981|-543.1216218999999|0.012030968|-384.290491|524.0516742|6.836832748|1.0|1.0|4.09|21.0|-8.42|3.41|78.41|3.1|2.0|0.0|0.0|3.0|27.0|-5.47|-5.24|0.000735|0.00211|4.34|0.0|-0.06179|-1481.146454|-1481.115891|606.97|339.35|0.59107|0.65098|-1480.955408|0.2466|0.9092|-0.2124|-1481.008909|646.0|6.1898
3b_a12|0|0|0.0|0.0|1.283824445|0.0|0.156777705|-0.007916598|-0.043495794|0.0375|0.0|-0.004028952|-0.065558712|10.9540388|-0.003968827|0|-0.003019113|-0.19952566|-0.071149325|-0.116772665|-0.547002361|1|0.914614654|0.768772928|-0.007397776|0.82914101|0.802482465|0|0.903204699|-0.088443201|0.073824142|0.0103611969999999|-46.11064215|5.401901357000001|50.46508298|-0.034016616|2.816328871|-17.50314491|54.77629766|38.97406803|0.390744506|2186.64676|470.8937285|-691.6596323|1935.211747|-9.246226764|0.2311778089999999|6.6333156660000006|4665.346939|-360.6028438|0.0166212889999999|-280.3056362|406.0361621|8.665655511|1.0|1.0|3.82|18.0|-8.1|3.14|37.28|3.99|1.0|0.0|0.0|3.0|24.0|-5.65|-4.64|0.0184|0.00759|3.78|0.0|-0.07091|-1410.971864|-1410.947421|548.05|328.51|0.53738|0.6654800000000001|-1410.826913|0.2418|5.9551|-0.2232|-1410.8759220000002|49.0|7.3098
IN1166_a11|1|0|3.433539068|6.842683282|1.429020445|0.0|-0.089778965|-0.006882528|-0.008507023|0.044021739|1.643912856|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.841211811|0.765593573|-0.067328767|0.827254552|0.790249345|1|0.863273559|-0.0896538619999999|0.551933595|0.0200246639999999|-61.90325275|13.82641888|94.40543077|-0.031642539|9.546719887|-35.26269962|76.76995134|64.89703387|0.463497159|2865.055175|596.0640225999999|-1114.258549|2953.475057|-15.08551944|0.305697179|6.777827685|6310.825439|-769.3614916|0.021531291|-268.3203251|676.2770877|14.86669859|1.0|1.0|3.51|27.0|-10.18|4.53|103.17|0.92|1.0|0.0|0.0|5.0|32.0|-6.52|-4.78|0.00323|0.00688|3.27|0.0|-0.07275|-1347.298558|-1347.256659|704.48|377.7|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|3365.0|-0.21098|-1347.073528|12.0|7.9318
8e_a12|0|1|0.0|6.803505258|1.283834633|1.873617728|0.050021617|-0.006350143|-0.049397555|0.037430556|2.197856963|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|0.005744805|0.112673977|-0.079913108|-0.136145064|-0.448676455|1|0.83954453|0.761892879|-0.051240735|0.815412281|0.797199175|1|0.939627917|-0.087795345|0.001151979|0.0155147339999999|-50.273571200000006|8.884082475|34.57040021|-0.031094185|5.0872236|-17.05887601|61.4656313|38.67488258|0.45384745|2548.979738|538.051884|-854.6507103|2112.908299|-10.19566754|0.2887421289999999|6.446557205|5490.975165|-489.392042|0.019545275|-241.94192880000003|561.9859171|11.19206011|1.0|1.0|4.11|21.0|-7.93|2.68|55.1|3.05|2.0|0.0|0.0|3.0|28.0|-6.03|-4.69|0.0156|0.00744|3.53|0.0|-0.05739|-1177.619013|-1177.593205|612.59|375.21|0.38889|0.6954899999999999|-1177.380602|0.2252|1.0295|-0.19338|-1177.436953|588.0|6.2306
1c_a5|1|0|2.955525321|6.605297921|1.424607938|0.0|-0.268536978|-0.001983746|-0.006491037|0.0248765429999999|0.0|0.008031558|-0.228971551|10.9433337|-0.058823529|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|0.7595197290000001|-0.109439124|0.821309592|0.6977404359999999|0|0.88631419|-0.070346332|0.436308619|0.008349498|-35.99212225|4.27195187|58.16640976|-0.0281385329999999|2.185709046|-17.81716094|43.86175561|39.09545876|0.476413155|2105.8969850000003|453.4753671|-575.8739559999999|873.709445|-7.366029352999999|0.246972732|6.063350238|4387.398857|-294.64117410000006|0.0153811389999999|-258.918642|409.0289917|7.869633359|1.0|0.0|2.78|23.0|-8.41|4.51|54.46|2.13|0.0|0.0|0.0|3.0|24.0|-5.77|-4.45|0.0174|0.0111|3.43|0.0|-0.03965|-990.6223073|-990.5931502|556.84|274.99|0.4444899999999999|0.53838|-990.467026|0.1076|1.7105|-0.22684|-990.516371|3981.0|5.4
19_a4|0|0|0.0|7.535296702|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|-0.3929802189999999|0.040511696|0.0|0.006243904|-0.211341677|10.30966825|-0.136621315|1|0.009687676|-0.086166959|-0.0255403279999999|-0.042058265|-0.245630631|1|0.55269662|0.774746438|-0.190513834|0.834377354|0.514505012|0|0.820765063|-0.0759826109999999|0.285282038|0.013022539|-41.82665583|7.168604362000001|98.66465411|-0.028945757|3.946149569|-21.41704046|49.73882261|46.07495776|0.460486754|2558.336814|451.8120313999999|-669.2264932|1697.595595|-8.771275759|0.235119747|5.9448291|5232.561157|-368.3935819|0.0143733|-291.6208078|450.6848883|7.912166787999999|1.0|1.0|3.46|17.0|-6.09|4.32|73.23|2.16|1.0|0.0|0.0|3.0|25.0|-6.58|-3.97|0.0547|0.0373|2.62|0.0|-0.05294|-1446.939719|-1446.909868|583.39|296.2|0.67535|0.67535|-1446.760398|0.3806|5.8295|-0.22298|-1446.813896|19.5|4.71
14y_a23|0|1|0.0|7.423568444|1.197960595|3.3149940630000003|0.0600764409999999|-0.005875443|-0.022719307|0.046678487|0.731397292|0.009174505|-0.051539811|10.31321795|-0.031435038|2|0.007229683|0.07646106|-0.069023218|-0.125978901|-0.4598871539999999|2|0.719722236|0.802520527|-0.049318182|0.8668730109999999|0.64069202|1|0.925252932|-0.080613242|0.2271539169999999|0.018804822|-55.74067298|13.00274534|51.68445972|-0.034303507|8.990852582999999|-27.63946733|67.16839951|52.97547894|0.486730407|3096.562257|639.7735629|-1114.8134599999998|2336.815247|-16.40099384|0.21677451|8.213390641|7320.809595999999|-770.8467102999999|0.016527|-391.6770747|665.6233736|11.42772654|0.0|1.0|3.41|26.0|-8.57|5.32|105.02|3.99|2.0|1.0|0.0|5.0|32.0|-5.8|-6.13|8.18e-05|0.000354|4.83|0.0|-0.08374|-2549.104894|-2549.091817|713.1|340.49|0.61338|0.61338|-2548.8917260000003|444.0|4.8799|-0.2331599999999999|-2548.953933|4.0|8.4225
10_a47|0|0|0.0|0.0|1.381868067|0.0|-0.003570214|-0.008013899|-0.166367455|0.042276423|1.329777427|-0.008120645|0.0814897|10.93671036|0.007193585|0|-0.0065562469999999|-0.349569106|-0.021926603|-0.045289209|-0.45272733|2|0.7027461220000001|0.754096463|0.011239977|0.8077565520000001|0.6913602740000001|1|0.841070966|-0.0936757959999999|0.417511484|0.00951788|-50.08559665|5.088920549|84.97451737|-0.035388634|2.720890925|-21.81529334|57.59863288|45.89037038|0.411647394|2355.515804|449.6950454|-851.455143|1567.859561|-10.11660331|0.198117368|6.277122171|5482.319019|-455.247149|0.014051737|-322.8149102|498.0016816|7.51303623|1.0|0.0|3.02|22.0|-8.85|5.92|58.04|3.21|2.0|0.0|0.0|3.0|27.0|-5.08|-5.5|0.000638|0.00114|4.8|0.0|-0.0486399999999999|-1188.405988|-1188.3744|579.86|332.97|0.53909|0.69212|-1188.1907199999998|0.2175|1.9281|-0.20309|-1188.244739|13.0|7.9
9i_a40|0|0|0.0|7.515889085|0.604992808|1.841293462|0.074116257|-0.0071562119999999|-0.105556952|0.045555556|0.891973262|0.004532692|0.201624407|10.31197226|-0.1788455119999999|2|0.004019925|0.333430103|0.105172175|0.187399127|-0.542471361|0|0.831946443|0.762774506|-0.28972973|0.824009442|0.7947633409999999|1|0.830980762|-0.088485615|0.006324687|0.011010661|-44.58600513|5.548036224|85.16517222|-0.036869006|2.795536563|-23.58195819|49.81256531|52.34891159|0.477626156|2056.370683|418.7133986|-668.7900768999999|335.9672843|-9.360805225|0.140977546|7.700852478|4201.058793|-336.98898810000003|0.010372658|-361.8074422|351.4600612|5.226560183|1.0|1.0|3.25|20.0|-6.03|4.02|84.45|2.99|1.0|1.0|0.0|2.0|22.0|-5.44|-4.71|0.00147|0.00603|3.85|0.0|-0.05989|-1273.334714|-1273.31399|534.44|428.48|0.56118|0.70339|-1273.167389|0.3362|2.0895|-0.17956|-1273.217301|1.25|5.9031
12l_a36|1|0|3.426092687|7.412764017000001|1.297044247|0.0|-0.0944961519999999|-0.0076430169999999|-0.008712073|0.039061728|0.0|-0.000143196|-0.05158636|10.95423322|-0.0452558729999999|1|0.001194592|0.228884463|-0.098598933|-0.175397741|-0.428857427|1|0.8707354620000001|0.8174432229999999|-0.079106537|0.8772535459999999|0.8212311840000001|0|0.84381923|-0.107815735|0.3827446779999999|0.0220227089999999|-70.17688229|14.33450402|101.6575135|-0.038052612|9.330278191|-33.88151556|83.76912404|66.38812034|0.4619814279999999|2843.514589|549.2389652|-1263.1838810000002|2385.788754|-16.12160667|0.262041641|7.471134223|6121.6555530000005|-822.2019402000001|0.02088234|-309.7725155|642.3830552000001|13.59224175|1.0|1.0|4.78|17.0|-6.66|1.76|92.99|1.38|1.0|0.0|0.0|5.0|31.0|-6.68|-4.29|0.0111|0.0206|2.95|0.0|-0.0510399999999999|-1325.194654|-1325.15957|686.83|321.05|0.6925|0.6925|-1324.954011|0.4524|5392.0|-0.20973|-1325.0137550000002|0.02|7699.0
12a_a5|1|0|2.981252568|7.139660336|1.338814635|0.0|-0.256282289|-0.00166971|0.043132749|0.023108466|0.0|0.00873078|-0.114419442|10.94553751|-0.032601907|1|0.008649556|-0.006024869|-0.057691345|-0.093973419|-0.175245466|2|0.762866363|0.779533861|-0.063558439|0.829536345|0.741588813|0|0.894590896|-0.067680123|0.337539208|0.0081891369999999|-41.59124655|5.032443973|64.77671525|-0.026030816|3.0925714930000003|-22.13179066|50.40529807|41.04680832|0.457755771|2524.410428|549.7500455|-831.8249311000001|899.5599904|-9.830359239|0.253214907|8.741980056000001|5294.775577|-511.1786804|0.014342828|-303.31208710000004|650.3600841|8.814051518|0.0|1.0|3.06|23.0|-8.83|4.26|57.7|2.17|1.0|0.0|0.0|5.0|29.0|-6.23|-4.59|0.0205|0.00977|3.38|0.0|-0.04076|-1202.02622|-1201.990542|667.31|297.97|0.50831|0.67169|-1201.750315|0.0296|2.5642|-0.21228|-1201.8082029999998|19.0|7.7212
5_a47|0|0|0.0|0.0|1.304329328|0.0|0.019688132|-0.009295857|-0.188550227|0.037492877|1.284688504|-0.012670377|-0.002627182|10.9367109|0.045246333|0|-0.011237954|0.0083528919999999|-0.019811664|-0.0428873159999999|-0.454659897|2|0.7063295709999999|0.795032176|0.0743193|0.861595935|0.675164258|1|0.807957755|-0.1001981959999999|0.526509524|0.009936558|-52.90420509|5.246458665|101.3974575|-0.038537768|2.770107005|-24.46654029|62.14504725|51.58499074|0.4736061789999999|2368.870941|426.5981263000001|-793.5630764|1349.003107|-10.74353333|0.218428796|5.861037845|5501.708422|-418.9977997|0.017501741|-297.3367046|416.1194472|9.240842159|1.0|0.0|2.67|22.0|-8.68|5.96|58.04|3.26|2.0|0.0|0.0|3.0|26.0|-5.19|-5.5|0.000824|0.00116|4.7|0.0|-0.05535|-1569.369195|-1569.333281|561.61|334.35|0.69291|0.69291|-1569.20723|0.2108|2.9121|-0.20954|-1569.258939|0.02|7.7
7b_a10|0|0|0.0|7.535296702|1.186434511|0.0|-0.170920618|-0.001621737|0.037541178|0.037804233|2.079721225|0.011041815|-0.01808249|10.93274506|0.039221939|0|0.010068964|-0.0982988509999999|-0.051052176|-0.082499103|-0.1874708719999999|2|0.624866343|0.764865564|0.065705128|0.8200487120000001|0.586354126|1|0.92441666|-0.0720417159999999|0.5113525529999999|0.009734392|-37.45675757|5.061217187|39.29815915|-0.027444463|2.6314862480000003|-15.96741933|43.9185573|35.77183831|0.446575367|2290.380138|480.6333417|-599.3081212000001|2150.375871|-7.419027879|0.218954161|4.854451707|5212.568172|-311.5991709|0.012428175|-292.2491701|459.0250226|6.46179973|1.0|1.0|3.9|16.0|-6.99|3.03|41.38|3.04|1.0|1.0|0.0|2.0|25.0|-5.09|-5.28|0.00183|0.00182|4.68|0.0|-0.05377|-1450.09312|-1450.06366|562.31|340.37|0.4195399999999999|0.66228|-1450.075119|0.0899|4.2068|-0.21225|-1450.124551|19.8|4.7033
8g_a12|1|1|2.897921027|6.580639137|1.28383574|0.0|0.10205033|-0.0084227909999999|-0.029907264|0.038347953|1.714060666|0.005898773|-0.094550033|10.95472263|-0.040257632|1|0.005405355|-0.068810076|0.068559367|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.070405398|0.80546986|0.7714487940000001|1|0.8576253690000001|-0.1045061519999999|0.274352085|0.008910823|-57.6443411|4.915102972|78.53214058|-0.042752517|2.7111119089999995|-23.38345638|61.99654413|47.30807670000001|0.463772637|2506.427441|473.055878|-1037.59814|1356.883205|-13.00742505|0.09833304|6.882798206|5327.736626|-572.326702|0.007890315|-443.109365|480.0590283|4.352203029|0.0|1.0|4.07|21.0|-8.0|2.07|78.85|2.89|1.0|0.0|0.0|3.0|27.0|-6.28|-4.34|0.0146|0.0163|3.06|0.0|-0.06432|-1154.321531|-1154.281986|590.93|332.31|462.0|0.55027|-1154.121362|0.1601|2.9986|-0.21633|-1154.173831|3715.0|5.43
15_a31|1|0|3.155574452|7.765993078999999|0.610137926|0.0|0.1893807519999999|-0.018913735|-0.134784483|0.038809524|0.0|-0.011797858|-0.070065105|10.31169996|-0.074455342|2|-0.007631228|-0.052339921|-0.157560864|-0.272545088|-0.6215974160000001|0|0.8314086070000001|0.8022000659999999|-0.116356616|0.8582665429999999|0.782925607|0|0.567108776|-0.131697567|0.287991212|0.038524836|-70.00513464|20.47825449|230.1075793|-0.041588706|10.88541717|-32.83191294|88.05886218|82.24348203|0.466164359|2351.566145|301.452236|-840.0616157|1675.977147|-11.75113151|0.358466423|6.148947296|5087.628096|-446.5429972|0.03396368|-150.46712390000002|363.593507|18.05372755|0.0|1.0|3.31|16.0|-5.66|3.0|117.37|0.41|0.0|0.0|0.0|4.0|24.0|-6.84|-3.57|18.0|0.0931|2.18|0.0|-0.04192|-1460.900291|-1460.861851|556.68|271.36|0.5241899999999999|0.5241899999999999|-1460.736142|348.0|5.5793|-0.19394|-1460.790873|1.1|5.9586
22_a10|0|0|0.0|7.535296702|1.343837143|2.113627059|-0.067641834|-0.005035102|-0.017163935|0.036101695|1.880539113|0.008350227|0.01204992|10.92966136|-0.020475007|1|0.008903905|-0.042831367|-0.129989728|-0.208132084|-0.356699217|2|0.670763832|0.747363443|-0.033474297|0.79665945|0.646474494|1|0.8698299140000001|-0.0649866779999999|0.775071808|0.016720696|-50.61577509|13.023146|101.3847763|-0.022372463|10.14325785|-32.68604442|71.13124588|54.98945848|0.422182297|3241.833491|677.4790907|-1062.931277|2668.5420940000004|-13.57178303|0.435676666|8.84228648|7414.102179|-827.8787647|0.026340252|-100.1982412|916.8601445|20.51547079|1.0|1.0|3.74|27.0|-9.37|5.6|73.14|2.8|2.0|0.0|0.0|6.0|36.0|-6.29|-5.53|0.00217|0.0014|4.1|0.0|-0.05712|-1544.237634|-1544.203968|770.92|321.89|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|4.8409|-0.2180699999999999|-1543.959333|1.1|5.9586
2_a4|0|0|0.0|6.605297921|1.189716144|0.0|-0.072708147|-0.00708265|-0.103346554|0.037777778|0.0|-0.001386521|0.090707854|10.95268469|0.076479666|0|-0.0016168089999999|0.127695325|0.147657684|0.228655117|-0.3881618|1|0.930871261|0.802438682|0.1355918559999999|0.847373823|0.912872667|0|0.742518847|-0.105102755|0.442778552|0.006330673|-44.27948986|2.667094277|108.4760726|-0.0379537729999999|1.123639184|-20.83662681|48.93681624|52.12536246|0.3961813179999999|1623.668791|312.82106489999995|-575.6333682|910.3327882|-6.736463618999999|0.156892292|4.710383035|3396.86527|-242.5126903|0.011054731|-289.1005902|284.26458360000004|4.657326379|0.0|0.0|3.33|12.0|-4.83|0.83|45.15|1.63|0.0|0.0|0.0|2.0|19.0|-6.69|-2.77|1.67|434.0|1.62|0.0|-0.01612|-819.9326497000001|-819.8996124|458.73|384.69|0.4682|0.6885600000000001|-819.771754|0.0008|1.7717|-0.16226|-819.8174190000001|31.0|7.5086
5_a4|0|0|0.0|7.535296702|1.343864516|2.166832955|-0.196773454|-0.001215982|0.02257929|0.035994832|2.189593648|0.011630756|-0.050389825|10.92992834|-0.134215501|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|2|0.655087104|0.767615203|-0.229773463|0.820886786|0.650346601|1|0.943148502|-0.0681917309999999|0.431132276|0.008047242|-36.64215945|4.324106888|30.54859623|-0.025201292|2.323516519|-14.64813624|41.76764149|31.58455727|0.413773331|2282.291204|506.7916175|-622.9167106000001|1896.178084|-7.276482574|0.192648413|5.758733969|5059.243919|-334.71819839999995|0.009538616|-330.3047347|518.5792364|5.125482045|1.0|1.0|3.27|21.0|-7.96|4.67|43.6|2.88|1.0|0.0|0.0|3.0|26.0|-5.57|-4.84|0.00925|0.0049299999999999|3.95|0.0|-0.04892|-1069.27374|-1069.251223|595.55|308.12|0.60407|0.6019899999999999|-1069.051141|67.0|2.7859|-0.21857|-1069.102899|71.0|7.1487
13h_a6|1|0|3.464247528|6.842683282|1.424099498|0.0|-0.094781725|-0.006619944|0.004767264|0.04393617|1.656132209|-0.002407131|-0.01698365|10.95053423|-0.090944829|1|-0.000644109|0.105918119|-0.12414699|-0.215607882|-0.468842137|2|0.836982172|0.780222427|-0.164411111|0.8391892870000001|0.789769968|1|0.867910741|-0.091977068|0.300800177|0.017441348|-64.32173453|12.1971464|92.37313621|-0.032362302|8.529752344|-36.26429338|76.78735663|64.05338768|0.461667017|2926.745635|606.9504647000001|-1222.112956|2829.19698|-15.82689691|0.263081412|9.11292243|6302.785260000001|-854.6524332|0.017825256|-331.36552|744.1359788|12.4656221|1.0|1.0|3.64|27.0|-10.57|4.79|103.17|1.13|2.0|0.0|0.0|6.0|33.0|-6.31|-5.06|0.0012|0.0038|3.7|0.0|-0.07435|-1386.613707|-1386.569017|738.61|365.52|0.50716|0.69001|-1386.302668|0.2121|7.2872|-0.2153199999999999|-1386.3651|47.0|7.3279
12j_a30|0|0|0.0|7.412764017000001|0.604984421|0.0|0.04148877|-0.006336585|-0.033312179|0.043848238|0.0|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|0.005965451|-0.0431311459999999|-0.053644471|-0.09353607|-0.456342646|1|0.8414737059999999|0.795446883|-0.130412856|0.846470093|0.7991060659999999|0|0.842199041|-0.094132698|0.328405591|0.015613498|-60.832977500000005|10.09017681|101.9784021|-0.036204884|6.520746879|-30.8670468|69.55167701|57.85371764|0.476658597|2784.7999170000003|544.2686362000001|-1216.65955|2258.891981|-15.12043521|0.1865388989999999|8.067697897|6105.3402670000005|-786.2626307999999|0.01349128|-405.1466163|686.039456|8.71869951|1.0|1.0|4.76|17.0|-7.01|2.93|81.65|3.04|2.0|0.0|0.0|5.0|30.0|-5.81|-5.15|0.0009119999999999|0.00291|4.23|0.0|-0.05106|-1615.096172|-1615.064152|695.8|356.4|0.3087|0.68625|-1614.831741|0.1516|4.6727|-0.1987799999999999|-1614.894278|9.0|8058.0
21c _a23|0|1|0.0|7.525639975|1.197962776|3.311482916|0.178300778|-0.009944003|-0.135572353|0.043130342|0.731360766|0.003456487|-0.092608459|10.3132171|-0.039311241|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.036896213|-0.596546056|2|0.7641222459999999|0.782543953|-0.060079444|0.838980345|0.7301130229999999|1|0.790596437|-0.098699133|0.2571258939999999|0.014036138|-70.15570019|9.976937758|148.8448086|-0.040210758|7.09164338|-42.26586935|79.71722579|69.43902929|0.468609427|3161.1237530000003|561.9588018|-1543.4254039999998|2628.628799|-20.31615463|0.165442725|8.945789862|7227.157398|-1097.07235|0.013451712|-475.6090385|762.0576580000001|9.5615256|0.0|1.0|3.68|26.0|-7.33|3.42|148.11|2.49|1.0|1.0|1.0|6.0|34.0|-7.13|-4.72|0.0011|9.0|2.86|0.0|-0.07892|-1837.964768|-1837.932192|747.88|338.3|0.5885699999999999|0.5885699999999999|-1837.67081|0.3329999999999999|6.0226|-0.22981|-1837.736174|67.0|7.1752
5b_a49|0|0|0.0|7.853604813|1.343848745|2.119588967|0.1108916119999999|-0.007610481|0.006327273|0.034466231|1.926253727|0.005836378|-0.0695402359999999|10.9297646|0.059834711|1|0.006696215|-0.12209302|-0.13632743|-0.230763367|-0.515894968|2|0.6981815290000001|0.7843021|0.099724518|0.839963111|0.666573331|1|0.7969332440000001|-0.076494119|0.615864196|0.020319986|-44.96093486|11.94347454|119.3565117|-0.026008|7.020013952999999|-24.11745318|59.85065205|52.97561349|0.475192312|2764.188493|468.4133145|-764.3358925|1956.050085|-8.985071494|0.3913052589999999|6.270195553|6225.302624|-449.2535747|0.025332565|-127.7749783|612.7019937000001|14.88971719|0.0|1.0|3.34|21.0|-7.24|2.87|75.94|2.07|1.0|0.0|0.0|3.0|30.0|-7.24|-3.93|0.1969999999999999|0.0468|2.08|0.0|-0.04453|-1292.139616|-1292.100239|633.92|316.21|0.39241|0.65269|-1291.873941|0.0747|4.3767|-0.20701|-1291.929428|28.0|7.5528
