molecula|SddssS|NaaNH|n9FaRing|SaaNH|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|IC50|pIC50
19_a47|0.0|0|1|0.0|6.842683282|0|0|1.402889494|1.445775615|-0.038804671|4.727387819|-0.227538423|2|0.032764858|1.174354482|-0.4380552029999999|-0.013020816|-0.064557784|10.95058274|0.0604168609999999|-0.010153352|0.074201869|-0.046265509|-0.126992366|-0.439165562|2|0.635684951|0.823945134|-0.024256505|0.095841135|1|0.639642891|-0.104459947|0.270767873|0.026805875|-58.28861174|335.10989930000005|199.6541807|-0.037307124|-32.06567824|8.228498913|66.13355777|0.637832605|76.13237258|-20.66983856|73.14028211|0.463378097|354.3911695|1238.799875|0.362167395|7.06969105|0.8635094740000001|200.6571609|-480.9851737|0.0|1.0|1.0|1.0|2.0|3.13|-6.92|2.49|3.84|1.67|0.0|99.2|5.0|-3.67|28.0|-7.22|0.0|2.34|-3.66|0.000214|0.0816|0.000217|1.97|4.59e-05|-0.05326|3.51|-1335.75742|974.59|0.3243|412.31|0.68924|0.68924|0.3243|5.1151|-0.2117099999999999|-1335.634976|0.05|7.3
40_a47|0.0|0|1|0.0|6.823286122000001|0|0|1.420389717|1.715145925|-0.246203395|4.727387819|-0.0934645509999999|3|0.041396825|1.566109469|-0.179798097|0.002212256|-0.038143308|10.98214138|0.056362705|0.003634698|-0.130213023|-0.147591116|-0.338113214|-0.2636225|3|0.63155995|0.836942961|0.018609507|0.090270598|1|0.812233678|-0.083237511|0.237173658|0.02047837|-32.5926343|54.11003524|101.2934265|-0.027052191|-24.22401965|5.959674083|0.0|0.573656733|60.97203959|-14.59371996|43.64000551|0.4574577489999999|438.171933|868.5333132000001|0.426343267|7.042383142|0.843174422|229.9974239|-314.91225539999994|0.0|1.0|1.0|1.0|1.0|3.07|-7.08|2.96|4.04|1.52|0.0|94.28|3.0|-3.26|25.0|-6.78|0.0|2.72|-3.72|0.000546|183.0|0.000192|2.19|2.79e-05|-0.05086|2.06|-1123.174467|947.27|271.0|444.47|0.67615|0.68492|0.2612|4.7542|-0.20317|-1123.049869|4.0|8.4
19_a31|0.0|1|0|3.2411335510000003|7.401841579|0|0|0.61013725|0.0|0.062492295|5.351858133|-0.086654127|0|0.0427124179999999|0.0|-0.46087445|-0.005956522|-0.040386271|10.31169935|-0.081641954|-0.0038998559999999|-0.095997335|-0.081398052|-0.1751017789999999|-0.615878515|0|0.656654981|0.8558149140000001|0.019858798|-0.138769819|0|0.7312647940000001|-0.113333675|0.279690511|0.014675044|-53.25742146|75.32978176|157.414423|-0.036060715|-38.88650245|5.035230173|67.42915967|0.776211804|75.31824576|-21.12293613|61.85348014|0.446100738|428.3459076|1992.2502|0.223788196|7.0760696020000005|0.805382437|131.0862475|-544.4110343|1.0|1.0|1.0|1.0|2.0|3.44|-7.39|5.8|4.33|1.68|0.0|97.25|7.0|-4.67|25.0|-6.41|0.0|3.47|-3.92|2.14e-05|0.0076799999999999|0.0001199999999999|2.93|1.46e-05|-0.04308|5.24|-1489.532192|1028.58|0.3205|537.66|0.5385300000000001|0.7005600000000001|0.2271|1.7076|-0.20675|-1489.382077|1.8|5.7447
14m_a23|0.0|0|1|0.0|7.423568444|0|0|1.197955072|3.1160758160000004|0.05521348|5.351858133|-0.272389934|2|0.0431917209999999|0.665608656|-0.482182526|0.001027627|-0.034213923|10.3132176|-0.050626415|0.001951778|0.0879380709999999|-0.07256543|-0.226146643|-0.527662006|2|0.560094237|0.798384929|0.0266555739999999|-0.072906704|1|0.9258118|-0.089285878|0.268552591|0.017992415|-50.63012925|47.23604193|51.59888942|-0.039285786|-43.19105542|8.703631619|0.0|0.7958339090000001|74.61692699|-27.32379205|63.1440955|0.476833897|643.9145427|2263.262957|0.204166091|8.595073462|0.911438824|142.0002583|-950.2032192|1.0|0.0|1.0|1.0|1.0|3.51|-8.23|4.42|6.19|3.82|1.0|125.29|6.0|-6.38|34.0|-6.06|1.0|4.41|-5.79|4.1200000000000004e-07|0.000198|1.61e-06|4.46|2.85e-06|-0.08347|4.2|-1966.968005|1209.21|0.3335|572.31|0.65552|0.65552|0.3335|6.1522|-0.23555|-1966.785519|3.0|8.5171
1_a6 (SB-431542)|0.0|1|0|3.3674017380000003|7.423568444|1|1|1.430935835|0.0|0.043282217|5.351858133|-0.175408303|1|0.035620155|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0|0.5940412860000001|-0.122555709|0.210050443|0.033020439|-74.98172333|160.410387|240.8019609|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|87.15852628|-27.46300805|94.56841061|0.472445176|352.3666367|1890.228713|0.2468003389999999|7.523839331|0.895537592|146.3942108|-733.0587287000001|1.0|1.0|1.0|1.0|2.0|3.25|-7.69|4.04|3.63|1.54|0.0|106.85|4.0|-4.52|29.0|-6.73|0.0|2.85|-4.25|3.03e-05|0.0116|5.660000000000001e-05|2.7|7.81e-06|-0.05971|4.57|-1292.588032|1049.69|0.5765|464.07|0.55256|0.69868|0.3346|6.0113|-193.0|-1292.41452|1542.0|5.8119
8g_a12|0.0|1|1|2.897921027|6.580639137|1|1|1.28383574|0.0|0.10205033|4.59511985|-0.029907264|2|0.038347953|1.714060666|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|0.005405355|-0.068810076|0.068559367|0.122649613|-0.532504083|1|0.804158158|0.7475224290000001|-0.04981165|-0.070405398|1|0.8576253690000001|-0.1045061519999999|0.274352085|0.008910823|-42.39297373|84.95000993|78.53214058|-0.042752517|-31.79592789|2.7111119089999995|0.0|0.90166696|61.99654413|-23.58177591|47.30807670000001|0.463772637|473.055878|1356.883205|0.09833304|6.882798206|0.864880588|54.23932676|-572.326702|0.0|1.0|1.0|1.0|2.0|4.07|-8.0|3.31|2.07|2.89|0.0|109.93|3.0|-4.38|27.0|-6.28|0.0|2.77|-4.34|4.15e-05|0.0146|4.61e-05|3.06|3.53e-06|-0.06432|3.68|-1154.321531|989.66|0.3786|418.41|462.0|0.55027|0.1601|2.9986|-0.21633|-1154.173831|3715.0|5.43
10_a1|0.0|1|0|3.261363142|6.86171134|0|0|1.435871163|0.0|0.0883621719999999|4.727387819|-0.23385288|1|0.037578348|0.0|-0.621976404|-0.012672753|-0.020225596|10.94957578|0.010430299|-0.0106277489999999|0.107434253|-0.019835038|-0.042643966|-0.623957903|1|0.674381582|0.7227844929999999|-0.0369911079999999|0.017498337|0|0.669963758|-0.10949971|0.126889306|0.014751098|-65.97424138|212.8090837|186.6625065|-0.045402319|-35.02707638|4.718623023|64.49041745|0.8340962559999999|70.6564636|-25.67872721|74.31719486|0.459673515|378.9193385|1768.2330920000002|0.165903744|7.376231317999999|0.850732895|93.83214542|-595.4602985|1.0|1.0|0.0|0.0|2.0|3.0|-8.02|4.86|5.06|2.78|0.0|99.61|4.0|-4.98|27.0|-5.91|0.0|3.7|-4.73|1.04e-05|0.00372|1.87e-05|3.64|3.42e-06|-0.06802|5.81|-1223.159954|979.35|0.6754|464.77|0.70345|0.70345|0.6754|5.3861|-0.20378|-1223.022387|1.5|5.8239
14u_a23|0.0|0|1|0.0|7.423568444|0|0|1.197962732|3.357982471|-0.066969083|5.351858133|-0.025360103|2|0.043321995|0.743634137|-0.385981432|0.010561248|-0.026062012|10.31321759|-0.0569153009999999|0.010508236|0.091604179|-0.110069159|-0.199540201|-0.4086345999999999|2|0.756252127|0.787538583|-0.001778422|-0.094773814|1|0.909754912|-0.086465795|0.445665682|0.0254134689999999|-36.90928915|43.06242147|60.27663131|-0.033908155|-38.57404134|11.3374334|50.47632596|0.702868983|73.50348823|-22.64798452|53.88349042|0.47648509|607.6448353|2430.634114|0.297131017|7.392527755|0.910165272|198.4601847|-771.4808267999999|0.0|0.0|1.0|1.0|1.0|3.59|-7.51|3.42|4.03|2.72|1.0|126.78|6.0|-5.63|32.0|-6.47|0.0|3.48|-5.02|2.32e-06|0.0010199999999999|9.57e-06|3.55|1.3699999999999998e-05|-0.0618299999999999|3.23|-1744.446261|1214.4|0.2253|549.0|0.4523|0.6703100000000001|0.0008|5.9743|-0.21613|-1744.2405670000005|6.0|8.2449
4l_a46|0.0|0|0|0.0|7.825245291|1|1|1.134637095|2.155247543|-0.058870177|5.587248657999999|-0.075241716|1|0.049498645|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0|0.892158627|-0.085194597|0.291762764|0.00657916|-51.45056667|177.7681018|61.00681586|-0.030068681|-27.26452605|2.10550531|0.0|0.883450801|51.66342604|-17.01011822|55.17245545|0.409308207|504.7020036|2087.583804|0.116549199|5.80829255|0.692930243|65.93290984|-490.7614689|1.0|1.0|1.0|1.0|1.0|3.92|-7.0|4.64|5.02|3.06|0.0|105.77|3.0|-5.28|26.0|-5.23|0.0|4.08|-5.11|5.25e-06|0.00182|7.78e-06|4.49|3.47e-05|-0.01784|4.99|-1092.745692|1057.06|0.2504|526.77|0.3756|0.68584|0.1523|2.6588|-0.20351|-1092.53932|98.0|7.0088
14j_a23|0.0|0|1|0.0|7.423568444|0|0|1.197963927|3.278390512|0.074424082|5.351858133|-0.071396109|2|0.046283951|0.722606603|-0.322724299|0.007671236|-0.026319216|10.31321824|-0.055708465|0.0075222369999999|0.087218599|-0.073945564|-0.17267308|-0.463194548|2|0.616699629|0.800643488|0.143567854|-0.091426449|1|0.8454521620000001|-0.082226482|0.226990358|0.020485263|-40.35191855|40.38957571|100.2571987|-0.034989992|-34.60325668|8.620784882999999|83.17168000000001|0.7739671709999999|64.88069411|-22.69846456|53.64097592|0.497137467|548.455847|2175.598042|0.226032829|7.83426417|0.988615047|146.63044480000002|-692.0651337|0.0|0.0|1.0|1.0|1.0|3.39|-7.67|3.78|4.58|3.4|1.0|120.24|5.0|-5.58|31.0|-6.31|0.0|3.77|-5.11|2.66e-06|0.00114|7.73e-06|3.68|9.18e-06|-0.07581|3.72|-1729.15999|1142.37|0.3886|528.18|0.65128|0.65128|0.3886|5.8037|-0.2239699999999999|-1728.988797|4.0|8.3883
22_a4|0.0|0|0|0.0|7.535296702|1|1|1.399866564|1.987636054|-0.043165663|5.4161004020000005|-0.115883451|1|0.044357639|0.0|-0.257448045|0.004765062|-0.2078428719999999|10.94586213|-0.023072107|0.004237768|0.00771584|0.021636871|0.034720243|-0.3877007|1|0.774689758|0.7797803109999999|0.086940934|-0.037423832|0|0.8612031509999999|-0.089955967|0.242642229|0.010702353|-45.61565825|162.9809584|66.70156956|-0.036468635|-20.77508795|2.47167963|0.0|0.8444670409999999|48.65880447|-17.52572365|50.75888571|0.4359219589999999|413.8681986|1477.437886|0.155532959|5.495481464|0.772804341|74.7444381|-311.62631919999995|1.0|1.0|0.0|0.0|1.0|3.3|-5.24|3.19|3.54|2.09|0.0|87.12|2.0|-3.77|22.0|-5.91|0.0|2.81|-3.98|0.000172|0.0497|0.000104|3.03|0.0016699999999999|-0.03046|3.38|-934.2706743999998|860.77|0.1675|400.29|628.0|0.65771|0.1293|3.5548|-198.0|-934.171365|47.0|7.3279
21b_a23|0.0|0|1|0.0|7.525639975|0|0|1.197963051|3.351726269|0.094654108|5.4161004020000005|-0.008526338|2|0.042455556|0.745297595|-0.326506055|0.01055698|-0.103470358|10.31321725|-0.0490623259999999|0.009872313|0.107996329|-0.069382957|-0.130528352|-0.481470603|2|0.7038407329999999|0.7717839409999999|0.131951284|-0.078097375|1|0.930728719|-0.083105261|0.224930782|0.014481931|-41.81114831|41.6766724|48.56114386|-0.034219814|-40.84133198|7.117014296|86.65837165|0.812334718|67.68046598|-23.98906534|51.9633947|0.458461834|652.4673795|2531.041828|0.187665282|8.773746105|0.846591917|131.5587155|-857.6679716|0.0|0.0|1.0|1.0|1.0|3.59|-7.84|3.92|4.2|2.6|1.0|129.97|5.0|-6.1|33.0|-6.42|0.0|3.57|-5.22|8.02e-07|0.000361|6.06e-06|3.7|6.45e-06|-0.08401|3.57|-1761.498874|1247.38|0.2607|611.6|0.57848|0.70139|0.2333|9.5312|-0.23434|-1761.294175|85.0|7.0691
32_a47|0.0|0|1|0.0|6.842683282|1|1|1.216307925|1.998170616|-0.1746026239999999|4.727387819|0.000921003|3|0.035568182|1.6507707980000002|-0.2037028839999999|0.001861676|-0.026022099|10.95005715|-0.044598914|0.002350172|-0.0274939029999999|-0.077485193|-0.157688306|-0.2749014|2|0.6636125860000001|0.810444864|-0.0094137619999999|-0.078006445|1|0.851627782|-0.0726950079999999|0.266433793|0.019295804|-41.57905445|28.55112477|106.9180086|-0.026060474|-37.74862456|10.01980854|44.50423685|0.64116122|68.76811937|-18.77935151|55.48373932|0.44289006|613.6886524|2255.632049|0.35883878|8.656942728999999|0.794977846|258.5816152|-717.2238666000001|1.0|1.0|0.0|1.0|2.0|3.35|-8.82|4.18|5.07|3.11|0.0|125.17|5.0|-4.81|31.0|-6.34|0.0|3.94|-5.05|1.5399999999999998e-05|0.00674|8.89e-06|3.7|6.55e-07|-0.05682|2.97|-1778.127634|1184.76|0.2969|548.86|0.48011|0.68986|0.2839|4.8234|-0.20778|-1777.90286|0.1|7.0
17c_a50|0.0|0|1|0.0|7.934155233999999|2|2|1.347835869|4.349159921|-0.212075666|5.82008293|0.024219848|2|0.031870748|2.193763306|-0.1766179239999999|0.01130519|-0.144763835|10.94500663|-0.120904775|0.012222674|0.034485992|-0.233451925|-0.373205592|-0.2256811219999999|1|0.762883243|0.774994313|-0.139943634|-0.212611846|1|0.89719894|-0.073693343|0.446454378|0.021675174|-35.70979598|133.46240020000002|70.72462009999998|-0.021745577|-34.87982686|10.25908547|94.15397246|0.569750429|66.7258111|-14.96042594|50.6217864|0.49503436|617.2509739|2014.72331|0.430249571|8.310163601000001|0.98033276|296.00120400000003|-627.8368834|0.0|1.0|1.0|1.0|0.0|4.12|-6.79|3.59|3.53|1.91|0.0|134.28|6.0|-3.8|33.0|-6.96|0.0|3.1|-4.43|0.000158|0.0698|3.75e-05|2.86|7.08e-05|-0.03121|2.74|-1411.187392|1289.05|0.1814|596.23|0.63122|0.66213|0.1801|6.3989|-0.19818|-1410.902767|69.0|7.1612
23_a10|0.0|0|0|0.0|7.535296702|1|1|1.34383709|2.140123457|-0.12979844|5.4161004020000005|0.012558932|2|0.036666667|1.981673861|-0.17741132|0.010305237|-0.000458688|10.92966139|-0.0253481679999999|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|0.754150918|-0.149057824|-0.043248272|1|0.915208645|-0.072395864|0.535680357|0.009615852|-35.17017083|72.17779806|60.05816353|-0.02685653|-36.32074126|4.824237957|53.00900704|0.7611996520000001|60.76548004|-19.02262196|41.98112956|0.485561757|648.2471057|1945.384475|0.238800348|8.755988318|0.943867925|169.14354509999998|-835.377049|1.0|1.0|1.0|1.0|0.0|3.8|-9.84|5.11|5.81|2.99|0.0|139.11|6.0|-5.38|35.0|-5.93|0.0|4.5|-5.7|4.19e-06|0.00193|2e-06|4.48|6.66e-08|-53.0|3.9|-1470.1960279999998|1336.11|0.2089|606.18|0.67647|0.67647|0.2089|3.8115|-0.21158|-1469.902562|0.75|6.1249
13e_a6|0.0|1|0|3.433539068|6.842683282|0|0|1.429020445|0.0|-0.089778965|4.727387819|-0.008507023|2|0.044021739|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|-0.001446486|0.032420935|-0.126749697|-0.223618825|-0.462344944|2|0.841211811|0.765593573|0.102257199|-0.067328767|1|0.861676601|-0.093298845|0.175643236|0.0183790889999999|-49.62570093|66.59852278|92.4587065|-0.032929004|-41.68507499|8.211609879|0.0|0.722530518|75.42629799|-22.01054293|61.91072885|0.4442079679999999|575.965487|3457.565879|0.277469482|7.973429837999999|0.799234143|185.4673146|-750.3313497|1.0|1.0|1.0|1.0|2.0|3.51|-10.18|5.01|4.53|0.92|0.0|123.82|5.0|-5.11|32.0|-6.52|0.0|3.31|-4.78|7.74e-06|0.00323|1.65e-05|3.27|2.75e-08|-0.07534|3.36|-1347.297639|1202.5|0.8312|567.24|0.38609|0.7034199999999999|0.0104|10.1884|-0.20804|-1347.074898|12.0|7.9208
15_a31|0.0|1|0|3.155574452|7.765993078999999|1|1|0.610137926|0.0|0.1893807519999999|5.733341277|-0.134784483|0|0.038809524|0.0|-0.775463115|-0.011797858|-0.070065105|10.31169996|-0.074455342|-0.007631228|-0.052339921|-0.157560864|-0.272545088|-0.6215974160000001|0|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0|0.567108776|-0.131697567|0.287991212|0.038524836|-61.76522754|141.1489667|230.1075793|-0.041588706|-37.21191643|10.88541717|514.6215199|0.641533577|88.05886218|-22.10688462|82.24348203|0.466164359|301.452236|1675.977147|0.358466423|6.148947296|0.873235738|190.5463457|-446.5429972|0.0|1.0|1.0|1.0|2.0|3.31|-5.66|4.12|3.0|0.41|0.0|90.47|4.0|-4.28|24.0|-6.84|0.0|2.27|-3.57|5.27e-05|18.0|0.000272|2.18|0.000749|-0.04192|3.9|-1460.900291|925.93|348.0|452.98|0.5241899999999999|0.5241899999999999|348.0|5.5793|-0.19394|-1460.790873|1.1|5.9586
14_a15|0.0|0|0|0.0|0.0|0|0|1.43568901|0.0|-0.058775738|0.0|-0.0455566929999999|2|0.037073171|0.0|-0.374014235|0.001740635|-0.053931584|10.9597359|-0.015736888|0.0034254209999999|-0.051908601|-0.120626133|-0.184255041|-0.3848940629999999|2|0.8310685940000001|0.719993769|-0.021648026|-0.028227917|0|0.8870890459999999|-0.0917424269999999|0.7461324029999999|0.014672137|-40.89540491|92.51564418|72.36402409|-0.032888795|-37.68282812|6.026520371|2.923143027|0.770309725|68.59458198|-21.0782518|50.29869851|0.406717767|568.5306056|2731.841165|0.229690275|6.040010666000001|0.685538423|147.2072638|-715.9737342999999|1.0|1.0|0.0|1.0|1.0|3.56|-9.82|5.32|6.3|2.87|0.0|119.95|6.0|-6.22|30.0|-4.97|1.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|5.99e-08|-0.0338199999999999|5.16|-1281.105795|1177.14|0.3131|584.18|0.65079|0.7055899999999999|0.0054|3.3596|-0.18379|-1280.87015|0.03|7.5229
28_a20|0.0|0|0|0.0|6.842683282|0|0|1.417203216|1.837209467|-0.013841559|4.727387819|-0.114439513|3|0.0396875|1.650185059|-0.363557127|0.002234763|0.0313932529999999|10.94963925|-0.039965901|0.002695258|0.155263557|-0.016955137|-0.028782305|-0.447096101|3|0.715067047|0.755701837|-0.104458316|-0.06654421|1|0.7817507370000001|-0.091179288|0.3962228229999999|0.014682607|-57.59898971|318.7453661|145.66665480000003|-0.035068957|-40.6172876|6.540604536|88.39175809|0.773641727|71.98460956|-23.40616218|67.39863895|0.468838001|521.7658603|2449.815677|0.226358273|7.587188177000001|0.8826648009999999|151.0788711|-812.3457521|0.0|1.0|1.0|1.0|1.0|3.45|-8.8|3.93|4.01|1.73|0.0|122.8|5.0|-4.42|32.0|-6.96|0.0|3.04|-4.43|3.77e-05|0.0159|3.72e-05|2.68|6.590000000000001e-07|-0.06242|4.64|-1368.363151|1198.32|0.2354|531.85|0.50352|0.4701899999999999|0.0153|3.5284|-0.21814|-1368.146882|255.0|6.5935
17_a3|0.0|0|0|0.0|6.823286122000001|0|0|0.605019885|0.0|0.188373421|4.727387819|-0.118246266|2|0.047430556|1.709081227|-0.349676046|-0.007540435|-0.041723219|10.31163036|-0.0510707059999999|-0.006696449|-0.027542873|0.020589494|0.036673175|-0.633373061|2|0.881253042|0.767641592|0.1789147639999999|-0.085686119|1|0.803075623|-0.096067661|0.225087454|0.010321361|-50.20132919|234.4907116|100.2028184|-0.039557272|-24.87357062|2.672377884|76.17242478|0.840062179|55.39769571|-20.12828595|55.45324083|0.4383349039999999|408.6362608|1667.279771|0.159937821|6.2477303310000005|0.780420408|81.38261354|-348.2299886|1.0|1.0|1.0|1.0|1.0|3.13|-7.48|4.96|4.66|2.37|0.0|95.5|2.0|-5.53|23.0|-5.61|0.0|3.71|-4.93|2.96e-06|1.0|1.18e-05|3.88|1.11e-05|-0.0720399999999999|3.57|-1731.75233|891.3|0.4062|393.58|0.69481|0.69481|0.4062|3.8077|-0.20359|-1731.663157|23.0|7.6383
24_a20|0.0|0|0|0.0|6.842683282|0|0|1.40648755|1.959359883|-0.217098257|4.727387819|0.029711934|2|0.03625|2.041494094|-0.083539572|0.009265667|-0.060940703|10.93106245|-0.04104|0.008780074|0.1468474119999999|-0.036258691|-0.060582944|-0.188335708|2|0.616352201|0.74131936|0.070857143|-0.07179846|1|0.952027295|-0.067869875|0.531656762|0.012814211|-38.76683848|12.83518119|30.27049276|-0.02714795|-27.02262995|5.102023479|406.1522673|0.771032243|51.30386873|-17.13019562|46.85253003|0.457794721|600.7235847000001|1961.887639|0.228967757|6.852820269|0.844319927|144.47729840000002|-540.4525990000001|1.0|1.0|1.0|1.0|0.0|3.4|-9.32|4.76|4.78|1.86|0.0|119.42|4.0|-4.89|31.0|-6.26|0.0|3.63|-4.93|1.29e-05|0.00519|1.17e-05|3.52|1.94e-07|-0.06748|3.74|-1291.896802|1169.35|0.2495|551.25|0.46668|0.44916|0.0108|3.6107|-0.22435|-1291.706729|318.0|6.4976
47l_a18|0.0|0|0|0.0|7.03438793|1|1|1.251176792|0.0|0.0340353029999999|4.844187086|-0.0603838109999999|0|0.035308642|0.0|-0.428858819|-0.00046896|-0.010426981|10.94702063|-0.056270425|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0|0.7452092359999999|0.7435044540000001|0.00676294|-0.0973326269999999|0|0.803473313|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|11.54768766|139.7861865|-0.031456589|-42.43906517|4.654446622|51.44279524|0.796109347|68.83398609|-22.37455223|63.6949231|0.4897655489999999|571.4972966|1427.032023|0.203890653|9.423637134|0.959883341|145.02405359999997|-1018.537564|1.0|1.0|0.0|1.0|3.0|4.17|-9.37|3.69|3.19|2.94|1.0|139.63|9.0|-5.26|34.0|-6.39|0.0|2.72|-4.84|5.44e-06|0.00247|1.4499999999999998e-05|3.78|1.93e-07|-0.0520399999999999|7.71|-1455.5758039999998|1334.6|0.5019|667.5|0.69291|0.69291|0.5019|2.4594|-0.18344|-1455.233431|32.0|7.4949
7s_a46|0.0|0|0|0.0|7.727094485|1|1|1.160371307|2.117265684|-0.0778653109999999|5.533389489|-0.076841616|1|0.044509804|0.0|-0.240797051|0.0060802|-0.005405515|10.94651358|-0.020953253|0.005577925|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|1|0.778692012|0.770312275|-0.036284605|-0.030371026|0|0.858788462|-0.083011849|0.249893305|0.008871171|-48.61321955|166.3052939|70.97315818|-0.031623562|-20.9694955|2.240932895|0.0|0.8198874559999999|47.36217237|-15.894055599999998|53.07188519|0.433822088|431.6285339|1619.4591|0.1801125439999999|5.565371272|0.7662292690000001|90.5248694|-335.5119279|0.0|1.0|0.0|1.0|1.0|3.08|-6.08|3.65|3.9|2.39|0.0|91.19|2.0|-4.07|23.0|-5.81|0.0|3.12|-4.24|8.590000000000001e-05|0.0262|5.76e-05|3.32|0.000256|-0.02024|3.54|-974.8067569|916.7|0.4164|446.63|0.44692|0.69976|0.1186|2.4286|-0.19947|-974.664103|1985.0|5.7022
galu_a46|0.0|0|0|0.0|7.535296702|1|1|1.343828866|2.082220175|0.048375705|5.4161004020000005|-0.080432741|2|0.039550827|1.721297609|-0.327651527|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|0.003107816|-0.150645957|0.028964355|0.0481706809999999|-0.4671565689999999|2|0.702976795|0.81708619|0.044184467|-0.173285585|1|0.7637964079999999|-0.089050651|0.5235416979999999|0.01235603|-50.93538037|261.2602893|132.199522|-0.03220981|-27.89483984|3.870487977|68.43088526|0.7832175929999999|57.65745491|-18.02733582|57.85086047|0.468241745|427.4851161|1755.2047|0.2167824069999999|6.445819025|0.880553787|121.3297832|-474.2122773|0.0|1.0|1.0|1.0|1.0|3.27|-7.13|3.69|3.51|1.84|0.0|108.18|3.0|-3.85|28.0|-6.86|0.0|2.84|-3.99|0.0001409999999999|52.0|0.000102|2.39|2.75e-05|||||||||||||51.0|7.2924
43_a18|0.0|0|0|0.0|7.03438793|2|2|1.251175234|0.0|0.032999679|4.844187086|-0.01369899|1|0.033734062|0.0|-0.397752066|0.002712865|0.031746165|10.94702053|-0.032429984|0.003801459|-0.079184068|-0.140532044|-0.2093696189999999|-0.460675034|0|0.718255592|0.713379703|-0.023109314|-0.0579590709999999|0|0.852344887|-0.0822489459999999|0.3439906129999999|0.006890688|-54.49271386|0.66443384|114.6724699|-0.0311212229999999|-49.60799696|4.156080507|21.60709738|0.8743733490000001|69.46280937|-24.16948112|59.84418608|0.481954273|661.9512957999999|1579.614523|0.125626651|10.01438533|0.930331529|97.56464265|-1389.023915|0.0|1.0|0.0|1.0|2.0|4.54|-9.6|4.5|4.08|3.7|1.0|160.76|9.0|-6.45|38.0|-5.78|0.0|3.48|-5.96|3.55e-07|0.00018|1.09e-06|5.1|1.28e-07|-0.04949|8.79|-1611.621186|1493.25|0.5429|702.4|0.6926800000000001|0.6926800000000001|0.5429|3.0482|-0.18145|-1611.198355|625.0|6.2041
