molecula|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|MATS7i|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|TPSA_x|WPSA3|RPCS|FNSA1|WNSA3|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Lipinski|log P|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
19e_a38|7.412764017000001|2|2|1.297043576|0.0|-0.082311936|-0.007550899|-0.10490608|0.021678225|0.0|-0.001197042|10.94917392|1|0.000347207|0.045449529|-0.091460175|-0.191751024|1|0.723755855|0.04818471|0.89459881|0.700181525|0|0.776562593|-0.10214405|0.552393659|0.02118651|-68.82539051|150.553721|9.619015829|16.39385667|0.749190974|-37.96637911|70.62168376|0.4655978389999999|523.2534216|3426.997928|-17.17594064|0.250809026|6531.762734|168.99691289999998|-927.5007945|34.02454948|0.020114756|696.3887025|13.55346651|1.0|1.0|1.0|1.0|3.0|3.08|0.12|17.0|-7.28|4.03|3.09|2.75|2.0|0.0|135.78|0.0|1.0|6.0|-4.94|4.0|-6.39|0.0|0.0|3.3|1.15e-05|0.0|4.08|685.34|321.31|0.3948|532.67|0.41961|0.58509|-1409.315831|-0.15584|5.8426|-0.20723|0.03483011|-1409.37733|8.0952|0.01|8.0083
11_a15|0.0|1|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|-0.029665252|-0.036023137|0.0|0.001806571|10.95979791|0|0.003766915|-0.056500144|-0.173728081|-0.272482143|2|0.843715005|0.0234789439999999|0.76664841|0.796300317|0|0.8945381259999999|-0.0974577669999999|0.632319408|0.018519054|-66.78526188|72.27026771|8.696553172|0.0|0.739315684|-30.25595097|56.84224275|0.470042906|613.0036107000001|2565.707165|-15.7814467|0.260684316|7002.915718000001|178.640152|-915.3239085|31.14961732|0.018086221|830.7967967000001|12.39401492|1.0|1.0|0.0|0.0|1.0|4.25|0.07|24.0|-8.9|4.33|6.69|2.52|2.0|0.0|138.24|0.0|1.0|6.0|-6.32|4.0|-5.26|1.0|0.0|4.62|4.77e-07|0.0|5.04|739.57|418.94|0.2657|568.22|0.58935|0.70577|-1450.39211|-0.12134|812.0|-0.16011|0.03503399|-1450.457814|1.3581|739.0|6.1314
13g_a6|6.842683282|0|0|1.424099171|0.0|-0.0961994219999999|-0.006574579|0.004767264|0.03536788|1.648997541|-0.002407131|10.95053423|1|-0.000644109|0.061423911|-0.12414699|-0.215607882|2|0.836982172|0.095969451|0.832753533|0.789769968|1|0.871972049|-0.091949419|0.2141642839999999|0.017637229|-64.02222283|89.14285747|8.550546653|0.0|0.7357333540000001|-35.98038956|63.95581946|0.444443571|607.1336751|3916.754765|-15.68456028|0.264266646|6332.20768|184.0026638|-846.9662551000001|30.61752948|0.017929016|744.1359788|12.48355309|1.0|1.0|1.0|1.0|2.0|2.34|0.12|27.0|-10.57|5.41|4.79|1.13|2.0|0.0|128.63|0.0|0.0|6.0|-5.56|5.0|-6.31|0.0|0.0|3.47|2.77e-06|0.0|3.83|739.55|381.82|0.8442|592.49|0.38325|0.7034100000000001|-1386.3020800000002|-0.1327|10.1708|-0.20806|0.03802398|-1386.364067|13.3225|119.0|6.9245
11_a3|6.823286122000001|0|0|0.605020608|0.0|0.119431379|-0.01008647|-0.127546771|-0.101436441|1.710245969|-0.008037672|10.31163053|1|-0.005959152|-0.194041982|-0.0495219879999999|-0.0947326669999999|3|0.8947911009999999|0.132535663|0.793311683|0.834020779|1|0.777803048|-0.099420732|0.175996916|0.014376713|-47.02715152|105.101718|3.216644354|80.34769756|0.752484736|-21.37603754|51.99171876|0.4680759679999999|367.9098016|1105.41974|-8.76293931|0.2475152639999999|4487.967272999999|117.0775712|-289.1769972|24.61956593|0.021256639|311.6695405|10.0546353|0.0|1.0|1.0|1.0|1.0|2.07|0.0|21.0|-6.51|3.79|3.41|0.8|0.0|0.0|88.28|0.0|1.0|2.0|-4.08|4.0|-6.59|0.0|0.0|2.46|8.37e-05|0.0|2.12|508.58|384.66|0.4441|346.18|0.6966600000000001|0.6966600000000001|-1288.058926|-0.13118|3.3694|-0.20018|0.02994326|-1288.10577|4.4522|0.04|7.3979
21_a47|6.86171134|0|0|1.408713027|1.2247108|0.072733799|-0.010650348|-0.13650463|-0.034419528|1.028199909|-0.006808306|10.95058272|1|-0.004332497|-0.090969103|-0.1049885469999999|-0.277479519|2|0.612295986|-0.080213904|0.8856299320000001|0.591185263|1|0.70582155|-0.095249919|0.3188717339999999|0.022739546|-53.76411184|166.049938|7.244985517000001|47.95893876|0.6448452960000001|-26.32173133|59.46768095|0.463113582|398.4031618|1402.202743|-10.79015808|0.355154704|6103.311635|200.4681737|-485.55711339999993|29.64451905|0.028943339|482.9384172|16.33715751|0.0|1.0|1.0|1.0|2.0|3.32|0.1|21.0|-7.7|2.94|4.93|2.97|1.0|0.0|104.49|0.0|1.0|6.0|-4.44|6.0|-6.58|0.0|0.0|3.43|3.6e-05|0.0|4.43|583.37|316.53|0.2249|441.93|0.68296|0.68296|-1374.858663|-0.16158|3.6767|-0.2249699999999999|0.03299607|-1374.914223|4.9172|5.0|8.3
12at_a36|7.412764017000001|2|2|1.297042863|0.0|-0.04229234|-0.010886502|-0.073048351|0.054794728|0.0|-0.001148437|10.95446888|1|0.000906224|0.091520225|-0.136151085|-0.227404687|1|0.817851296|-0.08859337|0.890810337|0.7767870459999999|0|0.751856692|-0.110637955|0.301423347|0.029516069|-76.61315774|171.8311073|14.1532755|80.75773169|0.6744421970000001|-40.6250081|79.10595873|0.49342323|520.6361161|2388.600265|-17.99981985|0.325557803|6537.399158|225.4381077|-1007.989912|38.54110857|0.027424543|735.3783268|18.99059683|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.62|2.7|1.67|1.89|1.0|0.0|135.03|0.0|1.0|7.0|-4.18|6.0|-7.18|0.0|0.0|1.76|6.579999999999999e-05|0.0|4.5|733.29|322.81|0.4765|589.75|0.42968|0.6802600000000001|-1460.549244|-0.15607|6.4676|-0.2131|0.03651452|-1460.61293|8.9532|78.0|7.1079
22_a10|7.535296702|1|1|1.343837143|2.113627059|-0.067641834|-0.005035102|-0.017163935|-0.026750502|1.880539113|0.008350227|10.92966136|1|0.008903905|-0.042831367|-0.129989728|-0.208132084|2|0.670763832|-0.02603707|0.79665945|0.646474494|1|0.8698299140000001|-0.0649866779999999|0.775071808|0.016720696|-50.61577509|101.3847763|10.14325785|60.10354816|0.564323334|-32.68604442|54.98945848|0.422182297|677.4790907|2668.5420940000004|-13.57178303|0.435676666|7414.102179|339.3328129|-827.8787647|30.87787063|0.026340252|916.8601445|20.51547079|1.0|1.0|1.0|1.0|0.0|4.14|0.17|27.0|-9.37|4.64|5.6|2.8|2.0|0.0|139.53|0.0|1.0|6.0|-5.34|5.0|-6.29|0.0|0.0|4.26|4.55e-06|0.0|5.65|770.92|321.89|0.2624|602.93|0.4483899999999999|0.6834100000000001|-1543.893507|-0.16095|4.8409|-0.2180699999999999|0.03366599|-1543.959333|6.5841|1.1|5.9586
14v_a23|7.423568444|0|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|-0.299484129|0.055572317|0.636416435|-0.002390707|10.3132174|2|-0.0004039459999999|0.170475376|-0.0962526|-0.2952674819999999|2|0.598213287|0.132882353|0.845160857|0.575188253|1|0.916605275|-0.09479984|0.31419322|0.019811827|-62.61276875|55.07999434|8.64241561|0.912757854|0.788328659|-29.37629463|57.56282152|0.457213347|605.3933675|2679.111279|-18.64987284|0.211671341|8458.789829000001|139.8032821|-951.143515|35.81898321|0.020908947|676.4530574|13.80980223|0.0|1.0|0.0|1.0|1.0|3.46|0.09|26.0|-7.95|3.97|6.18|3.04|2.0|1.0|126.97|0.0|1.0|7.0|-6.89|8.0|-5.94|1.0|0.0|4.28|1.29e-07|0.0|5.17|679.5|335.64|348.0|533.44|0.6017100000000001|0.6017100000000001|-2041.93452|-0.1524299999999999|4.5506|-0.2308599999999999|0.02053833|-2041.998955|6.3758|4.0|8.4001
12aj_a36|7.412764017000001|2|2|1.29704406|0.0|-0.056210607|-0.00706023|-0.045035034|0.064171987|0.0|0.002951176|10.95354213|1|0.003962098|0.1087087|-0.104118159|-0.1763783589999999|1|0.90414347|0.091113865|0.8632656809999999|0.856274847|0|0.8269863129999999|-0.10279655|0.251263868|0.018305468|-65.89100364|110.89910559999998|7.521007149|0.0|0.77492734|-29.99399664|58.52715472|0.47532973|530.0854761|2275.825451|-15.14089115|0.22507266|5763.333098|144.26810480000003|-802.4672307|30.48195872|0.016684569|662.0530478999999|10.69455126|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.97|3.24|2.19|2.24|1.0|0.0|128.72|0.0|1.0|5.0|-4.16|4.0|-6.55|0.0|1.0|2.14|6.929999999999999e-05|0.0|3.48|682.84|344.24|0.5616|539.55|0.4112|0.70423|-1271.9998859999998|-0.14818|5.8554|-0.20093|0.03225532|-1272.060325|7.8393|17.0|7.7696
4q_a46|7.832410927000001|1|1|1.131262631|2.151582577|-0.2520920439999999|-0.001250008|0.004704245|-0.012611536|0.0|0.012173202|10.96363644|1|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|2|0.716317772|-0.15266708|0.848935944|0.703627625|0|0.913550004|-0.070035423|0.258420996|0.014510206|-39.09149156|48.25357162|4.520667361|72.14599138|0.61955726|-16.25388148|37.21920695|0.487775649|509.9138517|1491.412605|-6.545879136|0.38044274|4992.497361|212.350744|-327.2939568|18.92875482|0.018430997|554.3688216|10.28758193|1.0|1.0|1.0|1.0|0.0|3.16|0.38|17.0|-6.94|4.09|4.09|1.75|0.0|0.0|102.63|0.0|1.0|4.0|-3.41|4.0|-6.54|0.0|1.0|3.15|0.000389|0.0|2.57|606.7333|273.72|0.1432|510.13|0.69002|0.69002|-1108.511662|-0.1903|2.7026|-0.2207199999999999|0.02185677|-1108.566571|3.2968|743.0|6129.0
12r_a30|7.412764017000001|2|2|0.604984545|0.0|-0.015167821|-0.007553813|-0.093024002|-0.093079817|0.0|-0.002544958|10.31162892|1|-0.001131023|-0.247439715|-0.0546637159999999|-0.145315868|1|0.609043558|-0.007140234|0.889479916|0.591758164|0|0.72072745|-0.109990462|0.451652492|0.019137908|-71.0931422|180.5098625|7.995393191000001|0.0|0.790065337|-37.69583567|70.6903535|0.464481911|465.8474777|2433.580273|-16.88017015|0.209934663|6735.090739|135.6928105|-827.1283373|33.05530181|0.016970201|616.2856203|10.96881384|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-7.16|4.67|3.74|3.58|2.0|0.0|127.19|0.0|1.0|5.0|-5.49|6.0|-6.06|0.0|0.0|3.21|3.24e-06|0.0|4.32|679.64|353.12|0.1908|516.03|0.32409|0.68476|-1774.009422|-0.14894|5.2021|-0.20138|0.03388131|-1774.070699|6.5511|29.0|7.5317
7_a27|6.842683282|0|0|1.40247849|3.330197625|0.112935885|-0.00601016|-0.050197188|-0.133453335|1.280380317|0.010291744|10.93773474|1|0.010596392|-0.220626658|-0.19575909|-0.323631281|2|0.6413629129999999|0.147753647|0.8546689820000001|0.62067794|1|0.85111414|-0.084531496|0.358145768|0.015099075|-47.44936449|83.57286704|4.757447929|60.73467304|0.763564713|-19.13983132|42.57323098|0.466714317|477.7488532|1497.873267|-9.469994277|0.236435287|5082.120742|132.7162621|-426.1497425|22.09489892|0.014441323|479.0078184|8.106228264|1.0|1.0|0.0|1.0|0.0|3.41|0.2|21.0|-6.61|3.32|3.05|2.88|0.0|0.0|102.36|0.0|1.0|3.0|-4.06|4.0|-6.26|0.0|1.0|3.14|8.66e-05|0.0|5.37|606.74|300.9|0.4179|505.5|0.61278|0.61278|-1122.249324|-0.16734|4.2487|-0.2162099999999999|0.02179141|-1122.304359|6.3813|1.0|9.0
12b_a30|7.412764017000001|2|2|0.604984682|0.0|0.047132642|-0.007353271|-0.06631353|-0.074391852|0.0|0.001139238|10.31162898|1|0.002064369|-0.165287712|-0.0541804029999999|-0.120380857|1|0.669561738|-0.009146339|0.880943609|0.64876559|0|0.764737577|-0.09915679|0.383979687|0.017341789|-62.96700664|149.39744040000002|6.99318589|0.0|0.798520682|-33.68855323|64.06324295|0.4676268939999999|485.6272203|2347.979099|-15.50462119|0.201479318|6275.380072|127.9443353|-759.7264385|30.57626261|0.01584525|618.6004214|10.06212472|1.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.9|4.25|3.18|3.2|2.0|0.0|127.24|0.0|1.0|5.0|-5.39|5.0|-6.02|0.0|0.0|2.92|4.12e-06|0.0|4.07|673.18|352.16|0.2079|516.78|0.3159099999999999|0.68496|-1674.7778119999998|-0.1493799999999999|3.7327|-0.20289|0.03351603|-1674.838225|4.5545|7.0|8.1543
27b_a34|7.412764017000001|1|1|1.4335271040000002|2.013418486|-0.056026127|-0.010183855|-0.016803292|-0.106245942|0.0|-0.001438963|10.95430634|1|0.001228116|-0.175834895|-0.194619338|-0.322091086|1|0.820914556|0.00102838|0.8299950709999999|0.770240631|0|0.783431788|-0.109683855|0.3307451819999999|0.031021066|-72.21552354|142.58786569999998|13.44721755|540.9533124|0.712312759|-37.9644911|78.08618045|0.4072752529999999|515.8091561000001|2431.595232|-16.16580511|0.287687241|6032.666081|189.4124225|-808.2902556|34.46979951|0.022820627|627.4287311|15.02503259|1.0|1.0|1.0|1.0|1.0|3.66|0.12|23.0|-8.19|3.94|4.11|1.83|2.0|0.0|116.33|0.0|1.0|5.0|-5.23|5.0|-6.14|0.0|0.0|3.46|5.92e-06|0.0|4.33|691.97|302.88|0.3621|577.39|0.47412|0.70001|-1349.811401|-0.1652799999999999|11.8546|-0.20649|0.03640275|-1349.873325|15.2147|0.65|6.1871
12ae_a36|7.412764017000001|2|2|0.299253957|0.0|0.069118289|-0.009867085|-0.351827031|0.087069205|0.0|-0.006862238|10.31810353|1|-0.001160331|0.151620635|-0.15024383|-0.261631709|1|0.8183043390000001|-0.0931249669999999|0.8837136859999999|0.750657639|0|0.7162413209999999|-0.105648609|0.439268891|0.023873046|-78.71102033|211.4077529|13.25108213|19.97715962|0.6849975640000001|-47.65297933|81.74750345|0.465246185|533.6188092|2634.745208|-20.22131065|0.315002436|7331.209763|234.6851816|-1172.836017|39.62310606|0.025570256|805.2286932|19.05051961|0.0|0.0|1.0|0.0|3.0|0.0|0.17|17.0|-6.87|1.28|2.15|0.84|1.0|0.0|142.02|0.0|1.0|7.0|-3.85|6.0|-8.03|0.0|0.0|1.18|0.0001409999999999|0.0|6.24|754.15|320.67|0.4832|615.71|0.40141|0.68591|-1875.897072|-0.1566|6.7458|-0.21149|0.0508577|-1875.963244|8.9297|15.0|7.8239
12e_a30|7.412764017000001|2|2|0.604984231|0.0|-0.0026669809999999|-0.0077937519999999|-0.029595542|-0.010682095|0.0|0.0043261129999999|10.31162844|1|0.0053380919999999|-0.018475151|-0.089279071|-0.154412059|1|0.838579475|0.002248768|0.876441789|0.7933543279999999|0|0.816703705|-0.098059338|0.407218612|0.024254701|-65.04681137|121.5880081|10.6725953|0.0|0.7071208529999999|-34.82676424|68.59117243|0.46715936|541.7533217|2392.685958|-15.46823639|0.292879147|6421.289402|194.2788429|-819.8165288|32.97692061|0.022696477|704.0353382000001|15.05551106|1.0|1.0|1.0|1.0|1.0|0.0|0.17|17.0|-6.74|3.89|2.63|2.51|2.0|0.0|133.77|0.0|1.0|6.0|-5.44|5.0|-6.19|0.0|0.0|2.57|3.59e-06|0.0|3.58|709.98|356.82|0.2055|562.76|0.3304|0.68605|-1690.030824|-0.1476|5551.0|-0.19804|0.03344515|-1690.092998|6.1598|11.0|7.9431
12c_a31|7.765993078999999|1|1|0.6101358029999999|0.0|0.046986783|-0.013026643|-0.055520387|-0.030192572|0.0|-0.003618466|10.311698300000002|2|-0.000813398|-0.048694677|-0.138799714|-0.223856622|0|0.8083148840000001|0.066071056|0.8856644770000001|0.770283733|0|0.665463503|-0.129736755|0.343619017|0.030543026|-82.33748068|212.313715|12.30215386|553.8695417|0.6817087|-42.14855504|85.79638585|0.448512808|422.3366652|1894.297124|-14.63154376|0.3182913|5676.394271|202.0036947|-731.5771879|33.81868912|0.023556702|583.9691392000001|14.95027019|1.0|1.0|1.0|1.0|2.0|3.1|0.35|16.0|-7.24|5.64|3.7|1.08|2.0|0.0|108.16|0.0|1.0|8.0|-5.23|5.0|-6.53|0.0|0.0|3.32|5.85e-06|0.0|4.6|679.71|323.48|0.2625|578.69|0.7007399999999999|0.7007399999999999|-1617.888981|-0.15904|1.6786|-0.19288|0.04023903|-1617.951882|2.2908|0.38|6.4202
12x_a30|7.412764017000001|2|2|0.604984021|0.0|0.044575215|-0.006008579|-0.0335688279999999|-0.0606216429999999|0.0|0.00604028|10.31162819|1|0.006346396|-0.104089964|-0.053700437|-0.0922059569999999|1|0.842068099|-0.062251445|0.829606585|0.803183654|0|0.848844277|-0.091725339|0.398925866|0.014757946|-60.57208434|99.81775209|6.435648079|0.0|0.824674971|-31.35848986|57.2323071|0.4490846539999999|560.5459455|2374.777496|-15.27257668|0.175325029|6359.545311|115.7782842|-839.9917174000001|28.04441012|0.012044556|754.3941655|7.953787804|1.0|1.0|1.0|0.0|1.0|0.0|0.21|17.0|-7.38|4.87|3.23|3.25|2.0|0.0|137.21|0.0|1.0|5.0|-6.04|4.0|-5.64|0.0|0.0|3.19|9.14e-07|0.0|4.45|703.75|355.95|0.1517|558.65|0.68589|0.68589|-1654.1207|-0.14783|4.3702|-0.19876|0.03136007|-1654.183467|4.8197|22.0|7.6556
12e_a36|7.412764017000001|2|2|1.29704412|0.0|-0.064019914|-0.007100632|-0.043085717|0.144415507|0.0|0.002951176|10.95346131|1|0.003962098|0.244642918|-0.104118159|-0.1763783589999999|1|0.90414347|-0.010494913|0.847602953|0.856274847|0|0.838086387|-0.100988761|0.4347714629999999|0.019063245|-64.2330904|102.9838531|7.71202397|5.735288795|0.7610764190000001|-28.51846223|56.96241436|0.466721981|533.058116|2309.239105|-14.64611103|0.238923581|5929.071389|151.9654247|-776.2438847|30.25577504|0.017716522|662.0530478999999|11.26845175|1.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|-6.97|3.24|2.19|2.24|1.0|0.0|128.72|0.0|1.0|5.0|-4.16|4.0|-6.55|0.0|1.0|2.14|6.929999999999999e-05|0.0|3.48|673.57|337.84|0.4537|507.03|0.6814600000000001|0.70007|-1271.999945|-0.15189|6.5974|-0.20151|0.03037051|-1272.0579810000002|8735.0|14.0|7.8539
28_a34|7.423568444|1|1|1.454781307|1.767685185|0.000561166|-0.016942875|-0.206909349|-0.201047053|0.0|-0.012039484|10.9595763|1|-0.007544188|-0.33032879|-0.189821204|-0.311884247|1|0.8318609690000001|0.092890802|0.8582665429999999|0.7829667309999999|0|0.545935562|-0.140864841|0.316156689|0.03768308|-72.11491331|232.4555747|9.876233397|88.32197602|0.7298701059999999|-34.24669822|86.18702382|0.454339954|279.4884473|1689.357471|-12.63011537|0.270129894|4803.256974|138.2913845|-479.9443839|33.80175623|0.0271102189999999|344.69029950000004|13.87891455|0.0|1.0|1.0|1.0|1.0|2.55|0.12|17.0|-4.78|1.99|2.07|0.88|0.0|0.0|85.92|0.0|2.0|3.0|-3.27|5.0|-7.04|0.0|0.0|1.84|0.000533|0.0|4.11|544.24|289.3|0.2043|417.28|0.69263|0.69263|-1100.6525880000002|-0.17802|6.4596|-0.21698|0.03680411|-1100.704833|8.5886|3.82|5.4179
43_a18|7.03438793|2|2|1.251175234|0.0|0.032999679|-0.005099385|-0.01369899|-0.05314954|0.0|0.002712865|10.94702053|0|0.003801459|-0.079184068|-0.140532044|-0.2093696189999999|0|0.718255592|-0.023109314|0.7458234990000001|0.712848727|0|0.852344887|-0.0822489459999999|0.3439906129999999|0.006890688|-63.87648583|114.6724699|4.156080507|21.60709738|0.8743733490000001|-42.32033664|59.84418608|0.481954273|661.9512957999999|1579.614523|-18.77059344|0.125626651|7428.282915000001|97.56464265|-1389.023915|27.64206062|0.007193089|1228.492038|5.5863235410000005|0.0|0.0|1.0|1.0|2.0|0.0|0.34|18.0|-9.6|4.5|4.08|3.7|3.0|1.0|160.76|0.0|1.0|9.0|-6.45|3.0|-5.78|0.0|0.0|3.48|3.55e-07|1.0|8.79|843.1|384.65|0.5429|702.4|0.6926800000000001|0.6926800000000001|-1611.126246|-0.13196|3.0482|-0.18145|0.02315412|-1611.198355|3.6943|625.0|6.2041
14a_a25|6.842683282|0|0|1.420015394|1.667057351|-0.092005241|-0.004483962|-0.05112778|0.051906412|1.975771616|0.006085806|10.93106303|1|0.006158124|0.085350921|-0.0469914379999999|-0.077269115|2|0.6716839040000001|-0.085643386|0.792935475|0.653818362|1|0.850426305|-0.084207356|0.326595394|0.012870836|-55.27820709|98.18816423|5.546443318|58.18995584|0.8067529940000001|-30.017374100000005|54.17569023|0.492236681|558.2652611000001|2142.5112510000004|-14.37809314|0.193247006|6315.975408|126.8576588|-762.0389362000001|27.14918443|0.01323706|712.1606951|8.689513304|1.0|1.0|1.0|1.0|1.0|3.06|0.08|27.0|-9.59|4.44|4.92|2.47|2.0|0.0|126.26|0.0|1.0|6.0|-5.39|4.0|-5.91|0.0|0.0|3.81|4.03e-06|0.0|5.79|689.55|314.05|0.3529|548.29|0.42461|0.6714|-1352.024616|-0.16347|3.0824|-0.2143|0.03250632|-1352.086073|4.1656|207.0|6684.0
7_a3|6.823286122000001|0|0|0.60501656|0.0|0.198126776|-0.008855374|-0.106234254|-0.047419994|1.989724777|-0.007540435|10.3116226|1|-0.006696449|-0.084462575|0.020589494|0.036673175|2|0.881253042|-0.224253635|0.8632654590000001|0.773152968|1|0.782294598|-0.096448591|0.5999725029999999|0.009708941|-47.72824381|107.7330046|2.377557323|76.07607751|0.7992146109999999|-25.32764885|55.98630667|0.3987206729999999|387.1238241|1952.029549|-9.030659289|0.2007853889999999|5055.700186|99.36002106|-307.0424158|22.83370969|0.0149999089999999|353.7528308|7.422807617|1.0|1.0|1.0|1.0|1.0|2.61|0.0|21.0|-7.48|4.96|4.66|2.11|1.0|0.0|95.5|0.0|1.0|2.0|-5.44|3.0|-5.68|0.0|0.0|3.63|3.67e-06|0.0|3.09|522.73|360.06|0.1926|362.61|0.3456|0.69224|-1731.602893|-0.14816|3.1299|-0.21219|0.03103579|-1731.651178|3.9813|1023.0|5.9901
16_a15|0.0|0|0|0.300207157|0.0|0.072882981|-0.008593957|-0.463771194|-0.003882928|0.0|-0.009769916|10.31928197|0|-0.00379317|-0.006331105|-0.046871961|-0.0764246109999999|2|0.787100127|0.080837546|0.77948108|0.72660548|0|0.723597405|-0.101500719|0.7427725270000001|0.0070920509999999|-69.38556779999999|188.9479321|3.31414791|17.68542055|0.868460507|-41.45211893|65.48636021|0.419910645|494.6488764|3014.308422|-18.44568161|0.131539493|6931.531554000001|89.91997762|-996.0668068|31.07023998|0.009783192|728.353441|6.687758643|1.0|1.0|0.0|1.0|2.0|2.93|0.08|24.0|-9.21|3.37|6.02|1.72|2.0|0.0|124.45|0.0|1.0|6.0|-6.0|6.0|-6.27|1.0|0.0|3.59|9.89e-07|0.0|8.26|716.79|300.24|0.3809|600.98|0.6541100000000001|0.66615|-1770.217907|-0.16871|8.0361|-0.20953|0.06079704|-1770.281427|11.7447|21.0|7.6778
7c_a8|7.05012252|0|0|1.400027586|1.4416758790000002|-0.244222944|-0.007509694|-0.025233184|0.0493777859999999|0.0|0.00325576|10.94670214|1|0.004301963|0.079425146|-0.047874|-0.077006275|1|0.718994164|0.0092411059999999|0.795846675|0.6881348629999999|0|0.848923958|-0.089778346|0.292274414|0.0306012339999999|-56.2991566|94.73836511|12.03370912|75.43825735|0.626902145|-31.56868845|69.53125754|0.492823119|532.3522286|2162.326414|-13.23925183|0.373097855|6013.168519|233.9661552|-635.4840877|33.67700028|0.032058696|572.8089095|20.10370648|0.0|1.0|0.0|1.0|1.0|3.1|0.09|23.0|-7.76|4.22|3.78|1.82|1.0|0.0|112.76|0.0|1.0|5.0|-5.0|5.0|-6.34|0.0|0.0|3.26|1e-05|0.0|5.01|662.05|394.78|275.0|579.97|0.62361|0.70321|-1331.567632|-0.1318599999999999|12.0073|-0.20658|0.02732536|-1331.625743|15.7056|18.59|4.7307
15d_a10|7.535296702|2|2|1.343850133|2.147544195|-0.233802395|-0.002831383|0.0370874879999999|-0.059217023|2.04092658|0.010215823|10.92970801|1|0.011249462|-0.092884337|-0.1786649189999999|-0.280243276|2|0.74726683|0.02497303|0.7857977740000001|0.71456262|1|0.87609771|-0.070612242|0.565801561|0.02281891|-47.58559595|83.49776405|10.36301002|141.0919598|0.471900166|-26.15336742|54.18663419|0.473858537|590.402322|2036.192049|-8.551449923|0.5280998339999999|6511.656447|355.8865234|-513.0869954|26.89020509|0.028735133|825.4425942|19.36460841|0.0|1.0|1.0|1.0|0.0|4.01|0.35|21.0|-7.82|4.14|3.44|1.54|1.0|0.0|131.43|0.0|1.0|6.0|-3.78|6.0|-7.04|0.0|1.0|3.18|0.000167|0.0|2.05|737.09|321.28|312.0|565.91|0.3685|0.6814100000000001|-1430.733658|-0.15916|3.3831|-0.20918|-0.23696253|-1430.795367|3.8163|69.0|7.1612
14ac_a23|7.423568444|0|0|1.1979507740000002|2.7104403130000003|0.0763230759999999|-0.011656739|-0.4422550999999999|0.016532702|0.544211741|-0.0066006519999999|10.3132169|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|2|0.5562570379999999|0.1374474|0.834426845|0.537271445|1|0.931143634|-0.097100967|0.300389872|0.016832361|-73.32014595|51.99287907|9.597200637|0.327656318|0.8077820920000001|-50.3831402|79.43449928|0.489147172|703.0989434999999|3417.45156|-25.07023818|0.192217908|9203.543798|145.1421706|-1328.722623|41.10214358|0.019122137|718.3324686000001|14.43896921|1.0|1.0|1.0|1.0|1.0|3.34|0.12|26.0|-9.03|5.52|8.36|4.6|2.0|1.0|130.29|0.0|1.0|7.0|-7.31|10.0|-5.84|1.0|0.0|5.43|4.92e-08|2.0|4.93|751.54|341.32|0.3209|627.76|0.6408|0.69962|-2303.749331|-0.15055|6.3004|-0.23868|0.02262555|-2303.819891|8.6341|4.0|8.3851
