molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
8_a47|0.0|0|0|0|7.252053952000001|0|1|1.24688044|0.0|0.003732288|-0.007835945|5.476463552|2|0.0363475179999999|-0.087101663|1.335354131|-0.008756|10.93671024|-0.14203855|-0.007648516|-0.00158075|-0.003223628|-0.4497577479999999|2|0.686795267|0.7847248109999999|-0.035681436|0.8497568740000001|-0.091482011|0.517797505|0.008687692|-44.09728708|-53.11155658|5.043798869|90.32612351|0.150243126|0.0|0.819702033|-25.60148752|60.62152862|-20.78278301|2621.772106|493.3419136|-956.0080185|-12.06582525|0.180297967|0.707366287|6219.278078|104.6752861|-555.0279614|25.35407034|0.012935553|-371.2177396|1166.287236|559.4973856|7.509972037000001|1.0|3.21|0.13|22.0|-9.25|5.67|6.77|2.0|0.0|113.97|1.0|-6.59|29.0|4.0|-4.79|405.85|1.0|2.56e-07|0.000104|0.0|0.0|2.28e-07|-0.05495|4.91|3.6696|-1686.068471|621.06|1071.62|337.87|0.2249|433.38|0.6877800000000001|0.2249|-0.2085199999999999|-1685.908004|4.6281|7.3
47g_a18|0.0|0|0|0|7.03438793|1|1|1.251175676|0.0|-0.005500039|-0.005817448|4.844187086|0|0.031179487|-0.048472184|0.0|0.0036509859999999|10.94702253|-0.008224928|0.00531392|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|0.834424154|-0.08547236|0.413435809|0.013404131|-55.35188184|-72.53379954|11.37505183|111.5517627|0.165575846|47.07867403|0.731870777|-46.97287277|86.33162323|-24.79003275|3367.0578530000003|708.1114197|-1958.412588|-21.03738872|0.268129223|0.966014041|7870.887027|227.5405903|-1661.953709|33.87214455|0.016259076|-393.5416883|2675.8994190000003|1347.416568|13.79782369|1.0|0.0|0.34|18.0|-9.22|3.22|3.6|3.0|2.0|164.47|1.0|-6.11|40.0|4.0|-6.4|541.68|0.0|7.76e-07|0.000421|1.0|1.0|3.27e-07|-0.04413|8.13|3.0965|-1743.375845|905.71|1604.37|400.4|0.5955|874.26|0.69828|0.5955|-0.17202|-1742.847918|5.9864|8.0458
18_a3|0.0|1|0|0|6.605297921|0|0|1.43179288|0.0|-0.256375952|-0.003487792|4.59511985|3|0.034712644|0.08269134|1.742872103|0.0057881999999999|10.96965878|-0.025890816|0.005799063|-0.035611069|-0.064953613|-0.2495754869999999|3|0.7226687409999999|0.714658751|0.0355413979999999|0.8419576209999999|-0.0846755|0.217881538|0.013796397|-31.07331853|-37.67445366|6.1383958|160.9514039|0.158042379|0.0|0.682492203|-13.82537222|48.19055867|-14.12792012|1938.093995|374.610053|-452.0934439|-6.285899403999999|0.317507797|0.935646099|3928.183499|141.2679329|-201.1487809|20.70048575|0.02363555|-162.3915791|662.4155441|270.539096|10.51610501|1.0|1.81|0.0|21.0|-6.83|3.42|3.08|0.0|0.0|80.35|1.0|-2.82|21.0|4.0|-6.7|273.29|1.0|0.0015|411.0|0.0|0.0|4.07e-05|-0.05769|1.85|3.9765|-889.9619321|482.41|784.04|311.79|0.3326|330.54|0.6671699999999999|0.3326|-0.2218|-889.894728|3.3664|7.5229
11d_a5|0.0|1|0|0|6.605297921|0|0|1.388848584|0.0|-0.245058546|-0.003373937|4.59511985|2|0.0228184279999999|-0.125546291|0.0|0.008307337|10.94877952|0.01948342|0.008809179|-0.12451554|-0.200646773|-0.22897714|2|0.786587307|0.783891527|-0.018747485|0.87090286|-0.0847408619999999|0.359644732|0.012828514|-40.04753555|-53.84338206|8.151092424|61.45330587|0.12909714|0.0|0.712305422|-25.44574968|65.35645739|-18.63809379|2540.78984|553.3617954|-969.1808771|-11.84243331|0.287694578|0.976150552|5283.02167|182.7978704|-615.8065323|26.16587381|0.018119737|-269.7929124|1360.625438|631.9206508|11.51307533|1.0|3.37|0.17|23.0|-8.64|4.41|4.14|1.0|0.0|114.29|1.0|-4.14|29.0|5.0|-6.47|385.46|1.0|7.2e-05|0.0278|0.0|0.0|8.909999999999999e-07|-0.03767|2.59|4107.0|-1239.127458|682.09|1154.67|301.89|507.0|594.45|0.66686|0.2068|-0.20529|-1238.914819|3.7008|7.8239
2_a47|0.0|0|0|0|0.0|0|0|1.381899691|0.0|-0.002024001|-0.008527649|0.0|2|0.027058824|-0.004557357|1.454085483|-0.007479445|10.93671092|-0.013580367|-0.006079384|-0.017113434|-0.0274111779999999|-0.444853768|2|0.916092248|0.671819147|0.115527282|0.847324011|-0.095655954|0.482748996|0.008511123|-41.57671973|-47.65477123|4.240150185|99.5619537|0.152675989|0.958043241|0.784978115|-20.71307621|55.81329383|-18.32875817|2105.761386|422.1277419|-714.8215685|-9.131190896|0.215021885|0.764993595|4559.060763|107.1215986|-356.116445|23.34938746|0.016376351|-283.9460863|910.626111|392.6099255|8.158522603|1.0|2.54|0.0|22.0|-7.82|3.7|4.75|1.0|0.0|96.54|1.0|-5.46|24.0|3.0|-5.0|313.35|1.0|3.46e-06|0.00109|0.0|0.0|4.73e-06|-0.05285|3.49|3.7181|-1010.540464|536.13|902.07|333.46|0.2143|371.19|0.69102|0.2143|-0.20731|-1010.412694|3.1004|6.2
14ad_a23|0.0|0|1|1|7.423568444|0|0|1.197962774|3.3437482860000003|-0.1101542319999999|-0.00790478|5.351858133|2|0.0444129979999999|0.118047355|0.735584095|0.008996289|10.31321689|-0.031279567|0.009675528|-0.143336826|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|0.165157698|0.887131635|-0.085840335|0.224009311|0.033831691|-42.29008971|-61.35364811|24.18091285|52.63180108|0.112868365|114.237062|0.575880959|-30.226481300000003|85.20135045|-21.19489662|3209.330728|634.0697778|-1165.7193140000002|-15.14887177|0.424119041|0.8866211979999999|7308.229822|303.1354708|-833.1879476|36.80430179|0.033365494|-108.4705382|2024.236598|770.8206617000001|23.84770234|1.0|3.49|0.12|26.0|-7.6|3.48|4.03|2.0|1.0|133.27|1.0|-5.8|34.0|6.0|-6.68|471.53|0.0|1.6e-06|0.000753|0.0|0.0|1.17e-05|-0.06925|2.99|3.3867|-1858.957788|747.83|1287.26|366.09|0.4106|618.01|0.6956600000000001|0.4106|-0.20659|-1858.733603|6.7584|8.3595
12j_a30|0.0|0|0|0|7.412764017000001|2|2|0.604984421|0.0|0.04148877|-0.006336585|5.351858133|2|0.043848238|-0.02473642|0.0|0.005613018|10.31162861|-0.075816941|0.005965451|-0.053644471|-0.09353607|-0.456342646|1|0.8414737059999999|0.795446883|0.0060012969999999|0.842199041|-0.094132698|0.328405591|0.015613498|-47.76354083|-60.832977500000005|10.09017681|88.51817261|0.157800959|0.0|0.8134611009999999|-30.8670468|69.55167701|-23.39729904|2784.7999170000003|544.2686362000001|-1216.65955|-15.12043521|0.1865388989999999|0.91079856|6105.3402670000005|120.550211|-786.2626307999999|28.76265258|0.01349128|-405.1466163|1495.657934|686.039456|8.71869951|0.0|0.0|0.17|17.0|-7.01|4.35|2.93|2.0|0.0|132.24|1.0|-5.66|30.0|4.0|-5.81|412.51|1.0|2.21e-06|0.0009119999999999|0.0|0.0|4.02e-05|-0.05106|4.14|3.4788|-1615.096172|695.8|1175.75|356.4|0.2163|549.64|0.3087|0.1516|-0.1987799999999999|-1614.894278|5.1081|8058.0
12af_a36|0.0|1|0|0|7.412764017000001|2|2|1.29704271|0.0|0.04293386|-0.00989889|5.351858133|2|0.039953704|0.091263447|0.0|-0.00233752|10.96037047|0.00146554|-0.000472698|-0.126068378|-0.213993335|-0.505160213|1|0.859938421|0.813346624|-0.062279009|0.755275519|-0.1054605669999999|0.154396546|0.021921402|-57.32748365|-73.23838519|15.22358698|89.56100543|0.244724481|127.6527374|0.6702409189999999|-39.81177462|91.25505794|-24.41279506|3013.98446|524.5103537|-1391.529319|-16.95376516|0.329759081|0.8141152220000001|6499.41155|229.0052411|-966.3646141|36.42391023|0.0259433429999999|-236.4517911|2076.162883|757.7532208|18.01667275|0.0|0.0|0.17|17.0|-6.93|2.38|1.65|1.0|0.0|138.06|1.0|-3.54|33.0|5.0|-7.66|438.48|0.0|0.000292|128.0|0.0|0.0|5.18e-05|-0.05882|4.5|3.2299|-1440.982935|737.4|1246.55|383.86|427.0|589.48|0.50179|0.0035|-0.19246|-1440.740243|9.4631|7.8239
12bd_a36|0.0|1|0|0|7.412764017000001|2|2|1.297043358|0.0|-0.051990612|-0.006695407|5.351858133|2|0.04625323|0.025649557|0.0|0.003676818|10.94639828|-0.0288761339999999|0.0045625|-0.101854847|-0.169994208|-0.436345273|1|0.902377067|0.78699829|-0.011529973|0.832478093|-0.099460046|0.279020022|0.0177487689999999|-46.92083391|-65.65179884|11.7156452|83.92365468|0.167521907|0.0|0.78244124|-30.9716039|75.7932235|-23.44707102|2772.776922|549.5039111000001|-1313.035977|-15.47699253|0.21755876|0.905749421|5957.939097|143.6066496|-866.7115819|29.96655829|0.015363883|-372.868829|1678.127264|729.1873176|10.14142465|0.0|0.0|0.21|17.0|-7.34|3.76|2.5|1.0|0.0|133.68|1.0|-4.54|31.0|4.0|-6.38|409.49|1.0|2.8600000000000004e-05|0.0117|0.0|0.0|1.86e-05|-0.05236|3.79|3544.0|-1311.591775|706.26|1200.23|349.84|0.4467|568.94|0.69411|0.0058|-0.19826|-1311.352257|7.6908|7.7696
18a_a25|0.0|0|0|0|6.842683282|0|0|1.194229606|1.875390684|-0.151473962|-0.0029953159999999|4.727387819|2|0.038167849|0.062229409|2.050257213|0.007643634|10.31286118|-0.019985937|0.007325341|-0.037072518|-0.06333068|-0.2936794219999999|2|0.761417363|0.7385460309999999|-0.039007784|0.931628386|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|-51.83514755|6.317215793|75.74077952|0.068371614|0.0|0.817072039|-24.58404782|59.45091020000001|-20.53845469|2857.88027|617.676232|-1088.538099|-13.61714122|0.182927961|0.973559258|6523.923911999999|121.2825364|-721.7084848|25.136651|0.011486699|-420.4420243|1332.242503|759.4953883|7.615762647|1.0|3.43|0.08|27.0|-9.78|5.89|5.72|2.0|1.0|133.85|1.0|-6.33|32.0|3.0|-5.58|435.54|1.0|4.65e-07|0.000202|0.0|0.0|7.28e-08|-0.05591|4.51|3.1711|-1675.274716|694.17|1229.09|390.98|0.3234|556.26|0.2834|0.0027|-0.21323|-1675.04368|4.3839|7.0269
12x_a36|0.0|1|0|0|7.412764017000001|2|2|0.629399587|0.0|-0.058295476|-0.007008724|5.351858133|2|0.041767677|0.021670322|0.0|0.00285431|10.33556641|-0.023932402|0.003710345|-0.07550872|-0.133106642|-0.4331246039999999|1|0.906423012|0.828393514|0.056034339|0.836402835|-0.104368092|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|11.85578416|81.81168174|0.163597165|0.8295471390000001|0.7768535409999999|-33.36962015|81.1499815|-24.70107324|2884.428214|562.6051882|-1333.8579550000002|-16.61514211|0.223146459|0.847720832|6193.10485|150.09915149999998|-897.2176739|31.79630645|0.016274369|-372.4502879|1717.000548|725.9470896|10.94693123|1.0|0.0|0.17|17.0|-7.05|3.33|2.61|1.0|0.0|135.47|1.0|-4.85|31.0|4.0|-6.64|427.52|0.0|1.4300000000000002e-05|0.0061|0.0|0.0|3.83e-05|-0.05311|3.37|3.7364|-1670.452834|719.63|1209.23|331.83|0.3901|569.01|0.6853600000000001|0.0199|-0.2048199999999999|-1670.244307|7.2812|8.1549
11b_a50|0.0|0|1|1|7.927685046000001|1|1|1.3979498330000002|4.071188272|-0.154649459|-0.002908227|5.82008293|1|0.038040936|-0.007722567|2.114272566|0.011959339|10.94500697|-0.133073229|0.012037198|-0.162848233|-0.277408878|-0.266743077|1|0.701976536|0.800774662|-0.146696566|0.931316325|-0.069841183|0.229754094|0.019455771|-23.23499995|-36.43643854|10.1501574|7.949039772000001|0.068683675|86.04123302|0.642051995|-12.12179711|47.72173991|-13.01301376|2286.724895|485.8716402|-546.5465781|-6.788943965|0.357948005|0.751545111|4884.730303|186.7429782|-285.1356465|20.26785036|0.021631609|-148.2182458|851.2497152000001|439.9973344|11.28530137|1.0|2.84|0.15|20.0|-5.87|3.09|3.73|0.0|0.0|99.65|2.0|-3.58|25.0|3.0|-6.24|327.38|1.0|0.000263|0.0862|0.0|0.0|0.000441|-0.02817|3.05|3.9863|-1045.98235|560.06|955.4|311.03|195.0|431.63|0.53885|0.0711|-0.19501|-1045.849774|3.7922|5.7696
12k_a30|0.0|0|0|0|7.412764017000001|2|2|0.604984231|0.0|-0.001755273|-0.007818038|5.351858133|2|0.042739018|-0.13882907|0.0|0.0043261129999999|10.31162844|-0.038714845|0.0053380919999999|-0.089279071|-0.154412059|-0.4186541|1|0.838579475|0.830875659|0.001281277|0.815083558|-0.098188266|0.340031035|0.024177669|-52.35426525|-65.04897323|16.01752015|106.8195439|0.184916442|0.0|0.7081361979999999|-34.68429919|80.03127603|-23.31944323|2920.279667|539.9866061|-1235.930491|-15.44895229|0.291863802|0.893775698|6393.133321|193.3575303|-818.7944715|32.93073182|0.0226150579999999|-275.77726980000006|1745.328787|704.0353382000001|14.9823028|1.0|0.0|0.17|17.0|-6.74|3.89|2.63|2.0|0.0|133.77|1.0|-5.44|31.0|5.0|-6.19|428.51|0.0|3.59e-06|0.00154|0.0|0.0|7.87e-05|-0.05055|3.58|3.4715|-1690.302721|710.82|1200.31|357.15|0.2257|564.62|0.39318|0.1512|-0.19798|-1690.094082|5.0736|7.6144
11_a27|0.0|1|0|0|7.535296702|1|2|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|5.4161004020000005|2|0.042533875|-0.080272515|1.3706083080000002|0.004538653|10.93910312|-0.027287578|0.005111147|-0.041662169|-0.067428705|-0.488734846|2|0.734834532|0.814843016|-0.0357410779999999|0.7645505|-0.094820973|0.349764196|0.016171515|-42.27430065|-50.15555389|8.553922917000001|143.3238715|0.2354494999999999|72.60399149|0.8088958709999999|-22.36099135|56.8702158|-18.14137056|2339.465471|404.4089873|-852.6444161000001|-9.595877966|0.1911041289999999|0.82770457|5186.240841|101.0845293|-451.0062644|22.42732497|0.012694323|-326.780942|1054.084273|504.209846|6.714661907000001|0.0|0.0|0.35|16.0|-6.09|2.72|1.67|0.0|0.0|106.33|1.0|-3.68|26.0|4.0|-6.47|345.4|0.0|0.000207|0.0716|0.0|0.0|0.000283|-0.05985|4.54|2.4836|-1122.456105|571.4|974.29|499.21|0.3492|415.32|0.6125|0.0793|-0.16205|-1122.242519|4.2894|8301.0
26_a20|0.0|0|0|0|6.842683282|0|0|1.4165417530000002|1.877209467|-0.000846851|-0.00578453|4.727387819|2|0.0396875|0.1516835819999999|2.01129617|0.003085806|10.93106273|-0.033102079|0.003149352|0.0346782989999999|0.057022334|-0.446730587|2|0.7071284179999999|0.7541508029999999|-0.070815554|0.79337253|-0.082729415|0.423153994|0.012753218|-58.21621279|-55.81998701|8.604974082|299.8332395|0.20662747|80.47551422|0.7848887259999999|-39.28020352|65.85953426|-22.11735334|2825.254798|535.3119506|-1172.219727|-14.92323356|0.215111274|0.8952138340000001|6221.067002000001|145.1419493|-790.9313788|28.17896678|0.014879363|-384.4457279|1493.485239|712.1606951|10.03954725|1.0|3.07|0.08|27.0|-9.18|4.5|4.62|2.0|0.0|125.0|1.0|-5.14|32.0|4.0|-6.28|419.48|1.0|7.27e-06|0.00305|0.0|0.0|2.780000000000001e-07|-0.05097|4.97|3.8894|-1352.315376|715.27|1211.34|318.77|0.2081|543.96|0.50878|0.0814|-0.21226|-1352.098465|4.8742|6.8827
1i_a5|0.0|1|0|0|6.605297921|0|0|1.219028472|0.0|-0.145964178|-0.006494891|4.59511985|2|0.0253888889999999|0.018196138|0.0|-0.0012491689999999|10.94550053|-0.003198529|-0.000700145|0.001493879|0.004923698|-0.403861432|2|0.525406088|0.780175595|-0.058385936|0.8876055620000001|-0.084018635|0.4729402929999999|0.008291428|-50.81756452|-46.82694838|4.621144795|201.1526326|0.112394438|0.213644964|0.759459597|-28.32266298|57.78921354|-19.90145306|2482.831286|494.6981114|-796.0581225|-11.09187646|0.240540403|0.8858245220000001|5432.586961|134.0627959|-443.6750585|26.20475553|0.0196689|-289.21443910000005|1048.190221|403.396385|10.96226516|1.0|2.04|0.05|23.0|-8.88|5.48|6.37|2.0|0.0|95.49|1.0|-4.79|27.0|6.0|-5.73|366.34|1.0|1.6100000000000002e-05|0.00589|0.0|0.0|4.86e-07|-0.05729|3.58|4.3799|-1288.356212|569.42|957.58|283.08|0.7585|443.05|0.4571199999999999|0.0207|-0.23674|-1288.264271|2.8939|7.6198
3q_a32|0.0|1|1|1|7.765993078999999|0|0|0.609420748|0.0|-0.017280695|-0.008072705|5.733341277|0|0.03898374|0.02785755|2.120544848|0.000773658|10.31100266|-0.098400506|0.002487149|-0.167040501|-0.295228244|-0.5448044360000001|0|0.751733573|0.853737093|0.010109949|0.84993799|-0.097961799|0.34156046|0.018527744|-41.72706804|-60.46462749|11.43581616|41.73511731|0.15006201|53.27315741|0.6349739010000001|-25.7550561|74.3682963|-17.27560785|2649.276311|524.6043311000001|-846.5047848999999|-10.6629646|0.365026099|0.856561949|6079.482066|225.3038157|-522.4852655000001|27.20679986|0.022526037|-166.61896299999998|1333.133193|618.9134881|13.90366881|1.0|3.34|0.3|19.0|-7.31|6.43|4.72|1.0|0.0|115.37|1.0|-5.91|28.0|4.0|-6.35|411.54|1.0|1.24e-06|0.000508|0.0|0.0|2.01e-05|-0.04968|5.15|3.6236|-1920.066488|666.16|1136.46|342.16|0.2897|549.78|0.70216|0.2897|-0.19969|-1919.883144|5.2657|7.5528
13j_a6|0.0|1|0|0|7.412764017000001|1|1|1.430640326|0.0|0.0353600779999999|-0.015004989|5.351858133|1|0.041728395|0.07522656|0.0|-0.011017781|10.95129557|-0.047513534|-0.007703306|-0.045418125|-0.073507141|-0.562698347|1|0.8744720490000001|0.783333463|-0.063948098|0.6229641429999999|-0.129511589|0.205764388|0.03111288|-80.33128667|-86.54032868|20.78979124|180.6709018|0.377035857|114.6910805|0.7841668409999999|-53.67779048|99.85109065|-31.02389141|2907.3053210000003|416.2679342|-1644.266245|-20.73032827|0.215833159|0.765539515|6276.316063|144.22085800000002|-1098.707398|39.56287079|0.0199201689999999|-379.7635712|2096.832152|673.8038326000001|13.31076198|1.0|2.26|0.12|23.0|-8.5|4.16|3.54|1.0|0.0|120.17|1.0|-5.03|32.0|5.0|-6.81|427.46|1.0|9.32e-06|0.00398|0.0|0.0|1.36e-06|-0.0488899999999999|4.94|3.5599|-1426.5532050000002|712.52|1196.6|348.28|0.2857|555.0|0.69993|0.0259|-0.19491|-1426.335207|10.9731|6.5817
34_a47|0.0|0|1|1|6.842683282|0|0|1.40499556|1.883479676|-0.210257395|-0.004157676|4.727387819|3|0.03522792|-0.094313757|1.741433543|0.003530307|10.98214103|0.078153957|0.0047106|-0.1430639269999999|-0.317014709|-0.2829549719999999|3|0.62974551|0.833786184|0.046668352|0.8260556609999999|-0.090141168|0.437215023|0.019723558|-34.3104683|-49.91779281|10.92238452|31.17423189|0.1739443389999999|0.0|0.653993216|-19.00022922|62.66739933|-16.25230464|2371.236125|457.4477611|-698.8490993|-9.000096143|0.346006784|0.834499257|5105.274301|191.6093987|-387.0041342|24.85087647|0.023023142|-170.55473480000003|1068.587688|439.9906467|12.74960652|1.0|3.0|0.16|21.0|-7.47|3.34|4.52|0.0|0.0|99.09|1.0|-3.57|26.0|5.0|-6.66|348.38|1.0|0.000267|0.0929|0.0|0.0|1.17e-05|-0.0545|2.41|3.8892|-1162.4815230000002|585.79|980.02|318.79|0.2309|436.88|0.6602399999999999|0.1718|-0.21536|-1162.33788|6.2235|8.7
12g_a31|0.0|1|0|0|7.765993078999999|1|1|0.6101363000000001|0.0|0.0716209459999999|-0.01500347|5.733341277|0|0.0388738739999999|0.045747231|0.0|-0.008464411|10.31169877|-0.082116813|-0.0054114869999999|-0.0497478109999999|-0.081426376|-0.57758443|0|0.837044054|0.819234772|-0.076150332|0.58271093|-0.131126805|0.325789284|0.030961426|-78.87508829|-80.52794936|19.01411466|152.7424573|0.41728907|548.1594997999999|0.6886488690000001|-48.43898314|95.97385383|-23.98704875|2514.363249|357.8560168|-1127.391291|-14.73099143|0.311351131|0.887664343|5398.678971|191.2078009|-692.3565973|34.8320455|0.02515117|-231.70711040000003|1637.106139|524.0230338|15.44590447|1.0|2.51|0.32|16.0|-6.45|5.19|3.44|1.0|0.0|103.26|1.0|-4.92|27.0|5.0|-6.86|384.45|1.0|1.19e-05|0.00457|0.0|0.0|0.000136|-0.03324|4.17|3.8349|-1578.846191|664.44|1090.41|323.3|265.0|542.78|0.70068|265.0|-0.19241|-1578.66792|2.4038|6.9586
12ap_a36|0.0|1|0|0|7.412764017000001|2|2|1.2970441659999998|0.0|-0.06398791|-0.007719624|5.351858133|2|0.042739018|0.066185994|0.0|-0.000143196|10.95430638|-0.042675894|0.001194592|-0.098598933|-0.175397741|-0.436880644|1|0.8707354620000001|0.832758813|-0.025198947|0.830587483|-0.106173763|0.27547717|0.0217479329999999|-54.21070432|-69.6632787|14.26936622|82.56761031|0.1694125169999999|0.0|0.737851886|-35.56900768|83.16347311|-24.58703954|2843.18721|544.9693552|-1253.939017|-16.13217554|0.262148114|0.86772056|6003.481614|172.00197649999998|-822.7409526|33.32245946|0.020575639|-312.1212186|1699.445432|642.3830552000001|13.50019441|0.0|0.0|0.13|17.0|-6.66|2.75|1.76|1.0|0.0|128.47|1.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.000101|0.0412|0.0|0.0|8.97e-05|-0.06084|2.98|3.8801|-1325.199863|691.41|1160.79|319.54|0.8819|553.28|0.59563|0.3982|-0.21788|-1325.0127220000002|9.6512|7.4949
47t_a18|0.0|0|0|0|7.03438793|1|1|1.25117758|0.0|0.1115820769999999|-0.0128248239999999|4.844187086|0|0.03672956|0.018018036|0.0|-0.006573438|10.94702032|-0.04785474|-0.004985656|-0.068787175|-0.104274108|-0.600890268|0|0.704602886|0.750103977|0.005590928|0.67203319|-0.103295568|0.240001773|0.014067024|-79.78154029|-69.13537385|9.415011332|280.622476|0.32796681|78.43695402|0.804531523|-53.39751484|80.00407742|-27.16032544|2872.533415|449.789539|-1520.978225|-18.17831387|0.195468477|0.991199259|6603.597038|130.8263901|-1017.985577|33.75918118|0.016238994|-407.6438346000001|1890.514146|747.6927426|10.86870356|0.0|0.0|0.15|18.0|-7.51|2.6|2.93|2.0|1.0|129.21|1.0|-5.58|33.0|4.0|-6.46|441.48|0.0|2.65e-06|0.00117|0.0|0.0|1.36e-05|-0.06822|9.4|3.1164|-1470.873743|703.76|1218.95|397.84|0.5502|601.36|0.6895100000000001|0.5502|-0.19514|-1470.593659|9.6938|6.1068
7l_a46|0.0|0|0|0|7.727094485|1|1|1.160371354|2.1525548|-0.2644255789999999|-0.00090473|5.533389489|2|0.04006734|-0.203375108|0.0|0.013150047|10.9642261|0.050638298|0.0125870169999999|-0.087877164|-0.143129469|-0.1082221709999999|2|0.659888413|0.7746144629999999|-0.1237456669999999|0.907148114|-0.06289606|0.253138137|0.011594057|-27.30136533|-30.34397256|5.5935102720000005|8.13531199|0.092851886|51.39110437|0.67467081|-13.17144326|38.22273917|-10.620390400000002|1920.310099|437.65027010000006|-424.8156159|-5.1237682730000005|0.32532919|0.863142947|4046.614178|156.9538706|-204.9507309|15.74158869|0.016330867|-168.5385796|629.6635476|375.721552|7.878766604|1.0|2.64|0.28|17.0|-6.29|3.59|3.59|0.0|0.0|86.96|1.0|-3.18|22.0|3.0|-6.22|290.36|1.0|0.000668|0.1939999999999999|0.0|0.0|0.000151|-0.03324|2.42|4.5464|-915.6081232|517.29|879.87|272.71|0.2024|414.82|0.68834|0.2024|-0.2231699999999999|-915.493986|3.9009|5.7122
3g_a32|0.0|1|1|1|7.78113851|0|0|0.60942078|0.0|0.015803466|-0.006258272|5.733341277|0|0.05052381|-0.058985916|2.2144733530000003|0.001276735|10.31100273|-0.125170068|0.002565215|-0.074808287|-0.133675401|-0.563371932|0|0.833981748|0.755211939|-0.1015732219999999|0.887695945|-0.098311343|0.273439311|0.0119962889999999|-38.9071564|-54.47722347|6.647498326|42.56199385|0.112304055|0.0|0.8007401590000001|-21.55960626|60.55421302|-16.86199774|2271.746759|491.89858160000006|-708.2039051|-9.343731735|0.199259841|0.809490137|5058.622432|110.4157723|-392.4367329|21.05801434|0.01096673|-333.29803589999995|884.4366022|475.3634141|6.076989555|1.0|3.44|0.28|19.0|-7.29|7.02|5.42|2.0|0.0|102.55|1.0|-7.09|24.0|3.0|-4.9|354.49|1.0|8.12e-08|2.88e-05|0.0|0.0|1.8e-05|-0.0535|4.13|3.5456|-1712.060085|593.24|998.86|349.68|0.2859|495.4|0.70275|0.2859|-0.20065|-1711.919273|5.5816|7.8539
1l_a5|0.0|1|0|0|6.605297921|0|0|1.270375394|0.0|-0.244609612|-0.00183668|4.59511985|2|0.025672515|-0.111303801|0.0|0.008244856|10.94421389|-0.05139414|0.007613233|0.0271820189999999|0.043915678|-0.21108114|2|0.7245669790000001|0.7656671279999999|-0.174469948|0.890289002|-0.067755283|0.357062421|0.0078543119999999|-38.79937717|-38.27406105|4.43679678|167.86839980000002|0.109710998|0.0|0.769406114|-21.91725365|45.64819758|-14.9768065|2227.730859|502.9124512|-688.9330988|-8.460199385|0.230593886|0.896303416|4665.793689|130.25942849999998|-389.1691717|19.46541135|0.013054186|-304.3678822|895.4089219|518.5792364|7.374136537999999|1.0|2.67|0.14|23.0|-8.83|5.56|5.32|1.0|0.0|105.07|1.0|-5.04|26.0|3.0|-5.4|340.42|1.0|9.06e-06|0.00308|0.0|0.0|5.02e-07|-0.04149|3.89|4.3664|-1069.261615|609.85|1033.47|283.95|0.4921|486.81|0.45892|187.0|-0.21939|-1069.101032|3.3694|7.4949
