molecula|SddssS|n9FaHRing|n9FaRing|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|FNSA5|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Molar refractivity|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
11_a15|0.0|0|0|0.0|0|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|0.02962963|0.0|-0.402711212|10.95979791|0.023543401|0|0|0.003766915|-0.173728081|-0.272482143|2|0.843715005|0.718800243|0.0234789439999999|0.0432314409999999|0.796300317|-0.0974577669999999|-44.15161868|-66.78526188|12.69062406|143.8088883|0.105461874|-0.033606127|0.0|0.739315684|-30.25595097|79.1792768|0.470042906|3022.859488|613.0036107000001|2565.707165|11.76226306|0.8869452090000001|7002.915718000001|31.14961732|0.018086221|-327.9935744|1806.677804|1.0|1.0|0.0|1.0|4.1|4.25|0.07|-8.9|6.69|59.51|2.52|138.24|6.0|34.0|-5.26|448.52|0.0|-6.1|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|0.0|1.27e-09|5.04|2.9595|-1450.705737|1284.85|0.2657|0.70577|-0.12134|812.0|-0.16011|0.03503399|-1450.457814|1.3581|739.0|6.1314
15_a31|0.0|0|0|0.0|0|0.610137926|0.0|0.1893807519999999|-0.018913735|5.733341277|-0.134784483|0.038809524|0.0|-0.775463115|10.31169996|-0.074455342|2|2|-0.007631228|-0.157560864|-0.272545088|0|0.8314086070000001|0.8022000659999999|-0.0869591359999999|-0.116356616|0.782925607|-0.131697567|-61.76522754|-70.00513464|20.47825449|141.1489667|0.4328912239999999|-0.041588706|514.6215199|0.641533577|-32.83191294|88.05886218|0.466164359|2351.566145|301.452236|1675.977147|11.51842782|0.873235738|5087.628096|34.45943505|0.03396368|-150.46712390000002|1309.458532|1.0|1.0|1.0|2.0|3.31|1.64|0.19|-5.66|3.0|117.37|0.41|90.47|4.0|24.0|-6.84|342.37|0.0|-3.57|5.27e-05|18.0|0.000272|0.0931|2.18|0.0|0.0|2.19e-06|3.9|4569.0|-1460.861851|925.93|348.0|0.5241899999999999|-0.15202|5.5793|-0.19394|0.03843988|-1460.790873|7.5831|1.1|5.9586
11f_a5|0.0|0|0|0.0|0|1.370797007|0.0|-0.251797205|-0.0037371509999999|4.59511985|0.022233547|0.021060606|0.0|-0.227966183|10.94877949|-0.0080939669999999|1|1|0.008309782|-0.128153787|-0.203228986|2|0.785419245|0.756843253|-0.008110526|-0.016518403|0.750555185|-0.074612137|-47.57801621|-51.92819555|15.41338844|70.39517801|0.152643862|-0.022252743|13.29510896|0.5109475960000001|-33.11311829|73.05195434|0.463183664|2853.401015|589.7388387999999|1125.122028|18.03905985|0.8628345190000001|5969.213977|30.31104695|0.030351311|-15.23851001|1727.7296760000002|1.0|1.0|1.0|1.0|3.35|2.87|0.24|-8.67|3.53|76.16|1.03|126.79|7.0|32.0|-6.99|427.5|1.0|-4.26|0.000112|0.0477|5.479999999999999e-05|0.0234|2.7|0.0|0.0|2.12e-09|2.25|4.1356|-1391.722248|1239.35|0.5834|0.64937|-0.1691|2.1313|-0.20772|0.03804804|-1391.50739|2.9697|12.0|7.9208
12an_a36|0.0|0|0|0.0|0|0.6294007110000001|0.0|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|0.042739018|0.0|-0.407702102|10.33556631|-0.031635802|1|1|0.003710345|-0.07550872|-0.133106642|1|0.906423012|0.8344566859999999|-0.009636347|-0.055405405|0.855081905|-0.105145528|-49.67568778|-71.0446809|11.69727417|82.43567331|0.163559846|-0.036995649|0.0|0.783512615|-33.56484523|81.70091433|0.44576647|2881.978785|565.1654879|2399.367452|15.82907093|0.8042935809999999|6162.848939|31.9040205|0.015771136|-383.1273396|1722.817107|0.0|1.0|1.0|2.0|4.85|0.0|0.17|-7.05|2.61|94.5|2.51|135.47|6.0|31.0|-6.64|427.52|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|3.19|0.0|0.0|8.95e-08|3.37|3.7872|-1670.417726|1215.98|0.6702|0.69094|-0.15474|4.3963|-0.21035|0.0345115999999999|-1670.244686|6.2182|0.04|7.3979
1k_a5|0.0|0|0|0.0|0|1.427567903|0.0|-0.216088148|-0.0030192829999999|4.59511985|-0.064652321|0.026339869|0.0|-0.120771321|10.9489659|-0.011848312|1|1|0.003708988|0.019611905|0.045204303|2|0.567806811|0.7824502320000001|-0.011552666|-0.022280685|0.558485747|-0.074297856|-40.40908188|-38.00629774|5.571869083999999|165.11680719999998|0.216307319|-0.0301207529999999|0.498979532|0.724954458|-20.67084672|47.83775802|0.48165588|2171.394196|400.8898627|824.0133397999999|12.9461019|0.929220303|4479.484358|21.25369168|0.019219352|-230.14624|786.3865923|1.0|0.0|1.0|1.0|2.71|2.02|0.0|-8.3|4.76|54.46|2.29|90.44|3.0|24.0|-5.99|316.33|1.0|-4.3|0.000106|0.0336|4.970000000000001e-05|0.0157|3.16|0.0|0.0|4.99e-09|3.1|4.4063|-1050.51717|890.76|0.6242|0.5282|-0.1798799999999999|1.5911|-0.22504|0.03133456|-1050.468159|2.3036|48.0|7.3188
12bh_a36|0.0|0|0|0.0|0|1.297043258|0.0|-0.052761366|-0.006687484|5.351858133|-0.047482048|0.044197531|0.0|-0.401249012|10.94728093|-0.035747988|1|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|0.78699829|-0.211972014|-0.0591586759999999|0.857993338|-0.09959401|-47.04367494|-66.28126709|11.73109101|83.08294358|0.166508047|-0.035569289|0.0|0.783294222|-31.30825225|76.46867897|0.482052584|2773.193279|554.7010591|2437.805332|14.56834609|0.930697921|5957.443236|30.2209316|0.015307571|-377.0728785|1692.3721690000002|0.0|0.0|0.0|2.0|4.95|0.0|0.21|-7.34|2.5|69.2|2.45|133.68|5.0|31.0|-6.38|409.49|1.0|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|3.79|3.6255|-1311.558898|1208.61|0.4386|0.7039|-0.14915|5.8338|-0.20168|0.03071385|-1311.356102|7.7975|14.0|7.8539
14k_a23|0.0|1|1|0.0|2|1.1979621459999998|3.358995671|0.070940371|-0.005866159|5.351858133|-0.024758731|0.046283951|0.74561778|-0.299174093|10.31321813|-0.055708465|2|2|0.009263715|-0.071484865|-0.13187015|2|0.722187957|0.800643488|0.140087361|-0.091426449|0.659570836|-0.079899943|-37.43135588|-53.17069631|12.53019305|38.76597615|0.077602272|-0.033999976|80.31548917|0.783562394|-24.9092952|64.04991522|0.486654314|2955.4566170000003|613.8243395|2174.886074|15.99703938|0.948005074|6715.186162999999|28.87559227|0.016348271|-377.4022725|1357.152837|0.0|1.0|1.0|1.0|3.39|3.56|0.05|-7.99|4.67|105.02|3.51|125.29|5.0|31.0|-6.03|445.93|0.0|-5.55|7.49e-07|0.000334|2.83e-06|0.00126|4.21|0.0|0.0|1.02e-08|4.1|3.6421|-2089.501786|1179.17|0.4694|0.63765|-0.14784|5.8718|-0.2271699999999999|0.02271117|-2089.354026|8.3627|4.0|8.4123
3h_a32|0.0|1|1|0.0|0|0.609420752|0.0|0.01077056|-0.005281944|5.733341277|-0.008243901|0.037731481|2.243113495|-0.269379119|10.31100268|-0.111111111|3|3|0.003284804|-0.071193103|-0.122769653|0|0.84279263|0.7926338540000001|-0.169197453|-0.2|0.8030743229999999|-0.0882883959999999|-44.97387528|-55.27575363|6.98327435|76.38838542|0.12119737|-0.027590124|0.0|0.7734940029999999|-28.15732254|62.63332945|0.4089962629999999|2398.020434|550.2022886|2911.160989|13.71739929|0.692036677|5187.525619|22.33200639|0.011751781|-342.4592076|1071.936307|1.0|1.0|1.0|1.0|3.65|3.88|0.35|-8.47|6.24|110.94|2.64|112.28|7.0|26.0|-4.29|382.55|0.0|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|6.12|0.0|0.0|3.37e-09|4.61|3.5552|-1790.663897|1127.45|0.2926|0.70257|-0.1474099999999999|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549
16a_a32|0.0|1|1|0.0|0|0.6094207620000001|0.0|0.205693867|-0.014399612|5.733341277|-0.0848387459999999|0.03995614|2.095743605|-0.6911813920000001|10.31100271|-0.058518519|3|3|-0.005552127|-0.107321286|-0.199563743|0|0.859696525|0.8567078770000001|0.039965071|-0.098258706|0.81143469|-0.119471489|-56.2527503|-74.35152328|12.86051026|92.00611646|0.2434571689999999|-0.037168908|66.13699638|0.6968200370000001|-35.00816569|88.96104768|0.450892763|2615.514164|470.82456669999993|2992.60858|13.08168264|0.8211379000000001|5746.082161|33.19592405|0.023475264|-244.9767673|1493.816582|0.0|1.0|1.0|3.0|3.53|2.66|0.22|-7.3|3.79|152.07|0.88|108.86|7.0|27.0|-6.85|398.51|0.0|-4.04|3.2e-06|0.00128|9.14e-05|0.0364|2.65|0.0|0.0|5.04e-08|3.9|3.6314|-1896.770883|1096.48|0.2859|0.70245|-0.15045|1.3736|-0.20718|0.04088655|-1896.649286|1.8274|11.0|7.9586
9s_a24|0.0|0|0|0.0|0|1.4275963180000002|0.0|-0.222173285|-0.003599664|4.59511985|-0.00570386|0.023585859|0.0|-0.190782186|10.96129902|0.013901071|1|1|0.007695726|-0.204128966|-0.359715589|3|0.799076569|0.773544454|0.030228027|0.0256742079999999|0.748077475|-0.063587778|-30.93968263|-39.48555839|10.42725806|33.24649431|0.116650168|-0.019465646|0.695462853|0.445160769|-19.21235005|61.19761205|0.47085169|2747.809842|548.5261887|969.5210193|17.24354813|0.889829339|5767.9102490000005|27.15292246|0.03496522|68.10609672|1330.4932|1.0|1.0|1.0|1.0|3.43|2.78|0.04|-8.11|4.29|77.21|0.81|115.67|4.0|30.0|-7.2|393.44|0.0|-4.06|0.000434|171.0|8.71e-05|0.0343|2.11|0.0|0.0|7.73e-09|1.82|2.6707|-1270.994965|1121.42|0.5112|0.6907300000000001|-0.10865|4.6141|-0.14462|0.03640642|-1270.796154|7.0312|32.0|7.4949
9a_a40|0.0|0|0|0.0|1|0.604993021|1.865740741|-0.028285975|-0.003680068|5.4161004020000005|-0.020455825|0.0397333329999999|0.921628874|-0.136162501|10.31197235|-0.1720337089999999|2|2|0.011966382|0.009844552|0.016958188|0|0.624889926|0.690568477|-0.394662853|-0.2990540869999999|0.61091688|-0.072887601|-29.02567082|-35.24260989|5.334966331|109.9916614|0.062399815|-0.032156295|51.49564873|0.868476591|-14.03449109|39.45618424|0.493941591|1971.148912|453.3484005|336.39741360000005|13.33684703|0.976056482|3991.317015|17.90285474|0.008714375|-356.33157|608.6970611|0.0|1.0|1.0|0.0|3.26|3.28|0.06|-6.4|4.43|58.43|3.57|86.7|2.0|21.0|-4.85|291.37|1.0|-5.08|3.24e-06|0.000944|8.33e-06|0.00243|4.54|0.0|0.0|4.02e-07|4.07|3.3192|-1217.9449|847.69|0.4746|0.69958|-0.13808|3.8656|-0.20303|0.01109672|-1217.873686|5.09|214.0|6.6696
21a_a23|0.0|1|1|0.0|2|1.197963603|3.43622302|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|0.042862319|0.773970837|-0.3082571839999999|10.31321782|-0.083864151|2|2|0.01180744|-0.074441567|-0.136106024|2|0.725800261|0.7367638240000001|0.1022509819999999|-0.137122549|0.6906097959999999|-0.082341001|-34.01266735|-54.35891011|7.634348008|39.56172507|0.073461531|-0.03458322|82.08958626|0.842121383|-22.45408125|61.73864319|0.492301762|2880.257677|611.67123|2272.736256|15.66066298|0.969673962|6464.524241|27.11098744|0.011178565|-451.7153132|1355.5493720000002|0.0|1.0|1.0|1.0|3.53|3.48|0.09|-7.78|4.33|105.02|3.24|125.25|5.0|31.0|-6.07|425.51|0.0|-5.28|1.3e-06|0.000552|5.29e-06|0.00225|3.98|0.0|0.0|1.65e-08|3.75|3.6993|-1669.23053|1189.63|0.3692|0.60824|-0.15024|5.3733|-0.2226699999999999|0.0203361|-1669.0502720000002|7.9309|102.0|6.9914
8b_a31|0.0|0|0|0.0|0|0.610137861|0.0|-0.01883655|-0.013629145|5.733341277|-0.12841288|0.041161616|0.0|-0.57242407|10.31170011|-0.069423138|2|2|-0.006785954|-0.05421947|-0.092604362|0|0.928940547|0.843119174|-0.058494079|-0.1155280009999999|0.8761979520000001|-0.132574249|-63.04219151|-69.24221375|16.89414614|129.8921115|0.392380774|-0.040792077|472.8995873|0.703469355|-32.92631065|82.21438954|0.479278|2189.617009|317.3534883|1587.743824|11.79588561|0.920410507|4696.728592|30.28603362|0.02483711|-212.5400476|1181.155311|1.0|1.0|1.0|2.0|3.4|2.71|0.25|-5.73|2.74|114.29|0.61|88.64|4.0|23.0|-6.87|328.39|0.0|-3.4|8.97e-05|0.0294|0.000399|131.0|2.02|0.0|0.0|1.86e-06|1.77|3.8582|-1386.815519|927.61|0.2643|0.70036|-0.16015|3.6945|-0.19265|0.03659821|-1386.734257|5.6001|2.2|5.6576
3_a4|0.0|0|0|0.0|1|1.343866299|2.147369615|-0.241609351|-0.001141383|5.4161004020000005|0.03287721|0.033760684|2.180369373|-0.0502208409999999|10.92992985|0.050638298|1|1|0.011276682|-0.048796855|-0.08121207|2|0.637819558|0.773786787|-0.0862461019999999|0.0904255319999999|0.623172012|-0.06572153|-25.5405205|-31.92506825|5.133610255|12.23442244|0.080195284|-0.024645574|40.30885999|0.7196876640000001|-12.40663231|39.38579676|0.430553837|2159.04913|446.8068266|1602.411021|8.486341272999999|0.7560922609999999|4677.30755|16.63485592|0.015358792|-213.4321476|665.3942366|1.0|0.0|1.0|0.0|2.99|2.86|0.15|-7.19|4.11|43.6|2.44|95.12|2.0|24.0|-5.99|312.37|1.0|-4.26|0.000198|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|0.0|6.49e-08|2.66|4.0639|-990.6149055|905.23|0.1415|0.58615|-0.17005|2681.0|-0.21969|0.024645265|-990.514888|3205.0|104.0|6983.0
18c_a30|0.0|0|0|0.0|0|0.604986846|0.0|0.12157783|-0.0109670669999999|5.351858133|-0.118776867|0.042560386|0.0|-0.625122815|10.31163825|-0.0351777|1|1|-0.002215642|0.003429114|0.006103754|1|0.841060094|0.8303425640000001|0.034468997|-0.058608635|0.802578397|-0.1115683|-71.31647561|-75.33411705|13.07260474|384.391404|0.282947974|-0.042101245|103.215593|0.7859920029999999|-48.15493021|87.76550537|0.448899917|3002.59061|484.1740985|3094.729399|13.8741593|0.81455244|6685.737642|36.16826708|0.018410634|-386.2200097|1916.918155|0.0|0.0|0.0|2.0|4.85|0.0|0.13|-6.19|1.72|124.74|2.06|135.37|6.0|32.0|-7.05|441.51|0.0|-4.3|9.68e-06|0.00427|5e-05|0.0221|2.74|0.0|0.0|6.520000000000001e-07|4.54|3.4848|-1744.455795|1209.11|0.3879|0.69123|-0.14225|6.6462|-198.0|0.04503016|-1744.28923|8.64|12.0|7.9208
7l_a46|0.0|0|0|0.256706467|1|1.160371354|2.1525548|-0.2644255789999999|-0.00090473|5.533389489|0.017668261|0.04006734|0.0|-0.038903382|10.9642261|0.050638298|1|1|0.0125870169999999|-0.087877164|-0.143129469|2|0.659888413|0.7746144629999999|-0.1237456669999999|0.076724694|0.6539666829999999|-0.06289606|-27.30136533|-30.34397256|5.5935102720000005|8.13531199|0.092851886|-0.022013621|51.39110437|0.67467081|-13.17144326|38.22273917|0.46327253|1920.310099|437.65027010000006|1246.417766|9.825660656|0.863142947|4046.614178|15.74158869|0.016330867|-168.5385796|629.6635476|1.0|0.0|1.0|0.0|3.04|2.64|0.28|-6.29|3.59|43.6|1.89|86.96|2.0|22.0|-6.22|290.36|1.0|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|2.61|0.0|0.0|5.19e-07|2.42|4.5464|-915.5830363|879.87|0.2024|0.68834|-0.18993|3.3119|-0.2231699999999999|0.025086919|-915.493986|3.9009|1.94|5.7122
5_a27|0.0|0|0|0.0|2|1.4026035369999998|3.2927747860000003|0.126882432|-0.0063562359999999|4.727387819|-0.068518519|0.048947368|1.271687295|-0.286030638|10.93772408|-0.013448351|1|1|0.010329671|-0.2030237389999999|-0.341622797|2|0.639413469|0.760083119|0.180356685|-0.020087122|0.614205449|-0.085078576|-29.50048722|-44.83538435|8.936508815|10.48961936|0.146821224|-0.030385206|56.35994804|0.741481472|-15.54640123|53.51978325|0.439066197|2273.906133|449.6149323|1254.531539|10.98289851|0.7827415529999999|4943.51602|21.59546513|0.016479312|-254.5156507|907.0095354|0.0|1.0|1.0|0.0|3.07|3.11|0.16|-6.22|2.8|65.6|2.66|97.55|2.0|25.0|-6.49|331.37|1.0|-4.01|0.000248|0.0821|9.78e-05|0.0324|2.58|0.0|0.0|6.04e-07|4.9|4.0989|-1083.124207|955.22|0.2448|0.64548|-0.16952|2.3781|-0.21506|0.01903872|-1083.019748|3.5632|3.0|8.5229
7c_a10|0.0|0|0|0.0|1|1.343178184|2.1219657030000003|-0.152261681|-0.00375251|5.4161004020000005|0.012145872|0.039433962|1.798334646|-0.206388032|10.92926158|-0.066271289|1|1|0.0107756969999999|-0.12177839|-0.191576261|2|0.725146704|0.7928588059999999|-0.087063341|-0.105104647|0.6952665379999999|-0.0876410609999999|-29.66615908|-51.2378943|16.04055193|87.99694927|0.093723511|-0.0223398779999999|58.07647902|0.52630639|-17.34382833|67.01436709|0.4675549639999999|2616.8970870000003|529.8395322|1881.379304|12.58937144|0.8781281320000001|6034.895823|24.81565867|0.0269852389999999|-30.75918962|1265.598592|1.0|1.0|1.0|0.0|3.48|3.49|0.26|-7.78|4.43|62.06|1.99|113.07|4.0|29.0|-6.2|386.45|1.0|-4.69|3.59e-05|0.0139|2.05e-05|0.00793|3.46|0.0|0.0|1.66e-08|2.76|3.8357|-1258.985004|1102.43|0.4049|0.68708|-0.16055|3.9465|-0.20059|0.02659395|-1258.801509|5.0714|3.81|5.4191
4h_a46|-3.74433321|0|0|0.090767245|1|0.3002050539999999|2.134072222|0.128214845|-0.005778576|5.587248657999999|-0.346835467|0.040890805|0.0|-0.404500343|10.31928028|-0.09922757|1|1|0.003087227|-0.030014575|-0.0488847059999999|2|0.739180305|0.7543177040000001|0.075704004|-0.134568896|0.6947264059999999|-0.083997524|-65.24476749|-65.90523417|7.900037181|105.2773797|0.232755725|-0.0305445539999999|19.09455432|0.805506105|-51.19164773|74.99848132|0.4866209529999999|3472.1185880000003|601.9869510999999|3180.526173|15.85230406|0.947878486|7808.347937|29.75215152|0.011589523|-479.405829|1963642.0|0.0|0.0|1.0|2.0|4.63|2.99|0.3|-9.2|6.18|124.17|2.27|142.08|6.0|36.0|-6.38|502.63|0.0|-5.69|2.97e-07|0.000149|2.06e-06|0.00104|4.21|0.0|1.0|6.38e-10|8.5|4.18|-1923.878801|1397.46|0.5451|0.54445|-0.1711599999999999|1.7601|-0.21008|0.04729184|-1923.611784|2.9086|229.0|6.6402
4p_a46|0.0|0|0|0.122217892|1|1.134636977|2.102855253|-0.060700883|-0.004413243|5.587248657999999|-0.038295755|0.046533816|0.0|-0.233901882|10.93681929|-0.120823841|1|1|0.004453195|0.066453878|0.101602982|0|0.7471162309999999|0.747019097|-0.078703563|-0.1623103719999999|0.751334374|-0.083274013|-56.55658053|-47.22779946|4.195717966|175.10295019999998|0.094033511|-0.029978645|0.0|0.87420565|-32.07534663|51.05047787|0.423511708|2257.769185|513.8073925|2219.4587530000003|10.10955243|0.734640605|5167.091582|19.44852199|0.006740305|-424.4519674|972.4260993|0.0|1.0|0.0|1.0|3.89|3.2|0.3|-7.05|5.25|61.84|3.2|107.89|2.0|27.0|-5.09|357.45|1.0|-5.4|1.59e-06|0.000567|4.03e-06|0.00144|4.77|0.0|0.0|8.95e-08|4.89|3.9958|-1129.618646|1058.54|0.2363|0.70138|-0.16819|3.6961|-0.20749|0.03979459|-1129.4459470000002|5.3996|341.0|6.4672
14f_a23|0.0|1|1|0.0|2|1.197963246|3.366063739|-0.002304087|-0.006791105|5.351858133|-0.027380305|0.04255787|0.745818086|-0.373510774|10.3132176|-0.041351617|2|2|0.010508236|-0.110069159|-0.199540201|2|0.756252127|0.796412133|0.070514687|-0.06885759|0.71381683|-0.084419703|-40.51498423|-57.07376861|18.34483401|96.47955427|0.105837608|-0.031450478|96.60179161|0.665778294|-27.39103254|74.08536976|0.478733036|3014.916135|604.5178506|2322.5224120000003|15.58565565|0.918402793|6768.918745|31.93672236|0.025162423|-224.1560124|1628.77284|0.0|1.0|1.0|1.0|3.57|3.61|0.09|-7.51|4.03|114.25|2.72|126.78|6.0|32.0|-6.47|441.51|0.0|-5.02|2.32e-06|0.0010199999999999|9.57e-06|0.0042299999999999|3.55|0.0|0.0|3.11e-08|3.23|3.5753|-1744.429532|1210.19|0.2462|0.6733399999999999|-0.1458|6.3534|-0.21743|0.02255331|-1744.2443850000002|9.1089|2.0|8.6459
14aa_a23|0.0|1|1|0.0|2|1.19796312|3.4143268310000003|0.066582026|-0.005050361|5.351858133|-0.026892547|0.046678487|0.758549568|-0.287870566|10.313217300000002|-0.044957534|2|2|0.012103325|-0.074579388|-0.13397874|2|0.725358161|0.75434493|0.055269665|-0.070471939|0.693959193|-0.076107469|-35.51947393|-51.83122853|12.26959478|40.49537336|0.075891958|-0.03159178|83.27171526|0.796659447|-24.18971469|61.21989213|0.4930525229999999|2941.302235|629.3423691|2263.821505|15.78173785|0.972590939|6651.23042|27.00633206|0.013786041|-404.0660854|1431.335599|0.0|1.0|1.0|1.0|3.63|3.68|0.12|-8.16|4.63|105.02|3.45|130.22|5.0|32.0|-5.92|439.54|0.0|-5.55|5.9e-07|0.000259|2.81e-06|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|4.1|3.5934|-1708.5422620000002|1231.11|0.4157|0.6805899999999999|-0.1449|5.8286|-0.21573|0.02033777|-1708.338059|8.3532|4.0|8451.0
12v_a36|0.0|0|0|0.0|0|1.297043692|0.0|-0.077763989|-0.008411281|5.351858133|-0.04314418|0.041767677|0.0|-0.487854327|10.96020642|-0.023932402|1|1|0.003077071|-0.1430106119999999|-0.239932418|1|0.8913597320000001|0.828393514|0.024751559|-0.041914045|0.84179881|-0.105200486|-51.4172081|-69.20675352|17.85767346|113.7463918|0.197708661|-0.033118671|0.462992841|0.6276553979999999|-33.82511043|88.07013157|0.461799225|2846.057239|527.7920397|2328.221818|15.71271745|0.8580426609999999|6065.593390999999|34.71221847|0.02867403|-167.9576969|1874.459798|0.0|0.0|0.0|2.0|4.82|0.0|0.17|-6.69|1.89|78.43|1.72|130.24|6.0|31.0|-6.93|411.46|0.0|-4.07|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|0.0|0.0|2.03e-07|2.65|3.7035|-1347.442792|1150.38|0.4247|0.7016100000000001|-0.15185|6.1869|-0.20404|0.03275089|-1347.260743|7.9237|14.0|7.8539
7a_a8|0.0|0|0|0.0|1|1.4000287219999998|1.4494883790000002|-0.11821781|-0.010269971|5.4161004020000005|-0.0407248439999999|0.041123188|0.0|-0.482688615|10.94671402|-0.019054799|1|1|0.002028046|-0.019499132|-0.032195997|1|0.7168594159999999|0.764224152|0.033708575|-0.032562221|0.681200974|-0.101880506|-60.00793116|-59.83546383|20.79408196|145.3710976|0.281589625|-0.042647654|71.85980901|0.733884399|-35.24327197|75.4573633|0.477611327|2715.360649|421.9297638000001|1702.719465|14.73814865|0.914283468|5907.9340090000005|34.12990316|0.0265990589999999|-274.7254012|1467.585836|0.0|1.0|1.0|1.0|3.34|3.06|0.05|-7.27|3.49|92.93|2.01|105.83|3.0|29.0|-6.33|382.37|0.0|-4.64|1.36e-05|0.00522|2.29e-05|0.00874|3.24|0.0|0.0|5.3600000000000004e-08|5.2|3.0704|-1291.287017|1031.61|315.0|0.70367|-0.12889|9.9646|-0.20505|0.0269461|-1291.156661|12.8748|24.73|4.6068
19_a4|-3.21497177|0|0|0.0|1|0.29641517|1.943606348|-0.121320311|-0.0023503029999999|5.4161004020000005|-0.3929802189999999|0.040511696|0.0|-0.105763614|10.30966825|-0.136621315|1|1|0.009687676|-0.0255403279999999|-0.042058265|1|0.55269662|0.774746438|0.152550043|-0.190513834|0.514505012|-0.0759826109999999|-38.9063534|-41.82665583|7.168604362000001|15.411502800000004|0.1792349369999999|-0.028945757|13.25878373|0.764880253|-21.41704046|49.73882261|0.460486754|2558.336814|451.8120313999999|1697.595595|11.01887515|0.85352261|5232.561157|20.83197214|0.0143733|-291.6208078|874.9428297000001|0.0|1.0|1.0|0.0|3.46|2.52|0.16|-6.09|4.32|73.23|2.16|98.19|3.0|25.0|-6.58|351.42|1.0|-3.97|0.000156|0.0547|0.000106|0.0373|2.62|0.0|0.0|8.070000000000001e-07|6.67|4.1858|-1446.909868|983.4|0.3806|0.67535|-0.17004|5.8295|-0.22298|0.02985188|-1446.813896|7.1079|19.5|4.71
13b_a5|0.0|0|0|0.0|0|1.338814635|0.0|-0.142746146|-0.004573365|5.209486153|0.011339656|0.02468599|0.0|-0.251535058|10.94530329|-0.017963913|1|1|0.0066003869999999|-0.055701188|-0.091464693|2|0.6700114770000001|0.765309977|0.03431921|-0.0330907489999999|0.653356347|-0.074710354|-44.93506461|-48.3067033|8.980592802|14.41650822|0.168442764|-0.02636836|46.77748445|0.654076389|-29.05440446|62.24204745|0.455921715|2661.597781|537.6736515|1177.571784|15.48959317|0.837970799|5678.380299|26.06641209|0.021552174|-199.2474147|1329.387016|1.0|1.0|1.0|1.0|2.97|2.64|0.17|-8.36|4.06|74.77|1.96|119.8|5.0|30.0|-6.58|395.46|1.0|-4.43|5.69e-05|0.0225|3.75e-05|0.0148|3.01|0.0|0.0|4.36e-09|4.66|4.1793|-1276.030896|1138.73|0.5528|0.57482|-0.17274|3.5881|-0.22451|0.035153|-1275.865034|4.7964|0.11|6.9586
