molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|MATS8s|MATS8d|nFaHRing|FNSA5|PBF|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GRAV|DPSA4|FPSA5|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
4p_a46|0.0|0|0|0|0.0|0.122217892|1|1.134636977|2.102855253|-0.060700883|-0.038295755|0|-0.164311513|0.0|-0.233901882|0.005152176|-0.205494852|10.93681929|-0.120823841|1|1|0.004453195|0.066453878|0.101602982|0|-0.078703563|-0.1623103719999999|0|-0.083274013|0.3352802039999999|0.007398064|-56.55658053|4.195717966|175.10295019999998|-0.029978645|-26.78464688|2.379548177|-32.07534663|-17.00200781|60.7522985|0.423511708|2257.769185|513.8073925|-9.642472876|0.12579435|5.828038618|5167.091582|19.44852199|0.006740305|-424.4519674|3.822678404|1.0|0.0|1.0|1.0|0.0|1.0|3.89|3.2|17.0|-7.05|4.85|3.2|0.0|107.89|0.0|1.0|357.45|1.0|4.25|1.59e-06|0.000567|0.00144|4.77|3.2e-05|-0.0393|4.89|3.9958|-1129.65844|310.28|226.26|0.43709|-1129.3914619999998|-0.16819|-0.20749|0.03979459|-1129.4459470000002|5.3996|341.0|6.4672
47t_a18|0.0|0|0|0|0.0|0.0|0|1.25117758|0.0|0.1115820769999999|-0.161517185|0|0.018018036|0.0|-0.756664598|-0.006573438|-0.011641394|10.94702032|-0.04785474|0|0|-0.004985656|-0.068787175|-0.104274108|0|0.005590928|-0.074774521|0|-0.103295568|0.240001773|0.014067024|-79.78154029|9.415011332|280.622476|-0.040580402|-46.27207168|6.301435212|-53.39751484|-27.16032544|89.19655162|0.49779009|2872.533415|449.789539|-18.17831387|0.195468477|8.780037801|6603.597038|33.75918118|0.016238994|-407.6438346000001|10.86870356|0.0|0.0|0.0|1.0|0.0|3.0|3.86|0.0|18.0|-7.51|2.6|1.64|1.0|129.21|0.0|1.0|441.48|0.0|2.15|2.65e-06|0.00117|0.0075299999999999|3.57|1.36e-05|-0.06822|9.4|3.1164|-1470.873743|397.84|397.84|0.6895100000000001|-1470.528808|-0.12692|-0.19514|0.03767603|-1470.593659|9.6938|782.0|6.1068
8_a20 (IN-1130)|0.0|1|0|0|3.443195704|0.0|0|1.400923668|0.0|0.063195236|-0.124997065|2|0.1728459339999999|1.622562232|-0.528090969|-0.006620594|-0.019554464|10.94899447|-0.0574882679999999|1|1|-0.004654742|-0.049177437|-0.083481481|2|-0.1221465319999999|-0.0957193819999999|1|-0.097790028|0.354945501|0.0158089389999999|-63.72828772|10.46873389|336.574332|-0.035730972|-42.88223811|6.93243166|-42.20109173|-23.66117267|74.19702161|0.4824986429999999|2849.395895|481.70475260000006|-15.66851008|0.251893628|8.005662608|6291.586155|31.628086|0.018957805|-328.593789|12.55392404|1.0|1.0|1.0|1.0|1.0|2.0|3.49|2.43|27.0|-9.63|4.97|1.33|0.0|122.86|0.0|1.0|420.47|0.0|3.14|1.42e-05|0.00596|0.0119|2.87|9.86e-08|-0.07014|4.53|3.2329|-1368.412748|383.5|248.98|0.4377|-1368.118751|-0.13622|-0.20636|0.04004011|-1368.180121|5.4751|36.0|7.4437
14b_a23|0.0|0|1|1|0.0|0.0|2|1.197963628|3.2475997860000003|0.065240838|-0.071396109|2|0.0519489729999999|0.716540473|-0.318684138|0.007671236|-0.0644978|10.31321824|-0.047410593|2|2|0.0075222369999999|-0.073945564|-0.17267308|2|-0.00399443|-0.077808321|1|-0.082441268|0.228282196|0.020454632|-41.01458464|13.26014776|40.76245006|-0.03508139|-34.64639496|8.596171261|-26.58857202|-22.74225338|54.274732400000005|0.450973737|2943.803333|548.6057241000001|-14.74314679|0.225640295|7.833620016|6622.129837|29.36910744|0.01779446|-355.71896410000005|11.53563485|0.0|0.0|1.0|1.0|1.0|1.0|3.42|3.44|26.0|-7.67|3.78|3.4|1.0|120.24|0.0|1.0|429.47|0.0|3.78|2.66e-06|0.00114|0.00332|3.68|9.18e-06|-0.07803|3.72|3706.0|-1729.161608|334.55|334.55|0.58097|-1728.9300010000002|-0.15064|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|4.0|8.3536
IN1233_a59|0.0|1|0|0|3.463603867|0.0|0|1.400923654|0.0|0.1160337319999999|-0.12050413|2|0.163548857|1.983673343|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|-0.054458882|1|1|-0.004071701|0.001996439|0.003282792|2|-0.107446431|-0.090732503|1|-0.095213818|0.356444983|0.010831674|-61.73167061|7.208329477|318.5587088|-0.035929742|-42.16752524|4.79704394|-41.08157616|-23.91074854|68.94000009|0.483639625|2809.840422|506.6510632|-15.91227368|0.1892041019999999|8.011984402000001|6206.818668|29.49046561|0.0134658889999999|-413.6607749|8.961363774|1.0|1.0|1.0|1.0|1.0|2.0|3.48|2.76|27.0|-10.0|5.54|2.06|0.0|125.07|0.0|0.0|419.48|0.0|3.78|2.54e-06|0.00107|0.0029|3.85|4.17e-08|-0.05605|5.35|3.5355|-1352.351584|350.69|237.54|0.51285|-1352.073755|-0.14684|-0.20289|0.02473496|-1352.135303|7.6059|34.0|7.4685
8d_a8|0.0|1|0|0|3.190160226|0.0|1|1.395657339|1.41693287|-0.12349902|-0.155313194|1|0.071729931|0.0|-0.633521883|-0.00267541|-0.077977198|10.94649761|-0.117111249|1|1|-0.001038264|0.016471091|0.025642021|1|0.0780635059999999|-0.179357354|0|-0.103150936|0.377028311|0.028038295|-69.95878302|18.28507531|57.93693239|-0.03820405|-43.86958028|11.92454747|-45.62337399|-24.91463687|88.24385833|0.483207744|2863.968296|452.1282556|-16.2479927|0.324640122|7.507839835|6596.888351|36.89090464|0.029166961|-228.7206541|19.02113117|0.0|0.0|1.0|1.0|1.0|2.0|3.61|2.92|23.0|-7.62|3.93|1.92|0.0|121.1|0.0|1.0|430.46|0.0|3.0|1.24e-05|0.00533|0.0147|2.89|1.03e-05|-0.0600299999999999|6.22|3.2963|-1447.595474|376.13|265.12|0.62361|-1447.2928029999998|-0.13754|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303
47i_a18|0.0|0|0|0|0.0|0.0|0|1.251177255|0.0|0.053794607|-0.066917145|0|-0.037689885|0.0|-0.440488042|-0.000919158|0.073977454|10.94702091|-0.040514277|0|0|0.000427479|-0.106018078|-0.162274487|0|-0.064085904|-0.068524374|0|-0.089609068|0.279553995|0.009745543|-54.34379065|6.787641686000001|72.81110823|-0.035256027|-43.46880696|4.727502734|-37.84973202|-24.55535669|61.13143233|0.487446923|2795.907966|559.3312455|-17.10248143|0.139131409|9.573882864|6353.6617320000005|28.52393145|0.009393984|-502.6804099|6.542785417999999|1.0|1.0|0.0|1.0|1.0|3.0|4.05|0.0|18.0|-8.98|3.28|2.74|1.0|134.83|0.0|1.0|440.54|0.0|2.5|6.58e-06|0.0029|0.00735|3.7|4.6e-07|-0.05062|7.37|3.2321|-1416.260696|383.61|383.61|0.69175|-1415.875678|-0.13237|-0.18299|0.02671774|-1415.944522|3.5235|19.0|7.7212
11_a3|0.0|0|0|0|0.0|0.0|0|0.605020608|0.0|0.119431379|-0.127546771|3|-0.101436441|1.710245969|-0.363112913|-0.008037672|0.044912659|10.31163053|-0.023103765|1|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|3|0.132535663|-0.04179402|1|-0.099420732|0.175996916|0.014376713|-45.19136777|6.800350988|253.1353625|-0.0391657429999999|-22.2443844|3.216644354|-21.37603754|-18.52584757|51.99171876|0.4680759679999999|2097.896727|367.9098016|-8.76293931|0.2475152639999999|5.475372235|4487.967272999999|24.61956593|0.021256639|-238.8563772|10.0546353|0.0|1.0|1.0|1.0|1.0|1.0|3.19|2.07|21.0|-6.51|3.79|0.8|0.0|88.28|0.0|1.0|305.36|0.0|2.46|8.37e-05|0.0256|0.0601|2.22|9.35e-05|-69.0|2.12|3.2232|-1288.195105|384.66|384.66|0.6966600000000001|-1288.058926|-0.13118|-0.20018|0.02994326|-1288.10577|4.4522|0.04|7.3979
15_a4|0.0|0|0|0|0.0|0.0|1|1.399867493|1.956386054|-0.159419214|-0.061469545|1|0.0432718859999999|0.0|-0.077474847|0.009823083|-0.1979518539999999|10.94611612|0.022446689|1|1|0.00918585|-0.017259078|-0.038707204|1|0.095534883|0.036363636|0|-0.073738544|0.2517542889999999|0.010893057|-29.80513879|5.223809291|12.70877085|-0.030724393|-16.95780525|2.505098786|-14.29317436|-14.73400655|35.02894809|0.437696617|1973.978183|416.1168833|-7.065752187|0.156108698|5.459799482|4134.603400999999|17.45960235|0.009743323|-329.8289177|4.672449937|1.0|0.0|0.0|1.0|0.0|0.0|3.28|3.01|17.0|-6.09|4.09|3.05|0.0|85.06|0.0|1.0|291.32|1.0|3.61|0.000152|0.0443|0.0151|3.49|0.000235|-0.03539|3.8|4.2148|-958.270023|294.16|275.22|0.4778699999999999|-958.147682|-0.17373|-0.2091199999999999|0.018092091|-958.195344|3.0091|175.0|6757.0
14l_a23|0.0|0|1|1|0.0|0.0|2|1.1979636809999998|3.402752757|0.060717916|-0.026530366|2|0.042748013|0.758109562|-0.288615723|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|2|0.01180744|-0.074441567|-0.136106024|2|0.156652778|-0.1010279259999999|1|-0.078204688|0.215920645|0.018669073|-35.3275485|12.31633167|40.34135162|-0.0328459689999999|-34.03690099|8.125310915|-23.306234600000003|-21.66909079|47.64388017|0.492922575|2879.181064|607.777253|-14.29549842|0.210373806|8.006380163|6444.7098240000005|27.44221375|0.01508774|-382.1434717|9.953660282|0.0|0.0|1.0|1.0|1.0|1.0|3.51|3.52|26.0|-7.78|3.88|3.24|1.0|125.25|0.0|1.0|425.51|0.0|3.78|1.43e-06|0.000608|0.0023899999999999|3.94|7.03e-06|-0.07191|3.79|3.6274|-1669.2363289999998|341.8|341.8|0.67242|-1668.983787|-0.14639|-0.2183|0.01168219|-1669.04569|8.2422|7.0|8.1798
4o_a46|0.0|0|0|0|0.0|0.160026534|1|1.13463699|2.138144369|-0.24479566|0.042766097|1|-0.2363624889999999|0.0|-0.032014955|0.010870588|-0.203025042|10.93828256|-0.06855792|1|1|0.010144781|-0.018058762|-0.028735607|1|-0.121466731|-0.09492635|0|-0.06570509|0.372146122|0.00972341|-35.54402423|5.332434441|5.821925821000001|-0.021901697|-19.76117845|2.9243708|-19.49276784|-12.01115223|40.87645867|0.460981009|2195.436986|521.3931342|-6.587059484|0.248979351|5.527567399|4966.476822|15.99310518|0.0108913189999999|-275.3254498|5.972929428|1.0|0.0|1.0|1.0|1.0|0.0|3.73|3.12|17.0|-7.26|4.77|2.72|0.0|103.66|0.0|1.0|342.44|1.0|3.92|1.23e-05|0.00422|0.0045899999999999|4.06|1.88e-05|-0.04627|3.76|4.3255|-1070.456878|286.64|286.64|0.6843|-1070.223416|-0.18282|-0.22909|0.02815574|-1070.276387|4.8244|162.0|6.7905
13b_a6|0.0|1|0|0|3.423777636|0.0|0|1.430640379|0.0|-0.0411179|-0.0265090529999999|1|0.060593678|0.0|-0.6051312529999999|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|1|-0.00194781|-0.10896749|-0.180339002|1|-0.029988734|-0.11338525|0|-0.112915801|0.202093555|0.032036214|-61.06841733|21.00828557|154.7847961|-0.0406496879999999|-48.5571926|13.77653618|-40.04664055|-26.65671602|82.07670290000002|0.408780634|2821.72831|508.6895893|-17.48058934|0.2427663219999999|9.087172635|6000.952027|35.20276076|0.0203627189999999|-337.3706117|13.35319491|1.0|1.0|1.0|1.0|1.0|2.0|3.56|2.85|23.0|-9.01|4.98|1.29|0.0|116.79|0.0|1.0|409.44|0.0|3.45|3.11e-06|0.0012699999999999|0.00417|3.8|4e-07|-0.0525799999999999|4.04|3.6322|-1350.0903970000002|341.35|255.67|0.58026|-1349.837661|-0.14898|-0.20156|0.02920955|-1349.898848|13.5746|174.0|6.7595
9_a15|0.0|0|0|0|0.0|0.0|0|1.419941378|0.0|-0.217598467|-0.042227775|1|0.096418279|0.0|-0.506073953|1.7800000000000002e-05|0.05688176|10.95880687|0.005692073|0|0|0.003160815|-0.203104439|-0.295062413|1|0.088615068|0.010183805|0|-0.11668349|0.416635119|0.032464905|-41.10356167|18.10574464|105.5304352|-0.028575549|-36.29225274|10.09761131|-22.92354152|-15.93664265|59.20930631|0.4517825079999999|2392.3164920000004|471.903131|-8.88789863|0.48742253|5.485176331|5375.400861|31.09118831|0.03598612|-14.02896218|20.06953345|1.0|1.0|1.0|0.0|1.0|1.0|3.16|3.37|18.0|-7.57|3.9|1.96|0.0|104.74|0.0|1.0|366.41|1.0|3.69|5.63e-06|0.00206|0.00562|4.24|9.86e-06|-0.0258899999999999|3.36|3.7487|-1223.705126|330.74|285.37|0.6512399999999999|-1223.463757|-0.1565099999999999|-0.1824|0.01773342|-1223.522216|2188.0|107.0|6.9706
18_a15|0.0|0|0|0|0.0|0.0|0|1.435689019|0.0|-0.020185809|-0.090130715|2|-0.094812415|0.0|-0.319782642|-0.001044324|-0.066226471|10.95986315|0.002685285|0|0|0.000539978|-0.072506962|-0.145790726|2|-0.0374132629999999|0.004699248|0|-0.090730185|0.819442071|0.007146033|-41.31992544|4.370403779|40.37881101|-0.035181092|-33.93632895|2.672871589|-25.27062952|-21.51621375|45.69032922|0.415796832|2541.440611|511.4247108|-13.15898469|0.132569119|5.990767063|5705.360332|24.80452821|0.008781964|-449.4301265|5.370913621000001|1.0|1.0|0.0|1.0|1.0|1.0|3.37|3.75|24.0|-9.98|5.68|3.6|0.0|113.42|0.0|1.0|385.43|0.0|5.06|6.86e-07|0.000265|0.0004559999999999|5.42|4.01e-08|-0.03581|5.65|3.8232|-1265.810138|324.29|272.91|0.6074|-1265.556558|-0.1579|-0.19371|0.03989594|-1265.614679|6.5864|129.0|6.8894
15_a31|0.0|1|0|0|3.155574452|0.0|0|0.610137926|0.0|0.1893807519999999|-0.134784483|0|-0.0302581979999999|0.0|-0.775463115|-0.011797858|-0.070065105|10.31169996|-0.074455342|2|2|-0.007631228|-0.157560864|-0.272545088|0|-0.0869591359999999|-0.116356616|0|-0.131697567|0.287991212|0.038524836|-61.76522754|20.47825449|141.1489667|-0.041588706|-37.21191643|10.88541717|-32.83191294|-22.10688462|82.24348203|0.466164359|2351.566145|301.452236|-11.75113151|0.358466423|6.148947296|5087.628096|34.45943505|0.03396368|-150.46712390000002|18.05372755|0.0|1.0|1.0|1.0|1.0|2.0|3.31|1.64|16.0|-5.66|4.12|0.41|0.0|90.47|0.0|2.0|342.37|0.0|2.27|5.27e-05|18.0|0.0931|2.18|0.000749|-0.04192|3.9|4569.0|-1460.900291|271.36|271.36|0.5241899999999999|-1460.736142|-0.15202|-0.19394|0.03843988|-1460.790873|7.5831|1.1|5.9586
31_a47|0.0|0|1|1|0.0|0.0|1|1.304326813|1.441825189|-0.075563891|-0.171198936|2|-0.086842911|1.198626524|-0.417294247|-0.007525849|0.074881792|10.9497221|0.001073537|1|1|-0.006265667|-0.035190699|-0.076351692|2|-0.1978980839999999|0.001622323|1|-0.1056956209999999|0.486720182|0.021401336|-66.4670426|13.27533898|355.5321928|-0.037580665|-40.66927863|8.234748813|-41.22978713|-23.31144534|79.74238158|0.4741051329999999|2689.159869|431.7441681|-14.46018796|0.29335997|8.214180216|6019.5391740000005|32.98913783|0.024209265|-256.3593656|15.01710904|1.0|1.0|1.0|1.0|1.0|2.0|3.18|2.38|21.0|-7.62|3.23|2.0|0.0|109.21|0.0|1.0|410.83|0.0|2.94|2.56e-05|0.0105|0.0166|2.86|9.95e-06|-0.0532|4.2|3.6369|-1735.435432|340.91|311.96|0.68276|-1735.225703|-0.15143|-0.20463|0.03449081|-1735.284957|8.6244|16.0|7.8
47l_a18|0.0|0|0|0|0.0|0.0|0|1.251176792|0.0|0.0340353029999999|-0.0603838109999999|0|-0.0057783619999999|0.0|-0.428858819|-0.00046896|-0.010426981|10.94702063|-0.056270425|0|0|0.000787517|-0.103458566|-0.156998637|0|0.00676294|-0.0973326269999999|0|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|6.543729374|11.54768766|-0.031456589|-42.43906517|4.654446622|-40.65070014|-22.37455223|63.6949231|0.4897655489999999|2852.093627|571.4972966|-15.91464944|0.203890653|9.423637134|6572.90106|28.10487315|0.012890098|-421.235376|9.168513486|1.0|1.0|0.0|1.0|1.0|3.0|4.17|0.0|18.0|-9.37|3.69|2.94|1.0|139.63|0.0|1.0|454.56|0.0|2.72|5.44e-06|0.00247|0.0066099999999999|3.78|1.93e-07|-0.0520399999999999|7.71|3.2026|-1455.5758039999998|387.13|387.13|0.69291|-1455.165122|-0.1314|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949
12_a1|0.0|1|0|0|3.3894574360000003|0.0|0|1.430936075|0.0|-0.0455890429999999|-0.02164054|1|0.076867966|0.0|-0.516204114|-0.0038943009999999|-0.0811332759999999|10.94945122|-0.051772288|1|1|-0.001416381|-0.104622651|-0.173618873|1|-0.045776997|-0.093957115|0|-0.104724018|0.210514881|0.033770552|-55.99493147|19.60151089|133.6600817|-0.039894864|-35.28166588|11.37734536|-32.50125347|-23.15625812|75.59644237|0.46449367|2592.245875|444.1009824|-13.44063462|0.275333347|7.679719277999999|5468.378562|31.95435864|0.024485753|-260.8074567|14.21231622|1.0|1.0|1.0|1.0|1.0|1.0|3.29|2.72|23.0|-8.2|4.87|1.67|0.0|103.47|0.0|1.0|366.37|0.0|3.44|1.04e-05|0.00379|0.00649|3.54|2.3e-06|-0.07042|3.67|3.1744|-1216.12881|390.57|332.04|0.69114|-1215.922313|-0.12874|-0.19916|0.0296752|-1215.975876|10.1801|2.95|5.5302
1j_a5|0.0|1|0|0|2.9426852410000004|0.0|0|1.427567371|0.0|-0.2031633169999999|-0.010620031|2|-0.115553003|0.0|-0.175183967|0.00683534|-0.07622096|10.9487794|-0.032333695|1|1|0.006957291|-0.010807075|-0.0178558139999999|2|-0.084090414|-0.0614852279999999|0|-0.074505844|0.35883584|0.019690225|-39.64241895|10.57633738|73.73338699|-0.027258236|-21.49609451|5.680936139|-21.29338752|-14.64139152|50.21875634|0.469085779|2242.805131|455.0425806|-7.86442482|0.383510433|7.328149934|4618.562904|23.74961767|0.026739895|-125.1415813|14.36297201|1.0|1.0|1.0|1.0|1.0|1.0|2.76|2.66|23.0|-8.14|4.5|1.57|0.0|96.98|0.0|1.0|328.37|1.0|3.19|9.27e-05|0.0304|0.0206|3.03|2.36e-06|-0.03832|2.61|4.1205|-1065.849941|300.89|279.68|0.66182|-1065.671975|-0.16813|-0.20645|0.03246499|-1065.723417|3.0364|24.0|7.6198
7_a27|0.0|0|0|0|0.0|0.0|2|1.40247849|3.330197625|0.112935885|-0.050197188|2|-0.133453335|1.280380317|-0.288487667|0.010291744|-0.096754293|10.93773474|-0.056500475|1|1|0.010596392|-0.19575909|-0.323631281|2|0.147753647|-0.08694032|1|-0.084531496|0.358145768|0.015099075|-34.09779211|8.475438874|10.66993367|-0.0300556429999999|-26.6343589|4.757447929|-19.13983132|-16.87088515|42.57323098|0.466714317|2334.058688|477.7488532|-9.469994277|0.236435287|6.446345598|5082.120742|22.09489892|0.014441323|-295.8891961|8.106228264|1.0|0.0|1.0|0.0|1.0|0.0|3.24|3.41|21.0|-6.61|3.32|2.88|0.0|102.36|0.0|1.0|345.4|1.0|3.14|8.66e-05|0.0299|18.0|3.02|8.4e-05|-0.04887|5.37|4.1205|-1122.455548|300.9|300.9|0.61278|-1122.249324|-0.16734|-0.2162099999999999|0.02179141|-1122.304359|6.3813|1.0|9.0
13_a12|0.0|0|0|0|0.0|0.0|0|1.508548782|0.0|0.202052156|-0.0619247109999999|2|-0.21832579|0.0|-0.272508888|0.000830398|-0.083760082|10.96083169|0.021322992|0|0|0.002279068|-0.169387652|-0.281096572|2|-0.226526433|0.039235452|0|-0.092483398|0.122164874|0.008188151|-28.51381164|4.01385817|64.74666684|-0.034993718|-22.2236882|1.96760628|-13.97756285|-17.15403411|32.52766981|0.466560112|1812.788134|441.2142447|-8.408963103|0.117007826|6.06407675|3647.657976|19.42716439|0.0074597119999999|-375.4880089|3.656774794|1.0|1.0|0.0|0.0|1.0|1.0|2.7|2.64|18.0|-7.14|3.63|2.42|0.0|84.74|0.0|1.0|276.34|1.0|3.22|5.520000000000001e-05|0.0152|0.0174|3.51|2.01e-05|-0.04445|3.83|3.9329|-876.3661620999999|315.25|273.31|0.6622399999999999|-876.209109|-0.16458|-0.20903|0.0290811829999999|-876.258343|1.5686|93.0|7.0315
13d_a5 (GW788388)|0.0|1|0|0|2.945204608|0.0|0|1.236844097|0.0|-0.0959854909999999|-0.009710199|3|-0.092509033|0.0|-0.33442223|0.002956745|-0.086484275|10.94530363|0.024793388|1|1|0.003668464|-0.010147323|-0.016337128|2|0.024905619|0.047169811|0|-0.0844793|0.54169129|0.014571846|-57.42492153|9.637686167|151.3669372|-0.0291837579999999|-36.95444874|6.374277851|-37.98032007|-19.30187193|67.0626077|0.488398052|2834.036315|511.985152|-12.76608229|0.330817879|8.077599766|6122.792779|28.84397435|0.022041749|-223.7910275|14.57821204|0.0|1.0|1.0|1.0|1.0|2.0|3.21|2.74|23.0|-8.84|4.56|1.37|0.0|121.68|0.0|1.0|425.48|0.0|3.11|4.429999999999999e-05|0.0189|0.0192|2.75|6.16e-07|-0.05542|3.81|4.1706|-1390.589662|297.28|269.0|0.42515|-1390.294368|-0.17299|-0.22841|0.04130059|-1390.355751|3355.0|18.0|7.7447
10_a15|0.0|0|0|0|0.0|0.0|0|1.4356889780000002|0.0|-0.137104477|-0.0435725659999999|2|-0.0869138469999999|0.0|-0.384887119|0.001740635|-0.077096984|10.95972828|0.010152859|0|0|0.0034254209999999|-0.120626133|-0.184255041|2|0.0107135269999999|0.018211609|0|-0.101494566|0.640780603|0.010485777|-30.73805622|6.101312009|6.497096666|-0.036384844|-34.36276159|3.550143186|-17.88541558|-21.17108692|36.83936823|0.449323734|2605.82709|542.9602292000001|-12.31872585|0.169827351|5.555044294|6204.37804|25.50202895|0.0116026369999999|-384.2321709|6.751174337|1.0|1.0|1.0|1.0|1.0|1.0|3.58|3.64|24.0|-9.82|5.32|2.87|0.0|119.95|0.0|1.0|397.47|0.0|4.69|5.99e-07|0.0002379999999999|0.000584|5.29|5.99e-08|-0.03581|5.16|3.6448|-1281.088565|340.17|277.48|0.66799|-1280.804272|-0.15377|-0.18958|0.02738146|-1280.862627|3.1460000000000004|7.0|8.1549
14_a1|0.0|1|0|0|3.3674017380000003|0.0|0|1.430935835|0.0|0.043282217|-0.175408303|1|0.1008839219999999|0.0|-0.766207981|-0.011639964|-0.029658865|10.94959842|-0.0492229479999999|1|1|-0.008385698|-0.020716495|-0.033765606|1|-0.08530265|-0.083341531|0|-0.122581374|0.206941175|0.033047776|-74.96297518|19.5711254|161.1772893|-0.046308519|-42.99041175|11.59015807|-44.39360096|-27.42423067|94.53410059|0.47517581|2678.985809|351.2799603|-16.24082222|0.246642602|7.46120838|5748.712211|36.40268318|0.0243658979999999|-300.0800645|14.42965582|1.0|1.0|1.0|1.0|1.0|2.0|3.25|2.35|23.0|-7.69|4.04|1.54|0.0|106.85|0.0|1.0|384.39|0.0|2.85|3.03e-05|0.0116|0.0218|2.7|7.81e-06|-0.05962|4.57|3.3061|-1292.588129|375.01|323.35|0.6572600000000001|-1292.359534|-0.1336|-0.19322|0.03490867|-1292.415211|5.3099|94.0|7.0269
3q_a32|0.0|1|1|1|3.4364803|0.0|0|0.609420748|0.0|-0.017280695|-0.04718311|0|0.02785755|2.120544848|-0.419780649|0.000773658|-0.022925245|10.31100266|-0.098400506|3|3|0.002487149|-0.167040501|-0.295228244|0|0.010109949|-0.1585635|1|-0.097961799|0.34156046|0.018527744|-41.72706804|11.43581616|41.73511731|-0.027989085|-37.3203761|7.058489861|-25.7550561|-17.27560785|53.16288420000001|0.46136998|2649.276311|524.6043311000001|-10.6629646|0.365026099|6.428518903|6079.482066|27.20679986|0.022526037|-166.61896299999998|13.90366881|1.0|0.0|1.0|1.0|1.0|1.0|3.57|3.34|19.0|-7.31|6.43|1.33|0.0|115.37|0.0|1.0|411.54|0.0|3.86|1.24e-06|0.000508|0.00992|3.47|2.01e-05|-0.04968|5.15|3.6236|-1920.066488|342.16|342.16|0.70216|-1919.821707|-0.15001|-0.19969|0.02381444|-1919.883144|5.2657|28.0|7.5528
1l_a5|0.0|1|0|0|2.964063799|0.0|0|1.270375394|0.0|-0.244609612|-0.0052651969999999|2|-0.111303801|0.0|-0.089997343|0.008244856|-0.019865028|10.94421389|-0.05139414|1|1|0.007613233|0.0271820189999999|0.043915678|2|-0.174469948|-0.091849662|0|-0.067755283|0.357062421|0.0078543119999999|-38.79937717|4.43679678|167.86839980000002|-0.026512937|-21.62050954|2.506287665|-21.91725365|-14.9768065|43.23617395|0.47265823|2227.730859|502.9124512|-8.460199385|0.230593886|7.401206343999999|4665.793689|19.46541135|0.013054186|-304.3678822|7.374136537999999|1.0|1.0|0.0|1.0|1.0|1.0|2.98|2.67|23.0|-8.83|5.56|2.57|0.0|105.07|0.0|1.0|340.42|1.0|4.06|9.06e-06|0.00308|0.00356|4.19|5.02e-07|-0.04149|3.89|4.3664|-1069.261615|283.95|267.19|0.45892|-1069.047151|-0.1779|-0.21939|0.03182983|-1069.101032|3.3694|32.0|7.4949
18c_a25|0.0|0|0|0|0.0|0.0|1|1.193723817|1.959418462|-0.087958541|-0.008080236|2|0.007241543|2.069766482|-0.162271435|0.007804726|-0.038865826|10.31285373|0.006360768|1|1|0.007488918|-0.038006869|-0.064145547|2|0.084188427|0.0114970419999999|1|-0.0719340379999999|0.385593349|0.009585904|-31.96445203|6.300016824|26.54367263|-0.026975264|-31.07074762|4.140476673999999|-21.00757374|-17.72859578|38.26446885|0.484730247|2917.369488|623.0528232|-11.65153036|0.2520795489999999|7.553051762000001|6736.25597|23.70385212|0.014546814|-325.8749539|9.560410146|1.0|1.0|1.0|1.0|1.0|1.0|3.58|3.89|27.0|-10.17|6.29|3.08|1.0|138.65|0.0|0.0|449.57|0.0|4.77|8.86e-07|0.000398|0.00113|4.49|3.0499999999999995e-08|-0.0622|4.75|3.3396|-1714.597797|371.26|226.01|0.31993|-1714.280779|-0.13312|-0.19532|0.02003004|-1714.342386|7.9283|88.0|7.0555
