molecula|NaaNH|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|JGI4|ATSC1c|MATS8i|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|BIC2|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
6_a4|0|0|0|0.0|7.535296702|1|1.271761557|2.170234316|-0.19701009|-0.001221193|5.4161004020000005|0.035283951|-0.064723237|0.0032928379999999|1|1|0.01098094|0.0671397079999999|-0.073630392|2|0.76089528|0.810030118|0.664247086|0.945545838|-0.052396457|-0.0670158929999999|-29.18838891|-37.33240845|0.054454162|30.33467048|-20.7966895|2.408866521|45.93422613|0.814470803|-1.206286076|-16.25991695|-13.71394596|33.5125766|2342.371538|-671.9833521|1968.0178670000005|0.1855291969999999|5.758624844|9.981741408|103.3523757|16.83786074|0.008863911|825.0551765|578.2065561000001|4.937800786|1.0|1.0|1.0|3.38|3.45|0.26|21.0|-7.99|5.1|5.23|43.6|3.09|2.0|109.7|0.0|-4.91|3.0|354.45|1.0|4.23|7.74e-06|0.00274|4.28|1.04e-08|3.67e-06|-0.04867|4.8714|4.11|-1108.585859|613.83|1057.7|254.51|0.60542|-1108.338577|0.0772|-0.16959|2.8026|-0.2182599999999999|0.02244097|-1108.392115|3.2192|5.8861
5g_a40|0|0|0|0.0|8.149890544|0|0.604913142|1.534673091|0.0094595959999999|-0.016033575|6.167516491000001|0.044946237|-0.5611751220000001|0.122088541|2|2|-0.012008571|-0.104356485|0.137067086|0|0.818555255|0.882781953|0.7733200179999999|0.67772744|-0.153687065|-0.14338431|-72.93994279|-68.05025116|0.32227256|152.9506864|-32.29667648|5.616992201|0.0|0.745349319|-1.577227413|-34.61732609|-23.39227384|84.77514603|2054.810452|-748.5527627|593.8133184|0.254650681|6.193485364|12.10939827|120.8573152|31.38430965|0.025660198|1004.297909|266.8102663|12.1783403|0.0|1.0|0.0|3.13|1.96|0.21|14.0|-2.89|2.69|2.5|115.96|0.74|0.0|78.2|0.0|-4.24|5.0|301.32|1.0|2.01|0.000426|128.0|2.17|0.0013|391.0|-0.0540299999999999|3.48|4.02|-1328.055803|489.04|800.98|356.27|0.6563|-1327.9345529999998|261.0|-0.14505|4.9132|-0.19908|0.04070345|-1327.982732|6.7957|6.9101
8c_a32|1|1|1|0.0|7.765993078999999|0|0.609420757|0.0|0.080016722|-0.0093793719999999|5.733341277|0.036711712|-0.459589251|-0.026048985|3|3|-0.001662219|-0.047650724|-0.1534110109999999|0|0.845443342|0.8966299409999999|0.7507116140000001|0.801747512|-0.076876481|-0.097480366|-46.47597924|-58.93213925|0.198252488|119.85432240000002|-35.6276568|5.935643221|78.19443734|0.600684883|-1.267244762|-28.09723623|-16.654735000000002|56.29419869|2571.62241|-766.1178102000001|3038.837633|0.399315117|7.079719717000001|12.81496717|241.4075262|27.72624296|0.025527931|1275.407176|557.1050635|15.43301109|1.0|1.0|1.0|3.46|2.82|0.26|19.0|-7.65|6.49|4.19|140.04|1.1|1.0|110.47|1.0|-5.82|4.0|397.52|1.0|3.56|4.11e-05|0.0164|3.21|2.23e-08|8.86e-06|-0.04161|3.5673|4.28|-1880.764533|646.97|1090.0|347.56|0.70135|-1880.537558|0.3272|-0.14712|8.4922|-0.18873|0.03115673|-1880.597039|10.2656|7.4318
12al_a36|1|0|0|0.0|7.412764017000001|2|1.297043737|0.0|-0.06777947|-0.008463062|5.351858133|0.042739018|-0.4908576189999999|-0.074215038|1|1|0.003077071|0.172830414|-0.239932418|1|0.8344566859999999|0.885733922|0.84179881|0.801179217|-0.077842923|-0.105915949|-51.22331485|-69.69632923|0.198820783|130.8308989|-45.86257662|11.65999569|0.0|0.671084645|-1.906487074|-33.70669917|-23.23210974|68.94274882|2843.740855|-1254.533926|2244.88081|0.328915355|8.774664332|16.15533063|216.4375922|34.61874732|0.025956027|1869.412355|679.7230552999999|17.07995636|0.0|1.0|0.0|4.81|0.0|0.17|17.0|-6.69|2.77|1.89|78.43|1.72|1.0|130.24|0.0|-3.95|5.0|411.46|0.0|1.81|8.499999999999999e-05|35.0|2.65|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|-1347.479819|702.95|1181.84|319.71|0.6945399999999999|-1347.196501|0.0095|-0.14558|6.4473|-0.1955599999999999|0.03469224|-1347.257936|8.1781|7.3188
12l_a30|0|0|0|-4.712037416|7.412764017000001|2|0.60498366|0.0|0.157020295|-0.015371073|5.351858133|0.044036281|-0.876151158|0.154540315|1|1|-0.004395528|-0.300262845|-0.226973911|1|0.830875659|0.883029843|0.593245722|0.834279405|-0.0905026719999999|-0.109810463|-63.31694493|-76.82494797|0.165720595|115.9404641|-53.74781658|7.548024079|1.697908189|0.8218150790000001|-2.415830189|-44.29742723|-31.88960104|74.10578426|3306.001879|-1690.148855|2394.793539|0.178184921|9.258542907|17.23248653|124.6606826|38.8038646|0.016896687|2056.604824|696.6414817000001|11.82116027|0.0|1.0|0.0|4.72|0.0|0.17|17.0|-7.18|4.43|4.78|90.88|2.82|2.0|133.96|0.0|-6.7|8.0|482.48|0.0|3.42|1.2e-06|0.000579|5.05|6.61e-08|3.19e-05|-0.0545299999999999|5.0454|5.52|-1988.033039|729.17|1223.54|245.74|0.39486|-1987.782294|0.1574|-0.14944|2.5031|-0.20397|0.03406276|-1987.848331|2.9851|7.2154
3b_a49|0|0|0|0.0|7.535296702|1|1.343850026|2.104186262|-0.003115526|-0.0057605869999999|5.4161004020000005|0.034155556|-0.322592863|-0.010613212|1|1|0.001356445|-0.151131362|0.000850823|2|0.794997634|0.845992028|0.749565191|0.749104358|-0.0883601469999999|-0.0846496|-54.04959517|-51.77986692|0.250895642|153.4719941|-31.67356498|5.07982433|81.60358988|0.656865946|-1.439043207|-33.06194987|-16.92803342|62.35407961|2660.339607|-880.2577376|1796.6760370000002|0.3431340539999999|7.236413572000001|13.85181805|209.89391040000004|25.77091035|0.021477952|1340.087338|641.1445234|13.13798859|1.0|1.0|1.0|3.37|2.43|0.22|21.0|-7.58|3.16|3.2|98.72|1.25|1.0|116.94|0.0|-3.53|5.0|398.46|1.0|2.38|0.000256|102.0|1.84|2.64e-08|1.05e-05|-0.06115|4.6669|3.4|-1293.3286859999998|664.15|1132.92|265.67|0.5798|-1293.048179|0.0759|-0.1587|3.0055|-0.21985|0.0368692|-1293.106236|3.1637|7.6021
1i_a5|1|0|0|-4.358943904|6.605297921|0|1.219028472|0.0|-0.145964178|-0.006494891|4.59511985|0.0253888889999999|-0.279280326|-0.174016111|1|1|-0.000700145|0.059972925|0.004923698|2|0.780175595|0.8436458929999999|0.513260607|0.8876055620000001|-0.091178745|-0.084018635|-50.81756452|-46.82694838|0.112394438|62.64191946|-26.09853285|2.575548983|0.213644964|0.759459597|-1.428316788|-28.32266298|-19.90145306|55.43870932|2482.831286|-796.0581225|942.1618767|0.240540403|7.314842247|13.79450888|134.0627959|26.20475553|0.0196689|1048.190221|403.396385|10.96226516|1.0|1.0|1.0|2.83|2.04|0.05|23.0|-8.88|5.48|6.37|54.46|2.73|2.0|95.49|0.0|-4.79|6.0|366.34|1.0|4.12|1.0800000000000002e-05|0.00396|3.95|1.3300000000000002e-09|4.86e-07|-0.05729|4.7243|3.58|-1288.356212|569.42|957.58|262.44|0.4571199999999999|-1288.210207|0.0207|-0.17945|2.6336|-0.23674|0.03383899|-1288.264271|2.8939|7.6198
12n_a30|0|0|0|0.0|7.412764017000001|2|0.604984682|0.0|0.0304762079999999|-0.007311044|5.351858133|0.040899471|-0.387485343|-0.037209579|1|1|0.002064369|-0.254279374|-0.120380857|1|0.815003426|0.870930234|0.64876559|0.7781502140000001|-0.083120674|-0.10528124|-52.4873066|-66.48079820000001|0.221849786|140.0890685|-41.97990569|6.804436105|0.0|0.799403208|-1.895062322|-33.14358793|-24.42151771|63.2630417|2848.910641|-1196.654368|2349.172094|0.200596792|7.385790169|13.93957316|126.6686716|30.54968688|0.0153398069999999|1496.934657|618.6004214|9.686460958|0.0|1.0|0.0|4.66|0.0|0.14|17.0|-6.9|4.25|3.18|81.65|3.2|2.0|127.24|0.0|-5.39|5.0|416.47|0.0|2.92|9.71e-06|0.00405|3.97|1.26e-07|5.260000000000001e-05|-0.05076|5.1999|4.07|-1675.011418|669.57|1131.65|238.43|0.27009|-1674.777231|0.1489|-148.0|5.3143|-0.19876|0.0334036|-1674.83759|6.32|7983.0
8e_a12|0|1|1|0.0|6.803505258|1|1.283834633|1.873617728|0.050021617|-0.006350143|4.727387819|0.037430556|-0.330207456|-0.087658302|1|1|0.005744805|0.112673977|-0.136145064|1|0.761892879|0.815412281|0.797199175|0.939627917|-0.05202522|-0.087795345|-29.79080011|-50.273571200000006|0.060372083|34.57040021|-28.78776717|5.0872236|0.0|0.7112578709999999|-1.492520871|-17.05887601|-17.80522313|38.67488258|2548.979738|-854.6507103|2112.908299|0.2887421289999999|6.446557205|11.80358346|165.34017769999997|25.03342862|0.019545275|1201.604574|561.9859171|11.19206011|1.0|1.0|1.0|4.11|3.01|0.14|21.0|-7.93|3.34|2.68|55.1|3.05|2.0|117.04|0.0|-4.37|4.0|366.42|1.0|3.12|2.03e-05|0.00744|3.53|1.19e-08|4.34e-06|-0.05739|5.247999999999999|3.45|-1177.619013|612.59|1048.44|236.25|0.38889|-1177.380602|0.2252|-0.13599|1.0295|-0.19338|0.02580783|-1177.436953|1.9327|6.2306
14h_a23|0|1|1|0.0|7.423568444|0|1.197963488|3.309480899|0.043538466|-0.005921293|5.351858133|0.04255787|-0.307907256|-0.024318144|2|2|0.009266617|0.060820238|-0.131709531|2|0.79263722|0.860920386|0.669357479|0.923430574|-0.063825076|-0.081058742|-43.02851162|-54.6468131|0.076569426|51.620282|-36.84086528|9.990985411|86.83095818|0.753100584|-1.621174834|-29.00823506|-22.76950546|57.84834575|3010.418229|-1092.936262|2371.16134|0.246899416|7.833334036|15.0735214|166.45047749999998|30.23434844|0.018981866|1451.248725|646.2584547|12.79687369|0.0|1.0|1.0|3.47|3.2|0.04|26.0|-7.47|3.4|3.89|128.81|2.39|1.0|125.0|0.0|-5.68|5.0|436.49|0.0|3.23|1.27e-05|0.00554|3.3|3.39e-08|1.4800000000000002e-05|-0.08532|4.0506|3.29|-1722.1762399999998|699.86|1190.62|306.09|0.67365|-1721.9314420000003|0.2727|-0.15209|9.7146|-0.2374099999999999|0.02796857|-1721.99264|13.4823|8.3468
7_a47|0|0|0|0.0|0.0|0|1.304326965|0.0|0.00763426|-0.008206422|0.0|0.04030303|-0.3939082339999999|-0.085507035|0|0|-0.00794321|-0.262805289|-0.04311702|2|0.817389583|0.8755534909999999|0.671549194|0.8473227320000001|-0.081264417|-0.095957591|-45.82735481|-54.113260200000006|0.152677268|86.09912617|-30.51603217|2.8353037860000003|0.0|0.816979353|-1.631279045|-25.84337052|-20.44278719|50.85512286|2491.885862|-919.9254234|1968.695833|0.1830206469999999|6.485224033|10.90440708|103.2106353|25.02240371|0.0130514639999999|1126.008167|526.6144628999999|7.36009799|1.0|1.0|1.0|2.96|3.14|0.09|22.0|-9.45|5.63|6.52|58.04|3.69|2.0|111.28|0.0|-6.47|4.0|393.84|1.0|4.89|8.75e-07|0.000345|5.49|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|5.08|-1647.996662|604.84|1043.33|333.26|0.69314|-1647.7863539999998|0.2144|-0.1544|3406.0|-0.2073699999999999|0.03348545|-1647.841533|4.4255|7.6
4e_a46|0|0|0|0.092094405|7.825245291|1|0.300205548|2.12386814|0.1369980459999999|-0.005995748|5.587248657999999|0.041636905|-0.4017151029999999|-0.058626723|1|1|0.002688298|-0.135489528|-0.049530834|2|0.77019676|0.8146060740000001|0.69063113|0.753715041|-0.0835371459999999|-0.084780904|-63.39469142|-64.33855433|0.246284959|186.9007941|-48.825259|6.145520557|20.27041189|0.7951078540000001|-1.949960781|-48.10898007|-23.48867857|71.49283399|3411.457836|-1479.78675|3129.575458|0.204892146|7.906917146|15.06943449|155.48860530000002|29.54149986|0.0125621839999999|1861.114491|942.2127953|9.533193534|0.0|1.0|1.0|4.5|2.68|0.27|23.0|-8.81|3.05|5.93|124.17|2.06|2.0|137.28|0.0|-6.08|6.0|488.6|0.0|3.5|3.92e-06|0.00191|3.78|1.56e-09|7.64e-07|-0.03893|4.2446|8.03|-1884.613031|757.1|1343.97|292.1|0.5745600000000001|-1884.255802|0.3109|-0.17112|1.9941|-0.21005|0.04805633|-1884.324182|3.2466|6.8125
2_a27|0|0|0|0.0|6.605297921|0|1.402655014|3.250529415|0.09890645|-0.0065894809999999|4.59511985|0.0427777779999999|-0.276758209|0.11675125|1|1|0.00988756|-0.337316432|-0.361571905|2|0.796022385|0.8585302370000001|0.60904903|0.8468699609999999|-0.058444848|-0.081513931|-29.42169804|-41.03489597|0.153130039|77.08713259|-20.65736087|5.020172886|53.58106492|0.6684621829999999|-1.141195033|-14.81116546|-14.73047548|39.39404027|2210.487938|-574.4885436000001|1270.627585|0.331537817|5.312170441|9.527176544|166.89932209999998|22.03636323|0.022639983|859.4181658|373.9912084|11.39718489|0.0|0.0|1.0|2.9|3.06|0.11|21.0|-5.84|2.43|2.49|65.6|2.42|0.0|92.58|0.0|-3.19|4.0|317.34|1.0|2.52|0.0002009999999999|0.0638|2.18|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.32|-1043.821085|538.57|906.48|297.87|0.55857|-1043.665151|0.3217|-0.16769|4.7049|-0.21702|0.02268519|-1043.715364|6.8854|7.8861
21b_a23|0|1|1|0.0|7.525639975|0|1.197963051|3.351726269|0.094654108|-0.005936474|5.4161004020000005|0.042455556|-0.326506055|-0.103470358|2|2|0.009872313|0.107996329|-0.130528352|2|0.7717839409999999|0.8339434929999999|0.668547062|0.930728719|-0.0596425779999999|-0.083105261|-41.81114831|-58.25915868|0.0692712809999999|48.56114386|-40.84133198|7.117014296|86.65837165|0.812334718|-1.745210489|-29.31080756|-23.98906534|51.9633947|3074.083057|-1223.442332|2531.041828|0.187665282|8.773746105|16.20152864|131.5587155|29.53101081|0.013439264|1506.081551|712.6737861|9.421307298|0.0|1.0|1.0|3.59|3.42|0.08|26.0|-7.84|3.92|4.2|128.81|2.6|2.0|129.97|0.0|-6.1|5.0|450.52|0.0|3.57|6.06e-06|0.00273|3.7|1.43e-08|6.45e-06|-0.08401|4.0023|3.57|-1761.498874|735.65|1247.38|309.79|0.57848|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|0.02657688|-1761.294175|13.2567|7.0691
1j_a5|1|0|0|0.0|6.605297921|0|1.427567371|0.0|-0.2031633169999999|-0.003981454|4.59511985|0.025987654|-0.175183967|-0.07622096|1|1|0.006957291|-0.190920568|-0.0178558139999999|2|0.7862755770000001|0.848473695|0.717355058|0.847163872|-0.073803258|-0.074505844|-39.64241895|-40.01980349|0.152836128|82.09385267|-21.49609451|5.680936139|1.471030887|0.616489567|-1.117587665|-21.29338752|-14.64139152|50.21875634|2242.805131|-600.2970524|847.5275797|0.383510433|7.328149934|13.80288876|205.997426|23.74961767|0.026739895|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|2.76|2.66|0.05|23.0|-8.14|4.5|4.21|63.69|1.57|0.0|96.98|0.0|-4.03|4.0|328.37|1.0|3.19|6.29e-05|0.0206|3.03|7.190000000000001e-09|2.36e-06|-0.03832|4.4331|2.61|-1065.849941|572.47|959.39|279.68|0.66182|-1065.671975|0.1644|-0.16813|2.2503|-0.20645|0.03246499|-1065.723417|3.0364|7.6198
13_a15|0|0|0|0.0|0.0|1|1.4356889940000002|0.0|-0.139434143|-0.006348913|0.0|0.029206349|-0.393632585|-0.031047852|0|0|0.003766915|-0.010882979|-0.272482143|2|0.729838386|0.7784213259999999|0.796300317|0.8854875790000001|-0.068526782|-0.098053528|-43.2365883|-61.86632281|0.114512421|72.25096855|-39.03420883|6.447664726|0.0|0.755283433|-1.961070565|-27.279882500000003|-21.33321476|53.45565817|3028.485145|-1237.326456|3581.589629|0.244716567|5.21465994|10.07307988|154.4025434|28.24531009|0.01672103|1638.227985|830.7967967000001|10.55004024|1.0|0.0|0.0|4.13|4.19|0.07|24.0|-8.9|4.33|6.69|59.51|2.52|2.0|138.24|0.0|-6.32|4.0|448.52|0.0|4.61|7.970000000000001e-07|0.000357|5.32|1.27e-09|5.7e-07|-0.03946|3942.0|5.04|-1450.756042|674.36|1231.11|314.52|0.63827|-1450.399387|0.0003|-0.11283|3.5479|-0.15229|0.02844037|-1450.462642|6.0429|8.2218
12o_a36|1|0|0|0.0|7.412764017000001|2|1.297042837|0.0|0.01340619|-0.0100574069999999|5.351858133|0.040770975|-0.613501857|-0.059733192|1|1|-0.000472698|0.065221584|-0.213993335|1|0.799869816|0.848816593|0.817582774|0.7592112809999999|-0.082048664|-0.10624773|-59.0895896|-76.51720886|0.2407887189999999|173.4105814|-55.10596064|12.13767506|112.1259723|0.666462845|-2.018706878|-42.554984000000005|-25.50573629|75.94332024|3009.981519|-1453.826968|2778.220342|0.333537155|7.322888607|13.80895167|240.2059039|38.27030489|0.026586303|2181.407379|757.7532208|19.1468529|0.0|1.0|0.0|4.97|0.0|0.17|17.0|-6.93|2.38|1.65|98.3|1.49|1.0|138.06|0.0|-3.54|5.0|438.48|0.0|1.47|0.000227|0.0997|1.85|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|4.5|-1440.969954|728.07|1240.51|238.77|0.36719|-1440.671057|0.2888|-0.15695|4.9237|-0.21151|0.04371335|-1440.734965|6.6471|7.3979
19_a3|1|0|0|0.0|6.605297921|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|0.0386379929999999|-0.129865138|0.156485495|1|1|0.006731579|-0.015805561|-0.066245471|3|0.758995484|0.8264237520000001|0.687139108|0.853017902|-0.067674689|-0.087730634|-31.50932639|-40.8473715|0.146982098|68.43484547|-19.01853079|2.523394126|0.0|0.75798185|-1.140498238|-14.67073822|-15.17188084|36.92898885|2000.66399|-531.0158295|869.7868956|0.24201815|5.342307798999999|10.21110415|112.6836188|20.01615321|0.016552404|700.5653624|314.0966684|7.706796952|1.0|1.0|1.0|2.81|1.6|0.06|21.0|-7.21|3.9|3.39|67.35|1.18|0.0|85.32|0.0|-3.24|4.0|287.32|1.0|2.45|0.000266|0.0764|2.19|6.18e-08|1.7800000000000002e-05|-0.05757|3945.0|2.43|-929.2818523|499.93|832.23|314.28|0.67351|-929.14689|0.3006|-0.16303|2191.0|-0.2206|0.020989746|-929.193831|2.8758|7.6383
4m_a46|0|0|0|0.16407746|7.825245291|1|1.134637002|2.12888511|-0.245599013|-0.000686578|5.587248657999999|0.041865079|-0.0329557579999999|-0.142061192|1|1|0.010359417|-0.487230027|-0.029022201|1|0.747676221|0.7975218959999999|0.626578283|0.948973877|-0.067320375|-0.0672468|-35.4774406|-35.43866734|0.051026123|26.89046601|-18.67596877|3.028720082|35.77391986|0.733236381|-1.008702005|-18.69640205|-11.81288911|41.22460182|2133.331634|-531.5800101|1639.260563|0.266763619|5.329061873000001|9.923886653|140.5828543|16.11061509|0.012232753|724.9776792|486.9589609|6.446588969|0.0|1.0|1.0|3.59|2.9|0.29|17.0|-6.88|4.25|4.63|54.5|2.5|1.0|98.69|0.0|-4.52|3.0|328.41|1.0|3.59|2.68e-05|0.0088|3.69|1.31e-07|4.31e-05|-0.04808|6.0419|3.45|-1031.138426|558.63|975.72|205.21|0.38389|-1030.929791|0.1557|-0.18308|3.9226|-0.23116|0.02920209|-1030.980844|5.2326|5.8901
3k_a32|1|1|1|0.0|7.97831097|0|0.609420759|0.0|-0.001009768|-0.005745086|5.973809612|0.0381981979999999|-0.270019022|-0.0902541999999999|3|3|0.002509816|-0.084055305|-0.090775221|0|0.779649252|0.8306695270000001|0.7681279190000001|0.8777482409999999|-0.0711378679999999|-0.090839907|-40.10830541|-51.21653025|0.122251759|68.92687468|-28.87643819|3.930238317|0.0|0.78057227|-1.271758703|-22.61349991|-16.67514938|47.07915023|2392.3436100000004|-717.0314235000001|1970.06814|0.21942773|6.153598893|11.6688363|123.7157466|21.36272325|0.012327787|918.5970998|506.658189|6.9505405620000005|1.0|1.0|1.0|3.47|3.48|0.32|19.0|-7.23|7.12|5.78|110.94|2.41|2.0|105.36|0.0|-7.04|3.0|366.5|1.0|4.75|2.47e-06|0.000904|4.97|5.86e-08|2.15e-05|-0.05321|3.5363|3.81|-1750.164914|611.65|1022.89|350.6|0.70268|-1749.957584|0.3082|-0.14667|3.2233|-0.19988|0.02654958|-1750.0122420000002|5689.0|8.0605
9n_a24|1|0|0|0.0|6.605297921|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|4.59511985|0.024179894|-0.182811885|-0.036651001|1|1|0.008809179|-0.22754075|-0.200646773|2|0.7584388259999999|0.804201677|0.755793189|0.904556598|-0.052106597|-0.0777274979999999|-35.21502941|-52.53031811|0.095443402|64.50319929|-35.50139138|8.042526681|24.72120326|0.652126509|-1.399094961|-23.79925701|-18.18357165|47.11530904|2542.730334|-945.545726|1361.307012|0.347873491|8.232847909|14.52410167|235.1021924|27.88350328|0.021951174|1449.942171|631.9206508|14.83518955|1.0|1.0|1.0|3.17|2.6|0.17|23.0|-8.64|4.41|4.14|66.93|1.42|1.0|114.29|0.0|-4.14|5.0|385.46|0.0|3.13|5.14e-05|0.0198|3.07|2.31e-09|8.909999999999999e-07|-0.03818|4.9139|2.59|-1239.1274939999998|686.19|1155.03|252.31|0.44042|-1238.856882|0.0334|-0.1658099999999999|2.8552|-0.20399|0.03188309|-1238.917278|4.8123|7.7212
12ab_a36|1|0|0|0.0|7.412764017000001|2|1.297042596|0.0|-0.064515677|-0.007034881|5.351858133|0.039951691|-0.408023082|-0.032623802|1|1|0.002112069|0.0618552579999999|-0.169341326|1|0.831136366|0.888163057|0.8196353679999999|0.8410557559999999|-0.079202413|-0.095025338|-54.63243106|-65.54680623|0.158944244|109.6369437|-45.21303385|11.46782191|15.55386871|0.679025324|-1.805481415|-37.68448987|-23.06276515|71.2577056|2902.39241|-1245.389318|2390.849902|0.320974676|7.821826146|15.18764075|221.4026852|33.96451406|0.024384271|1834.083759|708.5476357999999|16.81984117|0.0|1.0|0.0|4.86|0.0|0.17|17.0|-7.05|3.14|1.95|92.99|1.59|1.0|133.27|0.0|-3.92|5.0|420.47|0.0|1.8|0.000122|0.0515|2.33|8.95e-08|3.76e-05|-0.0523799999999999|3.8845|3.23|-1364.509957|712.73|1201.64|319.17|0.69294|-1364.236757|0.4451|-0.15699|3.6976|-0.2093699999999999|0.04167456|-1364.300531|5.3228|7.9586
12ax_a36|1|0|0|0.0|7.412764017000001|2|1.280791885|0.0|-0.0943348109999999|-0.007681676|5.351858133|0.043383838|-0.414810497|-0.057017299|1|1|-0.00097037|0.128253871|-0.1716508239999999|1|0.836170906|0.892249657|0.771220556|0.846837721|-0.073739612|-0.107815607|-49.32384393|-72.11700812|0.153162279|102.4490387|-48.23849712|8.558226304|1.236876307|0.7648530440000001|-1.940680931|-32.99232962|-25.96212292|62.11847297|2926.929456|-1298.106146|2471.295987|0.235146956|7.563197245|14.78635841|157.28794140000002|33.94393618|0.018645135|1697.196809|661.6709012|12.47158322|0.0|1.0|0.0|4.74|0.0|0.14|17.0|-7.76|3.99|3.19|69.2|2.99|2.0|133.77|0.0|-5.08|4.0|450.32|1.0|2.82|6.55e-06|0.00295|3.93|1.74e-08|7.83e-06|-0.05596|5.2372|4.42|-2152.130959|699.67|1182.31|236.74|0.39564|-2151.910753|0.4167|-0.15728|4.5001|-0.21324|0.03044421|-2151.971761|6.0402|7.9208
22_a47|0|1|1|0.0|6.86171134|0|1.408617385|1.202720059|0.048272293|-0.010579222|4.727387819|0.043695652|-0.507802654|-0.075111395|1|1|-0.004332497|-0.077468004|-0.277479519|2|0.831122912|0.890264057|0.591185263|0.698649132|-0.080744803|-0.089280419|-47.64347429|-52.67991531|0.301350868|177.81209280000002|-31.08378631|7.713126784|54.21581266|0.6096864479999999|-1.42848671|-28.11203407|-18.73063655|60.71546178|2692.510471|-842.8786448999999|1494.441201|0.390313552|6.9553262170000005|12.91589555|230.3045281|30.72175314|0.031534452|1382.478891|482.9384172|18.60690504|1.0|1.0|1.0|3.31|3.16|0.1|21.0|-7.69|3.07|4.85|84.73|2.97|1.0|104.64|0.0|-4.44|6.0|394.38|1.0|3.41|4.16e-05|0.0164|3.0|2.06e-08|8.11e-06|-0.0612399999999999|4.7954|4.4|-1375.05033|605.12|1027.32|258.55|0.50316|-1374.857521|0.0799|-0.16704|4.2485|-0.22828|0.02840507|-1374.914437|5.7009|9.0
14l_a23|0|1|1|0.0|7.423568444|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|5.351858133|0.046283951|-0.288615723|-0.060692376|2|2|0.01180744|0.07815878|-0.136106024|2|0.778602826|0.836852328|0.6906097959999999|0.921267667|-0.053549434|-0.078204688|-35.3275485|-51.59307331|0.078732333|51.94117061|-34.03690099|8.125310915|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|-21.66909079|47.64388017|2879.181064|-1083.45454|2176.038061|0.210373806|8.006380163|15.78926563|138.7874759|27.44221375|0.01508774|1372.110688|666.0036144999999|9.953660282|0.0|1.0|1.0|3.51|3.52|0.09|26.0|-7.78|3.88|4.33|105.02|3.24|2.0|125.25|0.0|-5.85|4.0|425.51|0.0|3.78|5.61e-06|0.0023899999999999|3.94|1.65e-08|7.03e-06|-0.07191|3.6274|3.79|-1669.2363289999998|694.65|1185.79|341.8|0.67242|-1668.983787|0.4239|-0.14639|6.0563|-0.2183|0.01168219|-1669.04569|8.2422|8.1798
