molecula|SddssS|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nARing|BCUTs-1|AATSC1s|JGI4|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|CYP2D6 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
47o_a18|0.0|0|0.0|0.0|0|7.03438793|1|1.251177005|-0.055408687|0.037484277|-0.4339284229999999|-0.00046896|0.011121222|10.94702017|0|0|0.000787517|-0.009467295|-0.490807196|0.7452092359999999|0.7435044540000001|0.001673737|-0.066242713|0|-0.077288013|-0.088436375|0.261785105|0.008692675|-56.13142962|-64.2280736|6.313168526|77.37089184|140.2610102|-0.034545459|-46.6464782|4.585021184|-2.210909375|-40.76618466|70.23090572|-25.08909125|62.44459815|0.493146875|-1605.70184|0.127246923|19.35260972|0.972958142|6462.6049570000005|28.74706708|0.008265369|-541.4335917000001|931.8364349|1.0|1.0|3.0|0.25|18.0|-9.37|85.29|2.94|3.0|1.0|-5.66|34.0|0.0|0.0|1.0|2.76|8.38e-06|0.0|0.0|4.26e-10|1.93e-07|-0.0502|3.22|7.62|-1455.574672|783.22|385.04|0.69248|0.69248|-1455.162559|0.5065|-0.13203|2.2316|0.02736851|-1455.231246|2.8284|47.0|7.3279
12bi_a36|0.0|0|3.466222049|0.0|0|7.412764017000001|2|1.297042566|-0.043740597|0.043854875|-0.559678363|0.000482522|-0.067142264|10.95958518|1|1|0.002872872|0.056936052|-0.37220074|0.884226781|0.812921349|0.0997949019999999|0.071329141|0|-0.082914301|-0.107613368|0.382000949|0.034602166|-57.89562053|-75.1419557|24.16125901|129.685076|150.12481100000002|-0.027831043|-52.46851415|16.87080604|-1.614200516|-40.42611289999999|101.3899049|-19.43326441|82.05687954|0.461975362|-1127.129336|0.500339677|15.71382803|0.85865094|6572.410403|38.89295091|0.037590587|0.474365004|766.4854363|0.0|1.0|2.0|0.21|17.0|-6.79|87.66|1.42|1.0|1.0|-4.11|33.0|0.0|0.0|0.0|1.75|7.13e-05|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|3.8855|2.68|-1461.997992|742.94|319.1|0.68181|0.69207|-1461.69263|0.0252|-0.15078|7.0514|0.0318395999999999|-1461.75632|8.8903|14.0|7.8539
47r_a18|0.0|0|0.0|0.0|0|7.03438793|1|0.403924645|-0.216996268|0.035706215|-0.40455848|-0.005176133|-0.02952923|10.35082951|0|0|-0.0001597829999999|0.0646283159999999|-0.360670551|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0|-0.083915825|-0.087091542|0.26560995|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|13.30156885|172.30927739999998|-0.031669652|-48.70193962|8.669825595|-2.090197013|-46.92606587|81.99788849|-23.68254797|74.34599189|0.49394971|-1563.048166|0.311925149|19.40516312|0.976088187|7727.455993|34.41856352|0.0225607039999999|-281.2845386|1005.982493|1.0|1.0|2.0|0.22|18.0|-7.46|111.03|2.23|3.0|1.0|-6.65|36.0|0.0|0.0|0.0|2.2|2.31e-06|0.0|1.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|-1964.841529|790.57|391.06|0.69545|0.69545|-1964.443758|0.6007|-0.13021|2.3873|0.02805567|-1964.516246|3.2001|231.0|6.6364
7s_a46|0.0|0|0.0|0.218897825|1|7.727094485|1|1.160371307|-0.076841616|0.044509804|-0.240797051|0.0060802|-0.005405515|10.94651358|1|1|0.005577925|-0.327656845|-0.3638523629999999|0.778692012|0.770312275|-0.036284605|-0.030371026|0|-0.096723151|-0.083011849|0.249893305|0.008871171|-48.61321955|-41.72189594|4.458665639|166.3052939|70.97315818|-0.031623562|-20.9694955|2.240932895|-1.3281895890000002|-24.43308641|47.36217237|-15.894055599999998|53.07188519|0.433822088|-667.5503351|0.1801125439999999|9.829721631|0.7662292690000001|4245.390306|19.38565529|0.01122216|-321.55195330000004|409.9543818|1.0|1.0|1.0|0.26|17.0|-6.08|50.94|2.39|0.0|1.0|-4.07|23.0|0.0|1.0|1.0|3.12|5.76e-05|0.0|0.0|8.39e-07|0.000256|-0.02024|5.2972|3.54|-974.8067569|539.99|234.06|0.44692|0.69976|-974.615216|0.1186|-0.17923|2.4286|0.036050328|-974.664103|3.6655|1985.0|5.7022
13a_a6|0.0|0|3.417162147|0.0|0|7.412764017000001|1|1.430639975|-0.0265090529999999|0.041767677|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|1|1|-0.00194781|0.05269025|-0.488098052|0.850080948|0.7722228729999999|0.090839165|-0.091892803|0|-0.094081761|-0.113446379|0.22670695|0.031866842|-61.52313164|-74.18628740000001|20.83876732|154.9639272|147.4582473|-0.040840697|-48.51283287|13.62714959|-2.042034827|-40.23198232|87.37044493|-26.70706346|82.36189896|0.467070451|-1335.353173|0.240087608|15.08351934|0.8764206290000001|6019.922535|35.14492428|0.02016134|-339.9303794|627.4287311|1.0|1.0|2.0|0.12|23.0|-9.01|95.85|1.29|2.0|1.0|-5.51|31.0|0.0|0.0|1.0|3.52|1.02e-05|0.0|0.0|9.77e-10|4e-07|-0.05018|5.9934|4.04|-1350.085889|695.29|206.87|0.4816|0.70072|-1349.834826|0.2697|-0.14969|7.7145|0.02818646|-1349.895534|9.2157|46.0|7.3372
12e_a36|0.0|0|3.490984269|0.0|0|7.412764017000001|2|1.29704412|-0.043085717|0.040899471|-0.404736007|0.002951176|-0.0586405829999999|10.95346131|1|1|0.003962098|0.244642918|-0.43688276|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0|-0.07049439|-0.100988761|0.4347714629999999|0.019063245|-44.83739063|-64.2330904|12.12502373|65.27404529|102.9838531|-0.036203518|-40.85494129999999|7.71202397|-1.918786459|-28.51846223|75.50154216|-23.02695694|56.96241436|0.466721981|-1220.428718|0.238923581|12.69013737|0.875194483|5929.071389|30.25577504|0.017716522|-332.11111980000004|662.0530478999999|0.0|1.0|2.0|0.17|17.0|-6.97|69.2|2.24|1.0|1.0|-4.16|30.0|0.0|1.0|0.0|2.14|5.05e-05|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.8364|3.48|-1272.2668210000002|673.57|323.18|0.6814600000000001|0.70007|-1271.999945|0.0006|-0.15189|6.5974|0.03037051|-1272.0579810000002|8735.0|14.0|7.8539
3h_a32|0.0|1|3.579396967|0.0|0|7.765993078999999|0|0.609420752|-0.008243901|0.037731481|-0.269379119|0.002101838|-0.003152613|10.31100268|3|3|0.003284804|0.025035542|-0.531669815|0.84279263|0.7926338540000001|-0.169197453|-0.2|1|-0.07183387|-0.0882883959999999|0.30907784|0.0111539339999999|-44.97387528|-55.27575363|6.98327435|76.38838542|75.87946135|-0.027590124|-34.60714056|4.372100625|-1.324325944|-28.15732254|62.63332945|-17.27367301|51.95714963|0.4089962629999999|-829.1363044|0.226505997|13.71739929|0.692036677|5187.525619|22.33200639|0.011751781|-342.4592076|593.0848817000001|1.0|1.0|1.0|0.35|19.0|-8.47|110.94|2.64|2.0|1.0|-8.23|26.0|1.0|0.0|1.0|5.4|7.140000000000001e-07|0.0|0.0|3.37e-09|1.29e-06|-0.05318|3.5552|4.61|-1790.6908030000002|676.22|348.74|0.70257|0.70257|-1790.440663|0.2926|-0.1474099999999999|3.5952|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549
5_a15|0.0|0|0.0|0.0|0|0.0|0|1.419941043|-0.044921287|0.035982906|-0.54157893|0.000420839|-0.0156037999999999|10.95880662|0|0|0.003194793|0.1093187759999999|-0.340979744|0.8384601770000001|0.704479781|0.092692253|0.020920163|0|-0.06128567|-0.0989946469999999|0.743577162|0.032616864|-45.57134103|-73.61131563|24.25353664|119.95308020000002|93.65193084|-0.0273088679999999|-54.73655332|18.03465935|-1.583914356|-33.88634094|100.6631306|-20.30656983|69.82487767|0.486150431|-1177.78105|0.491010028|15.1701491|0.946094849|6656.720346|39.89581513|0.036380071|-13.36968593|779.0599798999999|1.0|1.0|1.0|0.15|24.0|-9.65|74.73|2.0|3.0|1.0|-6.16|33.0|1.0|0.0|1.0|4.29|2.18e-06|0.0|0.0|2.25e-10|9.970000000000001e-08|-0.03714|4.3299|4.36|-1470.816175|737.16|286.35|0.62664|0.70244|-1470.487858|0.0199|-0.14839|4.3576|0.03640044|-1470.55517|6.35|13.0|7.8861
17_a4|0.0|0|0.0|-4.533317957|1|7.535296702|1|1.219995452|-0.319716072|0.043084795|-0.25315101|0.001892883|-0.3948966229999999|10.94611837|1|1|0.002155864|-0.073733221|-0.392770755|0.49887819|0.772721853|0.0147116789999999|-0.12969185|0|-0.0887214819999999|-0.08932566|0.332034943|0.01061251|-45.75108579|-46.06264282|5.472562628|17.08736223|57.34712812|-0.042181562|-23.75316417|2.822041259|-1.5185362180000002|-23.59250328|52.67753395|-21.75180355|51.22364842|0.4440629029999999|-783.0649279|0.138303414|10.65499029|0.798764653|5322.773303|25.24299609|0.012827738|-373.0328031|319.5521911|0.0|1.0|0.0|0.11|17.0|-6.56|30.71|3.66|1.0|1.0|-4.36|25.0|1.0|0.0|1.0|4.29|1.5399999999999998e-05|0.0|0.0|2.74e-07|9.44e-05|-0.04186|4.3363|4.44|-1255.994721|527.39|285.92|0.47353|0.47353|-1255.881628|0.2045|-0.17559|4.8197|0.02636403|-1255.932407|6.3221|877.0|6057.0
12ab_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604983638|-0.030346359|0.043854875|-0.520212725|0.003529389|0.038312857|10.31162784|1|1|0.005111479|0.03046828|-0.384942092|0.8397577820000001|0.809127478|0.078325164|0.026596859|0|-0.082740301|-0.1008879709999999|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|140.93076580000002|-0.031859359|-49.97135112|15.64609074|-1.815983471|-40.9825333|92.49334877|-22.42218278|80.46280277|0.461207954|-1278.064418|0.3960470239999999|15.6704374|0.856003642|6918.884105|37.1257096|0.030534507|-146.321375|792.3440337000001|0.0|1.0|1.0|0.21|17.0|-6.83|100.11|2.2|2.0|1.0|-5.61|33.0|0.0|0.0|0.0|2.52|9.94e-06|0.0|0.0|1.47e-07|6.720000000000001e-05|-49.0|4.8018|3.34|-1804.824495|753.75|258.2|0.46561|0.68324|-1804.523449|0.1511|-0.14772|6.9089|0.03368522|-1804.589076|7.4968|17.0|7.7825
36_a18|0.0|0|0.0|0.0|0|7.03438793|2|1.25117638|-0.020339784|0.036625514|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0|0|0.000825855|-0.079553246|-0.493920601|0.7343989059999999|0.741135729|-0.010091893|0.0059061|0|-0.07777765|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|-56.82615305|6.722004572|110.8288932|139.3536816|-0.031922305|-40.46339026|4.786442152|-2.074949798|-39.43509046|65.59412783|-22.73046122|62.10402945|0.4751830729999999|-1477.479979|0.187943933|18.21710397|0.905426346|6799.65027|27.99124609|0.0123136069999999|-444.4026478999999|975.4099618|1.0|1.0|3.0|0.28|18.0|-9.16|85.29|3.13|2.0|1.0|-5.68|35.0|0.0|0.0|1.0|2.8|5.19e-06|0.0|0.0|6.87e-10|3.210000000000001e-07|-0.04991|3.1908|7.75|-1493.686737|769.73|388.57|0.69372|0.69372|-1493.266344|0.4674|-0.13133|1.9944|0.02564498|-1493.333297|2.7547|32.0|7.4949
9a_a40|0.0|0|0.0|0.0|1|7.515889085|0|0.604993021|-0.020455825|0.0397333329999999|-0.136162501|0.01310675|0.157704751|10.31197235|2|2|0.011966382|0.291102625|-0.449508498|0.624889926|0.690568477|-0.394662853|-0.2990540869999999|1|-0.060029933|-0.072887601|0.002467659|0.011033601|-29.02567082|-35.24260989|5.334966331|109.9916614|30.17155594|-0.032156295|-17.0405052|2.579562688|-1.093314022|-14.03449109|39.45618424|-15.54821024|34.36063715|0.493941591|-528.6391483|0.131523409|13.33684703|0.976056482|3991.317015|17.90285474|0.008714375|-356.33157|323.79254|0.0|0.0|0.0|0.06|20.0|-6.4|58.43|3.57|1.0|1.0|-5.49|21.0|0.0|1.0|1.0|4.08|8.33e-06|0.0|0.0|4.02e-07|0.000117|-0.06495|4.7066|4.07|-1217.955997|515.96|263.42|0.47831|0.69958|-1217.825264|0.3483|-0.13808|3.8656|0.01109672|-1217.873686|5.09|214.0|6.6696
14y_a23|0.0|1|0.0|0.0|2|7.423568444|0|1.197960595|-0.022719307|0.046678487|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|2|2|0.007229683|0.07646106|-0.4598871539999999|0.719722236|0.802520527|0.137426346|-0.049318182|1|-0.057809342|-0.080613242|0.2271539169999999|0.018804822|-39.9727336|-55.74067298|13.00274534|39.66769923|51.68445972|-0.034303507|-38.54233552|8.990852582999999|-1.612264842|-27.63946733|67.16839951|-23.71943531|52.97547894|0.486730407|-1114.8134599999998|0.21677451|16.00209862|0.948293868|7320.809595999999|30.28429949|0.016527|-391.6770747|665.6233736|0.0|0.0|1.0|0.05|26.0|-8.57|105.02|3.99|2.0|1.0|-6.77|32.0|0.0|0.0|0.0|4.45|7.37e-07|0.0|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|4.73|-2549.104894|713.1|340.49|0.61338|0.61338|-2548.8917260000003|444.0|-0.14942|4.8799|0.01307741|-2548.953933|6.5205|4.0|8.4225
18a_a25|0.0|0|0.0|0.0|1|6.842683282|0|1.194229606|-0.019008377|0.038167849|-0.170732995|0.007643634|-0.018419483|10.31286118|1|1|0.007325341|0.106305991|-0.2936794219999999|0.761417363|0.7385460309999999|-0.039007784|-0.035531959|1|-0.055926422|-0.078181889|0.341320954|0.0095281269999999|-37.07961488|-51.83514755|6.317215793|75.74077952|45.33086513|-0.03097773|-34.36707071|4.188358905|-1.641819678|-24.58404782|59.45091020000001|-20.53845469|43.39683067|0.493301255|-1088.538099|0.182927961|14.59524518|0.973559258|6523.923911999999|25.136651|0.011486699|-420.4420243|759.4953883|1.0|1.0|1.0|0.08|27.0|-9.78|87.72|2.88|2.0|1.0|-6.33|32.0|0.0|0.0|1.0|4.53|1.71e-06|0.0|0.0|1.67e-10|7.28e-08|-0.05591|5.4965|4.51|-1675.274716|694.17|225.57|0.2834|0.5274399999999999|-1674.982248|0.0027|-0.15732|3.1313|0.02456497|-1675.04368|4.3839|94.0|7.0269
4k_a46|0.0|0|0.0|0.173180233|1|7.825245291|1|1.134637098|-0.088084767|0.0510113959999999|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|1|1|0.006050983|-0.158788415|-0.3860697829999999|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0|-0.091943864|-0.086581945|0.260665072|0.007038271|-49.65634024|-46.76051618|3.801175594|171.92614719999997|65.39662252|-0.0306644389999999|-25.25406274|2.052909907|-1.471893066|-26.8180173|50.48291318|-16.56101615|53.45751583|0.417368922|-794.928775|0.126761926|9.829220349|0.7163519709999999|4685.0322320000005|18.96506421|0.006892404|-403.1511415|519.5743695|1.0|1.0|1.0|0.33|17.0|-6.61|50.94|2.84|1.0|1.0|-4.82|25.0|0.0|1.0|1.0|3.79|1.4800000000000002e-05|0.0|0.0|2.48e-07|8.28e-05|-0.01712|5.4228|4.52|-1053.433249|582.84|228.63|0.39943|0.68553|-1053.196897|0.1505|-0.18542|4.0015|0.03653474|-1053.249847|5.7714|0.08|7.0969
25_a12|0.0|0|0.0|0.0|0|0.0|0|1.404967476|-0.045725323|0.038787879|-0.180562493|0.000864238|-0.025245046|10.93676625|0|0|0.001783739|-0.141917694|-0.4288076329999999|0.8472746290000001|0.638255008|-0.2430098439999999|-0.208172827|1|-0.054734834|-0.080147596|0.120087607|0.004952762|-28.517955|-41.75851719|2.580489093|37.96125329|27.12578432|-0.03323193|-21.75703145|1.3444869730000002|-1.362509125|-14.85843094|44.42528172|-17.31450713|31.09844409|0.448858246|-709.8947922|0.082701363|9.70173342|0.814415245|4329.321091|18.87554002|0.005118351|-434.8420476|430.4348528|1.0|1.0|1.0|0.05|22.0|-8.78|37.81|3.2|1.0|1.0|-5.28|24.0|0.0|1.0|1.0|4.29|5.63e-06|0.0|0.0|1.6399999999999995e-09|5.12e-07|-0.05352|4.2653|4.73|-974.6569575|560.14|290.68|0.63284|0.69029|-974.458128|0.1897|-0.14303|1.2494|0.024123749|-974.508059|2.2482|22.0|7.6576
21_a12|0.0|0|0.0|0.0|0|6.605297921|1|0.609915045|-0.058516436|0.037992832|-0.362168355|-0.003879878|-0.01367083|10.31140747|1|1|-0.001825446|-0.388196876|-0.522951134|0.923855679|0.835359152|-0.061915124|-0.099516604|0|-0.068775342|-0.100098765|0.192026642|0.012230115|-34.60932333|-50.37198585|6.154473157000001|75.46830038|76.35009799|-0.036878492|-25.34833425|3.097071518|-1.401382713|-17.416202300000002|59.10840872|-18.55810005|40.76379649|0.473492395|-705.2078018999999|0.229181643|11.18947411|0.8993077970000001|4652.242111|24.07584081|0.017360942|-272.5639702|380.2468615|1.0|0.0|1.0|0.12|17.0|-6.78|78.41|1.82|0.0|1.0|-3.82|23.0|0.0|0.0|1.0|2.68|0.000173|0.0|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|4.6851|2.56|-1327.479547|539.67|264.64|0.59386|0.57644|-1327.347724|0.1668|-0.16784|2327.0|0.02758166|-1327.397348|3.2551|22.0|7.6576
25_a47|0.0|1|0.0|0.0|1|6.86171134|0|1.30432753|-0.1084905069999999|0.043695652|-0.486951604|-0.003963349|-0.035030495|10.94972207|1|1|-0.00269275|-0.120903298|-0.545763902|0.6553889970000001|0.8462332770000001|-0.077710529|0.004104478|1|-0.073339312|-0.08797211|0.574771479|0.020224271|-44.52300552|-53.40631957|12.27779881|11.20142696|129.3338553|-0.031278972|-32.42203672|7.453635586|-1.407553754|-27.0291331|71.17072517|-18.98891362|56.80080434|0.4760601829999999|-854.5011131000001|0.376125772|13.26689626|0.908616158|6236.813862|30.43708613|0.029261935|-150.4037281|513.2159236|1.0|0.0|2.0|0.1|21.0|-8.01|84.73|3.08|2.0|1.0|-4.99|29.0|0.0|0.0|1.0|3.62|1.52e-05|0.0|0.0|9.79e-09|4.02e-06|-0.06331|4.8002|4.78|-1735.414386|626.55|258.29|0.53663|0.68761|-1735.2218059999998|0.0702|-0.16588|3.8832|0.0285712999999999|-1735.279715|5.1625|16.0|7.8
4l_a46|0.0|0|0.0|0.171853072|1|7.825245291|1|1.134637095|-0.075241716|0.049498645|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|1|1|0.006162668|-0.1012114369999999|-0.3888343979999999|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0|-0.09094885|-0.085194597|0.291762764|0.00657916|-51.45056667|-48.19533497|3.721888783|177.7681018|61.00681586|-0.030068681|-27.26452605|2.10550531|-1.533502748|-29.10603933|51.66342604|-17.01011822|55.17245545|0.409308207|-867.5160294|0.116549199|9.833034117|0.692930243|4865.794981|19.25417715|0.006130523|-433.8429998|579.2365607|1.0|1.0|1.0|0.36|17.0|-7.0|50.94|3.06|1.0|1.0|-5.28|26.0|0.0|1.0|1.0|4.08|7.78e-06|0.0|0.0|9.980000000000001e-08|3.47e-05|-0.01784|5.4011|4.99|-1092.745692|612.39|229.55|0.3756|0.68584|-1092.484863|0.1523|-0.18567|2.6588|0.03506136|-1092.53932|3.7624|98.0|7.0088
1_a3|0.0|0|0.0|0.0|0|6.823286122000001|1|0.6195934120000001|-0.073036903|0.034166667|-0.248199745|-0.006610844|0.038572075|10.33805862|0|0|-0.005006707|-0.007705076|-0.486774367|1.005427002|0.7905285390000001|-0.126299711|0.057919092|1|-0.098872259|-0.0925710269999999|0.521474118|0.008036786|-45.44133321|-42.54530997|3.693677623|289.8942564|102.8341051|-0.034105115|-19.55367089|1.697600903|-1.295994381|-20.88467272|49.05980305|-15.67458788|49.13501083|0.4490711529999999|-595.6343396000001|0.207914282|9.046658216|0.8151164259999999|4510.611026|19.78900457|0.014174378|-268.4830832|373.1494221|1.0|1.0|1.0|0.18|16.0|-5.77|77.1|1.52|0.0|2.0|-3.07|22.0|0.0|0.0|0.0|1.5|0.000503|0.0|0.0|1.69e-06|0.000518|-53.0|5.8805|2.08|-1273.316428|496.09|210.84|0.30619|0.68912|-1273.1763970000002|0.0096|-0.1658599999999999|2.2332|0.02599563|-1273.22339|3.4319|724.0|6.1403
3f_a32|0.0|1|3.553167045|0.0|0|7.773594467000001|0|0.6094207770000001|-0.0434359079999999|0.042380952|-0.275173181|0.001276735|-0.113189563|10.31100273|3|3|0.002565215|-0.112493266|-0.5487283829999999|0.833981748|0.820782305|-0.110248899|-0.1743238839999999|1|-0.073433055|-0.097374443|0.3217719189999999|0.011897886|-41.40131823|-54.8993954|6.707989266|47.97543149|71.02334697|-0.030139709|-30.95210106|3.78194259|-1.265867765|-23.34192893|61.47296003|-16.99267001|48.1093075|0.435176082|-713.6921402|0.21080172|10.89495051|0.770463268|4993.667711|21.53155987|0.011659458|-326.0981041|475.3634141|1.0|1.0|1.0|0.28|19.0|-7.31|110.94|2.18|2.0|1.0|-6.89|24.0|0.0|0.0|1.0|4.63|3.96e-06|0.0|0.0|4.89e-08|1.73e-05|-0.05315|3.5569|3.92|-1712.0610190000002|604.9|348.58|0.70255|0.70255|-1711.863611|293.0|-0.1474599999999999|3.4678|0.02606687|-1711.9193289999998|5.7161|9.0|8.0458
18_a20|0.0|0|3.463603867|0.0|0|6.842683282|0|1.400923654|-0.12050413|0.0396875|-0.5039851160000001|-0.005614194|-0.011236836|10.93301779|1|1|-0.004071701|0.268927191|-0.597167441|0.809917509|0.7602869659999999|-0.107446431|-0.090732503|1|-0.0927760219999999|-0.095227339|0.356461863|0.0108136339999999|-61.73239771|-63.36348363|7.195302872999999|318.5587088|158.7879106|-0.035934845|-42.1615378|4.787695004|-1.904546783|-41.07622672|72.31812218|-23.91074854|68.92770059|0.483668611|-1267.269673|0.1890889589999999|15.51556677|0.936740671|6206.896662|29.4862782|0.013457694|-413.7552685|712.1606951|1.0|1.0|2.0|0.08|27.0|-10.0|97.55|2.06|2.0|0.0|-5.59|32.0|0.0|0.0|1.0|3.78|6.91e-06|0.0|0.0|9.93e-11|4.17e-08|-0.05604|5.9778|5.35|-1352.364724|703.24|207.41|0.31154|0.6953699999999999|-1352.073755|0.2011|-0.14685|5.3978|0.03787435|-1352.135304|8.0505|34.0|7.4685
1e_a5|0.0|0|2.953259375|0.0|0|6.605297921|0|1.427503886|-0.009075016|0.027873016|-0.084933308|0.008031558|-0.1197834419999999|10.94440038|1|1|0.007357977|-0.133677441|-0.201027861|0.71274658|0.771487328|0.045376705|-0.075239398|0|-0.06795194|-0.069725333|0.373935381|0.008587563|-35.30075748|-36.22202792|4.461204261000001|159.537038|62.03846573|-0.0278901329999999|-18.81719677|2.317577542|-1.115605324|-18.33860051|44.38364879|-14.48881117|39.76196174|0.482579989|-579.5524467|0.2526063739999999|12.39753333|0.932665879|4342.827698|19.38578369|0.0157106539999999|-257.0399733|409.0289917|1.0|1.0|1.0|0.05|23.0|-8.41|54.46|2.13|0.0|1.0|-4.25|24.0|0.0|1.0|1.0|3.44|3.5600000000000005e-05|0.0|0.0|3.87e-09|1.21e-06|-0.04186|4746.0|3.17|-990.6320386|560.58|261.24|0.56258|0.51802|-990.471803|0.1355|-0.18105|1916.0|0.0313740589999999|-990.522307|3.0386|191.0|6719.0
22_a47|0.0|1|0.0|0.0|1|6.86171134|0|1.408617385|-0.150248628|0.043695652|-0.507802654|-0.006808306|-0.075111395|10.95023117|1|1|-0.004332497|-0.077468004|-0.538310301|0.612295986|0.831122912|-0.077787113|0.004104478|1|-0.080744803|-0.089280419|0.573087958|0.022154032|-47.64347429|-52.67991531|13.07198749|12.19999546|177.81209280000002|-0.031744149|-31.08378631|7.713126784|-1.42848671|-28.11203407|71.28682035|-18.73063655|60.71546178|0.4614909829999999|-842.8786448999999|0.390313552|12.91589555|0.8569791179999999|6107.923371|30.72175314|0.031534452|-129.440987|482.9384172|1.0|1.0|2.0|0.1|21.0|-7.69|84.73|2.97|1.0|1.0|-4.44|29.0|0.0|0.0|1.0|3.41|4.16e-05|0.0|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.7954|4.4|-1375.05033|605.12|258.55|0.50316|0.68312|-1374.857521|0.0799|-0.16704|4.2485|0.02840507|-1374.914437|5.7009|1.0|9.0
28_a20|0.0|0|0.0|0.0|1|6.842683282|0|1.417203216|-0.114439513|0.0396875|-0.363557127|0.002234763|0.0313932529999999|10.94963925|1|1|0.002695258|0.155263557|-0.447096101|0.715067047|0.755701837|-0.104458316|-0.06654421|1|-0.086299346|-0.091179288|0.3962228229999999|0.014682607|-57.59898971|-60.85602167|9.799649234|318.7453661|145.66665480000003|-0.035068957|-40.6172876|6.540604536|-1.823585765|-38.44343857|71.98460956|-23.40616218|67.39863895|0.468838001|-1217.120433|0.226358273|14.28413212|0.8826648009999999|6348.941881000001|30.25452396|0.016673728|-365.2747728|684.5377542|1.0|1.0|1.0|0.08|27.0|-8.8|99.58|1.73|1.0|1.0|-4.42|32.0|0.0|0.0|1.0|3.04|3.72e-05|0.0|0.0|1.57e-09|6.590000000000001e-07|-0.06242|4.7905|4.64|-1368.363151|704.42|258.81|0.50352|0.4701899999999999|-1368.085242|0.0153|-0.15572|3.5284|0.03534166|-1368.146882|4.7428|255.0|6.5935
12e_a30|0.0|0|0.0|0.0|0|7.412764017000001|2|0.604984231|-0.029595542|0.041767677|-0.444243861|0.0043261129999999|0.005418617|10.31162844|1|1|0.0053380919999999|-0.018475151|-0.417089226|0.838579475|0.8246767140000001|0.002248768|-0.097868612|0|-0.07914783|-0.098059338|0.407218612|0.024254701|-52.50202674|-65.04681137|16.08914569|106.2790684|121.5880081|-0.035153347|-43.14823836|10.6725953|-1.863127413|-34.82676424|80.10232244|-23.31866823|68.59117243|0.46715936|-1235.889416|0.292879147|15.14403079|0.8767337279999999|6421.289402|32.97692061|0.022696477|-274.7836441|704.0353382000001|0.0|1.0|1.0|0.17|17.0|-6.74|90.88|2.51|2.0|1.0|-5.44|31.0|0.0|0.0|0.0|2.57|1.19e-05|0.0|0.0|1.84e-07|7.87e-05|-0.05044|5.0412|3.58|-1690.3021629999998|709.98|245.94|0.3304|0.68605|-1690.030824|151.0|-0.1476|5551.0|0.03344515|-1690.092998|6.1598|11.0|7.9431
