molecula|SddssS|NaaNH|n9FaHRing|SRW09|nAHRing|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Total Energy (water) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|IC50|pIC50
18a_a25|0.0|0|0|6.842683282|0|0|1.875390684|-0.0029953159999999|-0.019008377|2|0.038167849|0.062229409|2.050257213|0.007643634|-0.018419483|-0.019985937|1|1|0.106305991|-0.037072518|-0.2936794219999999|2|0.761417363|0.7385460309999999|0.792935475|1|-0.055926422|0.341320954|0.0095281269999999|-37.07961488|6.317215793|75.74077952|0.068371614|45.33086513|-0.03097773|4.188358905|0.0|0.817072039|-24.58404782|59.45091020000001|-20.53845469|43.39683067|0.493301255|-1088.538099|2331.966135|-13.61714122|14.59524518|0.973559258|6523.923911999999|-721.7084848|0.011486699|-420.4420243|1332.242503|759.4953883|7.615762647|1.0|1.0|3.5|3.43|0.08|27.0|-9.78|5.89|5.72|2.88|1.0|1.0|6.0|3.0|-5.58|1.0|-5.77|0.000202|1.71e-06|0.000744|0.0|0.0|7.28e-08|-0.05591|5.4965|-1675.274716|1229.09|390.98|0.3234|556.26|0.2834|0.5274399999999999|3.1313|0.02456497|94.0|7.0269
1k_a5|0.0|1|0|6.605297921|0|0|0.0|-0.0030192829999999|-0.064652321|2|0.026339869|-0.095857885|0.0|0.003886035|-0.145151027|-0.011848312|1|1|-0.220946861|0.019611905|-0.254495542|2|0.567806811|0.7824502320000001|0.851987765|0|-0.078995018|0.425724957|0.010892351|-40.40908188|5.571869083999999|165.11680719999998|0.216307319|110.6497654|-0.0301207529999999|2.850231839|0.498979532|0.724954458|-20.67084672|47.83775802|-15.40795854|45.98095096|0.48165588|-570.0944662|824.0133397999999|-7.881781385|12.9461019|0.929220303|4479.484358|-291.6259112|0.019219352|-230.14624|786.3865923|357.34245360000006|9.83146028|1.0|0.0|2.71|2.02|0.0|23.0|-8.3|4.88|4.76|2.29|0.0|1.0|3.0|4.0|-5.99|1.0|-4.3|0.0336|4.970000000000001e-05|0.0157|0.0|0.0|1.58e-06|-0.04516|4.7221|-1050.548505|890.76|281.38|0.6242|398.63|0.53086|0.5282|1.5911|0.03133456|48.0|7.3188
7h_a8|0.0|1|0|7.05012252|0|0|1.2793830309999998|-0.00534208|-0.073219554|0|0.04737037|-0.016074683|0.0|0.00112124|-0.0873792009999999|0.0260356679999999|1|1|-0.043606497|0.052081992|-0.382578949|0|0.515235986|0.7051689170000001|0.7677336090000001|0|-0.093181899|0.314190914|0.011647275|-53.71230941|6.71377223|70.28953528|0.228988973|131.9948047|-0.041038456|3.86998135|47.81104825|0.892830345|-30.96107949|58.94376531|-23.65556243|60.42608164|0.4346108389999999|-969.8780597|1919.19991|-13.63564064|13.42380338|0.768693264|5657.402114|-559.0612661|0.00878112|-452.8739011|1086.29603|446.5544107|5.061650885|0.0|1.0|3.12|3.2|0.0|23.0|-8.46|5.52|5.49|4.27|0.0|1.0|3.0|4.0|-5.27|1.0|-5.5|0.00078|3.16e-06|0.00118|0.0|1.0|1.31e-06|-0.06799|3.9282|-1285.182226|999.62|315.62|0.3885|500.94|0.6963199999999999|0.6963199999999999|7.0847|0.03092828|10.5|4.9788
18_a3|0.0|1|0|6.605297921|0|0|0.0|-0.003487792|-0.021283637|3|0.034712644|0.08269134|1.742872103|0.0057881999999999|0.042606196|-0.025890816|1|1|0.150826737|-0.035611069|-0.2495754869999999|3|0.7226687409999999|0.714658751|0.784960175|1|-0.069839069|0.217881538|0.013796397|-31.07331853|6.1383958|160.9514039|0.158042379|70.31739201|-0.031753312|2.73114076|0.0|0.682492203|-13.82537222|48.19055867|-14.12792012|37.21171433|0.483376636|-452.0934439|703.8534116000001|-6.285899403999999|10.24658906|0.935646099|3928.183499|-201.1487809|0.02363555|-162.3915791|662.4155441|270.539096|10.51610501|1.0|0.0|2.62|1.81|0.0|21.0|-6.83|3.42|3.08|0.93|0.0|1.0|2.0|4.0|-6.7|1.0|-3.27|411.0|0.000537|147.0|0.0|0.0|4.07e-05|-0.05769|3.9765|-889.9619321|784.04|311.79|0.3326|330.54|0.6671699999999999|0.6671699999999999|2.6366|0.02173162|0.03|7.5229
18_a34|0.0|0|0|7.423568444|1|1|1.801574074|-0.014733513|-0.101546926|1|0.040527066|-0.100548575|0.0|-0.001615187|-0.141332289|-0.136990511|1|1|-0.155197864|-0.3102088839999999|-0.493450778|1|0.759292258|0.805756513|0.8584852479999999|0|-0.090328365|0.295523326|0.040845819|-49.86847383|22.55015528|66.6880793|0.31018528|171.24705480000003|-0.0422555509999999|12.44948722|54.26737825|0.695849945|-27.53138148|86.77082535|-23.32844015|72.41862911|0.441058733|-1003.122927|1774.550004|-12.87916264|11.23989749|0.789096743|5296.289007|-553.8039936|0.027385869|-216.2496321|1441.579371|428.6241319|15.11918774|1.0|1.0|3.28|3.61|0.21|17.0|-5.65|3.13|3.15|1.49|0.0|2.0|5.0|6.0|-6.26|1.0|-4.11|0.0167|7.829999999999999e-05|0.0275|0.0|0.0|0.000781|-0.03925|4.4335|-1199.288654|991.93|300.68|0.3525|483.87|0.56101|0.60488|5.0935|0.02902032|2.43|5.6144
SB431542_a8|0.0|1|0|7.535296702|1|1|1.4114120369999998|-0.014434378|-0.1950388569999999|1|0.041909722|0.096884952|0.0|-0.0075336219999999|-0.029382296|-0.0453332859999999|1|1|0.156874293|0.055198015|-0.494976661|1|0.76592324|0.762577159|0.8220300859999999|0|-0.128342313|0.274152231|0.034730361|-76.82006387|20.78806656|170.1252996|0.434670151|260.1744351|-0.048754953|12.44282236|89.26670319|0.7608280590000001|-45.98111161|89.64885355|-29.18257067|97.60813043|0.476091179|-1342.398251|1947.072021|-17.46740332|14.04829994|0.908729075|6203.505123|-803.5005528|0.025179219|-312.2404091|1764.391093|529.053307|15.07117296|0.0|1.0|3.35|2.75|0.05|23.0|-6.76|3.13|2.72|1.9|0.0|1.0|4.0|5.0|-7.04|0.0|-4.14|16.0|7.28e-05|0.0292|0.0|0.0|6.96e-05||||||||||||79.08|4.1019
12ae_a36|-3.3501500230000003|1|0|7.412764017000001|2|2|0.0|-0.009867085|-0.351827031|2|0.041555556|0.087069205|0.0|-0.006862238|-0.083959343|0.006615826|1|1|0.151620635|-0.15024383|-0.513686975|1|0.8183043390000001|0.831101086|0.8837136859999999|0|-0.085851235|0.439268891|0.023873046|-63.96145017|17.78605328|96.60079598|0.2837586789999999|211.4077529|-0.036430555|13.25108213|19.97715962|0.6849975640000001|-47.65297933|97.76153993|-27.14173115|81.74750345|0.465246185|-1574.220407|2634.745208|-20.22131065|16.22570287|0.870019385|7331.209763|-1172.836017|0.025570256|-275.6561988|2298.140152|805.2286932|19.05051961|0.0|0.0|5.03|0.0|0.17|17.0|-6.87|1.28|2.15|0.84|0.0|1.0|7.0|6.0|-8.03|0.0|-3.72|0.0668|0.0001889999999999|0.0897|0.0|0.0|6.45e-05|-0.0548899999999999|5235.0|-1876.203168|1281.69|320.67|0.4832|615.71|0.40141|0.68591|6.7458|0.0508577|15.0|7.8239
15_a4|0.0|0|0|7.535296702|1|1|1.956386054|-0.001986535|-0.061469545|1|0.044357639|0.0432718859999999|0.0|0.009823083|-0.1979518539999999|0.022446689|1|1|0.097046535|-0.017259078|-0.226703465|1|0.5118792910000001|0.772721853|0.8347553529999999|0|-0.062151785|0.2517542889999999|0.010893057|-29.80513879|5.223809291|12.70877085|0.132283624|63.43714456|-0.030724393|2.505098786|86.01453643|0.8438913020000001|-14.29317436|40.03406565|-14.73400655|35.02894809|0.437696617|-530.4242358|1495.715718|-7.065752187|9.709704127|0.7783994009999999|4134.603400999999|-254.3670787|0.009743323|-329.8289177|628.5456843999999|324.5687005|4.672449937|0.0|0.0|3.28|3.01|0.11|17.0|-6.09|4.09|4.4|3.05|0.0|1.0|2.0|3.0|-5.6|1.0|-4.28|0.0443|5.19e-05|0.0151|0.0|0.0|0.000235|-0.03539|4.5048|-958.270023|848.47|294.16|0.1996|396.58|0.4778699999999999|0.56413|2.1603|0.018092091|175.0|6757.0
9g_a40|0.0|0|0|7.515889085|0|0|1.849105962|-0.0054957819999999|-0.0220464379999999|0|0.043730159|0.07954859|0.895670535|0.011921308|0.139758613|-0.145879501|2|2|0.133954053|-0.037217966|-0.383703998|0|0.694156166|0.764275277|0.821935848|1|-0.063539055|0.002717414|0.021367335|-33.47455057|11.25704374|65.74631496|0.09545843|50.29077056|-0.031197254|5.930596229|64.08637519|0.740240206|-17.63553984|51.16627179|-16.43578193|44.73159432|0.476386801|-624.5597134|349.4421673|-8.658932892000001|15.62271835|0.909806709|4435.743087|-329.0394499|0.018087202|-253.1335385|843.7257374|384.6422631|9.528957565|1.0|0.0|2.8|1.78|0.06|22.0|-6.43|2.91|2.93|0.64|0.0|1.0|3.0|4.0|-7.17|0.0|-3.09|977.0|0.0008179999999999|247.0|0.0|0.0|0.000113|-0.0624|3.0778|-1332.487689|923.42|402.84|0.3563|469.6|0.70233|0.70233|3.4787|0.01134289|3548.0|5.45
18c_a25|0.0|0|0|6.842683282|0|0|1.959418462|-0.002704524|-0.008080236|2|0.043274232|0.007241543|2.069766482|0.007804726|-0.038865826|0.006360768|1|1|0.01222181|-0.038006869|-0.282103688|2|0.7644072209999999|0.748718056|0.8005589320000001|1|-0.048636087|0.385593349|0.009585904|-31.96445203|6.300016824|26.54367263|0.05198276|34.1639413|-0.026975264|4.140476673999999|0.0|0.7479204509999999|-21.00757374|56.83666555|-17.72859578|38.26446885|0.484730247|-992.8013635|2095.730631|-11.65153036|14.65844196|0.940731034|6736.25597|-652.4856999|0.014546814|-325.8749539|1327.415719|831.3429628|9.560410146|1.0|1.0|3.58|3.89|0.11|27.0|-10.17|6.29|6.11|3.08|1.0|0.0|7.0|3.0|-5.85|1.0|-5.6|0.000398|2.51e-06|0.00113|0.0|0.0|3.0499999999999995e-08|-0.0622|5.4858|-1714.597797|1243.76|371.26|0.3558|547.87|0.31993|0.70516|6.1775|0.02003004|88.0|7.0555
3b_a49|0.0|0|0|7.535296702|1|1|2.104186262|-0.0057605869999999|-0.055724324|2|0.034155556|-0.090939066|1.844602991|0.000607064|-0.010613212|0.00361222|1|1|-0.151131362|0.000511959|-0.405529602|2|0.7745859279999999|0.794997634|0.845992028|1|-0.0883601469999999|0.482434361|0.013576151|-54.04959517|8.304484449|325.6896751|0.250895642|153.4719941|-0.0276739079999999|5.07982433|81.60358988|0.656865946|-33.06194987|64.91785551|-16.92803342|62.35407961|0.477583842|-880.2577376|1796.6760370000002|-10.35481932|13.85181805|0.914182753|5934.158315|-538.4506046|0.021477952|-191.9087104|1340.087338|641.1445234|13.13798859|1.0|1.0|3.37|2.43|0.22|21.0|-7.58|3.16|3.2|1.25|0.0|1.0|6.0|5.0|-7.42|1.0|-3.59|0.1169999999999999|0.000256|102.0|0.0|0.0|1.05e-05|-0.06115|4.6669|-1293.3286859999998|1132.92|322.72|0.1978|480.08|0.5798|0.6632|3.0055|0.0368692|25.0|7.6021
9_a10|0.0|0|0|7.535296702|1|1|1.998759814|-0.004530817|-0.032199235|2|0.03590535|-0.048732912|1.754798254|0.007316125|-0.1189611519999999|-0.1048161059999999|1|1|-0.079150788|-0.1475423119999999|-0.362724972|2|0.7141481129999999|0.791322552|0.837889476|1|-0.057690053|0.6816795959999999|0.013842683|-40.90513782|9.815155744|86.66800495|0.130554786|92.56988349|-0.028592687|6.959437141|59.95939417|0.73129178|-29.00379197|71.07688871|-20.27364785|50.72029356|0.45291714|-1196.145223|2284.568215|-14.37503199|16.02210901|0.827876677|6606.83687|-848.1268877|0.015893979|-327.9949188|1635.660698|816.3832816|11.26962754|1.0|1.0|4.0|3.2|0.23|21.0|-7.93|3.69|3.68|1.81|0.0|1.0|7.0|5.0|-6.87|0.0|-4.44|0.0259|3.64e-05|16.0|0.0|0.0|5.14e-06|-0.06118|5.5668|-1410.041793|1278.57|332.32|0.4138|631.5|0.2242|0.68962|2.9927|0.03583924|193.0|6.7144
9n_a24|0.0|1|0|6.605297921|0|0|0.0|-0.003323852|0.001099755|2|0.024179894|-0.141205159|0.0|0.008307337|-0.036651001|-0.03088354|1|1|-0.22754075|-0.12451554|-0.225226606|2|0.786587307|0.7584388259999999|0.804201677|0|-0.052106597|0.331008994|0.017608478|-35.21502941|11.90027964|48.691073|0.095443402|64.50319929|-0.026905672|8.042526681|24.72120326|0.652126509|-23.79925701|67.36550766|-18.18357165|47.11530904|0.4331595789999999|-945.545726|1361.307012|-12.28894317|14.52410167|0.764164944|5356.5828|-639.0250449|0.021951174|-205.6223122|1449.942171|631.9206508|14.83518955|1.0|1.0|3.17|2.6|0.17|23.0|-8.64|4.41|4.14|1.42|0.0|1.0|7.0|5.0|-6.47|0.0|-4.29|0.0278|5.14e-05|0.0198|0.0|0.0|8.909999999999999e-07|-0.03818|4.9139|-1239.1274939999998|1155.03|302.2|0.2522|587.05|0.44042|0.63085|2.8552|0.03188309|19.0|7.7212
14aa_a23|0.0|0|1|7.423568444|0|0|3.4143268310000003|-0.005050361|-0.026892547|2|0.046678487|0.031136154|0.758549568|0.013012022|-0.029037128|-0.044957534|2|2|0.055934795|-0.074579388|-0.4506138879999999|2|0.725358161|0.75434493|0.8072028240000001|1|-0.052155763|0.204831806|0.018016316|-35.51947393|12.26959478|40.49537336|0.075891958|51.68445972|-0.03159178|8.355923226|83.27171526|0.796659447|-24.18971469|61.21989213|-21.51484958|47.78906871|0.4930525229999999|-1140.287028|2263.821505|-14.65218978|15.78173785|0.972590939|6651.23042|-776.5660584|0.013786041|-404.0660854|1431.335599|733.3886349999999|9.388663605|0.0|1.0|3.63|3.68|0.12|26.0|-8.16|4.4|4.63|3.45|1.0|1.0|5.0|4.0|-5.92|0.0|-5.55|0.000259|2.81e-06|0.00123|0.0|0.0|3.07e-06|-0.0708299999999999|3.5934|-1708.5626|1231.11|345.03|0.4157|588.45|0.6805899999999999|0.6805899999999999|5.8286|0.02033777|4.0|8451.0
12az_a36|0.0|1|0|7.412764017000001|2|2|0.0|-0.009570959|-0.040156368|2|0.040566449|0.078817323|0.0|0.000482522|-0.024018255|-0.012800556|1|1|0.129156742|-0.176729938|-0.387734368|1|0.884226781|0.812921349|0.858971809|0|-0.071762413|0.411597359|0.034771534|-50.28669997|24.36575918|60.11023222|0.180836387|126.71905359999998|-0.033474609|17.0740303|8.104966044|0.583865006|-35.23783652|99.82512582|-23.45695404|74.65245915|0.462897841|-1360.503334|2455.7577530000003|-16.43719536|15.73229538|0.861843195|6700.839465|-953.3573311|0.034594361|-117.53490990000002|2330.167624|766.4854363|24.24160725|0.0|0.0|4.96|0.0|0.21|17.0|-6.79|2.83|1.9|1.42|0.0|1.0|7.0|6.0|-7.13|0.0|-4.15|0.0342|7.13e-05|0.0315|0.0|0.0|7.11e-05|-0.04967|3.8863|-1461.990465|1252.18|343.5|0.4383|576.54|0.69385|0.70333|6.3778|0.02800521|58.0|7.2366
18a_a22|0.0|0|0|6.842683282|0|0|1.854982521|-0.003488994|-0.018344659|2|0.038167849|0.033735832|1.6891461019999998|0.007066388|-0.021976395|-0.015194063|1|1|0.059645624|-0.0835538409999999|-0.296897301|2|0.760537197|0.7329701259999999|0.7881113679999999|1|-0.050645213|0.573315195|0.01713283|-34.36220678|11.62443251|29.59800426|0.073464296|49.84469832|-0.029276847|7.887046626|18.5219848|0.710467198|-23.31437056|64.80092090000001|-19.86401135|45.98663929|0.487405342|-1032.92859|2213.859172|-13.47750813|13.72951861|0.950859191|6630.646100999999|-700.830423|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|3.49|3.17|0.08|27.0|-9.4|5.32|5.11|2.13|1.0|1.0|6.0|4.0|-6.28|1.0|-5.16|0.00113|6.98e-06|0.00305|0.0|0.0|1.73e-07|-0.0706799999999999|5.0214|-1691.3151059999998|1211.84|355.95|0.3174|531.16|0.35107|0.68577|3851.0|0.01932946|13.0|7.8861
14_a4|0.0|0|0|7.535296702|1|1|1.947126795|-0.001935612|-0.04986736|1|0.0409444439999999|-0.0135414919999999|0.0|0.009588001|-0.08389836|0.117232935|1|1|-0.031578333|-0.016862096|-0.199315317|1|0.507307223|0.77505994|0.843811017|0|-0.065776751|0.218112446|0.013047382|-29.91067393|5.933038407000001|12.12963775|0.148961754|67.73740575|-0.03015272|2.697931638|85.72299913|0.768457211|-13.60128622|39.49511556|-13.71135194|35.84371234|0.40126838|-452.4746139|1378.961008|-6.23496557|8.859498364|0.6701974079999999|3944.638539|-205.7538638|0.015779688|-244.1511936|588.8091192|280.2639278|7.175500282000001|0.0|0.0|3.14|2.39|0.06|17.0|-5.71|3.59|4.09|2.82|0.0|2.0|2.0|3.0|-5.8|1.0|-3.97|0.11|0.000106|0.0295|0.0|0.0|0.000539|-0.03639|4.5233|-918.9507745|794.51|293.02|0.1864|353.16|0.53298|0.55975|2.3797|0.020300099|1.32|5.8794
15_a3|0.0|0|0|6.823286122000001|1|1|0.0|-0.006742751|-0.092127078|3|0.045993266|-0.182934001|1.809035179|-0.006419472|0.126641951|0.021805556|0|0|-0.325227172|-0.022386155|-0.505519936|3|0.968837995|0.813015336|0.866559772|1|-0.092342351|0.451058529|0.007901554|-47.26593592|4.04445331|315.5421792|0.221091166|113.1667185|-0.037667|2.070175472|0.0|0.850327497|-24.19332693|60.30684851|-19.28005913|51.31038923|0.461565365|-771.2023653|1433.713715|-9.868603355|9.975434973|0.85723565|4617.470007|-394.7441342|0.010200078|-358.6340772|906.9474625|402.781061|5.220965278|1.0|0.0|4.12|0.0|0.24|16.0|-5.78|2.21|1.56|0.96|0.0|2.0|2.0|5.0|-7.35|0.0|-3.02|547.0|0.000951|306.0|0.0|0.0|0.000535|-0.06319|6.0077|-1328.688126|916.07|334.44|0.4107|398.12|0.2843199999999999|0.67902|1.9539|0.0228507|25.0|7.6021
4e_a46|-3.742323661|0|0|7.825245291|1|1|2.12386814|-0.005995748|-0.370202917|2|0.041636905|-0.08224348|0.0|-0.001404912|-0.058626723|-0.05803828|1|1|-0.135489528|-0.030065705|-0.514537262|2|0.738134189|0.77019676|0.8146060740000001|0|-0.0835371459999999|0.68427144|0.010671173|-63.39469142|8.098142567|105.0139519|0.246284959|186.9007941|-0.030951758|6.145520557|20.27041189|0.7951078540000001|-48.10898007|73.87174786|-23.48867857|71.49283399|0.4753010039999999|-1479.78675|3129.575458|-17.82509456|15.06943449|0.905854609|7615.063066|-1122.980957|0.0125621839999999|-447.9030518999999|1861.114491|942.2127953|9.533193534|0.0|0.0|4.5|2.68|0.27|23.0|-8.81|3.05|5.93|2.06|0.0|1.0|5.0|6.0|-6.6|0.0|-5.41|0.000405|3.92e-06|0.00191|0.0|0.0|7.64e-07|-0.03893|4.2446|-1884.613031|1343.97|296.81|0.4814|655.69|0.5745600000000001|0.56481|1.9941|0.04805633|154.0|6.8125
12f_a30|0.0|0|0|7.412764017000001|2|2|0.0|-0.015345198|-0.274237737|2|0.041555556|0.1468972409999999|0.0|-0.00695299|-0.008663584|-0.046588557|1|1|0.4304505939999999|-0.077457998|-0.6394697460000001|1|0.613786308|0.8246767140000001|0.876441789|0|-0.090450992|0.56363596|0.01570263|-63.81176255|11.07796031|101.2862703|0.164253554|115.8783181|-0.0452183279999999|7.815328055|1.45550709|0.815175332|-45.01820228|89.21786458|-31.90082427|74.88972286|0.472521727|-1690.743686|2712.844784|-22.5055335|15.86072943|0.8958126809999999|7634.176316|-1192.793275|0.01752821|-444.7025522|2074.08593|696.6414817000001|12.36587885|0.0|1.0|4.73|0.0|0.17|17.0|-7.18|4.43|4.78|2.82|0.0|1.0|7.0|8.0|-5.66|0.0|-5.92|9.63e-05|1.2e-06|0.000579|0.0|0.0|3.19e-05|-0.05464|5.0587|-1988.032639|1225.63|351.25|0.2166|574.31|0.32483|0.68471|3.6633|0.03400408|19.0|7.7144
17e_a50|0.0|0|1|7.934155233999999|2|2|4.3906140030000005|-0.0020746479999999|0.038322942|2|0.031870748|-0.011278897|2.2384546640000003|0.012036705|-0.086639125|-0.114420412|2|2|-0.017965698|-0.1949741189999999|-0.229030473|1|0.7596299459999999|0.7409645029999999|0.7791604190000001|1|-0.046347299|0.4239465089999999|0.012865274|-32.24487658|8.950665784|10.68364489|0.069891795|48.62532158|-0.02665495|6.227183052000001|86.98647608|0.803671114|-22.43349867|57.93079973|-18.5444588|41.19554236|0.489797496|-1168.300905|1981.934841|-12.90180444|16.70124474|0.960006062|6301.28046|-812.8136797000001|0.010255676|-422.5418889|1453.705234|904.3172644|7.135108233|1.0|1.0|4.18|4.23|0.37|20.0|-7.33|4.23|4.68|2.91|0.0|1.0|6.0|4.0|-6.08|0.0|-5.18|0.00589|6.58e-06|0.00288|0.0|0.0|2.03e-05|-0.03156|4.2373|-1375.295877|1312.91|307.67|0.1809|602.89|0.6322800000000001|0.66478|6.7175|0.02761851|155.0|6.8097
19b_a38|0.0|1|0|7.412764017000001|2|2|0.0|-0.008652352|-0.115864198|2|0.044392765|0.013765516|0.0|-0.006877664|-0.1381849369999999|-0.0697981979999999|1|1|0.035216067|-0.098027247|-0.443325632|1|0.653741315|0.8295290000000001|0.8851623040000001|0|-0.086013549|0.336505882|0.0224393089999999|-53.38447032|13.92699891|120.3048789|0.270689433|168.00390359999997|-0.041606241|8.643817972|0.0|0.7596369590000001|-33.13317155|84.49751102|-25.82299118|67.31146923|0.478948837|-1291.149559|2436.66785|-16.02708787|13.74014387|0.91919733|6518.872269|-801.3543933999999|0.020570275|-322.28833010000005|1699.692918|593.6088758|12.76697997|0.0|1.0|4.82|2.37|0.14|17.0|-7.12|3.55|3.11|2.78|0.0|1.0|5.0|5.0|-6.81|1.0|-4.33|0.0238|4.67e-05|0.0196|0.0|0.0|3.19e-05|-0.05031|5363.0|-1431.414099|1111.29|330.55|0.4634|485.64|0.38952|0.69411|5.5253|0.03336932|12.0|7.9172
13l_a6|0.0|1|0|7.412764017000001|1|1|0.0|-0.0143011819999999|-0.132667824|1|0.0408037829999999|0.090187973|0.0|-0.009326562|-0.037558466|-0.086595185|1|1|0.144180269|-0.045794891|-0.564860904|1|0.8694295409999999|0.7908110340000001|0.84018367|0|-0.118071236|0.210844002|0.030012523|-82.24617981|20.90615311|182.8275745|0.3569010139999999|248.6104661|-0.0451862259999999|14.56282911|118.3485042|0.793671137|-57.29112645|100.8610837|-31.47586631|103.1523329|0.4257335779999999|-1762.648513|3127.831037|-21.92549054|15.34147837|0.7413520309999999|6462.086665999999|-1227.82747|0.018273048|-409.1314702|2220.880201|741.5222707|12.72865798|1.0|1.0|3.64|2.22|0.16|23.0|-8.89|4.55|3.8|1.39|0.0|1.0|7.0|5.0|-6.59|1.0|-4.77|0.00144|1.7100000000000002e-05|0.0075599999999999|0.0|0.0|5.7e-07|-0.04885|3.6675|-1465.865882|1249.13|349.26|0.3115|578.91|0.7002|0.70515|7.2582|0.03092407|385.0|6.4145
18_a31|0.0|1|0|7.401841579|0|0|0.0|-0.013634202|-0.138136629|0|0.0427124179999999|-0.051184519|0.0|-0.009923585|-0.001973566|-0.096301845|2|2|-0.084218532|-0.065041042|-0.604728055|0|0.868704545|0.8595579409999999|0.904870098|0|-0.11789212|0.258135789|0.014467496|-69.19879619|8.49194438|238.9516432|0.27411287|160.8952371|-0.040279446|4.984491996|0.0|0.7774768320000001|-40.61741697|85.81723707|-23.64270989|77.69074057|0.4492048839999999|-1063.9219449999998|1935.374782|-13.87749294|12.84812443|0.8155571290000001|4856.251645|-624.4871824|0.01673486|-325.73954460000004|1368.42913|477.1857166|9.822812434|1.0|1.0|3.41|2.85|0.28|16.0|-6.54|4.9|3.48|0.75|0.0|1.0|7.0|4.0|-6.72|1.0|-3.62|0.00862|0.000241|86.0|0.0|0.0|0.000104|-0.03702|5.0092|-1465.528656|1041.21|317.05|444.0|541.33|0.51842|0.70058|3.0607|0.04825999|0.13|6.8861
8_a27|0.0|1|0|6.605297921|0|0|1.7626247169999998|-0.008444078|-0.077396262|2|0.039673203|-0.14212377|1.21499748|0.0040883959999999|0.093450172|0.067074515|1|1|-0.24946295|-0.106814855|-0.535352745|2|0.6812785379999999|0.8000360390000001|0.8688656459999999|1|-0.078709803|0.3608031339999999|0.021852066|-37.50265703|10.41179748|122.0597403|0.223615972|106.5457267|-0.035880862|4.960882344|61.18801154|0.751701834|-17.86879446|53.20197882|-17.09606174|47.91445451|0.479730655|-615.4582227000001|989.0070768|-8.145716531|9.642697094|0.92208134|4522.989286999999|-293.2457951|0.019394143|-239.8554499|818.753121|326.3351007|9.240677197|0.0|0.0|2.79|2.28|0.06|21.0|-6.28|2.98|2.48|2.19|0.0|1.0|2.0|4.0|-6.73|1.0|-3.52|178.0|0.000299|0.0907|0.0|0.0|0.000158|-0.05015|4.1276|-1004.515654|848.58|300.38|0.2336|374.88|0.64893|0.64893|3.0415|0.02665292|6.0|8.2218
7_a1|0.0|0|0|7.860570786|2|2|2.307091837|-0.010040172|0.001018628|1|0.035718954|-0.048878707|0.0|0.0021597079999999|-0.07233584|-0.024096172|1|1|-0.077833285|-0.245732751|-0.441054548|1|0.7795049279999999|0.801577133|0.862051935|0|-0.083362936|0.289201649|0.035937867|-40.16416679|17.31482297|111.9204437|0.289040847|139.2595474|-0.031040669|8.342261787|404.7836105|0.603382856|-19.35104936|61.72628137|-14.95535873|57.47898976|0.452829665|-568.3036318|1466.924404|-7.205474633|9.278054953|0.827584457|4519.238270000001|-273.8080361|0.029820838|-99.61948195|941.8624118|351.4191817|14.36764539|1.0|0.0|3.09|2.83|0.22|17.0|-5.64|3.43|3.29|1.6|0.0|2.0|2.0|4.0|-6.4|1.0|-3.71|213.0|0.000195|0.0595|0.0|0.0|0.000698|-0.02433|4.0504|-1009.509475|864.85|306.1|0.2961|365.53|0.69902|0.69902|4575.0|0.02860499|0.46|6.3372
