molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|SRW09|SaasN|MATS2c|AATSC1s|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GRAV|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|pIC50
4e_a46|-3.742323661|0|0|0.0|0.092094405|7.825245291|2.12386814|0.1369980459999999|-0.370202917|-0.08224348|0.0|-0.001404912|-0.058626723|10.31928077|-0.05803828|1|-0.030065705|-0.049530834|0.738134189|0.77019676|0.075271624|0.69063113|0|0.753715041|-0.0835371459999999|0.010671173|-64.33855433|8.098142567|105.0139519|0.246284959|186.9007941|-0.030951758|0.7951078540000001|-1.949960781|-48.10898007|73.87174786|71.49283399|0.4753010039999999|3411.457836|571.9794684|3129.575458|0.204892146|7615.063066|0.0125621839999999|-447.9030518999999|942.2127953|9.533193534|1.0|0.0|0.0|1.0|2.0|4.5|2.68|0.27|23.0|-8.81|5.93|2.0|0.0|137.28|1.0|5.0|-6.08|35.0|6.0|-6.6|488.6|1.0|0.0|0.0|8.29e-07|0.000405|3.92e-06|0.0|0.0|7.64e-07|-0.03893|8.03|757.1|1343.97|296.81|0.5745600000000001|-1884.255802|-0.21005|-1884.324182|3.2466|6.8125
5_a47|0.0|0|0|0.0|0.0|0.0|0.0|0.019688132|-0.188550227|0.003858593|1.284688504|-0.012670377|-0.002627182|10.9367109|0.045246333|0|-0.019811664|-0.0428873159999999|0.7063295709999999|0.795032176|0.065981732|0.675164258|1|0.807957755|-0.087763105|0.009936558|-52.90420509|5.246458665|104.9032216|0.192042245|101.3974575|-0.038537768|0.781571204|-1.502972943|-24.46654029|62.14504725|51.58499074|0.4736061789999999|2368.870941|426.5981263000001|1349.003107|0.218428796|5501.708422|0.017501741|-297.3367046|416.1194472|9.240842159|1.0|1.0|0.0|1.0|2.0|2.67|2.79|0.0|22.0|-8.68|5.96|2.0|0.0|101.51|1.0|3.0|-5.65|26.0|4.0|-5.19|365.79|1.0|0.0|1.0|2.25e-06|0.000824|3.18e-06|0.0|0.0|7.590000000000001e-07|-0.05535|4.37|561.61|951.68|334.35|0.69291|-1569.20723|-0.20954|-1569.258939|3.8816|7.7
12ao_a36|0.0|1|0|3.477902101|0.0|7.412764017000001|0.0|-0.058597382|-0.065314765|0.0895536619999999|0.0|0.002782748|-0.113963585|10.94919858|-0.033032344|1|-0.095253274|-0.1619981409999999|0.90500247|0.82626942|0.040831815|0.856135378|0|0.832582759|-0.077866573|0.017784426|-67.45579866|11.76697353|85.17634667|0.167417241|110.7707502|-0.03775988|0.7820981779999999|-2.039033535|-34.08795068|78.51108393|63.28698809|0.462968912|2794.663089|550.8740683|2298.760179|0.217901822|5943.227395|0.016708791|-373.2975961|698.847203|11.05528527|1.0|0.0|0.0|0.0|2.0|4.87|0.0|0.12|17.0|-7.01|2.42|1.0|0.0|133.84|1.0|6.0|-4.58|31.0|4.0|-6.34|407.47|0.0|1.0|0.0|2.6e-05|0.0106|2.82e-05|0.0|0.0|3.94e-05|-0.05455|3.83|701.9|1190.17|356.86|0.4962|-1310.077853|-0.19662|-1310.138396|7.447999999999999|7.5229
12z_a30|0.0|0|0|0.0|0.0|7.412764017000001|0.0|-0.1155022219999999|-0.026703371|0.034848862|0.0|0.003529389|0.018796341|10.31162784|-0.045463448|1|-0.12254489|-0.207153446|0.8397577820000001|0.809127478|-0.02232319|0.794193541|0|0.832920077|-0.071429418|0.030875938|-74.96232552|21.47520633|54.40462246|0.167079923|116.2094523|-0.034034824|0.630839856|-1.939984979|-34.55504699|95.20867045|71.1566605|0.48740649|3112.622632|579.3226647000001|2435.831516|0.3691601439999999|7074.004131999999|0.029109145|-182.00664430000003|792.3440337000001|20.24634493|1.0|0.0|1.0|1.0|1.0|4.86|0.0|0.21|17.0|-6.83|2.63|2.0|0.0|140.26|1.0|7.0|-5.61|33.0|6.0|-6.39|458.54|0.0|0.0|0.0|2.47e-06|0.00113|9.94e-06|0.0|0.0|6.720000000000001e-05|-0.04679|3.34|739.33|1266.9|360.02|0.5513100000000001|-1804.51674|-0.19279|-1804.581882|7.2113|7.3615
13b_a6|0.0|1|0|3.423777636|0.0|7.412764017000001|0.0|-0.0411179|-0.0265090529999999|0.060593678|0.0|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|-0.10896749|-0.180339002|0.850080948|0.7788169070000001|-0.029988734|0.8013954109999999|0|0.7757172059999999|-0.093125205|0.032036214|-74.04643339|21.00828557|154.7847961|0.2242827939999999|147.0772097|-0.0406496879999999|0.757233678|-2.032484418|-40.04664055|87.39962829999999|82.07670290000002|0.408780634|2821.72831|508.6895893|2587.000662|0.2427663219999999|6000.952027|0.0203627189999999|-337.3706117|627.4287311|13.35319491|1.0|1.0|1.0|1.0|2.0|3.56|2.85|0.12|23.0|-9.01|4.32|2.0|0.0|116.79|1.0|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|0.0|1.0|3.11e-06|0.0012699999999999|1.02e-05|0.0|0.0|4e-07|-0.0525799999999999|4.04|694.33|1167.21|341.35|0.58026|-1349.837661|-0.20156|-1349.898848|13.5746|6.7595
5e_a40|0.0|0|0|0.0|0.0|8.149890544|1.661964758|-0.091305805|0.0601021459999999|-0.106497535|0.7768055559999999|0.009890343|0.158430496|10.31198323|0.029272031|2|0.005996234|0.010397494|0.535506399|0.8092726020000001|-0.402340487|0.5087199929999999|1|0.864422751|-0.076883794|0.019851304|-42.66853738|9.440323938|170.7311133|0.135577249|64.47400829|-0.035889706|0.8223594679999999|-1.076691165|-17.38723451|48.81318333|46.00255248|0.47779156|1986.384601|411.0778166|512.5703164|0.177640532|4158.984115|0.012921086|-306.597267|264.9899736|6.144645946|1.0|0.0|1.0|0.0|0.0|3.03|2.73|0.21|14.0|-4.65|3.74|1.0|1.0|79.16|2.0|3.0|-4.78|20.0|3.0|-5.66|303.77|0.0|1.0|1.0|1.66e-05|0.00505|5.56e-05|0.0|0.0|0.00678|-0.07231|4.99|493.19|802.38|333.85|0.69675|-1637.115238|-0.2201699999999999|-1637.162552|10282.0|7.6021
4e_a49|0.0|0|0|0.0|0.0|7.535296702|2.085628989|-0.076526919|-0.074495823|-0.080255074|1.713107022|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|-0.037142108|-0.060391347|0.7541604690000001|0.803344301|0.0063958109999999|0.731643066|1|0.757062331|-0.09422276|0.017142176|-53.89448633|10.51443916|313.22432680000003|0.242937669|149.0098632|-0.029288891|0.650328475|-1.493733437|-35.44835874|68.38360061|68.30753733|0.471635821|2675.626006|464.3567821|1647.641653|0.349671525|5950.361470000001|0.023622273|-184.4129453|620.5697596|14.48911428|0.0|1.0|1.0|1.0|2.0|3.35|2.89|0.22|21.0|-7.36|2.83|1.0|0.0|114.08|1.0|6.0|-3.28|30.0|5.0|-7.52|399.45|0.0|0.0|1.0|0.000528|211.0|0.000305|0.0|0.0|1.74e-05|-0.06461|3.34|660.22|1128.64|327.34|0.4078199999999999|-1312.924353|-0.2231199999999999|-1312.98289|4.8707|7.4685
8f_a12|0.0|0|1|0.0|0.0|6.580639137|0.0|0.110310585|-0.062406088|-0.013400998|2.177023629|-0.002596875|0.028505422|10.31134658|-0.024023866|1|-0.070713228|-0.125424286|0.902669729|0.7475224290000001|-0.13747286|0.8409290840000001|1|0.869823177|-0.072634742|0.013287637|-56.220383|7.550959323|83.13642146|0.130176823|73.97552223|-0.03822396|0.8381234340000001|-1.6818542230000002|-23.45595611|63.05721575|48.82707007|0.460344828|2541.921472|494.2940092|1448.568734|0.161876566|5481.952981|0.012030968|-384.290491|524.0516742|6.836832748|1.0|1.0|1.0|1.0|1.0|4.09|3.26|0.1|21.0|-8.42|3.41|2.0|0.0|115.66|1.0|3.0|-5.7|27.0|4.0|-5.47|369.44|0.0|1.0|1.0|1.99e-06|0.000735|5.72e-06|0.0|0.0|1.4e-06|-0.06179|4.19|606.97|1020.81|339.35|0.59107|-1480.955408|-0.2124|-1481.008909|1.4701|6.1898
7b_a10|0.0|0|0|0.0|0.0|7.535296702|0.0|-0.170920618|0.037541178|-0.060829392|2.079721225|0.011041815|-0.01808249|10.93274506|0.039221939|0|-0.051052176|-0.082499103|0.624866343|0.764865564|-0.108464916|0.586354126|1|0.92441666|-0.0590666679999999|0.009734392|-37.45675757|5.061217187|13.37827368|0.07558334|39.29815915|-0.027444463|0.781045839|-1.152667458|-15.96741933|43.9185573|35.77183831|0.446575367|2290.380138|480.6333417|2150.375871|0.218954161|5212.568172|0.012428175|-292.2491701|459.0250226|6.46179973|1.0|0.0|1.0|0.0|0.0|3.9|0.0|0.25|16.0|-6.99|3.03|1.0|1.0|105.44|1.0|2.0|-5.28|25.0|3.0|-5.09|346.81|0.0|1.0|1.0|5.29e-06|0.00183|5.25e-06|0.0|0.0|3.54e-05|-0.05377|3.44|562.31|951.55|340.37|0.4195399999999999|-1450.075119|-0.21225|-1450.124551|5.6147|4.7033
8a_a50|0.0|1|1|3.139870661|0.0|7.860570786|2.03117465|-0.0737162059999999|-0.021959577|-0.0224366579999999|1.99158738|0.007671336|-0.150515325|10.94501357|-0.058014797|2|-0.065546446|-0.11385159|0.75162266|0.804535572|-0.188882361|0.7135713840000001|1|0.860876738|-0.069208148|0.018809422|-41.48493288|9.480859015|133.8183888|0.139123262|70.12485884|-0.031655181|0.751415713|-1.234552044|-17.58335405|50.06249379|44.36511568|0.46183401|2206.356773|433.9235497|1503.563342|0.248584287|4638.284496|0.017017336|-253.4513797|388.171611|8.577560914|1.0|1.0|0.0|1.0|1.0|3.34|2.01|0.11|20.0|-6.32|3.71|0.0|0.0|94.75|1.0|2.0|-3.86|24.0|3.0|-6.12|313.36|0.0|1.0|1.0|0.000138|0.0433|7.48e-05|0.0|0.0|0.000151|-0.0280699999999999|2.69|548.47|912.7|297.06|0.3462199999999999|-1006.508913|-0.20051|-1006.557694|5.5319|7.3279
9h_a40|0.0|0|0|0.0|0.0|7.515889085|1.7679629630000002|0.014753178|-0.126968715|0.157606277|0.814591837|0.003782277|0.133376308|10.31197223|-185.0|2|0.048470175|0.08305063|0.778613709|0.740778143|-0.160855189|0.7528137909999999|1|0.864310149|-0.09201708|0.012390387|-47.93581245|6.199629554|132.6583116|0.135689851|67.89350333|-0.041058441|0.863884935|-1.437045429|-23.03722449|53.60044379|52.2411122|0.482124665|2073.354193|432.46450360000006|418.2915223|0.136115065|4322.734135|0.011321157|-364.1454816|336.23227030000004|5.664631335|1.0|1.0|1.0|1.0|0.0|3.3|3.55|0.11|20.0|-6.51|4.44|1.0|0.0|93.19|1.0|3.0|-5.65|23.0|3.0|-5.06|321.4|0.0|1.0|1.0|2.23e-06|0.000716|7.6e-06|0.0|0.0|9.93e-05|-0.05991|3.9|526.38|868.84|368.18|0.64952|-1293.033723|-0.20038|-1293.083512|2841.0|5.4001
11_a27|0.0|1|0|2.680511093|0.0|7.535296702|0.0|0.100091619|-0.003527607|-0.080272515|1.3706083080000002|0.004538653|-0.0864111069999999|10.93910312|-0.027287578|0|-0.041662169|-0.067428705|0.734834532|0.814843016|-0.0357410779999999|0.7146215429999999|1|0.7645505|-0.079921166|0.016171515|-50.15555389|8.553922917000001|143.3238715|0.2354494999999999|124.5410133|-0.034296948|0.8088958709999999|-1.611956546|-22.36099135|56.8702158|50.82822357|0.4528656239999999|2339.465471|404.4089873|1646.903525|0.1911041289999999|5186.240841|0.012694323|-326.780942|504.209846|6.714661907000001|1.0|0.0|0.0|0.0|1.0|3.95|0.0|0.35|16.0|-6.09|1.67|0.0|0.0|106.33|1.0|2.0|-3.68|26.0|4.0|-6.47|345.4|0.0|1.0|0.0|0.000207|0.0716|9.45e-05|0.0|0.0|0.000283|-0.05985|4.54|571.4|974.29|499.21|0.6125|-1122.190727|-0.16205|-1122.242519|4.2894|8301.0
3_a27|0.0|0|0|0.0|0.0|6.605297921|3.127072625|0.124551908|-0.096132106|-0.172132163|1.177265999|0.009082086|0.042659548|10.93782973|0.024154412|1|-0.1984716939999999|-0.341338963|0.640545265|0.810053853|0.136381755|0.610158103|1|0.862115922|-0.06145119|0.019234305|-44.61323499|9.960129259|10.71226495|0.137884078|71.40072181|-0.032307734|0.733853752|-1.292309364|-16.47810502|54.32114618|41.78149261|0.44566003|2294.213272|446.4308003|1043.697725|0.266146248|4960.583812|0.018747239|-242.1936891|401.7540197|9.707911187|1.0|0.0|1.0|1.0|0.0|3.03|3.11|0.05|21.0|-5.89|2.94|0.0|0.0|97.71|2.0|3.0|-3.7|25.0|4.0|-6.41|329.36|0.0|1.0|1.0|0.0002|0.0658|0.000103|0.0|0.0|0.000423|-0.05512|4.92|547.92|931.06|312.93|0.34864|-1081.744053|-0.21969|-1081.794829|4.1551|8.3979
47l_a18|0.0|0|0|0.0|0.0|7.03438793|0.0|0.0340353029999999|-0.0603838109999999|-0.0057783619999999|0.0|-0.00046896|-0.010426981|10.94702063|-0.056270425|0|-0.103458566|-0.156998637|0.7452092359999999|0.7435044540000001|0.00676294|0.733228144|0|0.803473313|-0.08034939|0.009199889|-59.6654726|6.543729374|11.54768766|0.196526687|139.7861865|-0.031456589|0.796109347|-2.0132216990000003|-40.65070014|68.83398609|63.6949231|0.4897655489999999|2852.093627|571.4972966|1427.032023|0.203890653|6572.90106|0.012890098|-421.235376|931.8364349|9.168513486|1.0|1.0|0.0|1.0|3.0|4.17|0.0|0.25|18.0|-9.37|3.19|3.0|1.0|139.63|1.0|9.0|-5.26|34.0|3.0|-6.39|454.56|0.0|0.0|0.0|5.44e-06|0.00247|1.4499999999999998e-05|0.0|0.0|1.93e-07|-0.0520399999999999|7.71|764.74|1334.6|387.13|0.69291|-1455.165122|-0.18344|-1455.233431|3.3864|7.4949
12a_a32|0.0|1|1|3.442930603|0.0|7.765993078999999|0.0|0.087371302|-0.057200812|-0.0134169989999999|2.136609567|-0.003484915|-0.031249617|10.31100269|-0.074344282|3|-0.0852122769999999|-0.1534110109999999|0.788133615|0.845443342|-0.018578911|0.7507116140000001|1|0.788702323|-0.085324121|0.016535497|-68.06885478|10.31184223|111.9735444|0.211297677|131.7691491|-0.0308471429999999|0.667706375|-1.4189685719999998|-33.18255791|81.41372467|63.52154605|0.456641145|2572.916338|491.8493928|3030.946307|0.332293625|5656.0082|0.021399091|-209.1696096|557.1050635|13.34486989|1.0|1.0|1.0|1.0|2.0|3.45|2.85|0.26|19.0|-7.65|4.19|1.0|0.0|110.47|1.0|7.0|-6.01|27.0|4.0|-6.32|397.52|1.0|0.0|1.0|9.78e-07|0.000389|3.17e-05|0.0|0.0|8.86e-06|-0.05222|4.63|667.68|1114.3|346.71|0.7025600000000001|-1880.539078|-0.20049|-1880.600043|4.2371|7.6021
6_a1|0.0|0|0|0.0|0.0|7.535296702|2.325221088|-0.092471477|0.021203156|-0.114683042|0.0|0.005054086|-0.00983397|10.95180041|-0.0538497079999999|1|-0.230322048|-0.3632559589999999|0.781885145|0.798346291|0.13761072|0.741035199|0|0.8782596159999999|-0.057199415|0.021009352|-37.41011914|10.15161645|64.63457366|0.121740384|58.82435931|-0.0238222729999999|0.576759436|-0.929068634|-13.35477777|49.61122373|37.79009463|0.4218263379999999|1956.144556|424.3707604|1383.161829|0.423240564|4061.042516|0.025250885|-74.17956941|359.9965854|12.20110458|1.0|1.0|0.0|1.0|0.0|2.94|2.54|0.22|17.0|-6.02|3.57|0.0|0.0|86.31|1.0|3.0|-3.12|22.0|3.0|-6.21|291.35|0.0|1.0|1.0|0.0007599999999999|221.0|0.00021|0.0|0.0|0.000277|-0.02214|2.81|527.41|875.29|305.12|0.69818|-935.330989|-0.1899799999999999|-935.378591|8.0033|5.2924
9b_a31|0.0|1|0|3.338934004|0.0|7.765993078999999|0.0|0.010411229|-0.070525429|-0.045938305|0.0|-0.0050444109999999|0.014628521|10.31169871|-0.091236608|2|-0.143280211|-0.2345186269999999|0.811212624|0.852813666|0.01752821|0.77051712|0|0.669120552|-0.103937658|0.034595809|-80.40427495|21.21368453|152.8702381|0.330879448|202.8908225|-0.039058603|0.689175183|-1.835754351|-39.08032306|95.78862992|84.94685678|0.469546953|2534.356888|410.2957125|1711.969694|0.310824817|5524.468603|0.025089192|-231.99935|524.0230338|15.38435497|1.0|1.0|1.0|1.0|2.0|3.58|2.76|0.32|16.0|-6.84|3.5|1.0|0.0|103.36|1.0|7.0|-4.76|27.0|5.0|-6.77|384.45|0.0|0.0|1.0|1.76e-05|0.00675|0.000137|0.0|0.0|5.520000000000001e-05|-0.0422899999999999|4.69|663.06|1091.21|322.58|0.41622|-1578.604164|-0.2013599999999999|-1578.665571|6.8028|7.2007
14b_a50|0.0|0|1|0.0|0.0|7.934155233999999|4.240438135|-0.092558007|0.0228205129999999|-0.068176984|2.115127752|0.010215823|0.037777505|10.94501788|-0.041169251|2|-0.1786649189999999|-0.280243276|0.74726683|0.7887047979999999|0.030057537|0.71456262|1|0.904076348|-0.050362464|0.022423099|-50.27694576|14.70317076|25.31245624|0.095923652|62.89861413|-0.025558317|0.637281054|-1.533499045|-21.65397937|64.58491917|47.72661339|0.445384689|2967.872393|592.81677|2984.248708|0.362718946|6737.145102|0.021820402|-180.03459850000002|825.4425942|14.30797341|1.0|1.0|1.0|1.0|0.0|4.64|3.64|0.35|20.0|-6.86|4.81|2.0|0.0|128.39|1.0|7.0|-4.6|33.0|5.0|-6.5|441.52|0.0|1.0|0.0|2.51e-05|0.0111|1.6800000000000002e-05|0.0|0.0|6.12e-05|-0.02486|3.05|718.64|1253.87|304.07|0.55594|-1430.72987|-0.1936|-1430.7933859999998|6.7927|5.1818
10_a1|0.0|1|0|3.261363142|0.0|6.86171134|0.0|0.0883621719999999|-0.23385288|0.049971022|0.0|-0.012672753|-0.020225596|10.94957578|0.010430299|1|-0.019835038|-0.042643966|0.674381582|0.7227844929999999|-0.0369911079999999|0.658433571|0|0.669963758|-0.116648443|0.014751098|-61.93104798|8.34295348|212.8090837|0.330036242|186.6625065|-0.045402319|0.8340962559999999|-1.861495069|-37.31383317|70.6564636|74.31719486|0.459673515|2432.447088|378.9193385|1768.2330920000002|0.165903744|5192.858899|0.015427326|-377.9175542|433.2550452|8.725415617000001|1.0|1.0|0.0|0.0|2.0|3.0|2.18|0.0|23.0|-8.02|5.06|2.0|0.0|99.61|1.0|4.0|-4.98|27.0|5.0|-5.91|359.35|0.0|0.0|1.0|1.04e-05|0.00372|1.87e-05|0.0|0.0|3.42e-06|-0.06802|5.81|585.51|979.35|363.94|0.70345|-1222.969096|-0.20378|-1223.022387|7807.0|5.8239
4f_a46|0.0|0|0|0.0|0.2096617139999999|7.825245291|2.190536659|-0.2265364489999999|-0.001868546|-0.099507167|0.0|0.012332859|-0.056114865|10.96352592|-0.115631645|1|-0.079238184|-0.123416853|0.6901151990000001|0.74106323|-0.2076648489999999|0.69830739|0|0.934973206|-0.055836642|0.008734825|-36.60887321|4.738551282|7.730129301|0.065026794|35.27635517|-0.022035297|0.759842275|-1.079729539|-16.43243843|42.21890747|35.0293449|0.424708366|2103.214727|507.213176|1563.375755|0.240157725|4661.569032|0.010341277|-281.9234274|538.4165208|5.6100342670000005|1.0|1.0|1.0|1.0|0.0|3.88|3.16|0.38|17.0|-7.21|4.71|1.0|0.0|101.54|1.0|3.0|-4.38|25.0|3.0|-5.65|332.44|0.0|1.0|1.0|4.18e-05|0.0139|2.62e-05|0.0|0.0|2.04e-05|-0.02947|3.87|591.51|1020.33|272.61|0.69208|-1033.315821|-0.2202599999999999|-1033.36869|3.7419|6.7375
14d_a23|0.0|0|1|0.0|0.0|7.423568444|3.405551724|0.058368697|-0.026530366|0.03253552|0.758207139|0.01269616|-0.019307114|10.313217800000002|-0.054430189|2|-0.074441567|-0.136106024|0.725800261|0.772008792|0.006563565|0.6906097959999999|1|0.921694462|-0.053736319|0.018596017|-51.58357156|12.25371621|39.26987634|0.078305538|51.59888942|-0.032878563|0.790346608|-1.6439281280000002|-23.33262837|61.49227899|47.66288948|0.454495683|2878.955374|607.3441532|2261.37838|0.209653392|6459.554383|0.015037275|-382.6437544|666.0036144999999|9.908707432|0.0|0.0|1.0|1.0|1.0|3.52|3.62|0.09|26.0|-7.78|4.33|2.0|1.0|125.25|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|0.0|1.43e-06|0.000608|5.61e-06|0.0|0.0|7.03e-06|-0.0725799999999999|3.79|696.21|1186.17|3688.0|8.1555|-1668.983743|-0.22152|-1669.045136|8.1555|8.4001
1g_a5|0.0|1|0|2.942391606|0.0|6.605297921|0.0|-0.203595168|-0.010620031|-0.011534568|0.0|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|-0.010807075|-0.0178558139999999|0.74740095|0.7778380309999999|0.030722968|0.717355058|0|0.8659209659999999|-0.070108797|0.020418692|-39.8807456|10.9506874|74.51397212|0.134079034|71.90752413|-0.027205531|0.61393343|-1.11542677|-20.16505667|54.34919851|48.55052611|0.4713154089999999|2243.103668|464.3994751|832.7655896000001|0.38606657|4639.260975|0.02697793|-122.2065919|422.96706330000006|14.46845291|1.0|1.0|1.0|1.0|1.0|2.79|2.12|0.05|23.0|-8.14|4.21|0.0|0.0|96.98|1.0|4.0|-4.03|25.0|4.0|-6.15|328.37|0.0|1.0|1.0|9.27e-05|0.0304|6.29e-05|0.0|0.0|2.36e-06|-0.0393|2.61|572.15|961.17|297.09|0.4386899999999999|-1065.675316|-0.20972|-1065.727193|5.2707|6.9393
12bh_a36|0.0|1|0|3.50075137|0.0|7.412764017000001|0.0|-0.052761366|-0.047482048|0.001012669|0.0|0.003676818|0.075747971|10.94728093|-0.035747988|1|-0.101854847|-0.169994208|0.902377067|0.78699829|-0.211972014|0.857993338|0|0.833491953|-0.070687668|0.017627098|-66.28126709|11.73109101|83.08294358|0.166508047|110.81353529999998|-0.035569289|0.783294222|-1.991880197|-31.30825225|76.46867897|58.77476595|0.482052584|2773.193279|554.7010591|2437.805332|0.216705778|5957.443236|0.015307571|-377.0728785|729.1873176|10.18741188|1.0|0.0|0.0|0.0|2.0|4.95|0.0|0.21|17.0|-7.34|2.5|1.0|0.0|133.68|1.0|5.0|-4.54|31.0|4.0|-6.38|409.49|0.0|1.0|1.0|2.8600000000000004e-05|0.0117|2.5e-05|0.0|0.0|1.86e-05|-0.0525299999999999|3.79|715.94|1208.61|341.97|0.69377|-1311.293683|-0.20168|-1311.356102|7.7975|7.8539
21a_a23|0.0|0|1|0.0|0.0|7.525639975|3.43622302|0.1049806919999999|-0.038876045|0.071115216|0.773970837|0.01269616|-0.133417036|10.31321782|-0.083864151|2|-0.074441567|-0.136106024|0.725800261|0.7367638240000001|0.1022509819999999|0.6906097959999999|1|0.926538469|-0.051521215|0.011564247|-54.35891011|7.634348008|39.56172507|0.073461531|48.49696614|-0.03458322|0.842121383|-1.729161021|-22.45408125|61.73864319|41.64701536|0.492301762|2880.257677|611.67123|2272.736256|0.157878617|6464.524241|0.011178565|-451.7153132|666.0036144999999|7.379733085|0.0|0.0|1.0|1.0|1.0|3.53|3.48|0.09|26.0|-7.78|4.33|2.0|1.0|125.25|1.0|5.0|-5.89|31.0|4.0|-6.07|425.51|0.0|0.0|0.0|1.3e-06|0.000552|5.29e-06|0.0|0.0|7.03e-06|-0.07243|3.75|701.01|1189.63|335.16|0.60824|-1668.989671|-0.2226699999999999|-1669.0502720000002|7.9309|6.9914
14b_a23|0.0|0|1|0.0|0.0|7.423568444|3.2475997860000003|0.065240838|-0.071396109|0.0519489729999999|0.716540473|0.007671236|-0.0644978|10.31321824|-0.047410593|2|-0.073945564|-0.17267308|0.616699629|0.793551289|-0.00399443|0.5935522360000001|1|0.8462596590000001|-0.063267638|0.020454632|-53.44429544|13.26014776|40.76245006|0.153740341|99.66542762|-0.03508139|0.774359705|-1.64882535|-26.58857202|64.97993029|54.274732400000005|0.450973737|2943.803333|548.6057241000001|2280.830615|0.225640295|6622.129837|0.01779446|-355.71896410000005|599.5697147999999|11.53563485|0.0|0.0|1.0|1.0|1.0|3.42|3.44|0.05|26.0|-7.67|4.58|2.0|1.0|120.24|1.0|5.0|-5.58|31.0|5.0|-6.31|429.47|0.0|0.0|0.0|2.66e-06|0.00114|7.73e-06|0.0|0.0|9.18e-06|-0.07803|3.72|673.05|1142.37|334.55|0.58097|-1728.9300010000002|-0.2286699999999999|-1728.9893510000002|9.7544|8.3536
4q_a46|0.0|0|0|0.0|0.09591943|7.832410927000001|2.151582577|-0.2520920439999999|0.004704245|-0.012611536|0.0|0.012173202|-0.155661124|10.96363644|-0.081623022|1|-0.1214838219999999|-0.187559576|0.716317772|0.807871283|-0.15266708|0.703627625|0|0.913550004|-0.052170875|0.014510206|-39.09149156|8.099124333999999|38.31894407|0.086449996|48.25357162|-0.021010627|0.61955726|-1.050531344|-16.25388148|49.37907349|37.21920695|0.487775649|2234.596293|509.9138517|1491.412605|0.38044274|4992.497361|0.018430997|-133.46593529999998|554.3688216|10.28758193|1.0|1.0|1.0|1.0|0.0|3.95|3.16|0.38|17.0|-6.94|4.09|0.0|0.0|102.63|1.0|4.0|-3.41|26.0|4.0|-6.54|348.44|0.0|1.0|0.0|0.000389|135.0|0.000129|0.0|0.0|3.97e-05|-0.03042|2.57|606.7333|1043.05|273.72|0.69002|-1108.511662|-0.2207199999999999|-1108.566571|3.2968|6129.0
12b_a5|0.0|0|0|0.0|0.0|6.605297921|0.0|-0.297319874|0.023224044|-0.021265946|0.0|0.0068803119999999|-0.119503073|10.94620104|-0.016614746|0|-0.070406884|-0.110182753|0.8417504029999999|0.779793078|0.066588785|0.8121510009999999|0|0.827613693|-0.066227158|0.016556707|-43.25430513|10.44150403|138.67264319999998|0.172386307|108.7155967|-0.020455699|0.530379611|-1.165974822|-26.33991037|59.53145615|52.20772716|0.480419002|2602.046823|521.9354031|1071.500538|0.4696203889999999|5501.255679|0.025810077|-38.31786425|727.8586176|16.27715102|0.0|1.0|0.0|1.0|1.0|4.05|0.0|0.33|18.0|-7.67|0.72|1.0|0.0|123.46|1.0|5.0|-2.3|30.0|6.0|-7.57|397.47|0.0|1.0|0.0|0.00503|2.0|0.000359|0.0|0.0|8.5e-06|-0.10395|2.24|669.05|1149.51|857.76|0.42949|-1276.940335|-0.16607|-1276.9984029999998|8.2868|7.3768
