molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|SaasN|AATSC1c|SRW07|n6HRing|JGI4|SaaaC|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|SIC2|RASA|FNSA5|PNSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|pIC50
37_a18|0|0|0|0.0|0.0|0|7.03438793|2|0.0|-0.005351023|4.844187086|1|0.036746032|0.0|0.002300582|10.94702064|-0.011713125|0.003512954|-0.0276034839999999|-0.1483628609999999|-0.44541772|0|0.7100921609999999|0.725028151|0.761336899|0.831783747|-0.074857954|-50.09028298|12.63119843|123.0060763|-0.0286221589999999|4.865006968|60.1335413|0.7648766029999999|-1.946306811|-36.62790634|65.15554136|56.74339533|0.488368082|3055.795406|608.2316837999999|-1423.213033|0.2351233969999999|9.460456975|0.954530133|27.36337253|0.0142451319999999|1860.709332|1056.535856|10.41657856|0.0|1.0|1.0|2.0|0.0|0.3|18.0|-8.82|3.68|1.0|151.14|0.0|7.0|3.0|1.0|0.0|2.08e-06|0.000999|3.35e-06|4.36|0.0|0.0|1.51e-09|7.27e-07|8.11|-1532.974371|794.5|1395.35|385.91|499.0|385.91|0.69305|-1532.553949|-0.13194|2.2872|-0.18119|0.02274574|-1532.622404|3.0375|7.4559
5b_a50|0|1|1|0.0|0.0|2|7.927685046000001|1|4.190114953|-0.00141071|5.82008293|1|0.034845679|2.473508677|0.012641727|10.9325725|-0.113846154|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.140506919|1|0.693611382|0.791163321|0.855527513|0.958606481|-0.061164973|-20.90908698|6.656963127999999|21.02890062|-0.02140774|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|42.76068675|27.10933752|0.4462435279999999|2183.545404|486.9950914|-435.0258302|0.411250953|5.543302677000001|0.8058479690000001|18.47246431|0.023005632|738.8985723999999|409.0289917|11.68741316|1.0|1.0|1.0|0.0|2.91|0.1|20.0|-5.86|3.15|0.0|96.89|0.0|2.0|2.0|1.0|1.0|0.000335|105.0|6.47e-05|3.06|0.0|0.0|1.37e-06|0.0004269999999999|2.81|-990.5849031|547.35|922.49|308.25|0.2749|220.09|0.4270899999999999|-990.43875|-0.16683|4.4181|-0.19252|0.02651535|-990.487545|6.1284|4.9126
28_a34|0|0|0|0.0|0.0|1|7.423568444|1|1.767685185|-0.016942875|5.351858133|1|0.04515873|0.0|-0.012039484|10.9595763|-0.0500053959999999|-0.007544188|-0.33032879|-0.189821204|-0.5437894289999999|1|0.8318609690000001|0.798057295|0.8582665429999999|0.545935562|-0.140864841|-66.89539627|144.3404619|232.4555747|-0.048190604|9.876233397|88.32197602|0.7298701059999999|-1.831242935|-34.24669822|85.99382787|86.18702382|0.454339954|2252.098123|279.4884473|-937.4938731|0.270129894|5.613534285|0.832642882|33.80175623|0.0271102189999999|1284.466737|344.69029950000004|13.87891455|0.0|1.0|1.0|1.0|2.55|0.12|17.0|-4.78|1.99|0.0|85.92|0.0|3.0|5.0|0.0|1.0|0.000533|172.0|0.000565|1.72|0.0|0.0|1.66e-05|0.00535|4.11|-1100.760824|544.24|896.02|289.3|0.2043|289.3|0.69263|-1100.6525880000002|-0.17802|6.4596|-0.21698|0.03680411|-1100.704833|8.5886|5.4179
8_a47|0|0|0|0.0|0.0|0|7.252053952000001|0|0.0|-0.007835945|5.476463552|2|0.0363475179999999|1.335354131|-0.008756|10.93671024|-0.14203855|-0.007648516|-0.177626636|-0.00158075|-0.4497577479999999|2|0.686795267|0.7847248109999999|0.842571655|0.8497568740000001|-0.091482011|-44.09728708|90.32612351|87.2263982|-0.035797309|2.928269795|0.0|0.819702033|-1.646676195|-25.60148752|60.62152862|49.14108595|0.414302597|2621.772106|493.3419136|-956.0080185|0.180297967|6.492934319|0.707366287|25.35407034|0.012935553|1166.287236|559.4973856|7.509972037000001|1.0|1.0|1.0|2.0|3.21|0.13|22.0|-9.25|5.67|0.0|113.97|0.0|4.0|4.0|0.0|1.0|2.56e-07|0.000104|6.490000000000001e-07|5.61|0.0|0.0|5.62e-10|2.28e-07|4.91|-1686.0356350000002|621.06|1071.62|337.87|0.2249|337.87|0.6877800000000001|-1685.8518170000002|-0.15357|3585.0|-0.2085199999999999|0.03283575|-1685.908004|4.6281|7.3
4_a18 (SD-208)|0|0|0|0.0|0.0|0|0.0|2|0.0|-0.012457606|0.0|3|0.040864198|0.0|-0.018723101|10.95382003|-0.056245435|-0.015153358|-0.047745689|-0.15379315|-0.564165402|1|0.773173718|0.83508768|0.904723479|0.77909674|-0.099573708|-40.10670787|103.6318511|113.7529353|-0.034985357|5.615248385|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|69.63488061|51.01127638|0.454067432|2395.526727|401.1916387|-666.5742296|0.397970979|6.239898178|0.831728055|29.9246699|0.035654206|1107.212786|363.2306414|18.35993987|0.0|1.0|1.0|1.0|2.54|0.0|22.0|-8.15|3.54|0.0|92.87|0.0|3.0|6.0|0.0|1.0|5.12e-05|18.0|4.14e-05|3.02|0.0|0.0|7.06e-09|2.49e-06|2.58|-1542.276332|537.47|895.83|378.26|0.2761|239.56|0.4646|-1542.15786|-0.13588|3.4629|-0.2358|0.0199445|-1542.207472|5.2085|7.0969
14a_a5|1|0|0|2.948727373|0.0|0|6.605297921|1|0.0|-0.0053665219999999|4.59511985|3|0.027375887|0.0|0.002956745|10.9488747|0.024793388|0.003668464|-0.213526163|-0.010147323|-0.36152442|2|0.7333482170000001|0.79661948|0.847379958|0.7909255559999999|-0.078681402|-54.69145586|134.62273080000003|141.38542919999998|-0.0271808479999999|7.942029745|55.04914434|0.629783335|-1.494946644|-36.98479273|69.71575554|66.43577392|0.470085022|2836.468636|534.8590069|-1010.949351|0.370216665|8.424031251|0.88709518|29.18606491|0.024411136|1605.23357|723.0631751|16.50789498|0.0|1.0|1.0|2.0|2.41|0.2|23.0|-8.84|4.56|0.0|123.0|0.0|6.0|5.0|0.0|1.0|7.15e-05|0.0304|6.02e-05|2.55|0.0|0.0|1.45e-09|6.16e-07|4.3|-1390.546425|692.8|1195.01|298.75|0.5853|298.75|0.65789|-1390.29207|-0.1676|2.7115|-0.2183699999999999|0.04629687|-1390.352729|2.8163|6.9508
3n_a32|1|1|1|3.616639267|0.0|0|7.773594467000001|1|0.0|-0.00615216|5.733341277|1|0.035643275|2.22272854|0.000609539|10.3110027|-0.0711168609999999|0.002379137|-0.100681119|-0.086764744|-0.435658951|0|0.810658423|0.816774665|0.868826775|0.840041782|-0.092745182|-42.83673428|121.6040686|91.96452611|-0.027401986|6.246493173999999|0.0|0.648933114|-1.205687365|-24.62805609|65.41881458|53.70155314|0.456693072|2526.071154|482.963897|-693.1839353999999|0.351066886|6.369579712999999|0.840580248|24.27704797|0.0210408339999999|1068.190111|522.1674161999999|12.0969734|1.0|0.0|1.0|1.0|3.29|0.32|19.0|-6.96|6.71|0.0|106.44|0.0|3.0|4.0|0.0|1.0|1.11e-06|0.000424|1.23e-05|3.74|0.0|0.0|1.1e-07|4.19e-05|2.57|-1825.349557|614.67|1036.75|349.65|0.2839|349.65|0.7028399999999999|-1825.163542|-0.1472099999999999|3.5849|-0.20256|0.02901944|-1825.218291|6.2667|7.6778
47n_a18|0|0|0|0.0|0.0|0|7.03438793|1|0.0|-0.007614955|4.844187086|0|0.032169312|0.0|0.000271488|10.94702025|-0.048404296|0.001705837|0.026244774|-0.172015161|-0.529441732|0|0.722991132|0.696612213|0.726888951|0.792429396|-0.091185806|-65.43887366|61.29571241|171.2889916|-0.031974244|7.228646444|47.476904100000006|0.783921929|-2.4620167580000003|-54.00070374|86.44740177|74.19865731|0.482565384|3349.802294|653.9193397999999|-2031.676741|0.216078071|10.43689152|0.932611327|33.65821422|0.01357247|2591.682495|1306.125688|11.20011508|1.0|1.0|1.0|3.0|0.0|0.31|18.0|-9.76|3.67|1.0|162.18|1.0|13.0|4.0|0.0|0.0|9.48e-07|0.000511|5.7e-06|4.1|0.0|1.0|1.7500000000000002e-10|9.44e-08|9.78|-1743.299948|879.92|1565.37|387.11|0.5056|387.11|0.6914600000000001|-1740.5852670000002|-0.13138|2.4754|-0.18391|0.02839695|-1740.663577|3.3568|7.1938
9d_a40|0|0|0|0.0|0.0|1|7.515889085|0|1.839557351|-0.003961493|5.4161004020000005|0|0.045555556|0.89023715|0.011823978|10.3119722|-0.137738587|0.010101686|0.259969752|0.0116099239999999|-0.4887998529999999|0|0.601831605|0.7572844040000001|0.8221990920000001|0.941627612|-0.071656839|-31.08478865|108.1468558|30.08152399|-0.031613312|2.854868966|50.47044708|0.8664205709999999|-1.074852592|-16.01918037|41.42218692|36.6245851|0.467275972|2109.570685|485.2567189|-553.912646|0.133579429|8.023385851|0.87714454|18.80327978|0.0087217999999999|639.3115126|346.9019309|4.49467719|1.0|0.0|0.0|0.0|3.63|0.06|20.0|-7.0|5.2|0.0|91.71|0.0|2.0|2.0|1.0|1.0|7.37e-07|0.0002399999999999|2.23e-06|5.16|0.0|0.0|1.01e-07|3.3e-05|4.7|-1677.540538|542.19|892.69|370.51|0.4888|269.1|0.4557199999999999|-1677.429981|-0.13875|6.2032|-0.20781|0.01113991|-1677.48058|7.9502|6.9706
11a_a31|1|0|0|2.856083711|0.0|0|7.773594467000001|1|0.0|-0.02376325|5.733341277|0|0.044949495|0.0|-0.022093578|10.31170041|-0.019865299|-0.017433557|-0.149933348|-0.1068420919999999|-0.563537536|0|0.861302755|0.8433024170000001|0.910334509|0.486754956|-0.161027639|-76.64827023|258.8577775|259.0291941|-0.056833284|10.55399384|71.03772901|0.735254945|-1.932331673|-38.68354874|97.23036756|97.560141|0.451795285|2288.9694010000003|245.6599349|-975.2267888|0.264745055|5.791411901|0.8241360790000001|39.01114987|0.031626337|1326.379096|302.14325319999995|15.96146849|0.0|0.0|1.0|2.0|2.16|0.13|16.0|-4.65|3.93|0.0|83.12|0.0|3.0|6.0|0.0|1.0|1.5399999999999998e-05|0.00506|0.000161|2.53|0.0|0.0|2.22e-05|0.00731|3.97|-1441.411622|529.63|860.74|325.92|0.2797|325.92|0.69222|-1441.327731|-0.15515|6.4691|-0.20589|0.04099365|-1441.37897|8.9667|6.7212
13_a4|0|0|0|0.0|0.0|1|7.535296702|1|2.050136054|-0.000990136|5.4161004020000005|1|0.044357639|0.0|0.012994083|10.94205723|-0.0963182119999999|0.012019888|-0.094404255|-0.0161529719999999|-0.143303992|1|0.645708528|0.744134785|0.7986239909999999|0.970027005|-0.068249548|-24.48959182|11.85953992|14.67530603|-0.0279998139999999|2.096831328|54.71349575|0.862539527|-1.091992764|-11.99053523|37.12083496|28.77218157|0.4289448289999999|1910.137758|474.9422962|-534.6588788|0.137460473|5.663493161|0.751144285|15.89399858|0.007566425|619.8659446|373.9073307|3.704655033|1.0|0.0|0.0|0.0|2.87|0.16|17.0|-6.2|4.18|0.0|90.06|0.0|2.0|2.0|1.0|1.0|8.18e-05|0.0235|3.77e-05|3.75|0.0|0.0|6.28e-07|0.00018|3.87|-898.3381672|536.09|893.0|297.09|0.2133|276.68|0.53815|-898.2009630000001|-0.17204|2471.0|-0.20372|0.018124154|-898.2503529999999|3.7228|5.3979
12e_a31|1|0|0|3.483599061|0.0|0|7.765993078999999|1|0.0|-0.011519192|5.733341277|0|0.037098765|0.0|-0.002475146|10.3116965|-0.015755876|-0.000231353|0.01824365|-0.08867626|-0.543945776|0|0.7968154940000001|0.7761616020000001|0.82100963|0.721526766|-0.1099563869999999|-68.32948993|166.1479229|202.5115275|-0.036652129|14.09603901|595.9853231000001|0.725120432|-2.089171358|-49.6906263|95.1187282|87.71292755|0.474858042|3040.353774|524.7092721|-1519.288866|0.274879568|10.24381236|0.904247004|36.75829484|0.020841203|2095.222806|798.7285626|15.15615632|1.0|1.0|1.0|2.0|3.72|0.24|22.0|-9.31|6.69|0.0|129.38|0.0|9.0|5.0|0.0|1.0|2.16e-07|9.96e-05|3.83e-06|4.48|0.0|0.0|4.93e-10|2.27e-07|6.33|-1809.85374|781.61|1308.13|322.95|0.3831|232.77|0.55114|-1809.581226|-0.15934|2.6024|-0.19379|0.04614662|-1809.650069|3.4818|6.7696
5_a47|0|0|0|0.0|0.0|0|0.0|0|0.0|-0.009295857|0.0|2|0.037492877|1.284688504|-0.012670377|10.9367109|0.045246333|-0.011237954|0.0083528919999999|-0.019811664|-0.454659897|2|0.7063295709999999|0.795032176|0.861595935|0.807957755|-0.1001981959999999|-46.33853208|104.9032216|101.3974575|-0.038537768|2.770107005|0.0|0.781571204|-1.502972943|-24.46654029|62.14504725|51.58499074|0.4736061789999999|2368.870941|426.5981263000001|-793.5630764|0.218428796|5.861037845|0.8997183470000001|26.03444329|0.017501741|1015.343288|416.1194472|9.240842159|1.0|1.0|1.0|2.0|2.79|0.0|22.0|-8.68|4.73|0.0|101.51|0.0|3.0|4.0|0.0|1.0|2.25e-06|0.000824|3.18e-06|4.7|0.0|0.0|2.07e-09|7.590000000000001e-07|4.37|-1569.333281|561.61|951.68|334.35|0.2108|334.35|0.69291|-1569.20723|-0.15419|2.9121|-0.20954|0.03591467|-1569.258939|3.8816|7.7
7l_a46|0|0|0|0.0|0.256706467|1|7.727094485|1|2.1525548|-0.00090473|5.533389489|2|0.04006734|0.0|0.013150047|10.9642261|0.050638298|0.0125870169999999|-0.331246137|-0.087877164|-0.1082221709999999|2|0.659888413|0.7746144629999999|0.825629852|0.907148114|-0.06289606|-27.30136533|8.13531199|44.79605077|-0.022013621|2.698568452|51.39110437|0.67467081|-0.880544835|-13.17144326|38.22273917|32.8948756|0.46327253|1920.310099|437.65027010000006|-424.8156159|0.32532919|5.273701985|0.863142947|15.74158869|0.016330867|629.6635476|375.721552|7.878766604|1.0|1.0|1.0|0.0|2.64|0.28|17.0|-6.29|3.59|0.0|86.96|0.0|2.0|3.0|1.0|1.0|0.000668|0.1939999999999999|0.0001889999999999|2.61|0.0|0.0|5.19e-07|0.000151|2.42|-915.5830363|517.29|879.87|272.71|0.2024|272.71|0.68834|-915.446686|-0.18993|3.3119|-0.2231699999999999|0.025086919|-915.493986|3.9009|5.7122
14a_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0.0|-0.009312773|4.727387819|3|0.043464052|1.772745969|-0.00603969|10.3116301|-0.172643335|-0.004161699|-0.267665193|-0.050943323|-0.582572884|3|0.882394075|0.7574238740000001|0.822587422|0.790894937|-0.094609848|-45.12132248|256.5548327|102.8554977|-0.036792719|3.396421044|83.70773843|0.7608768779999999|-1.324537874|-22.1944701|55.84414456|52.02624107|0.481997259|2160.698862|389.0288018|-651.519384|0.239123122|5.308770254|0.930491715|23.78539971|0.0189212089999999|856.2743893999999|358.3503513|9.307045698|0.0|1.0|1.0|1.0|2.2|0.06|21.0|-6.89|4.28|0.0|93.25|0.0|2.0|4.0|0.0|1.0|3.54e-05|0.0113|0.000103|2.58|0.0|0.0|1.28e-07|4.08e-05|2.44|-1327.485188|528.91|822.33|383.1|0.4524|383.1|0.69708|-1327.354384|-0.1321|3.5358|-0.19946|0.02860456|-1327.403067|4.6689|7.5229
8_a20 (IN-1130)|1|0|0|3.443195704|0.0|0|6.842683282|0|0.0|-0.009430196|4.727387819|2|0.0396875|1.622562232|-0.006620594|10.94899447|-0.0574882679999999|-0.004654742|0.293415753|-0.049177437|-0.573278819|2|0.811128636|0.760688473|0.817914963|0.7274271309999999|-0.097790028|-63.72828772|336.574332|180.4986934|-0.035730972|6.93243166|89.35267123|0.7481063720000001|-1.858010535|-42.20109173|77.31081766|74.19702161|0.4824986429999999|2849.395895|481.70475260000006|-1230.3809789999998|0.251893628|8.005662608|0.932362084|31.628086|0.018957805|1644.660472|684.5377542|12.55392404|1.0|1.0|1.0|2.0|2.43|0.08|27.0|-9.63|4.97|0.0|122.86|0.0|5.0|5.0|0.0|1.0|1.42e-05|0.00596|2.82e-05|2.87|0.0|0.0|2.34e-10|9.86e-08|4.53|-1368.372708|696.06|1192.01|383.5|0.3782|248.98|0.4377|-1368.118751|-0.13622|3803.0|-0.20636|0.04004011|-1368.180121|5.4751|7.4437
21_a12|0|0|0|0.0|0.0|0|6.605297921|1|0.0|-0.008833375|4.59511985|3|0.037992832|0.0|-0.003879878|10.31140747|-0.0546514309999999|-0.001825446|-0.388196876|-0.116098308|-0.522951134|2|0.923855679|0.835359152|0.89838263|0.84827776|-0.100098765|-34.60932333|75.46830038|76.35009799|-0.036878492|3.097071518|0.0|0.770818357|-1.401382713|-17.416202300000002|59.10840872|40.76379649|0.473492395|2185.835701|426.8727514|-705.2078018999999|0.229181643|5.891343219|0.8993077970000001|24.07584081|0.017360942|914.8819508|380.2468615|8.736422872|1.0|1.0|1.0|1.0|2.81|0.12|17.0|-6.78|4.01|0.0|98.16|0.0|3.0|4.0|0.0|1.0|0.00015|48.0|0.000173|2.53|0.0|0.0|1.67e-07|5.3200000000000006e-05|2.56|-1327.451966|539.67|893.17|310.18|0.3665|264.64|0.59386|-1327.347724|-0.16784|2327.0|-0.22253|0.02758166|-1327.397348|3.2551|7.6576
17_a15|0|0|0|0.0|0.0|0|0.0|0|0.0|-0.0071363569999999|0.0|2|0.036595745|0.0|0.0016674189999999|10.9544604|-0.0141953639999999|0.0032452509999999|-0.052628162|-0.170008473|-0.461493931|2|0.769376831|0.721188086|0.76362781|0.880459235|-0.079844675|-40.50376584|34.35335309|91.58201681|-0.027065991|7.56573889|58.47512431|0.653207369|-1.596893495|-31.03055741|77.82445248|50.37922222|0.474165158|2852.085573|674.5333498|-1223.4046460000002|0.346792631|7.967418828|0.90173781|31.74439379|0.0217385279999999|1872.919233|822.8625688|16.654220199999997|1.0|1.0|1.0|1.0|3.99|0.15|24.0|-9.72|4.89|0.0|131.36|0.0|7.0|4.0|0.0|1.0|1.19e-06|0.00052|2.26e-06|4.78|0.0|0.0|1.9199999999999998e-10|8.43e-08|6.89|-1413.857182|752.08|1298.37|326.22|0.7247|299.04|0.68787|-1413.559128|-0.15573|5.1268|-0.19509|0.04051306|-1413.624817|7.1743|7.9208
4i_a46|0|0|0|0.0|0.19654443|1|7.825245291|1|2.184105962|-0.002360192|5.587248657999999|1|0.049498645|0.0|0.012211602|10.94638684|-0.125773054|0.011931187|-0.133434195|-0.060809732|-0.22302552|1|0.7204791309999999|0.749522825|0.786754478|0.940780437|-0.075208437|-33.08099617|67.51603424|33.45060163|-0.025069479|4.997521397|70.55661087|0.763831778|-1.278543436|-18.68604171|49.04951810000001|41.92840157|0.406629719|2200.19132|531.4066842|-722.1945751000001|0.2361682219999999|6.218233741000001|0.685288314|18.53900079|0.011626803|945.4890404|579.2365607|6.567484272000001|1.0|0.0|1.0|0.0|3.5|0.36|17.0|-7.3|4.79|0.0|105.43|0.0|3.0|3.0|1.0|1.0|1.16e-05|0.00403|9.13e-06|4.38|0.0|0.0|5.04e-08|1.75e-05|4.46|-1092.70435|611.74|1058.5|280.31|0.2805|229.66|0.41877|-1092.473422|-0.18438|2.8538|-0.20084|0.02614355|-1092.528145|3.8696|6.2132
13a_a5|1|0|0|2.931642415|0.0|0|6.605297921|0|0.0|-0.006081807|4.59511985|2|0.023989899|0.0|0.002355511|10.94530369|-0.025324157|0.003196482|-0.012798693|-0.035005746|-0.367284642|2|0.746303189|0.8045357209999999|0.857293078|0.7667501609999999|-0.0839257009999999|-57.31787843|126.2663658|150.1663914|-0.0279752339999999|6.938219155|39.93934134|0.598791539|-1.426736914|-36.90128585|72.13276165|68.09484712|0.460877309|2657.14588|493.6342317|-918.5341141|0.401208461|8.571729592999999|0.854865353|30.07803494|0.02811638|1533.979782|620.5697596|18.10134317|1.0|1.0|1.0|2.0|2.46|0.13|23.0|-8.9|4.39|0.0|114.18|0.0|8.0|5.0|0.0|1.0|0.000169|0.0675|0.000184|2.19|0.0|0.0|1.26e-09|5.02e-07|3.81|-1313.126035|688.18|1160.81|294.45|0.5953|267.87|0.41806|-1312.907813|-0.17364|3.3414|-0.22898|0.04138695|-1312.968936|4.1671|7041.0
7_a47|0|0|0|0.0|0.0|0|0.0|0|0.0|-0.008206422|0.0|2|0.04030303|1.303301032|-0.0091074509999999|10.93671034|-0.0781924059999999|-0.00794321|-0.262805289|-0.021071408|-0.46105149|2|0.6995252890000001|0.817389583|0.8755534909999999|0.8473227320000001|-0.095957591|-45.82735481|103.5602725|86.09912617|-0.036250645|2.8353037860000003|0.0|0.816979353|-1.631279045|-25.84337052|61.47335819|50.85512286|0.405265781|2491.885862|477.8297898|-919.9254234|0.1830206469999999|6.485224033|0.681423344|25.02240371|0.0130514639999999|1126.008167|526.6144628999999|7.36009799|1.0|1.0|1.0|2.0|3.14|0.09|22.0|-9.45|5.63|0.0|111.28|0.0|4.0|4.0|0.0|1.0|3.41e-07|0.000134|8.75e-07|5.49|0.0|0.0|3.52e-10|1.3900000000000001e-07|5.08|-1647.963177|604.84|1043.33|333.26|0.2144|333.26|0.69314|-1647.7863539999998|-0.1544|3406.0|-0.2073699999999999|0.03348545|-1647.841533|4.4255|7.6
9h_a40|0|0|0|0.0|0.0|1|7.515889085|0|1.7679629630000002|-0.009041931|5.4161004020000005|0|0.039444444|0.814591837|0.003782277|10.31197223|-185.0|0.003099029|0.270048551|0.048470175|-0.503000695|0|0.778613709|0.740778143|0.8022014000000001|0.864310149|-0.095803029|-46.04148264|132.6583116|67.89350333|-0.041058441|3.102034287|0.0|0.863884935|-1.437045429|-23.03722449|53.60044379|52.2411122|0.482124665|2073.354193|432.46450360000006|-719.0371868|0.136115065|6.922257828999999|0.930966649|23.78085181|0.011321157|832.3298135|336.23227030000004|5.664631335|1.0|1.0|1.0|0.0|3.55|0.11|20.0|-6.51|4.59|0.0|93.19|0.0|3.0|3.0|1.0|1.0|2.23e-06|0.000716|7.6e-06|4.51|0.0|0.0|3.09e-07|9.93e-05|3.9|-1293.151333|526.38|868.84|368.18|0.3851|292.61|0.64952|-1293.033723|-0.14047|2.1413|-0.20038|0.02291279|-1293.083512|2841.0|5.4001
12a_a5|1|0|0|2.981252568|0.0|0|7.139660336|1|0.0|-0.00166971|5.209486153|2|0.023108466|0.0|0.00873078|10.94553751|-0.032601907|0.008649556|-0.006024869|-0.057691345|-0.175245466|2|0.762866363|0.779533861|0.829536345|0.894590896|-0.067680123|-36.01436435|13.74268646|64.77671525|-0.026030816|3.0925714930000003|0.0|0.746785093|-1.353602454|-22.13179066|50.40529807|41.04680832|0.457755771|2524.410428|549.7500455|-831.8249311000001|0.253214907|8.741980056000001|0.844187448|21.42066499|0.014342828|1113.8745800000002|650.3600841|8.814051518|0.0|1.0|1.0|1.0|2.96|0.21|23.0|-8.83|5.12|0.0|119.38|0.0|5.0|4.0|1.0|0.0|5.37e-05|0.0205|2.56e-05|3.38|0.0|0.0|1.4800000000000003e-09|5.660000000000001e-07|2.91|-1201.990542|667.31|1140.24|297.97|0.4794|264.55|0.50831|-1201.750315|-0.17152|2.5642|-0.21228|0.03567816|-1201.8082029999998|3.9457|7.7212
14_a15|0|0|0|0.0|0.0|0|0.0|0|0.0|-0.006678826|0.0|2|0.037073171|0.0|0.001740635|10.9597359|-0.015736888|0.0034254209999999|-0.051908601|-0.120626133|-0.3848940629999999|2|0.8310685940000001|0.719993769|0.7651878809999999|0.8870890459999999|-0.0917424269999999|-40.89540491|92.51564418|72.36402409|-0.032888795|6.026520371|2.923143027|0.770309725|-1.743106111|-26.20964538|68.59458198|50.29869851|0.406717767|2612.691478|568.5306056|-1117.1473460000002|0.229690275|6.040010666000001|0.685538423|27.36334635|0.015286995|1450.257357|673.7288405|9.797353271|1.0|1.0|1.0|1.0|3.72|0.12|24.0|-9.82|5.32|0.0|119.95|0.0|6.0|4.0|0.0|1.0|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|0.0|1.51e-10|5.99e-08|5.16|-1281.0669369999998|689.8|1177.14|342.41|0.3131|278.5|0.65079|-1280.809256|-0.14997|3.3596|-0.18379|0.03885834|-1280.87015|5.0894|7.5229
11_a1|1|0|0|3.3361517380000003|0.0|0|7.423568444|1|0.0|-0.018080197|5.351858133|1|0.035620155|0.0|-0.0127744789999999|10.94957487|-0.044235537|-0.009578125|0.126722854|-0.07452948|-0.563650254|1|0.823460272|0.747358374|0.8086124090000001|0.5955245029999999|-0.126108875|-77.81495049|274.39137789999995|238.4902806|-0.048723884|12.15946748|84.40380304|0.751878145|-2.143850877|-45.88191258|89.80732824|98.43720241|0.47723847|2697.640232|351.1382199|-1264.075578|0.248121855|7.43666407|0.912918113|38.20963621|0.02620284|1681.223993|495.0560271000001|15.44994131|1.0|1.0|1.0|2.0|2.31|0.05|23.0|-7.47|4.28|0.0|105.71|0.0|4.0|6.0|0.0|1.0|8.48e-06|0.00327|2.17e-05|3.35|0.0|0.0|3.35e-08|1.29e-05|5.26|-1312.4282380000002|614.86|1036.18|388.38|0.5573|331.66|0.68162|-1312.241032|-0.12916|5.0526|-0.19462|0.03413353|-1312.2963630000002|7.1743|6.7696
13k_a6|1|0|0|3.423411754|0.0|0|7.412764017000001|1|0.0|-0.014257799|5.351858133|1|0.04162037|0.0|-0.009326562|10.95129637|-0.072504783|-0.006280295|0.08217847|-0.045794891|-0.5627624379999999|1|0.8694295409999999|0.7908110340000001|0.84018367|0.641032542|-0.127178105|-82.8774254|183.1261118|249.215618|-0.045420752|14.31458589|113.5526088|0.7971316940000001|-2.543562101|-57.53822059|100.7779947|103.4959988|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|0.202868306|8.370126134|0.7422570490000001|39.55891914|0.017981419|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|3.0|2.8|0.16|23.0|-8.89|4.55|0.0|124.98|0.0|7.0|5.0|0.0|1.0|3.26e-06|0.00144|1.7100000000000002e-05|3.39|0.0|0.0|1.29e-09|5.7e-07|5.41|-1465.83213|731.25|1246.69|349.49|0.3971|242.53|0.4547|-1465.557346|-0.14589|8.1639|-0.1944|0.0308324|-1465.621288|10.5079|7.3372
