molecula|NaaNH|n9FaHRing|SssssC|SRW09|nAHRing|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC7i|MATS1i|BIC2|MATS8d|nFaHRing|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50
8b_a8|1|0|0.0|7.535296702|1|-0.182065125|1|0.040054466|0.019958073|0.0|-0.0422693659999999|10.94650923|1|0.031896755|0.049587543|0.778853499|-0.0527918259999999|0|0.558354653|-0.130159955|-0.11627069|0.28604765|-79.74587194|19.87542051|172.84152849999998|0.441645347|270.5854753|-43.64473805|12.1771918|89.09854311|-2.325413799|-48.85837649|99.62129245|0.4835310479999999|2863.095568|-1424.7250689999998|1821.324722|-17.8141788|7.507665421|14.53652808|6471.7604200000005|133.8974321|-872.8947609999999|0.022425382|-344.8810688|589.263087|0.0|0.0|1.0|0.0|2.0|3.52|2.93|0.09|23.0|3.65|3.03|112.23|2.12|1.0|0.0|114.18|4.0|-4.77|31.0|5.0|-6.87|414.41|0.0|0.0|2.9|-4.43|7.0|3.69e-05|7.33e-08|-0.06114|4.5819|6.41|-1407.0843|-1407.052256|488.56|0.57234|0.70195|0.1515|-0.13807|-0.19921|0.03204403|5.08|5.2941
4_a38 (LY-2157299)|0|0|0.0|7.535296702|1|-0.080432741|2|0.041252955|-0.0501467259999999|1.721297609|-0.159241692|10.9277672|1|-0.083399128|0.028964355|0.8099394329999999|-0.032369326|1|0.754313773|-0.092570349|-0.089446059|0.459041332|-52.90108631|7.104736984|260.7739337|0.2456862269999999|140.40206619999998|-29.21101111|4.060137052|71.22674185|-1.520583011|-30.23133173|60.00582329|0.487041509|2501.945802|-868.9660769|1686.693134|-10.56568487|6.54753874|12.76426621|5566.495502000001|122.2274724|-496.5871888|0.01379043|-327.0140711|542.7276591|0.0|1.0|1.0|1.0|1.0|3.27|2.6|0.18|21.0|3.69|3.51|86.69|1.84|1.0|0.0|108.18|3.0|-3.85|28.0|4.0|-6.86|369.42|0.0|0.0|2.81|-3.99|52.0|0.000102|7.45e-08|-0.06|4.65|3.95|-1198.683473|-1198.64695|449.44|0.4|0.68|0.06|-0.16|-0.22|0.03652312|69.0|7.1586
9i_a24|1|0|0.0|7.153833802|0|2.01e-05|2|0.023854167|-0.076024544|0.0|-0.087363979|10.96661275|2|-0.140841749|-0.1818753839999999|0.822658951|-0.0106944439999999|0|0.8260893640000001|-0.064657333|-0.069812876|0.379687415|-30.56504777|11.87389334|10.13249376|0.173910636|82.21166337|-15.60091656|5.613069697999999|1.634015079|-0.837754515|-14.44881966|42.43894111|0.468272544|2061.729154|-396.0263368|761.9885477000001|-5.506205845|5.946747117|11.18382556|4155.922671|236.7218826|-187.2109987|0.038195951|0.720157264|295.8603625|1.0|1.0|1.0|1.0|1.0|2.76|1.36|0.0|22.0|2.42|2.72|72.28|0.67|0.0|0.0|82.17|3.0|-2.6|22.0|4.0|-7.01|288.31|0.0|1.0|1.73|-3.1|716.0|0.000791|8.95e-07|-0.0473899999999999|4.6212|1.13|-945.286637|-945.2626532|363.15|0.58977|0.6755800000000001|0.0029|-0.17204|-0.21943|0.0239838|88.0|7.0555
12c_a36|1|0|0.0|7.412764017000001|2|-0.04162109|2|0.040899471|0.085843909|0.0|-0.0621599059999999|10.95982545|1|0.146546059|-0.103922055|0.819222745|-0.097861598|0|0.840733512|-0.073370864|-0.105624703|0.462597812|-47.12722334|12.5779546|60.79111287|0.159266488|102.2992907|-43.57746274|8.079011794|6.546878962999999|-1.901244658|-30.27053327|59.70517794|0.473610011|2785.47514|-1221.198398|2365.641348|-15.68788659|6.772454418|12.86584957|6256.172329|157.3609748|-784.3943293|0.019278991|-327.5932797|629.5017194000001|1.0|0.0|1.0|0.0|2.0|4.74|0.0|0.14|17.0|3.35|2.54|69.2|2.51|1.0|0.0|128.76|5.0|-4.44|30.0|4.0|-6.49|415.88|0.0|1.0|2.34|-4.59|0.0151|2.55e-05|6.65e-08|-0.04992|3.8436|3.79|-1692.540795|-1692.511019|509.61|0.68913|0.68913|0.3927|-0.15835|-0.2082699999999999|0.02977602|9.0|8.0458
12bf_a36|1|0|0.0|7.412764017000001|2|-0.119979424|2|0.044197531|0.140577067|0.0|-0.096665166|10.96022305|1|0.359635716|-0.098027247|0.836170906|-0.033696875|0|0.6791406640000001|-0.090461753|-0.110255801|0.356652646|-58.26326838|14.01562806|87.14111344|0.320859336|206.6543367|-45.73631152|9.026978489|0.0|-1.874348624|-37.52534442|72.27889645|0.474826911|2902.591295|-1207.2027480000002|2522.341812|-15.55034592|7.546900716000001|14.37031118|6271.550446|189.6959033|-777.5172959|0.02371294|-264.6734075|593.6088758|1.0|0.0|1.0|0.0|2.0|4.72|0.0|0.14|17.0|3.55|3.0|69.2|2.78|1.0|0.0|123.67|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|1.0|2.44|-4.32|0.0424|4.81e-05|7.599999999999999e-08|-0.0571299999999999|5.2319|3.66|-1431.413697|-1431.380702|517.66|0.40663|0.69292|0.4006|-0.15677|-0.2139|0.03299488|6.0|8.2218
15a_a22|0|0|0.0|6.842683282|0|-0.052476637|2|0.038167849|0.021482585|1.614660505|-0.057308195|10.9464374|1|0.036467904|-0.097476465|0.7392451729999999|-0.027029438|1|0.86664032|-0.061755825|-0.081705465|0.410151945|-41.92018177|14.43653926|96.58317516|0.13335968|90.52525878|-37.6479704|9.799599501|65.53409434|-1.634109304|-28.45564196|56.35672103|0.444668211|2884.815511|-1109.242072|2169.226845|-14.47998862|8.157552588|14.6895113|6322.278103000001|201.7850124|-752.9594081|0.0216014629999999|-275.2352849|684.5377542|1.0|1.0|1.0|1.0|1.0|3.42|2.86|0.08|27.0|3.87|4.31|85.59|1.73|1.0|0.0|124.05|6.0|-4.65|32.0|5.0|-6.61|420.47|0.0|0.0|3.19|-4.68|0.00945|2.1e-05|6.1e-10|-0.0600399999999999|5.0577|4.98|-1368.35331|-1368.321775|541.27|0.41078|0.69076|0.0955|-0.15281|-0.21285|0.03153544|143.0|6.8447
16_a20|1|0|0.0|6.842683282|0|0.00695144|2|0.0388043479999999|0.126359252|2.013871268|-0.061975089|10.93301779|1|0.211127741|-0.070208458|0.7478675859999999|-0.10978034|1|0.915005572|-0.066137353|-0.077793092|0.382481746|-43.51359744|7.634605066000001|69.28224942|0.084994428|55.92018945|-33.67420774|5.023018225|3.46788153|-1.47806874|-28.6288015|51.14820251|0.464473378|2722.728332|-972.4623811|2161.751186|-12.79619894|8.166385503999999|15.24926152|5896.394536|144.672972|-639.8099471|0.013439632|-368.5817657|664.4562602999999|0.0|1.0|1.0|1.0|1.0|3.5|3.13|0.08|27.0|6.38|5.46|78.25|2.2|2.0|0.0|121.69|4.0|-6.06|31.0|4.0|-5.42|401.46|0.0|0.0|4.37|-5.66|0.000349|2.17e-06|3.0500000000000005e-11|-0.05909|5.9837|4.45|-1275.900951|-1275.8670960000002|554.41|0.32553|0.69524|0.1958|-0.1481299999999999|-0.20722|0.03385502|26.0|7585.0
40_a47|0|1|0.0|6.823286122000001|0|-0.0934645509999999|3|0.041396825|-0.056839794|1.566109469|-0.038143308|10.98214138|1|-0.130213023|-0.147591116|0.836942961|0.090270598|1|0.812233678|-0.060416547|-0.083237511|0.237173658|-32.5926343|11.04737121|54.11003524|0.1877663219999999|101.2934265|-24.22401965|5.959674083|0.0|-1.082087641|-17.58259718|43.64000551|0.4574577489999999|2313.85811|-583.7487984|868.5333132000001|-7.872806386000001|7.042383142|12.98034048|4862.524893|229.9974239|-314.91225539999994|0.029785575|-79.47051169|388.178924|0.0|1.0|1.0|1.0|1.0|3.07|2.91|0.11|21.0|2.96|4.04|68.52|1.52|0.0|0.0|94.28|3.0|-3.26|25.0|5.0|-6.78|334.35|0.0|1.0|2.72|-3.72|183.0|0.000192|8.339999999999999e-08|-0.05086|4.0176|2.06|-1123.174467|-1123.144637|444.47|0.67615|0.68492|0.2612|-0.15231|-0.20317|0.02983032|4.0|8.4
8k_a46|0|0|0.1337610719999999|7.727094485|1|-0.380857136|2|0.038616352|-0.061030265|0.0|-0.114070359|10.31928125|1|-0.1017929319999999|-0.030019362|0.786206898|-0.051289238|0|0.7381768390000001|-0.08638304|-0.0863473759999999|0.400181795|-61.98124174|6.774333772|104.0919365|0.261823161|187.86239430000003|-44.45419269|4.860695117|19.34993627|-1.985989657|-44.4725532|68.75557551|0.4938768979999999|3351.548891|-1424.980013|2328.360804|-17.04077386|8.070811215|15.94634031|7352.280688|124.4394929|-1022.446432|0.0112621819999999|-468.6373459|865.6610153999999|1.0|0.0|1.0|1.0|2.0|3.94|2.82|0.24|23.0|2.94|5.37|124.17|1.86|1.0|0.0|132.47|5.0|-5.74|34.0|6.0|-6.75|474.58|0.0|0.0|3.29|-5.13|0.000866|7.47e-06|2.17e-09|-0.0398699999999999|5.0379|7.63|-1845.304274|-1845.257085|642.39|0.41618|0.5577300000000001|0.1166|-0.16967|-0.20954|0.04718819|147.0|6.8327
12g_a31|1|0|0.0|7.765993078999999|1|-0.1044685569999999|0|0.0388738739999999|0.045747231|0.0|-0.0733026079999999|10.31169877|2|0.074878295|-0.0497478109999999|0.819234772|-0.1386819869999999|0|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|-78.87508829|19.01411466|152.7424573|0.41728907|256.26669530000004|-49.45404266|11.67699967|548.1594997999999|-1.835775276|-48.43898314|97.88920296|0.470244801|2514.363249|-1127.391291|1859.940155|-14.73099143|8.098256552|15.28679013|5398.678971|191.2078009|-692.3565973|0.02515117|-231.70711040000003|524.0230338|1.0|1.0|1.0|1.0|2.0|3.61|2.51|0.32|16.0|5.19|3.44|131.36|0.86|1.0|0.0|103.26|7.0|-4.92|27.0|5.0|-6.86|384.45|0.0|0.0|2.9|-3.79|0.00457|0.0001629999999999|3.55e-07|-0.03324|3.8349|4.17|-1578.846191|-1578.800869|542.78|0.70068|0.70068|265.0|-0.15917|-0.19241|0.04532186|0.11|6.9586
14n_a23|0|1|0.0|7.423568444|0|-0.027380305|2|0.045165485|0.079559363|0.747533142|-0.049694913|10.3132176|2|0.144230149|-0.110069159|0.802854174|-0.099694124|1|0.89327435|-0.058928845|-0.082430028|0.209387766|-39.82324087|18.26553926|97.93357279|0.10672565|72.12361433|-37.64460956|12.34358104|97.39429807|-1.648600566|-26.91195666|58.08878013|0.469606631|3014.591033|-1114.099858|2195.877777|-14.76259199|8.662092555|16.33144958|6740.54932|211.642042|-752.8921912999999|0.0242495529999999|-252.5011125|683.7405759|0.0|0.0|1.0|1.0|1.0|3.53|3.66|0.09|26.0|3.42|4.03|114.25|2.72|2.0|1.0|126.78|6.0|-5.63|32.0|5.0|-6.47|441.51|0.0|0.0|3.48|-5.02|0.0010199999999999|9.57e-06|3.11e-08|-0.06951|3.4217|3.23|-1744.450916|-1744.42791|575.71|0.6955|0.6955|0.4229|-0.1382|-0.2077099999999999|0.02300614|1.0|9.2441
19h_a38|1|0|0.0|7.412764017000001|2|-0.082283951|2|0.042622739|0.14165187|0.0|-0.043452674|10.96083376|1|0.303981987|-0.101303149|0.819222745|-0.121374121|0|0.7746288020000001|-0.082211319|-0.109986804|0.3263113569999999|-48.43313101|12.51014765|136.81322659999998|0.225371198|132.7728693|-38.17354026|7.370099699|0.0|-1.979762478|-28.533396600000003|60.94327866|0.47459722|2774.611523|-1166.336902|1839.424968|-13.74247449|6.820483788|12.98143834|6253.901215|145.047677|-687.1237247|0.020207411|-299.0343596|595.8790650000001|1.0|1.0|1.0|1.0|3.0|4.8|2.43|0.14|17.0|3.13|2.55|81.23|2.4|1.0|0.0|125.69|5.0|-4.14|30.0|4.0|-6.77|401.44|0.0|0.0|2.66|-4.17|29.0|6.77e-05|1.4e-07|-0.05708|3.7384|3.41|-1332.187847|-1332.1538779999998|452.01|0.68472|0.69012|88.0|-0.1467099999999999|-0.20379|0.03396934|9.0|8.0348
12l_a36|1|0|0.0|7.412764017000001|2|-0.008712073|2|0.039061728|0.128666217|0.0|-0.05158636|10.95423322|1|0.228884463|-0.098598933|0.8174432229999999|-0.079106537|0|0.84381923|-0.079972189|-0.107815735|0.3827446779999999|-52.05361632|14.33450402|39.27257375|0.15618077|101.6575135|-45.67788557|9.330278191|1.281955437|-1.940683231|-33.88151556|66.38812034|0.4619814279999999|2843.514589|-1263.1838810000002|2385.788754|-16.12160667|7.471134223|13.88638723|6121.6555530000005|170.5619816|-822.2019402000001|0.02088234|-309.7725155|642.3830552000001|1.0|0.0|1.0|0.0|2.0|4.78|0.0|0.13|17.0|2.75|1.76|92.99|1.38|1.0|0.0|128.47|5.0|-4.57|31.0|5.0|-6.68|406.44|0.0|0.0|1.77|-4.29|0.0111|5.08e-05|2.21e-07|-0.0510399999999999|3.8619|2.98|-1325.194654|-1325.15957|530.75|0.6925|0.6925|0.4524|-0.15869|-0.20973|0.03508404|0.02|7699.0
12u_a30|0|0|0.0|7.412764017000001|2|-0.027452346|2|0.043383838|-0.091507428|0.0|0.028815747|10.31162873|1|-0.15896471|-0.0493878409999999|0.83236194|-0.105767484|0|0.84944095|-0.0773921259999999|-0.097867106|0.477056017|-51.83732031|10.42404292|78.15130994|0.15055905|100.8445957|-43.90644499|6.982033926000001|0.0|-1.859475018|-34.72068676|62.26136323|0.443167712|3001.03926|-1245.478147|2608.6452440000003|-17.02494806|7.804487592999999|14.01586754|7133.515802|126.9521524|-834.2224549|0.014495402|-415.8966522|685.6665849999999|1.0|0.0|1.0|0.0|1.0|4.63|0.0|0.14|17.0|5.11|3.92|81.65|3.79|2.0|0.0|137.3|5.0|-6.58|31.0|4.0|-5.52|467.37|0.0|0.0|3.59|-6.04|0.000123|9.14e-07|1.58e-08|-0.0528299999999999|3.5003|5.08|-2494.962309|-2494.927579|559.16|0.6847|0.6847|0.1502|-0.1486299999999999|-0.20146|0.03472994|34.0|7.4647
11_a1|1|0|0.0|7.423568444|1|-0.196819043|1|0.035620155|0.08043435|0.0|-0.05257082|10.94957487|1|0.126722854|-0.07452948|0.747358374|-0.075188762|0|0.5955245029999999|-0.131972845|-0.126108875|0.2027328789999999|-77.81495049|20.62225192|274.39137789999995|0.404475497|238.4902806|-43.84323456|12.15946748|84.40380304|-2.143850877|-45.88191258|98.43720241|0.47723847|2697.640232|-1264.075578|1885.148133|-16.93943154|7.43666407|14.2257294|5798.645137|146.29971719999998|-745.3349875|0.02620284|-297.0290662|495.0560271000001|1.0|1.0|1.0|1.0|2.0|3.25|2.31|0.05|23.0|4.28|4.23|97.33|1.95|1.0|0.0|105.71|4.0|-5.07|29.0|6.0|-6.27|385.37|0.0|0.0|3.22|-4.66|0.00327|2.17e-05|3.35e-08|-0.06546|3.7383|5.26|-1312.462371|-1312.4282380000002|471.76|0.68162|0.69914|0.3201|-0.12916|-0.19462|0.03413353|0.17|6.7696
47k_a18|0|0|0.0|7.03438793|1|-0.0605329409999999|0|0.033777778|-0.017736343|0.0|-0.02822032|10.94702256|0|-0.026672956|-0.279965025|0.721697829|-0.014398731|0|0.8309354040000001|-0.065324278|-0.088346874|0.3533268229999999|-51.59195677|11.91029894|20.66242736|0.169064596|133.5242222|-55.10689702|9.406543039|58.77865447|-2.208671853|-40.74641317|63.50225571|0.467246896|3245.964586|-1744.369889|2009.418849|-18.87222501|9.777177947|18.35217454|7575.637462000001|224.8475227|-1377.672426|0.018313855|-340.0872332|1167.054827|1.0|1.0|1.0|1.0|2.0|4.66|0.0|0.3|18.0|2.39|3.17|88.97|2.82|3.0|2.0|154.86|11.0|-5.84|38.0|4.0|-6.41|513.63|0.0|0.0|2.53|-5.33|0.000742|4.65e-06|3.6099999999999997e-09|-0.04359|3.0948|8.45|-1664.756029|-1664.728002|793.48|0.69823|0.69823|0.5920000000000001|-0.1277599999999999|-0.17135|0.02802749|29.0|7.5376
14k_a23|0|1|0.0|7.423568444|0|-0.024758731|2|0.046283951|0.04479394|0.74561778|-0.055500851|10.31321813|2|0.082632648|-0.071484865|0.800643488|-0.091426449|1|0.922397728|-0.0562483359999999|-0.079899943|0.226547411|-37.43135588|12.53019305|38.76597615|0.077602272|51.64167457|-35.38329134|8.338417622|80.31548917|-1.597998852|-24.9092952|49.96154892|0.486654314|2955.4566170000003|-1063.413926|2174.886074|-15.05671972|8.21201115|15.99703938|6715.186162999999|144.0318708|-707.6658267999999|0.016348271|-377.4022725|633.3278634|0.0|0.0|0.0|1.0|1.0|3.39|3.56|0.05|26.0|4.0|4.67|105.02|3.51|2.0|1.0|125.29|5.0|-6.13|31.0|4.0|-6.03|445.93|0.0|0.0|3.99|-5.55|0.000334|2.83e-06|1.02e-08|-0.07933|3.6421|4.1|-2089.524497|-2089.501786|552.65|0.63765|0.63765|0.4694|-0.14784|-0.2271699999999999|0.02271117|4.0|8.4123
13_a4|0|0|0.0|7.535296702|1|-0.019846488|1|0.044357639|-0.059300584|0.0|-0.14818661|10.94205723|1|-0.094404255|-0.0161529719999999|0.744134785|-0.157188841|0|0.970027005|-0.050017793|-0.068249548|0.229685203|-24.48959182|4.282589756|11.85953992|0.029972995|14.67530603|-16.36114989|2.096831328|54.71349575|-1.091992764|-11.99053523|28.77218157|0.4289448289999999|1910.137758|-534.6588788|1439.176684|-6.7122666220000005|5.663493161|9.917593683|3983.972795|67.30306705|-261.7783983|0.007566425|-355.01146810000006|373.9073307|1.0|0.0|1.0|0.0|0.0|3.39|2.87|0.16|17.0|4.18|4.15|30.71|2.9|1.0|0.0|90.06|2.0|-4.09|22.0|2.0|-5.39|287.36|0.0|1.0|3.57|-4.42|0.0235|3.77e-05|6.28e-07|-0.03168|4.4811|3.87|-898.3562912999998|-898.3381672|429.36|0.53815|0.59537|0.1282|-0.17204|-0.20372|0.018124154|4.0|5.3979
8b_a12|0|0|0.0|0.0|1|-0.1676879319999999|2|0.03977208|0.028584223|0.0|-0.036536396|10.95438057|0|0.047425677|0.003898807|0.7407532059999999|-0.183648492|0|0.740926309|-0.1053827859999999|-0.116554734|0.4384536329999999|-60.97837482|6.513753986|319.0086845|0.259073691|149.9096134|-39.02494133|3.769098814|76.80174559999999|-2.097985204|-35.28434152|67.49212879999999|0.480938153|2388.888334|-1213.971783|1437.536303|-15.27062922|6.373278096|12.27845608|5217.318476|64.26553043|-702.4489440000001|0.009361504|-450.1059006|510.3677388|0.0|1.0|1.0|1.0|2.0|4.11|2.57|0.1|18.0|3.11|1.9|80.37|2.23|1.0|0.0|110.58|4.0|-4.1|27.0|4.0|-6.51|355.39|0.0|0.0|2.51|-4.01|28.0|9.74e-05|3.56e-08|-0.0589|4.2263|5.11|-1159.405202|-1159.365835|460.08|0.53425|0.57773|127.0|-0.15294|-0.21184|0.03936706|263.0|6.58
2_a49|0|0|0.0|7.535296702|1|-0.03981057|2|0.038726287|-0.100166139|1.999073077|-0.041202373|10.92973199|1|-0.170631119|0.032521855|0.79056501|0.00991453|1|0.81348014|-0.08647612|-0.079176085|0.41397907|-44.066695|5.634353797999999|226.4450566|0.18651986|95.04720801|-20.55997527|2.871166625|0.0|-1.187641272|-22.45560511|49.7010488|0.454163307|2244.518609|-605.2008985|1550.010086|-7.34284831|5.667936413|10.38394173|4874.364109|145.02405359999997|-308.399629|0.017498253|-219.534132|439.9973344|0.0|1.0|1.0|1.0|1.0|3.09|2.5|0.15|21.0|3.28|3.7|69.62|1.88|0.0|1.0|99.52|2.0|-3.53|25.0|3.0|-6.57|327.38|0.0|1.0|2.76|-3.89|0.0955|0.000129|1.51e-07|-0.04372|5.4614|1.79|-1046.018455|-1045.981819|371.96|0.34449|0.68172|0.0572|-0.1555099999999999|-0.19923|0.0366366999999999|59.0|7.2291
1_a6 (SB-431542)|1|0|0.0|7.423568444|1|-0.175408303|1|0.035620155|0.1008839219999999|0.0|-0.029658865|10.94959842|1|0.164429684|-0.020716495|0.7462411859999999|-0.083341531|0|0.5940412860000001|-0.126408788|-0.122555709|0.210050443|-74.98172333|19.58668728|160.410387|0.405958714|240.8019609|-43.12110169|11.61820782|105.3125675|-2.083447046|-44.47680367|94.56841061|0.472445176|2678.823231|-1235.8353619999998|1890.228713|-16.29019397|7.523839331|14.26172029|5748.417262|146.3942108|-733.0587287000001|0.02438148|-300.3801761|513.4628663999999|1.0|1.0|1.0|1.0|2.0|3.25|2.35|0.05|23.0|4.04|3.63|103.12|1.54|1.0|0.0|106.85|4.0|-4.52|29.0|5.0|-6.73|384.39|0.0|0.0|2.85|-4.25|0.0116|5.660000000000001e-05|2.03e-08|-0.05971|3.8208|4.57|-1292.588032|-1292.553086|464.07|0.55256|0.69868|0.3346|-0.13329|-193.0|0.03494577|1542.0|5.8119
8e_a12|0|1|0.0|6.803505258|1|-0.049397555|2|0.037430556|0.0661362779999999|2.197856963|-0.087658302|10.94458094|1|0.112673977|-0.079913108|0.761892879|-0.051240735|1|0.939627917|-0.05202522|-0.087795345|0.001151979|-29.79080011|8.884082475|51.38557748|0.060372083|34.57040021|-28.78776717|5.0872236|0.0|-1.492520871|-17.05887601|38.67488258|0.45384745|2548.979738|-854.6507103|2112.908299|-10.19566754|6.446557205|11.80358346|5490.975165|165.34017769999997|-489.392042|0.019545275|-241.94192880000003|561.9859171|1.0|1.0|1.0|1.0|1.0|4.11|3.01|0.14|21.0|3.34|2.68|55.1|3.05|2.0|0.0|117.04|3.0|-4.37|28.0|4.0|-6.03|366.42|0.0|1.0|3.12|-4.69|0.0156|2.03e-05|1.19e-08|-0.05739|5.247999999999999|3.45|-1177.619013|-1177.593205|481.04|0.38889|0.6954899999999999|0.2252|-0.13599|-0.19338|0.02580783|588.0|6.2306
8_a1 (SB-202620)|1|0|0.0|6.86171134|0|-0.226277123|1|0.037578348|-0.0443137679999999|0.0|-0.1402198369999999|10.94957568|1|-0.095271547|-0.019835038|0.743088715|0.063001656|0|0.648967503|-0.117682533|-0.105271458|0.174628594|-66.76765693|8.809217494|208.2071465|0.351032497|199.1596945|-33.88588996|4.997944864|64.70432539|-1.684343335|-37.88089785|75.57687443|0.4564697679999999|2431.842132|-955.6189441|1736.664204|-13.22376193|7.432247389|13.67402758|5170.286136|128.0860757|-542.1742393|0.019645498|-311.18185800000003|433.2550452|1.0|1.0|1.0|0.0|2.0|2.74|2.21|0.0|23.0|4.86|5.06|78.87|2.78|2.0|0.0|99.61|4.0|-4.94|27.0|5.0|-5.94|359.35|0.0|0.0|3.7|-4.7|0.0041|1.98e-05|9.53e-09|-0.0736899999999999|3.4052|5.32|-1223.279021|-1223.117248|460.4|0.7026600000000001|0.7026600000000001|0.5339|-0.13683|-0.2105199999999999|0.16177304|0.4|6.3979
4o_a46|0|0|0.160026534|7.825245291|1|0.042766097|1|0.043320988|-0.2363624889999999|0.0|-0.203025042|10.93828256|1|-0.376106593|-0.018058762|0.7699448320000001|-0.09492635|0|0.950732618|-0.0648126359999999|-0.06570509|0.372146122|-35.54402423|5.332434441|5.821925821000001|0.049267382|27.01882145|-19.76117845|2.9243708|31.19780621|-1.051281434|-19.49276784|40.87645867|0.460981009|2195.436986|-576.535307|1705.3950960000002|-6.587059484|5.527567399|10.25486577|4966.476822|136.5432529|-316.1788552|0.0108913189999999|-275.3254498|544.7877262000001|1.0|0.0|1.0|1.0|0.0|3.73|3.12|0.32|17.0|4.77|4.94|54.5|2.72|1.0|0.0|103.66|2.0|-4.91|26.0|3.0|-5.51|342.44|0.0|1.0|3.92|-4.87|0.00422|1.34e-05|5.5e-08|-0.04627|4.3255|3.76|-1070.456878|-1070.428722|501.08|0.6843|0.6843|0.1598|-0.18282|-0.22909|0.02815574|162.0|6.7905
3a_a49|0|0|0.0|7.535296702|1|-0.072328354|2|0.0355787039999999|-0.044367345|1.819785|-0.060613765|10.92976559|1|-0.074886415|0.002357097|0.8145214209999999|0.008391259|1|0.72890527|-0.094437035|-0.088484274|0.526915193|-55.30832478|9.491036042|107.4001347|0.27109473|158.77029040000002|-30.35026007|5.558553447|59.40691577|-1.504232653|-32.39206742|64.79936082|0.474653816|2599.121578|-880.9741697000001|1793.526571|-10.52968207|6.566343333|12.49907878|5792.106924000001|181.6875706|-515.9544212000001|0.021141449|-222.2883651|578.2841135|0.0|1.0|1.0|1.0|2.0|3.25|2.11|0.18|21.0|2.77|2.81|98.72|1.04|1.0|0.0|112.14|5.0|-3.06|29.0|5.0|-7.67|384.43|0.0|0.0|2.02|-3.3|0.3379999999999999|0.000503|6.52e-08|-0.05732|5.1647|3.16|-1254.012043|-1253.973708|449.68|0.53794|0.66614|0.0793|-0.15978|-0.2171|0.03833529|64.0|7.1938
16a_a10|0|0|0.0|7.535296702|1|0.023926176|2|0.0334858389999999|-0.085711535|2.009832665|0.014886502|10.92947902|1|-0.133979603|-0.162508526|0.772481675|-0.008879187|1|0.916148686|-0.052574986|-0.076950669|0.3637074329999999|-36.408063|9.606840334|77.68598956|0.083851314|58.06685151|-36.90194151|6.652715932|99.81657855|-1.615964058|-25.21250404|46.01490333|0.4629532229999999|2862.681038|-1119.0515779999998|1823.310808|-12.4990447|8.531706024|15.88633689|6366.0631060000005|189.0108247|-774.9407716|0.014796066|-314.4761648|879.8636987|1.0|1.0|1.0|1.0|0.0|4.11|4.46|0.3|21.0|4.73|5.19|56.07|2.47|3.0|0.0|133.66|9.0|-5.22|33.0|5.0|-5.91|439.55|0.0|1.0|4.24|-5.17|0.00264|6.76e-06|3.18e-09|-0.04647|5.6019|3.46|-1395.158387|-1395.13019|629.65|332.0|0.6852199999999999|0.0841|-0.1605|-0.20697|0.02819643|47.0|7.3279
