molecula|NaaNH|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|MATS8i|BCUTi-1|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomRadius|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|E solv. Water  (Hartree)|pIC50
20_a31|1|3.3852303|0.0|7.765993078999999|0|0.609420757|0.0|0.0469387759999999|-0.009722467|5.733341277|-0.057200812|-0.476400874|-0.020082435|10.31100269|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|-0.594513619|0.788133615|0.8602874540000001|0.028036914|-0.131662689|0.912372776|0.7507116140000001|1|0.7954270659999999|-0.085849869|-0.110195543|0.246878555|0.019334605|-53.79798102|-69.0542431|64.42171513|0.2045729339999999|128.1960117|-0.033537774|-43.27297051|75.10345696|-1.542737604|-33.71260536|-21.01650877|65.91404723|0.464597945|-966.7594033|0.289292958|8.289864307|181.2859728|0.019624081|-264.0799235|1360.278351|557.1050635|12.29746712|1.0|2.0|3.46|19.0|-7.65|140.04|1.1|1.0|0.0|1.0|1.0|7.0|-5.91|397.52|1.0|0.0|1.0|3.6|-4.44|1.24e-06|0.000493|3.66e-05|3.29|0.0|0.0|2.23e-08|8.86e-06|-0.06065|3.5381|3.5381|-1880.734655|666.67|1113.19|350.43|0.2011|350.43|0.7036600000000001|0.0336943|8.0862
8e_a46|0|0.0|0.252655541|7.727094485|1|1.160371308|2.161814059|-0.205882192|-0.001015139|5.533389489|0.000950213|-0.046696417|-0.184317354|10.96411233|1|0.0123581919999999|-0.08488645|-0.135984209|-0.132524216|0.669602597|0.789844634|-0.241393458|-0.024620704|0.837678812|0.668786636|0|0.921352352|-0.053352779|-0.065982313|0.281227001|0.009576086|-27.16690715|-33.59778824|7.389496216|0.078647648|40.04689925|-0.023017086|-17.10778729|53.05984592|-0.989734694|-13.83322216|-11.72015869|32.04299109|0.444693313|-503.9668235|0.2507580889999999|5.504080656|127.6844779|0.011830243|-253.8248986|672.6356549999999|426.71841|6.023886838999999|1.0|0.0|3.21|17.0|-6.67|43.6|2.13|0.0|0.0|0.0|1.0|2.0|-3.59|304.39|0.0|1.0|1.0|3.21|-4.04|0.0002569999999999|0.0782|9.15e-05|3.01|0.0|0.0|2.16e-07|6.57e-05|-0.03175|4.5092|4.5092|-954.9056294|552.99|933.3|274.96|0.2162|274.96|0.6967|0.024010215|6.3915
2_a1|0|0.0|0.0|7.535296702|1|1.348828131|2.233384354|-0.049975995|-0.004621682|5.4161004020000005|-0.014296455|-0.175623923|-0.0619710709999999|10.9520472|1|0.003205156|-0.145015842|-0.326716897|-0.422863867|0.571324013|0.795932678|0.079586368|0.1766333219999999|0.8571146190000001|0.5574897879999999|0|0.808210065|-0.0622285999999999|-0.077270452|0.220315042|0.011282631|-28.32386891|-35.17029414|6.281701359|0.191789935|87.29479691|-0.026492726|-16.00805425|84.54541681|-0.927245426|-12.89184641|-12.05838656|33.45925305|0.39830426|-422.0435297|0.305595997|5.2823820260000005|139.0945801|0.017741989|-176.9692239|607.7780769999999|299.6692382|8.075415099999999|1.0|0.0|2.91|17.0|-6.18|30.71|2.49|0.0|0.0|0.0|1.0|2.0|-3.06|279.31|0.0|1.0|1.0|3.21|-3.78|0.000871|243.0|0.000167|2.76|0.0|0.0|6.64e-07|0.000185|-0.02966|4.0877|4.0877|-920.184721|489.42|807.98|303.31|0.2991|303.31|0.7007899999999999|0.024658671|5.2366
12bg_a36|1|3.434779148|0.0|7.412764017000001|2|1.29692796|0.0|-0.040957653|-0.0076819|5.351858133|-0.044573523|-0.414822602|-0.060117593|10.95885259|1|-0.00097037|-0.101451485|-0.1716508239999999|-0.4459167329999999|0.884841888|0.836170906|-0.023460562|-0.033696875|0.892249657|0.771220556|0|0.840610352|-0.075439837|-0.102664465|0.543472602|0.019606406|-51.74990566|-70.42534258|107.3347739|0.159389648|109.3374477|-0.036959207|-48.31008346|14.85588272|-1.847960372|-35.49918495|-25.35312333|65.19942617|0.46245521|-1267.656166|0.252132272|7.549463377|172.9566471|0.01946912|-340.0625449|1695.0272350000002|661.6709012|13.35534589|0.0|2.0|4.75|17.0|-7.76|69.2|2.99|2.0|0.0|0.0|1.0|5.0|-5.08|450.32|0.0|1.0|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|3.8944|-2152.104584|703.94|1186.75|318.36|0.4409|318.36|0.69395|0.03334656|7.8239
14_a15|0|0.0|0.0|0.0|0|1.43568901|0.0|-0.058775738|-0.006678826|0.0|-0.0455566929999999|-0.374014235|-0.053931584|10.9597359|0|0.0034254209999999|-0.120626133|-0.184255041|-0.3848940629999999|0.8310685940000001|0.719993769|-0.021648026|-0.028227917|0.7651878809999999|0.7933685340000001|0|0.8870890459999999|-0.063809873|-0.0917424269999999|0.7461324029999999|0.014672137|-40.89540491|-58.79722871|92.51564418|0.112910954|72.36402409|-0.032888795|-37.68282812|2.923143027|-1.743106111|-26.20964538|-21.0782518|50.29869851|0.406717767|-1117.1473460000002|0.229690275|6.040010666000001|147.2072638|0.015286995|-346.4801021|1450.257357|673.7288405|9.797353271|1.0|1.0|3.56|24.0|-9.82|56.27|2.87|2.0|0.0|0.0|1.0|6.0|-6.22|397.47|1.0|0.0|1.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|0.0|1.51e-10|5.99e-08|-0.0338199999999999|4.4518|3.6209|-1281.0669369999998|689.8|1177.14|342.41|0.3131|278.5|0.7055899999999999|0.03885834|7.5229
13m_a6|1|3.415695704|0.0|6.842683282|0|1.429020166|0.0|0.031719435|-0.010840005|4.727387819|-0.135152403|-0.628720289|0.054340057|10.9505335|1|-0.00687003|-0.068956229|-0.118693789|-0.568024162|0.870730542|0.7767360059999999|0.156982046|-0.031564227|0.832753533|0.82642394|1|0.715612461|-0.0989137669999999|-0.107644789|0.429009107|0.01858251|-68.97140339|-75.05944278|91.22689385|0.2843875389999999|198.3000783|-0.0378750189999999|-52.33806464|95.67846949|-2.045251|-48.09294654|-26.40980394|81.92876874|0.48094941|-1426.129413|0.263701|8.435961541000001|183.8755989|0.020928405|-329.5370141|1936.888972|724.3873672999999|14.59313027|1.0|3.0|3.59|27.0|-9.67|122.47|0.81|1.0|0.0|0.0|1.0|6.0|-4.64|435.48|0.0|0.0|1.0|2.67|-4.28|2.27e-05|0.00987|5.24e-05|2.43|0.0|0.0|2.1499999999999998e-10|9.35e-08|-0.07137|3.9127|3.3359|-1423.712909|726.28|1231.54|371.67|275.0|316.88|0.64753|0.04955777|8.0
19k_a38|1|3.218103741|0.0|7.412764017000001|2|1.297042875|0.0|0.0100827|-0.011877064|5.351858133|-0.17467835|-0.6888696990000001|0.016990252|10.95446448|1|-0.00835812|-0.060668296|-0.128079012|-0.51857087|0.7581164340000001|0.853092207|0.04833864|-0.029357143|0.908591797|0.730686013|0|0.658700057|-0.112748779|-0.126936513|0.389096157|0.0232707939999999|-71.54314527|-80.54577161|157.4834779|0.341299943|216.567059|-0.044662847|-51.10918191|116.0039747|-2.411793744|-45.3966925|-28.3401789|86.30929885|0.4769127179999999|-1530.369661|0.24035311|6.744851799999999|152.51267140000002|0.021802691|-329.5105352|2014.5803|686.8472757999999|13.8345897|0.0|4.0|4.89|17.0|-6.41|124.32|1.65|1.0|0.0|0.0|1.0|6.0|-3.87|444.46|0.0|0.0|0.0|1.9|-3.62|0.000134|0.0594|0.0002399999999999|1.65|0.0|0.0|3.94e-07|0.000175|-0.05534|5.1869|3.5378|-1500.852284|677.64|1172.22|350.45|0.2038|239.03|0.70327|0.04615409|7.9666
11b_a5|1|2.943854668|0.0|6.605297921|0|1.277648917|0.0|-0.2023158669999999|-0.003900104|4.59511985|0.008093965|-0.1833048739999999|-0.118167947|10.94877958|1|0.005685558|-0.0109928619999999|-0.017658026|-0.252164213|0.735954089|0.805760343|-0.0497097529999999|-0.106187688|0.8645824520000001|0.682032125|0|0.8737310509999999|-0.07633373|-0.080664777|0.378154801|0.016373566|-45.82509318|-48.42513182|55.25128526|0.126268949|75.80248447|-0.029332646|-29.07084703|1.880682804|-1.290636432|-27.50997723|-17.60913884|55.65456427|0.456131351|-774.8021092|0.33175528|8.936258446|199.1611925|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|2.99|23.0|-9.15|63.69|2.01|2.0|1.0|0.0|1.0|6.0|-4.65|376.84|0.0|1.0|1.0|3.68|-4.69|2.26e-05|0.00853|2.04e-05|3.62|0.0|0.0|7.109999999999997e-10|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.72614|635.55|1063.35|295.32|0.5806|275.55|0.6284|0.03575776|7.7212
18_a20|1|3.463603867|0.0|6.842683282|0|1.400923654|0.0|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|-0.5039851160000001|-0.011236836|10.93301779|1|-0.004071701|0.001996439|0.003282792|-0.597167441|0.809917509|0.7602869659999999|-0.107446431|-0.090732503|0.8162774979999999|0.778639593|1|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|0.0108136339999999|-61.73239771|-63.36348363|318.5587088|0.23863824|158.7879106|-0.035934845|-42.1615378|82.70867776|-1.904546783|-41.07622672|-23.91074854|68.92770059|0.483668611|-1267.269673|0.1890889589999999|8.011174137000001|125.81822920000002|0.013457694|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|2.0|3.48|27.0|-10.0|97.55|2.06|2.0|0.0|0.0|0.0|5.0|-5.59|419.48|0.0|0.0|1.0|3.78|-5.16|2.54e-06|0.00107|6.91e-06|3.85|0.0|0.0|9.93e-11|4.17e-08|-0.05604|5.9778|3.5355|-1352.32685|703.24|1204.88|350.69|0.2991|207.41|0.6953699999999999|0.03787435|7.4685
4c_a46|0|0.0|0.139403726|7.825245291|1|1.134637091|2.137504882|-0.068543882|-0.005085922|5.587248657999999|-0.048990529|-0.300069396|-0.051150771|10.94298307|1|0.010040825|-0.056422062|-0.083788154|-0.421467037|0.649753668|0.726862617|0.072412685|-0.0976963169999999|0.761921603|0.65145414|0|0.890777395|-0.063644365|-0.087503927|0.305199509|0.013924723|-40.22007179|-55.2981278|35.22734468|0.109222605|69.02325225|-0.029688832|-34.9456654|53.13410852|-1.662574604|-25.41708422|-18.76186479|49.01980408|0.450883931|-1050.664428|0.159246215|7.172412106|100.6356847|0.008510983|-430.6788754|1249.669579|696.2528933|5.378517586|1.0|0.0|4.09|17.0|-7.62|57.01|3.4|2.0|0.0|0.0|1.0|5.0|-5.55|389.49|0.0|1.0|0.0|4.44|-5.28|2.8e-06|0.00109|5.3e-06|4.63|0.0|0.0|2.39e-08|9.32e-06|-0.04381|5.4579|4.1026|-1245.392965|683.75|1176.07|302.21|0.2296|227.16|0.6986600000000001|0.02299741|5.6972
12c_a5|1|2.977832018|0.0|6.605297921|1|1.236775191|0.0|-0.212798523|-0.002685954|4.59511985|0.020594766|-0.16115723|-0.096073591|10.9455378|1|0.00586291|-0.01261147|-0.020144382|-0.223631474|0.808899433|0.797601178|0.05430631|0.014673577|0.8446264459999999|0.782051277|0|0.841092921|-0.070873852|-0.066083881|0.450827114|0.016374249|-46.62294305|-43.47195613|143.44655559999998|0.158907079|104.5338363|-0.022421317|-28.59715492|13.26856229|-1.25559373|-30.6699685|-14.74941369|57.39441476|0.4609383929999999|-825.9671665|0.416414105|7.293547043999999|273.9296719|0.024214085|-109.9706106|1415.330929|735.3048881|15.92875034|1.0|2.0|3.27|23.0|-9.31|75.72|1.57|1.0|0.0|0.0|1.0|6.0|-4.09|411.5|0.0|0.0|0.0|3.31|-4.33|8.159999999999999e-05|0.0336|4.64e-05|2.84|0.0|0.0|4.93e-10|2.03e-07|-0.04565|4.6671|4.0116|-1316.5202869999998|694.24|1200.02|309.06|0.1513|265.66|0.6893600000000001|0.02242648|7.3279
7_a27|0|0.0|0.0|6.842683282|0|1.40247849|3.330197625|0.112935885|-0.00601016|4.727387819|-0.050197188|-0.288487667|-0.096754293|10.93773474|1|0.010596392|-0.19575909|-0.323631281|-0.500327496|0.6413629129999999|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.62067794|1|0.85111414|-0.060745542|-0.084531496|0.358145768|0.015099075|-34.09779211|-47.44936449|10.66993367|0.14888586|83.57286704|-0.0300556429999999|-26.6343589|60.73467304|-1.352503929|-19.13983132|-16.87088515|42.57323098|0.466714317|-759.1898319000001|0.236435287|6.446345598|132.7162621|0.014441323|-295.8891961|994.2704516|479.0078184|8.106228264|1.0|0.0|3.24|21.0|-6.61|65.6|2.88|0.0|0.0|0.0|1.0|3.0|-4.06|345.4|0.0|1.0|1.0|3.14|-4.28|8.66e-05|0.0299|5.2e-05|3.02|0.0|0.0|2.43e-07|8.4e-05|-0.04887|4.1205|4.1205|-1122.433757|606.74|1016.96|300.9|0.4179|300.9|0.61278|0.02179141|9.0
14s_a23|0|0.0|0.0|7.423568444|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|-0.022580082|-0.298573309|-0.044305947|10.31321812|2|0.009263715|-0.071484865|-0.13187015|-0.457212212|0.722187957|0.7837821840000001|0.096014944|-0.1050445769999999|0.846632079|0.659570836|1|0.92763624|-0.055037441|-0.080500435|0.2387634619999999|0.019970955|-35.30692476|-51.64162341|30.34480575|0.07236376|46.42188642|-0.034255504|-33.12848261|82.55990607|-1.610008704|-22.64965286|-21.9751589|48.11843993|0.470919749|-1032.832468|0.2251838339999999|7.548546899|144.457092|0.017330177|-352.5931977|1333.003252|633.3278634|11.11743642|1.0|1.0|3.45|26.0|-7.99|105.02|3.51|2.0|1.0|0.0|1.0|5.0|-6.13|445.93|0.0|0.0|0.0|4.01|-5.55|7.49e-07|0.000334|2.83e-06|4.21|0.0|0.0|1.02e-08|4.55e-06|-0.07783|3.6828|3.6828|-2089.500101|668.66|1164.32|336.66|0.3669|336.66|0.60323|0.02112956|8.5482
1m_a5|1|2.934162514|0.0|6.605297921|0|1.3047206409999998|0.0|-0.252787668|-0.002410445|4.59511985|-0.005518104|-0.096417794|-0.10797859|10.94856032|1|0.00520748|0.042813643|0.07132816|-0.2274929269999999|0.691858366|0.7824502320000001|0.077347244|-0.022280685|0.851987765|0.63664685|0|0.8823955520000001|-0.070959368|-0.071478865|0.429612762|0.009030414|-37.380714700000006|-37.65438054|154.6334216|0.117604448|61.95289543|-0.028977918|-19.83596661|0.235629561|-1.072182971|-19.69180207|-15.26528941|42.13785007|0.482646195|-564.8157081|0.26152627|6.911100301|137.7695311|0.0172594319999999|-251.2513491|764.8419772000001|383.4128238|9.092103139|1.0|1.0|2.69|23.0|-8.63|54.46|2.4|1.0|0.0|0.0|1.0|3.0|-4.52|332.79|0.0|1.0|1.0|3.63|-4.74|2.99e-05|0.00996|1.82e-05|3.69|0.0|0.0|2.35e-09|7.82e-07|-0.0507699999999999|4.6678|4.3983|-1410.88022|553.42|926.13|281.89|0.5497|265.61|0.45426|0.03223201|7.3665
12e_a31|1|3.483599061|0.0|7.765993078999999|1|0.610134116|0.0|0.052663358|-0.011519192|5.733341277|-0.044316064|-0.70267073|-0.107630327|10.3116965|2|-0.000231353|-0.08867626|-0.142921555|-0.543945776|0.7968154940000001|0.7761616020000001|-0.039273975|-0.028502695|0.82100963|0.76012894|0|0.721526766|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|0.02665413|-68.32948993|-79.96257188|166.1479229|0.2784732339999999|202.5115275|-0.036652129|-58.15044546|595.9853231000001|-2.089171358|-49.6906263|-26.65419063|87.71292755|0.474858042|-1519.288866|0.274879568|10.24381236|199.8981394|0.020841203|-327.4245209|2095.222806|798.7285626|15.15615632|1.0|2.0|3.87|22.0|-9.31|117.37|2.21|3.0|0.0|0.0|1.0|9.0|-6.66|460.55|0.0|0.0|1.0|4.5|-5.42|2.16e-07|9.96e-05|3.83e-06|4.48|0.0|0.0|4.93e-10|2.27e-07|-0.03445|5.3264|3.8391|-1809.85374|781.61|1308.13|322.95|0.3831|232.77|0.7006600000000001|0.04614662|6.7696
11e_a5|1|2.971327032|0.0|7.139660336|1|1.338814635|0.0|-0.2114441819999999|-0.003208975|5.209486153|0.038643235|-0.192538515|-0.16669151|10.9487795|1|0.008721244|-0.0924814769999999|-0.147721258|-0.234433859|0.77509232|0.775794895|-0.048843135|-0.02059071|0.8215345|0.747366251|0|0.876758791|-0.062865536|-0.0790189759999999|0.372098505|0.0120552589999999|-41.64560703|-52.34653881|62.84782002|0.123241209|81.64179149|-0.0282210629999999|-34.67724171|0.0|-1.580379517|-27.58835281|-18.69519243|49.63167715|0.483563144|-1046.930776|0.27836484|9.387474824|184.4042616|0.016933845|-293.6467698|1450.77573|735.3048881|11.21791539|1.0|1.0|3.22|23.0|-8.95|66.93|1.83|2.0|0.0|0.0|1.0|7.0|-4.65|411.5|0.0|1.0|0.0|3.63|-4.72|2.23e-05|0.00919|1.9e-05|3.56|0.0|0.0|1.13e-09|4.64e-07|-0.03808|4.4179|4.1036|-1316.512503|717.76|1220.1|302.14|0.5347|280.64|0.6505|0.03460011|7.3979
9_a3|0|0.0|0.0|6.823286122000001|0|0.605017128|0.0|0.187952252|-0.007847313|4.727387819|-0.100592457|-0.298197887|0.065373003|10.31162238|1|-0.003863265|0.083014843|0.141996379|-0.614170287|0.923357627|0.6729843740000001|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0|0.84649775|-0.095161413|-0.083555008|0.506753484|0.007377805|-44.74600478|-39.28853824|223.4501605|0.15350225|72.17854599|-0.038196575|-18.47392835|72.50764604|-1.336880133|-21.04009269|-17.96047462|48.21513485|0.413418346|-628.6166118|0.1131403219999999|5.004834198999999|53.19989715|0.008976383|-363.8118546|708.8118076000001|349.6957191|4.220799781|1.0|1.0|3.1|21.0|-7.26|80.04|2.42|1.0|0.0|0.0|1.0|2.0|-5.53|303.38|0.0|0.0|1.0|3.7|-4.9|2.96e-06|0.000899|1.25e-05|4.14|0.0|0.0|5.5e-08|1.67e-05|-0.03999|5.8185|3.7356|-1256.0634710000002|512.44|857.36|331.9|0.2069|213.09|0.6724600000000001|0.0242342|4.96
12bi_a36|1|3.466222049|0.0|7.412764017000001|2|1.297042566|0.0|-0.088734077|-0.00902707|5.351858133|-0.043740597|-0.559678363|-0.067142264|10.95958518|1|0.002872872|-0.176729938|-0.289604649|-0.37220074|0.884226781|0.812921349|0.0997949019999999|0.071329141|0.858971809|0.8350231859999999|0|0.7850011179999999|-0.082914301|-0.107613368|0.382000949|0.034602166|-57.89562053|-75.1419557|129.685076|0.214998882|150.12481100000002|-0.027831043|-52.46851415|0.0|-1.614200516|-40.42611289999999|-19.43326441|82.05687954|0.461975362|-1127.129336|0.500339677|8.454426643|349.3664649|0.037590587|0.474365004|2255.791153|766.4854363|26.24794923|1.0|2.0|4.97|17.0|-6.79|87.66|1.42|1.0|0.0|0.0|1.0|7.0|-4.11|441.49|0.0|0.0|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.0510199999999999|3.8855|3.6851|-1461.966152|742.94|1256.37|336.45|0.4214|319.1|0.69207|0.0318395999999999|7.8539
14k_a23|0|0.0|0.0|7.423568444|0|1.1979621459999998|3.358995671|0.070940371|-0.005866159|5.351858133|-0.024758731|-0.299174093|-0.055500851|10.31321813|2|0.009263715|-0.071484865|-0.13187015|-0.463402169|0.722187957|0.800643488|0.140087361|-0.091426449|0.864845456|0.659570836|1|0.922397728|-0.0562483359999999|-0.079899943|0.226547411|0.018829201|-37.43135588|-53.17069631|38.76597615|0.077602272|51.64167457|-0.033999976|-35.38329134|80.31548917|-1.597998852|-24.9092952|-22.62582822|49.96154892|0.486654314|-1063.413926|0.216437606|8.21201115|144.0318708|0.016348271|-377.4022725|1357.152837|633.3278634|10.87921891|1.0|1.0|3.39|26.0|-7.99|105.02|3.51|2.0|1.0|0.0|1.0|5.0|-6.13|445.93|0.0|0.0|0.0|3.99|-5.55|7.49e-07|0.000334|2.83e-06|4.21|0.0|0.0|1.02e-08|4.55e-06|-0.07933|3.6421|3.6421|-2089.501786|691.9|1179.17|340.42|0.4694|340.42|0.63765|0.02271117|8.4123
17a_a10|0|0.0|0.0|7.535296702|2|1.3438501040000002|2.118111229|-0.218519541|-0.004333189|5.4161004020000005|0.021150127|-0.2946568739999999|-0.093735748|10.92970797|1|0.01029375|-0.225935253|-0.360142554|-0.275154041|0.7019075779999999|0.76281504|0.029106767|0.054069767|0.8044827790000001|0.673253555|1|0.8538249840000001|-0.055423599|-0.082689376|0.463842217|0.020088947|-39.18491085|-58.46202420000001|51.96456548|0.146175016|103.34686|-0.023625536|-41.33310046|87.61514901|-1.488408763|-27.70403316|-16.70343549|53.38795048|0.4918223679999999|-1052.3164359999998|0.4352739579999999|8.621193279|307.7420338|0.0254938|-91.52361858|1863.410498|911.2106544|18.02431251|1.0|0.0|3.8|21.0|-7.32|76.38|1.29|1.0|0.0|0.0|1.0|6.0|-3.68|468.55|0.0|1.0|0.0|2.64|-4.32|0.00021|0.0986|4.74e-05|2.43|0.0|0.0|4.74e-08|2.22e-05|-0.04641|5.5285|3.9887|-1524.52012|767.6|1326.24|310.84|0.2142|224.26|0.67671|0.03725238|7.3098
11_a27|1|2.680511093|0.0|7.535296702|1|1.1606177359999998|0.0|0.100091619|-0.0067474069999999|5.4161004020000005|-0.003527607|-0.344117757|-0.0864111069999999|10.93910312|0|0.005111147|-0.041662169|-0.067428705|-0.488734846|0.734834532|0.814843016|-0.0357410779999999|-0.043616687|0.8629676709999999|0.7146215429999999|1|0.7645505|-0.079921166|-0.094820973|0.349764196|0.016171515|-42.27430065|-50.15555389|143.3238715|0.2354494999999999|124.5410133|-0.034296948|-26.52978026|72.60399149|-1.611956546|-22.36099135|-18.14137056|50.82822357|0.4528656239999999|-852.6444161000001|0.1911041289999999|5.231762955|101.0845293|0.012694323|-326.780942|1054.084273|504.209846|6.714661907000001|0.0|1.0|3.95|16.0|-6.09|61.88|3.06|0.0|0.0|0.0|1.0|2.0|-3.68|345.4|0.0|1.0|0.0|2.04|-4.02|0.000207|0.0716|9.45e-05|2.73|0.0|0.0|8.2e-07|0.000283|-0.05985|3.3426|2.4836|-1122.433411|571.4|974.29|499.21|0.3492|370.92|0.59222|0.0226944|8301.0
12j_a36|1|3.502198129|0.0|7.412764017000001|2|0.6293514410000001|0.0|-0.084183025|-0.007086381|5.351858133|-0.0446165029999999|-0.41101009|0.039869055|10.33556498|1|0.003710345|-0.07550872|-0.133106642|-0.436310965|0.906423012|0.820041835|-0.1241793309999999|-0.089459459|0.87043328|0.855081905|0|0.852586292|-0.069970795|-0.105480639|0.362692602|0.018160631|-46.2113679|-69.66341599|26.39145693|0.147413708|97.35760604|-0.037113558|-46.00836307|2.098786266|-2.004132137|-30.5197407|-24.51120192|58.20533756|0.457280037|-1323.6049039999998|0.224187058|7.483427579|148.06163930000002|0.016546717|-364.314663|1706.0876829999995|725.9470896|10.92807939|1.0|2.0|4.86|17.0|-7.05|94.5|2.51|1.0|0.0|0.0|1.0|6.0|-4.85|427.52|0.0|0.0|0.0|2.33|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|3.19|0.0|0.0|8.95e-08|3.83e-05|-0.05098|5.2072|3.7807|-1670.420129|694.28|1198.96|327.94|0.4981|238.1|0.69967|0.02793415|8.0
15c_a22|0|0.0|0.0|6.842683282|0|1.42291727|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|-0.298463715|-0.023927419|10.9464374|1|0.004362505|-0.0917078119999999|-0.160566657|-0.364626967|0.667111824|0.773044788|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|0.8665852140000001|-0.067475429|-0.080088202|0.615901609|0.024561528|-48.58045253|-57.66130245|36.22825261|0.133414786|96.05497587|-0.0302219629999999|-41.51455167|78.22334636|-1.60176404|-34.97658951|-21.75898206|66.26407672|0.462157867|-1153.226049|0.338224886|8.626398368|243.5126145|0.0248073129999999|-232.9472639|1742.625289|731.8178649|17.86058304|1.0|1.0|3.49|27.0|-9.28|109.38|1.08|1.0|0.0|0.0|1.0|6.0|-4.86|445.48|0.0|0.0|0.0|2.98|-4.62|1.39e-05|0.00618|2.4e-05|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|-0.07399|5.7361|3674.0|-1460.571156|715.42|1241.07|337.46|0.5082|216.15|0.69113|0.03150096|6.1325
13a_a5|1|2.931642415|0.0|6.605297921|0|1.393002748|0.0|-0.154076582|-0.006081807|4.59511985|-0.033436214|-0.328417593|-0.139517787|10.94530369|1|0.003196482|-0.035005746|-0.0569177229999999|-0.367284642|0.746303189|0.8045357209999999|-0.048584084|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.470564031|0.016739606|-57.31787843|-54.03141848|126.2663658|0.233249839|150.1663914|-0.0279752339999999|-34.78546088|39.93934134|-1.426736914|-36.90128585|-18.01047283|68.09484712|0.460877309|-918.5341141|0.401208461|8.571729592999999|258.29825730000005|0.02811638|-127.2041084|1533.979782|620.5697596|18.10134317|1.0|2.0|3.07|23.0|-8.9|92.79|0.95|2.0|0.0|0.0|1.0|8.0|-3.77|399.45|0.0|0.0|1.0|2.71|-3.74|0.000169|0.0675|0.000184|2.19|0.0|0.0|1.26e-09|5.02e-07|-0.05534|4.6285|4.2107|-1313.126035|688.18|1160.81|294.45|0.5953|267.87|0.50037|0.04138695|7041.0
