molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|nAHRing|nARing|MATS2c|SRW07|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|GATS1pe|RASA|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Veber filter|Hydrogen bond acceptors count (using Lipinski’s definition)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|pIC50
3c_a49|0.0|0|0|0.0|0.0|1|1|0.034009672|5.4161004020000005|2|0.036335697|-0.04696024|1.879769411|-0.248722888|-0.05815918|0.0127926339999999|1|-0.0780996759999999|-0.0612829229999999|-0.101919761|-0.384874446|2|0.666785606|0.0211518929999999|0.8605470759999999|0.64702083|0.7963363840000001|-0.074135885|0.0148240689999999|-41.0524769|8.477406111|89.34479838|-0.0252377479999999|4.8479546860000005|77.29181095|0.637222556|-23.47658531|54.85343388|49.52988301|0.4791465279999999|2521.794855|455.3990518|-678.3346816000001|-8.253567879|0.362777444|6.567311051|207.4607002|22.64931248|0.021783913|1064.517686|542.7276591|12.45751629|1.0|1.0|1.0|1.0|3.18|2.67|21.0|-7.54|3.63|3.87|72.7|1.84|1.0|0.0|4.0|1.0|2.86|-3.86|0.13|0.000137|2.29|0.0|0.0|2.89e-08|1.07e-05|-0.0606|3.99|-1198.668772|-1198.634822|613.33|1046.53|322.71|0.4321|240.36|456.22|0.32539|0.0729|-0.15853|3.6122|-0.21913|-1198.484646|7.0605
9a_a36|0.0|1|0|3.4090209280000003|0.0|2|2|-0.109305298|5.351858133|2|0.040166667|0.095192109|0.0|-0.41624054|-0.078488872|-0.06502499|1|0.160672128|-0.12019672|-0.202876718|-0.398235589|1|0.839235677|-0.1177413269999999|0.842671963|0.79302567|0.826559623|-0.10869601|0.0236784079999999|-45.04449811|14.47407729|49.52042402|-0.039929147|8.847677483|0.0|0.7638345870000001|-27.53468726|78.37175688|59.5185754|0.453098452|2682.572663|505.25728260000005|-1195.981615|-14.91993116|0.236165413|7.546661564|144.36259840000002|31.95428497|0.019513779|1565.759963|578.2841135|11.92833382|0.0|0.0|0.0|1.0|4.69|0.0|17.0|-6.28|3.04|2.04|66.4|2.02|1.0|0.0|5.0|0.0|1.95|-3.99|0.0753|0.000102|2.66|0.0|0.0|5.26e-07|0.0002009999999999|-0.05044|3.38|-1252.802159|-1252.77514|648.41|1092.66|320.56|0.4811|320.56|495.18|0.68682|0.4811|-0.15925|5.7274|-0.20969|-1252.636005|7.8861
6e_a40|0.0|0|0|0.0|0.0|1|2|0.128035402|6.401917197|0|0.039160494|-0.15110197|0.744550501|-0.69771706|0.103594243|-0.205140551|2|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0|0.685858263|-0.289988439|0.8988141140000001|0.648802794|0.74620476|-0.1164147119999999|0.015875595|-70.52033811|10.43262695|185.1473293|-0.04873174|6.85578763|35.33106374|0.866991176|-46.34235117|84.95203628|80.95296505|0.441911406|3075.060648|490.3675161000001|-1377.032062|-21.04453212|0.133008824|6.972949117000001|87.40658058|36.93694043|0.012858969|1588.2884390000002|587.7345677999999|8.450255075|0.0|1.0|1.0|1.0|3.98|3.16|14.0|-4.63|5.02|3.72|173.43|2.12|2.0|1.0|5.0|1.0|3.68|-5.58|8.31e-06|2.6e-06|4.4|1.0|0.0|2.35e-05|0.0112|-0.09682|8.35|-2831.191706|-2831.156883|671.95|1149.77|419.59|0.3625|419.59|537.07|0.67187|0.3625|-0.1195799999999999|8.3311|-0.2164|-2831.048968|7.7447
9_a1|0.0|1|0|3.358585365|0.0|0|0|0.020428974|4.727387819|1|0.037578348|-0.110185988|0.0|-0.282769361|-0.079063236|0.016589221|1|-0.232860777|-0.044035724|-0.093062585|-0.483335578|1|0.582499378|0.02778394|0.7964939409999999|0.572272366|0.755276458|-0.085722429|0.011266799|-46.63553015|6.495805626|63.73880199|-0.031896718|3.745117974|0.0|0.7816897429999999|-26.88743664|57.60218193|53.13133578|0.452572261|2387.143654|435.4501351|-790.7640749|-10.60256533|0.2183102569999999|7.61577077|125.865476|23.52578164|0.014186995|1011.608611|472.9447227|8.17942725|1.0|1.0|1.0|1.0|2.78|2.66|23.0|-8.98|5.86|5.57|58.64|2.74|2.0|0.0|4.0|1.0|4.12|-4.79|0.00739|1.62e-05|3.76|0.0|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|5.6|-1187.226314|-1187.193365|600.6|1007.04|370.88|0.5409|370.88|487.19|0.70296|0.5409|-0.13413|4.1623|-0.21015|-1187.065335|5.2218
4n_a46|0.0|0|0|0.0|0.126268818|1|1|-0.061148449|5.587248657999999|0|0.045335917|-0.2264394139999999|0.0|-0.234842682|-0.144852516|-0.064683066|1|-0.349865095|0.070558373|0.109017734|-0.369211845|0|0.741742667|-0.088858764|0.7681452190000001|0.7427183759999999|0.903145407|-0.085838139|0.008424451|-56.80797266|4.629240193|172.8490949|-0.031047837|2.543769935|0.0|0.863203663|-31.21601103|51.4039205|61.43721285|0.428896538|2195.786424|496.2788787|-801.8577467|-9.374920341|0.136796337|5.666371466|75.1696593|19.76451658|0.0077084869999999|928.9322794|525.8291956999999|4.235817757|0.0|1.0|1.0|1.0|3.75|2.84|17.0|-6.67|4.33|4.94|61.84|2.99|1.0|0.0|3.0|1.0|3.9|-5.1|0.00129|7.95e-06|4.41|0.0|0.0|2.14e-07|7.340000000000001e-05|-0.04044|4.57|-1090.343872|-1090.302556|578.83|1011.66|313.65|253.0|215.82|502.02|0.41625|0.0711|-0.16641|6.2318|-0.20685|-1090.151267|5.2845
16c_a32|0.0|1|1|3.329674745|0.0|0|0|0.191088217|5.733341277|0|0.03995614|-0.03152033|2.077479142|-0.770338913|-0.031087095|-0.036931818|3|-0.057356214|-0.1260956869999999|-0.229450999|-0.697601261|0|0.809370315|-0.061904762|0.915639476|0.764217655|0.773043206|-0.119988297|0.025791147|-53.00702241|15.38819548|102.2022233|-0.038178095|9.181311842|37.0285246|0.6846367059999999|-31.62645048|86.97970500000001|68.39521789|0.463897164|2649.168528|461.2334662|-1002.268243|-13.59090376|0.3153632939999999|6.313526111|188.1603823|33.27140293|0.02579269|1463.941729|513.9156315|15.38911619|0.0|1.0|1.0|2.0|3.5|3.08|19.0|-6.99|5.64|4.21|149.27|0.88|1.0|1.0|5.0|1.0|3.41|-4.41|0.000366|3.89e-05|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.0505|4.12|-1916.6792|-1916.651132|639.66|1069.28|341.89|0.2955|341.89|508.43|0.70198|0.2955|-0.14997|4.0551|-0.20047|-1916.536967|8.3468
12b_a50|0.0|0|1|0.0|0.0|1|1|-0.19841119|5.82008293|1|0.034845679|-0.08032584|2.112397566|-0.125985651|-0.101728189|-0.115659308|2|-0.139522815|-0.168032508|-0.291865836|-0.246831987|1|0.699597776|-0.189976035|0.8718949979999999|0.660148928|0.925916085|-0.066155918|0.0214891|-22.92589265|10.80329197|8.07905572|-0.0237482779999999|5.43117764|86.49656508|0.5731907470000001|-11.52561607|47.12729492|33.72918462|0.430791247|2224.116359|465.4891075000001|-465.6232233|-6.002164865|0.4268092529999999|5.7232816060000005|214.5713436|20.82911679|0.027586169|812.3355548|388.171611|13.86849326|1.0|0.0|1.0|0.0|3.31|2.45|20.0|-5.49|2.59|3.42|48.53|2.02|0.0|0.0|3.0|1.0|2.59|-3.84|215.0|0.000144|2.5|0.0|0.0|3.22e-06|0.00101|-0.02974|2.47|-1006.664619|-1006.641541|539.15|909.8|315.44|0.2425|263.3|401.64|0.6016199999999999|0.0777|-0.16451|4.0567|-0.19425|-1006.550688|5.3242
12ac_a36|0.0|1|0|3.4419617660000004|0.0|2|2|-0.050997272|5.351858133|2|0.042560386|0.03586247|0.0|-0.450737917|-0.046730704|-0.0121300989999999|1|0.060445359|-0.098698552|-0.166354116|-0.433636165|1|0.8058720979999999|-0.020272679|0.863165958|0.770400825|0.779673368|-0.104391657|0.021508835|-55.68500110000001|14.93372351|118.0445703|-0.036062573|10.36858115|20.70356046|0.7316461470000001|-38.66245764|86.51036063|70.61872461|0.44477577|2902.588755|541.3322795|-1377.116299|-17.38437788|0.268353853|8.126831024|186.3198219|34.22211444|0.020208014|1882.216294|716.9974499|14.03055543|0.0|0.0|0.0|2.0|4.86|0.0|17.0|-6.89|3.16|2.09|86.27|1.59|1.0|0.0|5.0|0.0|1.84|-3.95|0.0653|0.000112|2.36|0.0|0.0|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|4.84|-1385.606133|-1385.566143|711.77|1200.61|321.25|0.3302|319.2|554.84|0.56186|0.0249|-0.15675|4.0208|-0.20949|-1385.382927|7.8861
4q_a46|0.0|0|0|0.0|0.09591943|1|1|-0.2520920439999999|5.587248657999999|2|0.0462962959999999|-0.012611536|0.0|-0.066250447|-0.155661124|-0.081623022|1|-0.019471024|-0.1214838219999999|-0.187559576|-0.125840557|2|0.716317772|-0.121752717|0.848935944|0.703627625|0.913550004|-0.070035423|0.014510206|-29.12008262|8.099124333999999|38.31894407|-0.021010627|4.520667361|72.14599138|0.61955726|-16.25388148|49.37907349|37.21920695|0.487775649|2234.596293|509.9138517|-586.3723734|-6.545879136|0.38044274|6.038093227999999|212.350744|18.92875482|0.018430997|946.4377411|554.3688216|10.28758193|1.0|1.0|1.0|0.0|3.95|3.16|17.0|-6.94|4.09|4.09|52.83|1.75|0.0|0.0|4.0|0.0|3.15|-3.89|135.0|0.000129|2.65|0.0|0.0|1.14e-07|3.97e-05|-0.03042|2.57|-1108.751283|-1108.729426|606.7333|1043.05|273.72|0.1432|273.72|510.13|0.69002|0.1432|-0.1903|2.7026|-0.2207199999999999|-1108.566571|6129.0
7h_a8|0.0|1|0|2.99743835|0.0|0|0|-0.118981425|4.844187086|0|0.04737037|-0.016074683|0.0|-0.23505152|-0.0873792009999999|0.0260356679999999|1|-0.043606497|0.052081992|0.141285105|-0.382578949|0|0.515235986|0.041366689|0.7677336090000001|0.507325475|0.771011027|-0.0934764819999999|0.011647275|-53.71230941|6.71377223|70.28953528|-0.041038456|3.86998135|47.81104825|0.892830345|-30.96107949|58.94376531|60.42608164|0.4346108389999999|2534.324886|444.4294792|-969.8780597|-13.63564064|0.107169655|7.589672923999999|61.77519141|26.49502512|0.00878112|1086.29603|446.5544107|5.061650885|0.0|1.0|0.0|1.0|3.12|3.2|23.0|-8.46|5.52|5.49|61.58|4.27|2.0|0.0|4.0|1.0|4.63|-5.5|0.00078|3.16e-06|4.66|0.0|1.0|3.5e-09|1.31e-06|-0.06799|6.81|-1285.182226|-1285.151298|593.53|999.62|315.62|0.3885|315.62|500.94|0.6963199999999999|0.3885|-0.16076|7.0847|-0.22875|-1285.0707960000002|4.9788
18c_a25|0.0|0|0|0.0|0.0|0|0|-0.087958541|4.727387819|2|0.043274232|0.007241543|2.069766482|-0.162271435|-0.038865826|0.006360768|1|0.01222181|-0.038006869|-0.064145547|-0.282103688|2|0.7644072209999999|0.0114970419999999|0.8005589320000001|0.7357918440000001|0.94801724|-0.0719340379999999|0.009585904|-31.96445203|6.300016824|26.54367263|-0.026975264|4.140476673999999|0.0|0.7479204509999999|-21.00757374|56.83666555|38.26446885|0.484730247|2917.369488|623.0528232|-992.8013635|-11.65153036|0.2520795489999999|7.553051762000001|165.67090530000002|23.70385212|0.014546814|1327.415719|831.3429628|9.560410146|1.0|1.0|1.0|1.0|3.58|3.89|27.0|-10.17|6.29|6.11|87.72|3.08|2.0|0.0|3.0|1.0|4.77|-5.6|0.000398|2.51e-06|4.49|0.0|0.0|6.79e-11|3.0499999999999995e-08|-0.0622|4.75|-1714.597797|-1714.5777670000002|698.86|1243.76|371.26|0.3558|226.01|547.87|0.31993|0.0041|-0.13312|6.1775|-0.19532|-1714.342386|7.0555
8c_a12|0.0|0|0|0.0|0.0|1|1|0.1948786139999999|0.0|3|0.038787879|-0.106633503|0.0|-0.447739674|-0.036504737|-0.07003012|0|-0.1876771789999999|-0.210669119|-0.370782022|-0.606245231|2|0.905486734|-0.130288596|0.8425863029999999|0.845077891|0.840397446|-0.101988384|0.019604202|-34.19075142|10.00357546|83.24714315|-0.038245644|5.104595615|0.0|0.764449832|-17.44675795|61.66383178|44.19432689|0.472503372|2190.852814|428.8355831|-780.6350769|-9.958505349|0.235550168|5.670223821|120.19586|25.52931025|0.018855428|1021.17241|390.0159026|9.621493319|1.0|0.0|1.0|1.0|3.91|2.24|18.0|-7.14|2.81|1.59|63.06|2.02|0.0|0.0|5.0|1.0|2.23|-3.72|107.0|0.0001899999999999|2.5|0.0|0.0|7.24e-08|2.28e-05|-0.06706|2.76|-1022.77302|-1022.750382|551.66|909.19|323.37|466.0|284.38|402.43|0.53657|0.1355|-0.15571|1.7305|-0.2227699999999999|-1022.663298|7.3979
9_a47|0.0|0|0|0.0|0.0|0|0|0.00410268|0.0|2|0.037492877|-0.043270202|1.323246814|-0.382556052|0.022031244|0.045804989|0|-0.091848897|-0.021556658|-0.045757939|-0.4477815529999999|2|0.7033922579999999|0.075092937|0.853035126|0.689770023|0.805149969|-0.0969292319999999|0.009540986|-44.13640712|4.991260197|107.3271659|-0.036925422|2.611122094|0.0|0.790651977|-23.08946904|58.96976407|49.12766732|0.482896681|2292.652212|421.2052248|-811.319145|-10.10553715|0.209348023|5.653392499|109.5180831|24.43189048|0.015793737|1026.1394|442.7664664|8.262317504|1.0|0.0|1.0|2.0|2.87|2.78|22.0|-8.47|4.61|5.61|58.04|2.99|1.0|0.0|4.0|1.0|4.09|-5.2|0.00148|6.3e-06|4.43|0.0|0.0|3.4000000000000003e-09|1.17e-06|-0.05037|4.06|-1149.090086|-1149.055456|566.1|959.59|333.44|0.2294|215.89|406.35|0.3885099999999999|0.2208|-0.1545099999999999|2.2966|-0.20488|-1148.949486|7.6
3e_a32|0.0|1|1|3.501917045|0.0|0|0|0.015619823|5.733341277|0|0.044949495|-0.057366352|2.220794149|-0.275255791|-0.114649277|-0.080731823|3|-0.1046390059999999|-0.076494363|-0.1395294259999999|-0.551661318|0|0.8315372|-0.12378337|0.85921771|0.77923808|0.8681696109999999|-0.100056595|0.0124235339999999|-39.56206964|6.69516884|47.09895162|-0.030786645|3.608094688|0.0|0.7752553659999999|-21.32040233|60.86894767|46.25723848|0.4513338939999999|2212.661182|467.865447|-647.0582188|-8.941186293|0.224744634|5.863649531|121.1171726|21.40099522|0.012891628|834.6388134|421.3548777|6.94742943|1.0|1.0|1.0|1.0|3.33|3.04|19.0|-6.92|6.8|5.24|110.94|1.94|1.0|0.0|3.0|1.0|4.3|-5.18|0.000103|6.6e-06|4.47|0.0|0.0|1.2099999999999998e-07|4.13e-05|-0.0534399999999999|3.52|-1672.748189|-1672.722302|578.77|956.67|348.38|0.2914|348.38|456.76|0.7025399999999999|0.2914|-0.14754|3.4537|-0.20098|-1672.62984|8.0862
7d_a10|0.0|0|0|0.0|0.0|1|1|-0.117302383|5.4161004020000005|2|0.041369509|-0.042667459|1.591760572|-0.0845736919999999|-0.071185424|-0.0325418129999999|1|-0.09209689|-0.041520889|-0.089622042|-0.2018053139999999|2|0.531023495|-0.051603612|0.869684772|0.525816226|0.841052067|-0.070901708|0.010495008|-31.47566249|5.567989142999999|12.32220006|-0.024733154|2.9540236560000004|89.87999909999999|0.729585423|-16.69900016|45.08492005|37.04365163|0.484115691|2348.343588|446.2091497|-564.2395741|-6.961625817000001|0.270414577|6.100927672|143.4649092|17.98535187|0.014078094|773.3701306|460.1866123|7.468948447000001|1.0|1.0|1.0|0.0|3.21|3.21|21.0|-7.83|4.92|4.97|43.6|3.04|1.0|0.0|4.0|1.0|3.95|-4.72|0.0206|1.9e-05|3.62|0.0|0.0|1.46e-08|5.04e-06|-0.05634|3.49|-1129.198363|-1129.175857|574.87|970.29|319.09|0.2593|212.18|417.68|0.32059|0.0941|-0.1633099999999999|3.0178|-0.21965|-1129.0552810000002|6.0325
5b_a50|0.0|0|1|0.0|0.0|1|1|-0.253064589|5.82008293|1|0.034845679|-0.052494624|2.473508677|-0.062071259|-0.137595558|-0.113846154|2|-0.0873662269999999|-0.1052449509999999|-0.175158017|-0.140506919|1|0.693611382|-0.1866330389999999|0.855527513|0.6642694929999999|0.958606481|-0.061164973|0.012204641|-20.90908698|6.200250541|6.656963127999999|-0.02140774|3.149876031|60.5565203|0.5887490470000001|-10.62231784|42.76068675|27.10933752|0.4462435279999999|2183.545404|486.9950914|-435.0258302|-5.525088972000001|0.411250953|5.543302677000001|208.925351|18.47246431|0.023005632|738.8985723999999|409.0289917|11.68741316|1.0|0.0|1.0|0.0|3.37|2.91|20.0|-5.86|3.15|4.02|35.64|2.4|0.0|0.0|2.0|1.0|3.11|-4.19|105.0|6.47e-05|3.06|0.0|0.0|1.37e-06|0.0004269999999999|-0.0256899999999999|2.81|-990.6114185|-990.5849031|547.35|922.49|308.25|0.2749|220.09|411.9|0.4270899999999999|0.1094|-0.16683|4.4181|-0.19252|-990.487545|4.9126
18_a10|0.0|0|0|0.0|0.0|2|2|-0.182332901|5.733341277|2|0.035770975|-0.092424959|2.026949641|-0.1859075939999999|-0.052165302|-0.0280813039999999|1|-0.144233311|-0.091730492|-0.143149563|-0.220292492|2|0.7155022459999999|-0.0507442929999999|0.832812971|0.6886547670000001|0.885552955|-0.076052353|0.019095409|-36.52271591|12.12013168|40.99617452|-0.024889861|7.692822451|123.3621791|0.641615544|-23.18149476|61.38857307|48.64284759|0.4670293179999999|2788.499133|562.0732377|-868.8874593|-10.02718922|0.358384456|7.204851347999999|227.471785|24.62214943|0.020666062|1354.218219|713.2632062000001|13.11704755|1.0|1.0|1.0|0.0|4.07|3.41|21.0|-7.88|4.65|4.66|62.06|2.14|1.0|0.0|5.0|1.0|3.67|-4.77|0.0138|1.7100000000000002e-05|3.49|0.0|0.0|1.32e-08|5.44e-06|-0.0495699999999999|2.65|-1336.433782|-1336.404041|687.19|1181.5|326.47|0.2962|214.93|504.61|0.37729|0.1637|-0.15735|4.7596|-0.20692|-1336.185978|6.8861
14r_a23|0.0|0|1|0.0|0.0|0|0|-0.009140243|5.351858133|2|0.045277778|0.014148395|0.7087588690000001|-0.322513347|-0.079935667|-0.064006338|2|0.033038452|-0.073945564|-0.17267308|-0.454010253|2|0.616699629|-0.1050445769999999|0.846632079|0.5935522360000001|0.8662226190000001|-0.085881409|0.019185345|-40.32463891|12.35476415|47.26552456|-0.03654528|7.956082857|55.62948521|0.7882228370000001|-25.96781003|66.31173073|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|-15.15517566|0.211777163|7.555307147000001|136.37788909999998|29.85706563|0.017092103|1403.282085|599.5697147999999|11.00678143|0.0|1.0|0.0|1.0|3.47|3.06|26.0|-7.67|3.78|4.58|105.02|3.4|2.0|0.0|5.0|0.0|3.7|-5.11|0.00114|7.73e-06|3.68|0.0|0.0|2.14e-08|9.18e-06|-0.06842|3.72|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|389.92|0.2346|208.71|513.71|0.30482|0.0008|-0.15536|6.2620000000000005|-0.22378|-1728.98403|8.2684
16b_a32|-3.3094926630000003|1|1|3.2902303|0.0|0|0|0.0873104119999999|5.733341277|0|0.041958333|-0.012739425|2.033356859|-0.423467596|-0.018753196|-0.0657820279999999|3|-0.023602065|-0.1202046419999999|-0.222700615|-0.586122949|0|0.745820612|-0.098450203|0.907055332|0.6762731040000001|0.7465375040000001|-0.1083060409999999|0.015808858|-56.84546999|10.12961779|53.96132589|-0.0345657579999999|6.490611388|9.827907321|0.7476362679999999|-36.42406481|80.37824892|66.97508778|0.414997448|3037.795494|478.3482386|-1040.965864|-14.19159402|0.252363732|6.466656381|161.7035261|29.62431176|0.017136832|1392.342653|597.8890744|10.98052464|0.0|1.0|1.0|2.0|3.71|2.48|19.0|-7.6|5.4|4.88|165.49|0.41|1.0|1.0|6.0|1.0|3.26|-4.55|0.000225|2.84e-05|3.14|0.0|0.0|2.54e-08|1.1e-05|-0.05946|6.37|-2315.990437|-2315.951437|676.92|1137.73|342.39|0.2849|342.39|567.01|0.70233|0.2849|-0.14995|4.4055|-0.2094099999999999|-2315.819979|7.7696
9i_a24|0.0|1|0|2.9199957480000003|0.0|0|0|-0.113620183|5.209486153|2|0.023854167|-0.076024544|0.0|-0.190487553|-0.087363979|-0.00532872|2|-0.140841749|-0.1818753839999999|-0.336939175|-0.32068769|2|0.783500303|-0.0106944439999999|0.898194715|0.73094562|0.8260893640000001|-0.069812876|0.025118046|-30.56504777|11.87389334|10.13249376|-0.024639839|5.613069697999999|1.634015079|0.499238289|-14.44881966|51.05832236|42.43894111|0.468272544|2061.729154|390.5119445|-396.0263368|-5.506205845|0.500761711|5.946747117|236.7218826|23.33121014|0.038195951|793.2611447|295.8603625|18.05612763|1.0|0.0|1.0|1.0|2.76|1.36|22.0|-6.05|2.42|2.72|72.28|0.67|0.0|0.0|4.0|0.0|1.73|-3.1|716.0|0.000791|1.48|0.0|0.0|8.95e-07|0.000258|-0.0473899999999999|1.13|-945.286637|-945.2626532|501.48|825.7|299.06|0.2373|268.3|363.15|0.58977|0.0029|-0.17204|7.1135|-0.21943|-945.222448|7.0555
19e_a38|0.0|1|0|3.376977671|0.0|2|2|-0.082311936|5.351858133|2|0.04508642|0.021678225|0.0|-0.4379521229999999|-0.104569193|-0.038386106|1|0.045449529|-0.091460175|-0.191751024|-0.436305701|1|0.723755855|-0.064035403|0.89459881|0.700181525|0.776562593|-0.10214405|0.02118651|-56.34606212|14.27562164|118.734325|-0.03783113|9.619015829|16.39385667|0.749190974|-37.96637911|82.37885703|70.62168376|0.4655978389999999|2920.436229|523.2534216|-1376.50781|-17.17594064|0.250809026|6.596408983|168.99691289999998|34.02454948|0.020114756|1837.325672|696.3887025|13.55346651|0.0|1.0|1.0|3.0|4.96|3.08|17.0|-7.28|4.03|3.09|81.23|2.75|2.0|0.0|4.0|1.0|3.3|-4.72|0.0049|1.89e-05|3.55|0.0|0.0|5.27e-08|2.25e-05|-0.05139|4.08|-1409.582478|-1409.547647|685.34|1183.12|321.31|0.3948|236.96|532.67|0.41961|0.3738|-0.15584|5.8426|-0.20723|-1409.37733|8.0083
13b_a6|0.0|1|0|3.423777636|0.0|1|1|-0.0411179|5.351858133|1|0.042739018|0.060593678|0.0|-0.6051312529999999|-0.104663349|-0.064811009|1|0.100281317|-0.10896749|-0.180339002|-0.490758329|1|0.850080948|-0.11338525|0.8370824240000001|0.8013954109999999|0.7757172059999999|-0.112915801|0.032036214|-61.06841733|21.00828557|154.7847961|-0.0406496879999999|13.77653618|554.4007331|0.757233678|-40.04664055|87.39962829999999|82.07670290000002|0.408780634|2821.72831|508.6895893|-1332.835801|-17.48058934|0.2427663219999999|9.087172635|159.1980937|35.20276076|0.0203627189999999|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|1.0|2.0|3.56|2.85|23.0|-9.01|4.98|4.32|95.85|1.29|2.0|0.0|5.0|1.0|3.45|-4.99|0.0012699999999999|1.02e-05|3.8|0.0|0.0|9.77e-10|4e-07|-0.0525799999999999|4.04|-1350.0903970000002|-1350.061187|694.33|1167.21|341.35|0.7846|255.67|574.07|0.58026|0.2461|-0.14898|10.8032|-0.20156|-1349.898848|6.7595
12b_a30|0.0|0|0|0.0|0.0|2|2|0.047132642|5.351858133|2|0.042804233|-0.074391852|0.0|-0.3897233479999999|-0.037209579|-0.072247675|1|-0.165287712|-0.0541804029999999|-0.120380857|-0.468842459|1|0.669561738|-0.1240820219999999|0.880943609|0.64876559|0.764737577|-0.09915679|0.017341789|-53.05077947|11.01246349|86.84905288|-0.038448551|6.99318589|0.0|0.798520682|-33.68855323|73.02913136|64.06324295|0.4676268939999999|2849.095245|485.6272203|-1196.373126|-15.50462119|0.201479318|7.393647884|127.9443353|30.57626261|0.01584525|1498.236868|618.6004214|10.06212472|0.0|1.0|0.0|1.0|4.63|0.0|17.0|-6.9|4.25|3.18|81.65|3.2|2.0|0.0|5.0|0.0|2.92|-5.01|0.00171|9.71e-06|3.97|0.0|0.0|1.26e-07|5.260000000000001e-05|-0.05351|4.07|-1675.0107779999998|-1674.977262|673.18|1130.68|352.16|0.2079|245.19|516.78|0.3159099999999999|0.1525|-0.1493799999999999|3.7327|-0.20289|-1674.838225|8.1543
12a_a36|0.0|1|0|3.4715209280000003|0.0|2|2|-0.0632801509999999|5.351858133|2|0.040166667|0.078063311|0.0|-0.403468978|-0.070252245|-0.065913514|1|0.134423193|-0.1063550619999999|-0.183140926|-0.432975237|1|0.907322874|-0.119322074|0.846614758|0.855821486|0.820684627|-0.104828755|0.019595485|-46.76212019|12.03249549|109.9069212|-0.037738352|7.388485123|5.277117996|0.755315434|-28.71401279|76.09903547|58.79461567|0.470444928|2647.835699|503.9367075|-1158.650972|-14.22926022|0.244684566|6.600635115|150.24716030000002|30.67992313|0.019102103|1533.996157|598.1535763999999|11.72953701|0.0|0.0|0.0|2.0|4.75|0.0|17.0|-6.59|2.72|1.88|69.2|2.02|1.0|0.0|4.0|0.0|1.86|-4.0|0.0625|0.000101|2.68|0.0|0.0|2.56e-07|9.78e-05|-0.04946|3.16|-1232.951968|-1232.916523|653.94|1096.31|338.0|0.4435|323.35|481.98|0.67869|0.0012|-0.1519299999999999|6.3637|-0.20139|-1232.764108|7.8861
4p_a46|0.0|0|0|0.0|0.122217892|1|1|-0.060700883|5.587248657999999|0|0.046533816|-0.164311513|0.0|-0.233901882|-0.205494852|-0.120823841|1|-0.251219946|0.066453878|0.101602982|-0.369670745|0|0.7471162309999999|-0.1623103719999999|0.7911509609999999|0.751334374|0.905966489|-0.083274013|0.007398064|-56.55658053|4.195717966|175.10295019999998|-0.029978645|2.379548177|0.0|0.87420565|-32.07534663|51.05047787|60.7522985|0.423511708|2257.769185|513.8073925|-850.1003902999998|-9.642472876|0.12579435|5.828038618|71.34266847|19.44852199|0.006740305|972.4260993|585.8536976|3.822678404|0.0|1.0|0.0|1.0|3.89|3.2|17.0|-7.05|4.85|5.25|61.84|3.2|2.0|0.0|3.0|1.0|4.25|-5.4|0.000567|4.03e-06|4.77|0.0|0.0|8.95e-08|3.2e-05|-0.0393|4.89|-1129.65844|-1129.618646|598.19|1058.54|310.28|0.2363|226.26|537.47|0.43709|0.0763|-0.16819|3.6961|-0.20749|-1129.4459470000002|6.4672
